Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens,Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File Data,eodp_id
342-U1407A-2H-1-W 50/52-FORAM,342,U1407,A,2,2-1,H,1,W,50/52-FORAM,0,2,7.3,7.32,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94296bd910a9c8758fa4be26642ddccf
342-U1407A-2H-2-W 70/72-FORAM,342,U1407,A,2,2-2,H,2,W,70/72-FORAM,0,2,9,9.02,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901ddcfb87c73b5db653adf9e5ef9717
342-U1407A-2H-3-W 70/72-FORAM,342,U1407,A,2,2-3,H,3,W,70/72-FORAM,0,2,10.5,10.52,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57227aa71778f863fedd5e1e29d9c54c
342-U1407A-2H-5-W 60/62-FORAM,342,U1407,A,2,2-5,H,5,W,60/62-FORAM,0,2,12.27,12.29,NP23,"NP23 - Sphenolithus predistentus (Gradstein et al., 2012)",,M-P,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,1,1,,,,C,,,,,,,,,,,,F,F,,,,,C,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,f22cbd95eb649792c768d9991b0b9fa7
342-U1407A-2H-6-W 110/112-FORAM,342,U1407,A,2,2-6,H,6,W,110/112-FORAM,0,2,14.27,14.29,NP23,"NP23 - Sphenolithus predistentus (Gradstein et al., 2012)",,M,A,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,1,1,,R,,C,,,,,,,,,,,,F,F,,,,,C,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,f301de5e7d273178d701e5b77e81535f
342-U1407A-10H-2-W 100/102-FORAM,342,U1407,A,10,10-2,H,2,W,100/102-FORAM,0,2,85.3,85.32,NP14,"NP14 - Discoaster sublodoensis (Gradstein et al., 2012)",,M-G,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,F,F,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,02abb49a9e2ee16da05db52357ad5d6e
342-U1407A-10H-4-W 100/102-FORAM,342,U1407,A,10,10-4,H,4,W,100/102-FORAM,0,2,88.3,88.32,NP14,"NP14 - Discoaster sublodoensis (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,F,,C,F,F,,,,,,,F,,,F,,F,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,R,,,,,,,,,R,,,,,,,,,,F,,,F,,,,?,,,,,,,,,,C,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,R,,,,,,,,R,,,,,,,,,,,,,,,,1?,,,F,,,,,,,,,,R,,,,,,,,,,,F,,R,,,,R,,,,C,,,e44c890976d80bfd41fc4f36dda42e08
342-U1407A-10H-6-W 100/102-FORAM,342,U1407,A,10,10-6,H,6,W,100/102-FORAM,0,2,91.3,91.32,NP14,"NP14 - Discoaster sublodoensis (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,1?,,C,,C,1,F,,,,,,,F,,,F,,F,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,,,R,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,R,,,,F,,,,C,,,1a04362d463233702817ab568983aad9
342-U1407A-10H-CC-PAL,342,U1407,A,10,10-CC,H,CC,PAL,,0,10,92.27,92.37,NP13,"NP13 - Discoaster lodoensis (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,C,,C,-,F,-,,,,,,F,,,F,,F,-,R,,,,,,,,,,,,,-,,,,,,,,,,,,,C,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,R,,R,,,,F,,,,C,,,90fcbe8725d162e4d56c65c0d35a110f
342-U1407A-11H-CC-PAL,342,U1407,A,11,11-CC,H,CC,PAL,,0,10,101.99,102.09,NP13,"NP13 - Discoaster lodoensis (Gradstein et al., 2012)",,M-G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,C,,C,,F,,,,,,,F,,,F,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,R,,,R,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,R,,,,F,,,,C,,,25934a55ae5b03c3e78ffc82160fce01
