Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Fissurina alveolata,Fissurina cf. radiata,Fissurina cf. staphyllearia,Fissurina spp.,Frondicularia sagittula,Frondicularia spp.,Fursenkoina bradyi,Fursenkoina complanata,Fursenkoina rotundata,Fursenkoina schreibersiana,Fursenkoina spp.,Gaudryina spp.,Gavelinella spp.,Gavelinopsis praegeri,Gavelinopsis? Sp.,Gavelinopsis translucens,Glabratella patelliformis,Glandulina ovula,Glandulina spp.,Globobulimina affinis,Globobulimina auriculata,Globobulimina cf. pacifica,Globobulimina pacifica,Globobulimina spinescens,Globobulimina spp.,Globobulimina turgida,Globocassidulina globosa,Globocassidulina oblonga,Globocassidulina spp.,Globocassidulina? sp. 1,Globulina gibba,Glomospira charoides,Glomospira gordialis,Glomospira spp.,Grigelis spp.,Guttulina spp.,Gyroidina orbicularis,Gyroidina cf. broeckhiana,Gyroidina spp.,Gyroidinoides octocameratus,Gyroidinoides soldanii,Gyroidinoides spp.,Hanzawaia concentrica,Hanzawaia rhodiensis,Hanzawaia? sp.,Hanzawaia spp.,Haplophragmoides spp.,Haynesina sp.,Heterolepa sp.,Hoeglundina elegans,Hopkinsina spp.,Hormosina globulifera,Hormosina spp.,Hyalina balthica,Hyaline indet.,Hyalinonetrion gracillimum,Hyperammina elongata,Hyperammina laevigata,Hyperammina spp.,Islandiella islandica,Jaculella obtusa,Karreriella bradyi,Karreriella spp.,Karrerulina spp.,Labrospira jeffreysi,Labrospira sp.,Laevidentalina spp.,Lagena costata,Lagena gracilis,Lagena hispidula,Lagena semistriata,Lagena spp.,Lagenammina spp.,Laticarinina pauperata,Lenticulina gibba,Lenticulina rotulata,Lenticulina spp.,Lingulina seminuda,Lingulina spp.,Loxostomina cf. major,Loxostomina major,Loxostomum spp.,Comment,File Data,eodp_id
339-U1390A-1H-CC-PAL-FORAM,339,U1390,A,1,1-CC,H,CC,PAL,FORAM,0,5,3.58,3.63,,,,F,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,2714cde314f31bd95980c5dcb6c9fcd3
339-U1390A-2H-CC-PAL-FORAM,339,U1390,A,2,2-CC,H,CC,PAL,FORAM,0,5,13.4,13.45,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,9b57429ba7d8c16263295ded2407d9e1
339-U1390A-3H-CC-PAL-FORAM,339,U1390,A,3,3-CC,H,CC,PAL,FORAM,0,5,22.88,22.93,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,3d5dcb3eaccaba685421c9f390a0648b
339-U1390A-4H-CC-PAL-FORAM,339,U1390,A,4,4-CC,H,CC,PAL,FORAM,0,5,32.25,32.3,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,cf8d029bf953e2b35599f2627fe23973
339-U1390A-5H-CC-PAL-FORAM,339,U1390,A,5,5-CC,H,CC,PAL,FORAM,0,5,41.09,41.14,,,,R,,,,,,,P,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,,,,,,bd1568ca41c69f8df0136f844eeb7571
339-U1390A-6H-CC-PAL-FORAM,339,U1390,A,6,6-CC,H,CC,PAL,FORAM,0,5,50.95,51,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e84f8659c0d730e29faddea3559b24f0
339-U1390A-7H-CC-PAL-FORAM,339,U1390,A,7,7-CC,H,CC,PAL,FORAM,0,5,61.22,61.27,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a74230d86856cf74722e2ff2b5d9e3fa
339-U1390A-8H-CC-PAL-FORAM,339,U1390,A,8,8-CC,H,CC,PAL,FORAM,0,5,70.48,70.53,,,,,,,,,,,P,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f74174e1a0700047183007ca4699a417
339-U1390A-9H-CC-PAL-FORAM,339,U1390,A,9,9-CC,H,CC,PAL,FORAM,0,5,76.65,76.7,,,,,,,,,,,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4b893e77667b35e85ac30c83b46bd13
339-U1390A-10X-CC-PAL-FORAM,339,U1390,A,10,10-CC,X,CC,PAL,FORAM,0,5,84.32,84.37,,,,,,,,,,,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,R,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,4b6020200e1516b04faaf12227dafbac
339-U1390A-11X-CC-PAL-FORAM,339,U1390,A,11,11-CC,X,CC,PAL,FORAM,0,5,92.56,92.61,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,P,P,,,,,,,,,,,,,,,P,,,,,,,49204a47d2dae22b970226281de61d69
339-U1390A-12X-CC-PAL-FORAM,339,U1390,A,12,12-CC,X,CC,PAL,FORAM,0,5,101.15,101.2,,,,P,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,P,R,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,c5102387f783660fa34fc9272ab9ca2d
339-U1390A-13X-CC-PAL-FORAM,339,U1390,A,13,13-CC,X,CC,PAL,FORAM,0,5,110.44,110.49,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,71a44273359e152d58b51d29fd17fa7e
339-U1390A-14X-CC-PAL-FORAM,339,U1390,A,14,14-CC,X,CC,PAL,FORAM,0,5,121.18,121.23,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,P,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,62779b278c2b2bae48ba858dd38ac5f0
