Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Circodiscus (Porodiscus) circularis,Cycladophora nakasekoi,Cycladophora sakaii,Lithelius barbatus,Lychnocanoma parallelipes,Acrobotrys tritubus,Acrosphaera spinosa,Actinomma delicatulum,Actinomma leptodermum,Antarctissa denticulata,Anthocyrtidium angulare,Anthocyrtidium ophirense,Bortyostrobus auritus/australis,Botryostrobus aquilonaris,Botryostrobus miralestense,Calocycletta costata,Calocycletta virginis,Ceratospyris borealis,Cycladophora bicornis,Cycladophora davisiana,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cyrtocapsella tetrapera,Dendrospyris?,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyocoryne profunda,Dictyophimus bullatus,Dictyophimus hirundo,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris simplex,Euchitonia furcata/elegans,Euchitonia triangulatum,Eucyrtidium asanoi,Eucyrtidium calvertense,Eucyrtidium diaphanes,Eucyrtidium inflatum,Eucyrtidium matuyamai,Giraffospyris angulata,Heliodiscus astericus,Hexacontium enthacanthus,Hymeniastrum euclidis,Lamprocyclas junonis,Lamprocyrtis hannai,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Larcopyle buetschlii,Liriospyris reticulata,Lithelius minor,Lithopera neotera,Lithopera renzae,Lithopera thornbergi,Lychnocanoma nipponica magnacornuta,Lychnocanoma sakaii,Octopyle/Tetrapyle Group,Phomostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Porodiscus (?) sp. B,Prunopyle antartica,Pterocanium praetextum,Pterocanium prismatium,Pterocanium sp.,Pterocorys group,Pterocorys minythorax,Siphostichartus corona,Sphaeropyle langii,Sphaeropyle robusta,Spongaster berminghami,Spongaster pentas,Spongaster tetras,Spongopyle osculosa,Spongurus (?) sp.,Spongurus cf. elliptica,Spongurus pylomaticus,Stichocorys armata,Stichocorys delmontensis,Stichocorys diploconus,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Stylochlamydium asteriscus,Thecosphaera akitaensis,Thecosphaera japonica,Theocorys redondoensis,Theocorythium trachelium,Theocorythium vetulum,Tholospyris scaphipes,Comments,Ship File Links,Shore File Links,File Data,eodp_id
341-U1417D-1H-CC-RADS,341,U1417,D,1,1-CC,H,CC,PAL,0,5,5.87,5.92,B. aquilonaris,Botyrostrobus aquilonaris,,G [P28],A,,,,,,,,C,A,,,,,R,,,,A,,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,F,R,,,,,,,,,,,,,,F,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,20d2d86a0d11c709c13847014e6c257a
341-U1417D-2H-CC-PAL-RADS,341,U1417,D,2,2-CC,H,CC,PAL,0,5,14.46,14.51,B. aquilonaris,Botyrostrobus aquilonaris,,G [P28],A,,,,,,,,C,C,,,,,,,,,A,,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,C,,,,,,,,,,,,F,,F,,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,614e706a847b917334905903869a334c
341-U1417D-3H-CC-PAL-RADS,341,U1417,D,3,3-CC,H,CC,PAL,0,5,24.5,24.55,B. aquilonaris,Botyrostrobus aquilonaris,"LO Lychnocanoma nipponica sakaii (Morley et Nigrini, 1995)",G [P28],C,,,,,,,,F,F,,,,,,,,,C,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,,C,,C,,,,R,,,,,A,F,,,,,,,,,,,,,,,,,,,,,,fa27c805978eaf70a28a982d83fb5c7e
341-U1417D-4H-CC-W 0/5-RADS,341,U1417,D,4,4-CC,H,CC,PAL,0,5,34.65,34.7,B. aquilonaris,Botyrostrobus aquilonaris,,P [P28],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,72542030e85f025709ec30b9cc70be48
341-U1417D-5H-CC-W 0/5-RADS,341,U1417,D,5,5-CC,H,CC,PAL,0,5,44.09,44.14,B. aquilonaris,Botyrostrobus aquilonaris,,G [P28],A,,,,,,,,R,R,,,,,R,,,,A,,A,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,A,,F,,,,,,,,,A,F,,R,,,,,,,R,,,,,,,,,,,,,a799a1aad9ebd6445fc0a45c29471df0
341-U1417D-6H-CC-RADS,341,U1417,D,6,6-CC,H,CC,PAL,0,5,52.47,52.52,B. aquilonaris,Botyrostrobus aquilonaris,,G [P28],A,,,,,,,,F,,,,,R,R,,,,A,,A,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,R,R,,,,R,,F,,F,,,,R,,,,,A,F,,F,,,,,,,,,,,,,,,,,,,,e54fec296ffae6d16afc9bf4d94b5451
341-U1417D-7H-CC-RADS,341,U1417,D,7,7-CC,H,CC,PAL,0,5,57.84,57.89,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709dfdb42bc8826b77ef08f9edb82c71
341-U1417D-8H-CC-RADS,341,U1417,D,8,8-CC,H,CC,PAL,0,0,65.85,65.85,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c6d93f8313982e49075ef9d4be73fc7
341-U1417D-9H-CC-RADS,341,U1417,D,9,9-CC,H,CC,PAL,0,0,75.12,75.12,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ba6f989a6d2ce30cf37eee18a4d61fb
341-U1417D-10H-CC-RADS,341,U1417,D,10,10-CC,H,CC,PAL,0,0,84.87,84.87,S. universus,Stylatractus universus,"LO Stylatractus universus (Kamikuri et al., 2007)",P [P28],R,,,,,,,,F,R,,,,,,,,,R,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,,,,,,R,,,,,,,,R,,,,R,,,,,A,,,F,,,,,,,C,F,,,,,,,,,,,,7434dbfb46defed5458d6234f62aa609
341-U1417D-11H-CC-PAL-RADS,341,U1417,D,11,11-CC,H,CC,PAL,0,5,93.19,93.24,S. universus,Stylatractus universus,,P [P28],R,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,R,,,,,,,,,,,,118cfae0826d5d71bc114aa81183c3c8
341-U1417D-12H-CC-PAL-RADS,341,U1417,D,12,12-CC,H,CC,PAL,0,5,101.82,101.87,S. universus,Stylatractus universus,,M [P28],C,,,,,,,,R,C,,,,,F,,,,F,,A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,A,,,,,,R,,,,,,,,R,,,,C,,,,,C,,,F,,,,,,,A,C,,,F,,,,,,,,,221afde882b5b0ea6e023ba335ecdad2
341-U1417D-13H-CC-PAL-RADS,341,U1417,D,13,13-CC,H,CC,PAL,0,5,110.01,110.06,S. universus,Stylatractus universus,,P [P28],R,,,,,,,,R,R,,,,,,,,,R,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,F,,,,,F,,,F,,,,,,,C,R,,,R,,,,,,,,,592b854627b9c8f4625c650b264dd668
341-U1417D-14H-CC-PAL-RADS,341,U1417,D,14,14-CC,H,CC,PAL,0,5,118.25,118.3,S. universus,Stylatractus universus,,P [P28],R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,R,,,,,,,,,,A,,,,R,,,,,,,,,2de709e973c4d9ad01ea5fcb5c3fc95d
341-U1417D-15H-7-PAL-RADS,341,U1417,D,15,15-CC,H,CC,PAL,0,5,128.83,128.88,S. universus,Stylatractus universus,,P [P28],R,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,A,R,,,R,,,,,,,,,0236309af1b49017b41f60e847cccdcf
341-U1417D-16H-CC-PAL-RADS,341,U1417,D,16,16-CC,H,CC,PAL,0,5,138.23,138.28,S. universus,Stylatractus universus,,M [P28],C,,,,,,,,F,F,,,,,R,,,,A,,C,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,F,,,,F,,,,,A,,,A,,,,,,,A,,,,R,,,,,,,,,41a26ed7d2780f84f794aedcd4b2fde1
341-U1417D-17H-CC-PAL-RADS,341,U1417,D,17,17-CC,H,CC,PAL,0,5,147.37,147.42,E. matuyamai,Eucyrtidium matuyamai,"LO Eucyrtidium matuyamai (Kamikuri et al., 2007)",G [P28],A,,,,,,,,,A,,,,,,,,,A,,A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,,F,,,,R,,,,A,R,,,,C,A,,F,,,,,,,F,,,,F,,,,,,,,,58ecbe09e4e67e90e2f4e125d6ab65c4
341-U1417D-18H-7-PAL-RADS,341,U1417,D,18,18-CC,H,CC,PAL,0,5,156.91,156.96,E. matuyamai,Eucyrtidium matuyamai,,M [P28],C,,,R,,,,,R,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,R,,,,R,,,,,,,,C,R,,,,R,F,,,,,,,,,A,F,,,A,,,,,,,,,f35136b527acf864cd2de204a90043b6
341-U1417D-19H-CC-PAL-RADS,341,U1417,D,19,19-CC,H,CC,PAL,0,5,157.03,157.08,E. matuyamai,Eucyrtidium matuyamai,,P [P28],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,76510bdabb3102765d1ddb63cd4f0a54
341-U1417D-20H-CC-PAL-RADS,341,U1417,D,20,20-CC,H,CC,PAL,0,5,162.49,162.54,E. matuyamai,Eucyrtidium matuyamai,,M [P28],F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,R,,,,R,R,,,,C,C,,,,,,,,,A,R,,,A,,,,,,,,,186745824d66b79d8134d8f450ca6d3f
341-U1417D-22H-CC-PAL-RADS,341,U1417,D,22,22-CC,H,CC,PAL,0,5,170.61,170.66,E. matuyamai,Eucyrtidium matuyamai,,G [P28],C,,,,,,,,,R,,,,,,,,,R,,A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,F,R,,,,,,,,,,,,a18ae5efa1257101eb4d5bb5054a5c8a
341-U1417D-23H-CC-PAL-RADS,341,U1417,D,23,23-CC,H,CC,PAL,0,5,175.96,176.01,E. matuyamai,Eucyrtidium matuyamai,,P [P28],F,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,C,,,R,,,,,,,R,R,,,,,,,,,,,,27034ef94dfc4d60945437fe359d41b3
341-U1417D-24H-CC-RADS,341,U1417,D,24,24-CC,H,CC,PAL,0,0,180.2,180.2,C. sakaii,Cycladophora sakaii,"FO Eucyrtidium matuyamai (Kamikuri et al., 2007)",P [P28],F,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,C,R,R,,,,,,,,A,R,,,,,,,,,,,,7307a114274ed7ee14c39998520dd4e7
341-U1417D-25H-CC-RADS,341,U1417,D,25,25-CC,H,CC,PAL,0,0,185.12,185.12,C. sakaii,Cycladophora sakaii,,P [P28],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,A,R,,,,,,,,,C,,,,,,,,,,,,,3bf6df31ff586fdba828af7259176d30
341-U1417D-26H-CC-RADS,341,U1417,D,26,26-CC,H,CC,PAL,0,0,187.21,187.21,C. sakaii,Cycladophora sakaii,,P [P28],F,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,a3b3a11bef56de57926d47df89e8f8da
341-U1417D-27H-CC-RADS,341,U1417,D,27,27-CC,H,CC,PAL,0,5,189.2,189.25,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe1774324bacf7327d8f2218dc1c030f
341-U1417D-28H-CC-RADS,341,U1417,D,28,28-CC,H,CC,PAL,0,0,191.82,191.82,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a50d4e941b73affd299b4fde525fe2c9
341-U1417D-29H-CC-RADS,341,U1417,D,29,29-CC,H,CC,PAL,0,0,196.24,196.24,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86fa4c332061a740ddb635bb1937f5b9
341-U1417D-30H-CC-RADS,341,U1417,D,30,30-CC,H,CC,PAL,0,0,200.95,200.95,C. sakaii,Cycladophora sakaii,"FO Cycladophora davisiana (Kamikuri et al., 2007)",P [P28],F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,A,,,,,,,,,,,,,ecb17eb839af8c8586f716f09295139f
341-U1417D-31H-CC-PAL-RADS,341,U1417,D,31,31-CC,H,CC,PAL,0,5,203.85,203.9,C. sakaii,Cycladophora sakaii,,P [P28],R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,524ca706ba4ae278188d03aae5dc4ca5
341-U1417D-32H-CC-PAL-RADS,341,U1417,D,32,32-CC,H,CC,PAL,0,5,208.87,208.92,C. sakaii,Cycladophora sakaii,,P [P28],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,A,R,,R,,,,,,,A,,,,R,,,,,,,,,962145149e5a777c30d728161f171145
341-U1417D-33H-CC-PAL-RADS,341,U1417,D,33,33-CC,H,CC,PAL,0,5,209.37,209.42,C. sakaii,Cycladophora sakaii,,M [P28],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,R,,,,C,,,,,,,,,,A,,,,C,,,,,,,,,4525233b99038f26c563489455b2c60d
341-U1417D-34H-CC-PAL-RADS,341,U1417,D,34,34-CC,H,CC,PAL,0,5,214.02,214.07,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f203f4b35127f194ba0be0802d45d5b
341-U1417D-35H-CC-PAL-RADS,341,U1417,D,35,35-CC,H,CC,PAL,0,5,218.72,218.77,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1cacab27f2f51b235afd4083ce6043
341-U1417D-36H-CC-PAL-RADS,341,U1417,D,36,36-CC,H,CC,PAL,0,5,223.32,223.37,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff2c3509d00b5c1af60e49bffb99e590
341-U1417D-37H-CC-PAL-RADS,341,U1417,D,37,37-CC,H,CC,PAL,0,5,223.84,223.89,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccc349d773f4c0bbb3b9cb128edb9189
341-U1417D-38X-CC-PAL-RADS,341,U1417,D,38,38-CC,H,CC,PAL,0,5,225.04,225.09,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75385426384445d71b6f43ae59804999
341-U1417D-39X-CC-RADS,341,U1417,D,39,39-CC,H,CC,PAL,0,0,235.03,235.03,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fac18abe076ce8b6d46b1069712c33f
341-U1417D-40X-CC-RADS,341,U1417,D,40,40-CC,H,CC,PAL,0,0,247.04,247.04,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d9184bfe4a4e2e273860ae4c98d039
341-U1417D-41X-CC-RADS,341,U1417,D,41,41-CC,H,CC,PAL,0,0,259.85,259.85,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c0dbe2106fbb06b26976f3791e964b7
341-U1417D-42X-CC-RADS,341,U1417,D,42,42-CC,H,CC,PAL,0,0,267.48,267.48,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fecf4c67cc53db97877e5d72852684b4
341-U1417D-43X-CC-RADS,341,U1417,D,43,43-CC,H,CC,PAL,0,5,278.65,278.7,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2f29b1c1d3bfec4d0671b0b7ae36989
341-U1417D-44X-CC-PAL-RADS,341,U1417,D,44,44-CC,H,CC,PAL,0,5,283.45,283.5,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cc991fd7e3b5b89b0b00b2e7ef0ae37
341-U1417D-45X-CC-PAL-RADS,341,U1417,D,45,45-CC,H,CC,PAL,0,5,292.15,292.2,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb319ed006b36862b6ed4e8747db07c5
341-U1417D-47X-CC-PAL-RADS,341,U1417,D,47,47-CC,H,CC,PAL,0,5,307.81,307.86,C. sakaii,Cycladophora sakaii,,P [P28],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,A,,,R,C,,,,,,,,,c6dd0cca460e69f2bab7c2dab37d33e8
341-U1417D-48X-CC-PAL-RADS,341,U1417,D,48,48-CC,H,CC,PAL,0,5,317.71,317.76,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1d29206c8a234bfbc6a5476bb3b2f41
341-U1417D-49X-CC-RADS,341,U1417,D,49,49-CC,H,CC,PAL,0,0,328.22,328.22,C. sakaii,Cycladophora sakaii,"LO Stichocorys peregrina (Kamikuri et al., 2007)",P [P28],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,R,R,,,,,,R,,R,,,,,,,,,,,,,a07fc24e6d145f428ac00bfeb0b3891e
341-U1417D-50X-CC-RADS,341,U1417,D,50,50-CC,H,CC,PAL,0,0,339.4,339.4,C. sakaii,Cycladophora sakaii,,P [P28],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,C,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,c52b43e6eb32430d08afc348d174efd6
341-U1417D-51X-CC-RADS,341,U1417,D,51,51-CC,H,CC,PAL,0,0,349.17,349.17,C. sakaii,Cycladophora sakaii,,P [P28],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,2e49f29f646cc8c9aea5903e8fff4e1e
341-U1417D-52X-CC-RADS,341,U1417,D,52,52-CC,H,CC,PAL,0,0,357.76,357.76,C. sakaii,Cycladophora sakaii,,P [P28],R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05c6c33b893fbf81e56fcc9d3ef10ab2
341-U1417D-53X-CC-RADS,341,U1417,D,53,53-CC,H,CC,PAL,0,0,365.43,365.43,C. sakaii,Cycladophora sakaii,,P [P28],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,f6ae4b723e9fd278b3d956efa09e13a5
341-U1417D-54X-CC-RADS,341,U1417,D,54,54-CC,H,CC,PAL,0,0,378.14,378.14,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5457d7fcfcb26b911837915e83e9b4e0
341-U1417D-55X-CC-PAL-RADS,341,U1417,D,55,55-CC,H,CC,PAL,0,5,388.14,388.19,C. sakaii,Cycladophora sakaii,,M [P28],F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,A,,,,,,F,,,,,,,,,,,,,R,,,,C,,,F,,,,,,,F,R,,,C,,,,,,,,,ef1fcd03d68295b1c9ce147a8d8ee263
341-U1417D-56X-CC-PAL-RADS,341,U1417,D,56,56-CC,H,CC,PAL,0,5,394.41,394.46,C. sakaii,Cycladophora sakaii,,P [P28],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,R,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,R,,,R,,,,,,,,,cbdadd4b466f13876a5553558a12b50d
341-U1417D-57X-CC-PAL-RADS,341,U1417,D,57,57-CC,H,CC,PAL,0,5,404.85,404.9,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cee7b145565ba9b7e2038936a71b055
341-U1417D-58X-CC-PAL-RADS,341,U1417,D,58,58-CC,H,CC,PAL,0,5,416.07,416.12,S. pylomaticus,Spongurus pylomaticus,"LO Phormostichoartus fistula (Kamikuri et al., 2007)",M [P28],C,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,F,,,R,,,,,,,,,,,,,,R,A,,R,,,,,,,F,R,,,A,,,,,,,,,11a8ea8b9d6d9d7eb2ff0f43e9bbe5a0
