Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Actinomma boreale,Actinomma medianum,Amphimelissa setosa,Axoprunum acquilonium,Botryostrobus aquilonaris,Ceratospyris borealis,Collosphaera pyloma,Cycladophora cornutoides,Cycladophora cosma,Cycladophora davisiana,Cycladophora sakaii,Cyrtocapsella japonica,Dendrospyris sakaii,Dictyophimus bullatus,Dictyophimus hirundo,Eucyrtidium asanoi,Eucyrtidium inflatum,Eucyrtidium matuyamai,Lamprocyrtis heteroporos,Larcopyle buetschlii,Lipmanella redondoensis,Lithelius barbatus,Lychnocanomma magnacornuta,Lychnocanomma nipponica sakaii,Lychnocanomma parallelipes,Phormostichoartus fistula,Porodiscus circularis,Sphaeropyle langii/robusta group,Spongodiscus sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongurus pylomaticus,Stichocorys delmontensis,Stichocorys peregrina,Stylatractus universus,Stylochlamydium venustum,Stylodictya validispina,Thecosphaera akitaensis,physical_constituent_name,pc_fossil_name,pc_fossil_group,pc_abundance_name_mode,pc_preservation_name_average,File Data,eodp_id
323-U1342B-1H-CC-PAL-RADS31,323,U1342,B,1,1-CC,H,CC,PAL,RADS31,0,0,5.23,5.23,,M [323_Rs],F,F,F,,,,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,92834024665e9d2fa1ad7292b290fc06
323-U1342B-2H-CC-PAL1      -RADS36,323,U1342,B,2,2-CC,H,CC,PAL1,RADS36,0,0,14.98,14.98,,M [323_Rs],C,F,,,,F,C,,,,C,,,,,,,,,,F,,,,F,,,,,A,,F,,,,,F,F,,,,,,,,9ef98ac5fffc80d01ffae42a21428125
323-U1342B-3H-CC-RADS41,323,U1342,B,3,3-CC,H,CC,RADS41,,0,0,24.71,24.71,,M [323_Rs],F,,,,F,,C,,,,F,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,,,e439be373f7aa0c556715cb7805806dd
323-U1342B-4H-CC-PAL67     -RADS24,323,U1342,B,4,4-CC,H,CC,PAL67,RADS24,0,0,33.97,33.97,,M [323_Rs],C,,,,F,,C,,,,F,,,,,,,,F,,,,,,,,,,,F,F,F,,,,,,F,,,,,,,,76ff60e796791482996c12ab6ca38755
323-U1342B-5H-CC-PAL16     -RADS30,323,U1342,B,5,5-CC,H,CC,PAL16,RADS30,0,0,43.64,43.64,,G [323_Rs],F,,,,F,,C,,,,F,F,,,,,,,,,,,,,,,,,,F,,F,,,,,,F,,,,,,,,fa9e5cebe3ae10120310077373e0edaa
