Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Biantholithus sparsus,Cribrosphaerella daniae,Micula prinsii,Ceratolithoides kamptneri,Nephrolithus frequens,Micula murus,Cribrocorona gallica,Lithraphidites quadratus,Reinhardtites levis,Tranolithus orionatus,Uniplanarius trifidus,Broinsonia parca constricta,Eiffellithus eximius,Acuturris scotus,Ahmuellerella regularis,Arkhangelskiella confusa,Arkhangelskiella cymbiformis,Arkhangelskiella maastrichtiana,Biscutum coronum,Biscutum magnum,Calculites obscurus,Ceratolithoides ultimus,Ceratolithoides spp.,Chiastozygus amphipons,Chiastozygus litterarius,Corollithion exiguum,Corollithion completum,Cretarhabdus conicus,Cribrosphaerella ehrenbergii,Cylindralithus echinus,Cylindralithus nudus,Cylindralithus serratus,Discorhabdus ignotus,Eiffellithus turriseiffelii,Gartnerago segmentatum,Gorkaea pseudoanthophorus,Helicolithus anceps,Helicolithus trabeculatus,Loxolithus armilla,Manivitella pemmatoidea,Markalius inversus,Micula praemurus,Micula staurophora,Micula swastika,Misceomarginatus pleniporus,Lithraphidites carniolensis,Nephrolithus miniporus,Microrhabdulus spp.,Monomarginatus quaternarius,Neocrepidolithus cruciatus,Neocrepidolithus neocrassus,Orastrum campanensis,Perchnielsenella stradneri,Petrarhabdus copulatus,Placozygus fibuliformis,Prediscosphaera cretacea,Prediscosphaera grandis,Prediscosphaera stoveri,Prediscosphaera spinosa,Pseudomicula quadrata,Reinhardtites anthophorus,Retecapsa angustiforata,Retecapsa crenulata,Retecapsa schizobrachiata,Retecapsa surirella,Rhagodiscus angustus,Rhagodiscus indistinctus,Rhagodiscus reniformis,Rucinolithus magnus,Seribiscutum primitivum,Staurolithites spp.,Tegumentum stradneri,Tetrapodorhabdus decorus,Tortolithus caistorensis,Tranolithus minimus,Uniplanarius gothicus,Watznaueria barnesiae,Zeugrhabdotus bricresenticus,Zeugrhabdotus embergeri,Zeugrhabdotus sigmoides,Comments,File Data
342-U1407B-19X-3-W 150/150-NANNO,342,U1407,B,19,19-3,X,3,W,150/150-NANNO,0,0,189.1,189.1,U14-UC15c,,,M,A,,,,,,,,,,,,-,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407B-19X-CC-PAL,342,U1407,B,19,19-CC,X,CC,PAL,,0,9,193.46,193.55,U14-UC15c,,,M,A,,,,,,,,,,,,-,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407B-20X-CC-PAL,342,U1407,B,20,20-CC,X,CC,PAL,,0,10,201.74,201.84,UC12,,,M-G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407B-21X-CC-PAL,342,U1407,B,21,21-CC,X,CC,PAL,,0,10,210.21,210.31,UC11,,,M-G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407B-22X-CC-PAL,342,U1407,B,22,22-CC,X,CC,PAL,,0,10,218.62,218.72,UC10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407B-23X-CC-PAL,342,U1407,B,23,23-CC,X,CC,PAL,,0,12,228.19,228.31,UC9,,,M-G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407B-24X-CC-PAL,342,U1407,B,24,24-CC,X,CC,PAL,,0,12,236.96,237.08,UC3-UC4,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407B-25X-CC-PAL,342,U1407,B,25,25-CC,X,CC,PAL,,0,10,247.58,247.68,UC0,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407B-26X-CC-PAL,342,U1407,B,26,26-CC,X,CC,PAL,,0,11,257.33,257.44,UCO,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
