Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comments,Preservation,Group Abundance,Actinomma boreale,Actinomma medianum,Amphimelissa setosa,Axoprunum acquilonium,Botryostrobus aquilonaris,Ceratospyris borealis,Collosphaera pyloma,Cycladophora cornutoides,Cycladophora cosma,Cycladophora davisiana,Cycladophora sakaii,Cyrtocapsella japonica,Dendrospyris sakaii,Dictyophimus bullatus,Dictyophimus hirundo,Eucyrtidium asanoi,Eucyrtidium inflatum,Eucyrtidium matuyamai,Lamprocyrtis heteroporos,Larcopyle buetschlii,Lipmanella redondoensis,Lithelius barbatus,Lychnocanomma magnacornuta,Lychnocanomma nipponica sakaii,Lychnocanomma parallelipes,Phormostichoartus fistula,Porodiscus circularis,Sphaeropyle langii/robusta group,Spongodiscus sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongurus pylomaticus,Stichocorys delmontensis,Stichocorys peregrina,Stylatractus universus,Stylochlamydium venustum,Stylodictya validispina,Thecosphaera akitaensis,physical_constituent_name,pc_fossil_name,pc_fossil_group,pc_abundance_name_mode,pc_preservation_name_average,File Data,eodp_id
323-U1342A-1H-CC-PAL-RADS11,323,U1342,A,1,1-CC,H,CC,PAL,RADS11,0,0,1.65,1.65,,M [323_Rs],F,F,,,,,F,,F,,F,,,,,F,,,,,,,,,F,,,,,,,F,,,,,F,F,,,,,,,,449146d600648e3cd1445310753c564b
323-U1342A-2H-CC-PAL-RADS16,323,U1342,A,2,2-CC,H,CC,PAL,RADS16,0,0,11.31,11.31,,M [323_Rs],C,F,,,,F,F,,,,C,,,,,F,,,,,F,,,,F,,,,,F,,F,,,,,F,F,,,,,,,,b3fb9e2ee73868d4e9a88011f81e07bc
323-U1342A-3H-CC-PAL-RADS21,323,U1342,A,3,3-CC,H,CC,PAL,RADS21,0,0,20.91,20.91,,P [323_Rs],C,,,,F,F,C,,,,A,,,,,F,,,,,,,,,,,,,,F,,F,,,,,F,F,,,,,,,,d0a3c9d9dcd1b9b014efd38535238070
323-U1342A-4H-CC-RADS26,323,U1342,A,4,4-CC,H,CC,RADS26,,0,0,30.48,30.48,,M [323_Rs],F,,,,F,,C,,,,C,,,,,F,,,,,,,,,,,,,,F,,F,,,,,,F,,,,,,,,0a52b720be8b23464ecf70e001b3b793
323-U1342A-5H-CC-PAL-RADS31,323,U1342,A,5,5-CC,H,CC,PAL,RADS31,0,0,40.12,40.12,,P [323_Rs],C,,,,F,,F,,,,F,,,,,F,,,,,F,,,,,,,,,,,F,,,,,,F,,,,,,,,76f749274924e948c8bb8755d0f0e2e7
323-U1342A-6H-CC-PAL-RADS21,323,U1342,A,6,6-CC,H,CC,PAL,RADS21,0,0,48.25,48.25,,M [323_Rs],F,,,,F,,F,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,7c12da52674179bb3ebd79e4bb34186c
323-U1342A-7H-CC-PAL-RADS26,323,U1342,A,7,7-CC,H,CC,PAL,RADS26,0,0,55.64,55.64,,M [323_Rs],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,F,,,F,,,,,,,,,,d6d1f220b9d7b8fe097a86485e0fa333
