Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Bacinella irregularis,Textulariid taxa,Vercorsella sp. cf. V. arenata,Miliolid taxa,Debarina sp. cf. D. hahounerensis,Valvulineria ? n. sp. 1,Novalesia producta,Nezzazata sp. C,Istriloculina unspecified taxon,Foraminifers (attached),Bdelloidina sp. cf. B. urgonensis,Glomospira unspecified taxon,Voloshinoides ? sp. D,Verneuilinidae taxa,Vercorsella sp. cf. V. scarsellai,Vercorsella sp. cf. V. immaturata,Foraminifers (planispiral taxa),Ammobaculites celatus,Cuneolina sliteri,Vercorsella sp.,Praechrysalidina sp. cf. P. infracretacea,Orbitolinid taxa,Orbitolina sp.,Tubiphytes sp.,Belorussiella sp.,Arenobulimina cochleata,Cayeuxia sp.,Lituola stogguloides,Orbitolina (Mesorbitolina) texana oculata,Voloshinoides ? sp. C,Nezzazata isabellae,Sabaudia minuta,Pseudonummoloculina aurigerica,Cuneolina parva,Hagenowina sp.,Arenobulimina sp.cf. A.chapmani,Nummoloculina(?) sp.,Cuneolina sp. cf. C. pavonia,Comment
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 51,R, 3, 107.00,    468.3300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R               ,                              ,R            ,                                 ,                       ,                  ,               ,                               ,VA                     ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 52,R, 1,  95.00,    475.0500,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,F               ,                              ,F            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,R                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 52,R, 2, 108.00,    476.6600,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,F            ,                                 ,                       ,R                 ,C              ,                               ,                       ,F                                ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 53,R, 4, 127.00,    489.2200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,F                             ,C            ,                                 ,R                      ,R                 ,               ,C                              ,F                      ,                                 ,                            ,                     ,                   ,R                                ,F                                ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,F                   ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 54,R, 1, 134.00,    494.5400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,A            ,                                 ,                       ,                  ,               ,R                              ,                       ,                                 ,R                           ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,F              ,F                                        ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 55,R, 1, 124.00,    503.6400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,F                             ,C            ,                                 ,                       ,                  ,               ,C                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,F                              ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 55,R, 2,  84.00,    504.6100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,C                             ,C            ,F                                ,                       ,                  ,               ,C                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,R               ,R             ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 56,R, 4,  94.00,    517.2400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,R            ,R                                ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 57,R, 3, 134.00,    525.1300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,F                             ,C            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,R                                        ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 58,R, 1,  72.00,    531.1200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,                              ,C            ,                                 ,                       ,                  ,               ,C                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,R                              ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 58,R, 3,  83.00,    534.1700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,                              ,R            ,R                                ,                       ,                  ,               ,C                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,F                              ,                     ,                 ,F              ,                                         ,                ,              ,F             ,                 ,                       ,R           ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 59,R, 3,  97.00,    543.6100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,F                             ,F            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,R                                ,                                 ,                               ,                     ,                 ,F              ,                                         ,                ,              ,              ,                 ,R                      ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 60,R, 2,  23.00,    551.4000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,C            ,                                 ,F                      ,                  ,F              ,F                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,C             ,F                ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 61,R, 3,  69.00,    562.9000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,A                    ,R               ,                              ,F            ,                                 ,                       ,                  ,               ,                               ,C                      ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,R               ,R             ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 61,R, 6,  65.00,    567.1100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,F                             ,C            ,                                 ,R                      ,                  ,               ,F                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,?                ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 62,R, 6,  89.00,    576.4800,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,C                      ,C                                ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 63,R, 3, 110.00,    582.1900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,C            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,R                    ,                 ,R              ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 63,R, 4,   5.00,    582.5900,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,R                             ,F            ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,R                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 63,R, 6, 104.00,    586.0300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,A            ,F                                ,                       ,                  ,               ,C                              ,                       ,                                 ,                            ,                     ,                   ,?                                ,                                 ,                               ,                     ,                 ,F              ,R                                        ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 63,R, 7, 103.00,    587.4500,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R               ,                              ,F            ,                                 ,R                      ,                  ,               ,                               ,R                      ,                                 ,                            ,                     ,                   ,                                 ,                                 ,R                              ,                     ,                 ,F              ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 64,R, 1, 136.00,    588.9600,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,                              ,C            ,                                 ,                       ,                  ,               ,F                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 64,R, 2,  81.00,    589.9100,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,C                    ,A               ,                              ,             ,                                 ,R                      ,                  ,               ,F                              ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,R                ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 66,R, 1,  33.00,    606.9300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,VA                   ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 67,R, 1,  73.00,    617.0300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,A                    ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,R                              ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 68,R, 1,   0.00,    625.9000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,C                             ,A            ,F                                ,F                      ,                  ,F              ,                               ,                       ,                                 ,                            ,R                    ,                   ,                                 ,F                                ,F                              ,R                    ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Aptian      ,                 ,                  ,              ,144, 878,A, 69,R, 1,  37.00,    635.9700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,A                             ,VA           ,R                                ,C                      ,                  ,C              ,                               ,                       ,                                 ,                            ,F                    ,                   ,F                                ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 70,R, 1,  12.00,    645.3200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,C               ,F                             ,C            ,F                                ,                       ,                  ,A              ,                               ,                       ,                                 ,                            ,R                    ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 70,R, 1,  54.00,    645.7400,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,A            ,                                 ,C                      ,                  ,A              ,                               ,                       ,                                 ,                            ,R                    ,R                  ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 71,R, 1,  82.00,    655.7200,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R               ,                              ,             ,                                 ,                       ,F                 ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 72,R, 1,   0.00,    664.6000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,C               ,                              ,C            ,                                 ,C                      ,                  ,C              ,                               ,                       ,                                 ,R                           ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 73,R, 1,  25.00,    674.4500,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,R                      ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 74,R, 1,   6.00,    683.9600,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,                              ,A            ,                                 ,A                      ,R                 ,C              ,F                              ,F                      ,R                                ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 75,R, 1,  23.00,    693.7300,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R               ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 75,R, 1,  47.00,    693.9700,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,F               ,R                             ,R            ,R                                ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 76,R, 1,  25.00,    703.2500,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,                     ,R               ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Aptian           ,                 ,                  ,              ,144, 878,A, 78,R, 1,  20.00,    722.3000,Arnaud-Vanneau,Benthic Foraminifers                         ,               ,                  ,F                    ,                ,                              ,             ,                                 ,                       ,                  ,               ,                               ,                       ,                                 ,                            ,                     ,                   ,                                 ,                                 ,                               ,                     ,                 ,               ,                                         ,                ,              ,              ,                 ,                       ,            ,                    ,                                         ,                     ,                   ,               ,                              ,               ,              ,                               ,                    ,                            ,from ODP Leg 144 SR; Ch 10; Tables 1 & 4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
