Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Phormostichoartus marylandicus,Eucyrtidium diaphanes,Didymocyrtis (?) bassanii,Artophormis gracilis,Theocorys spongoconus,Eucyrtidium sp.,Didymocyrtis prismatica,Theocyrtis annosa,Calocycletta robusta,Calocycletta serrata,Tristylospyris triceros,Lychnocanoma elongata,Calocycletta virginis,Stichocorys delmontensis,Cyrtocapsella tetrapera,Cyrtocapsella cornuta,Cyrtocapsella japonica,Didymocyrtis tubaria,Didymocyrtis violina,Stichocorys wolffii,Didymocyrtis laticonus,Didymocyrtis mammifera,Phormostichoartus corbula,Lithopera neotera,Liriospyris parkerae,Diartus petterssoni,Calocycletta caepa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,C. costata (RN4),150, 904,A, 30,X, 2,  60.00,    271.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,                        ,+                      ,+                    ,                      ,+                   ,+                   ,+                  ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,C. costata (RN4),150, 904,A, 30,X, 4,  60.00,    274.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,+                    ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,+                       ,+                      ,+                    ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,C. costata (RN4),150, 904,A, 30,X, 6,  60.00,    277.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,T                             ,+                    ,+                        ,                    ,                     ,               ,-                      ,                 ,                    ,                    ,                       ,                     ,+                    ,                        ,+                      ,                     ,+                     ,-                   ,-                   ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,C. costata (RN4),150, 904,A, 31,X, 2,  60.00,    281.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,+                    ,+                        ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,?                    ,+                       ,                       ,+                    ,-                     ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. wolffii (RN3)  ,C. costata (RN4),150, 904,A, 31,X, 4,  60.00,    284.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,                         ,                    ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,+                    ,+                       ,+                      ,+                    ,+                     ,+                   ,+                   ,+                  ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. delmontense (RN2),              ,150, 904,A, 31,X, 6,  60.00,    287.6000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,?                        ,                    ,                     ,               ,                       ,                 ,                    ,+                   ,                       ,                     ,+                    ,+                       ,                       ,+                    ,-                     ,+                   ,?                   ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. delmontense (RN2),              ,150, 904,A, 32,X, 2,  60.00,    291.2000,Nigrini  ,Radiolarians                                 ,F/C            ,P-M               ,+                             ,+                    ,+                        ,                    ,                     ,               ,T                      ,                 ,                    ,+                   ,                       ,                     ,+                    ,-                       ,-                      ,+                    ,-                     ,+                   ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,S. delmontense (RN2),              ,150, 904,A, 32,X, 4,  61.00,    294.2100,Nigrini  ,Radiolarians                                 ,F              ,P                 ,+                             ,+                    ,+                        ,                    ,                     ,               ,-                      ,                 ,+                   ,                    ,                       ,-                    ,T                    ,                        ,+                      ,+                    ,                      ,-                   ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. tetrapera (RN1),              ,150, 904,A, 32,X, 6,  60.00,    297.2000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,+                        ,                    ,                     ,               ,+                      ,T                ,+                   ,+                   ,                       ,T                    ,-                    ,                        ,+                      ,+                    ,-                     ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. tetrapera (RN1),              ,150, 904,A, 33,X, 2,  60.00,    300.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,+                        ,                    ,                     ,-              ,+                      ,T                ,+                   ,+                   ,                       ,-                    ,                     ,                        ,+                      ,+                    ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. tetrapera (RN1),              ,150, 904,A, 33,X, 4,  60.00,    303.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,                         ,-                   ,                     ,+              ,T                      ,T                ,+                   ,T                   ,T                      ,T                    ,                     ,-                       ,+                      ,+                    ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 33,X, 6,  60.00,    306.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,                         ,+                   ,T                    ,+              ,T                      ,                 ,+                   ,                    ,                       ,+                    ,-                    ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 34,X, 2,  60.00,    310.5000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,                         ,+                   ,                     ,+              ,T                      ,                 ,+                   ,                    ,                       ,+                    ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 34,X, 4,  60.00,    313.5000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,                         ,+                   ,                     ,+              ,+                      ,T                ,+                   ,                    ,T                      ,+                    ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 34,X, 6,  60.00,    316.5000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,                         ,+                   ,                     ,+              ,+                      ,                 ,+                   ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 35,X, 2,  60.00,    319.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,-                             ,-                    ,                         ,+                   ,                     ,+              ,+                      ,                 ,+                   ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 35,X, 4,  60.00,    322.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,+                    ,                         ,+                   ,                     ,+              ,+                      ,T                ,+                   ,T                   ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 35,X, 6,  60.00,    325.9000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,                              ,T                    ,                         ,+                   ,                     ,+              ,-                      ,                 ,+                   ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 36,X, 2,  60.00,    329.3000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,+                             ,-                    ,                         ,+                   ,                     ,+              ,+                      ,T                ,T                   ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 36,X, 4,  60.00,    332.3000,Nigrini  ,Radiolarians                                 ,R              ,M                 ,+                             ,-                    ,                         ,+                   ,T                    ,+              ,+                      ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,L. elongata (RP22),              ,150, 904,A, 36,X, 6,  60.00,    335.3000,Nigrini  ,Radiolarians                                 ,F              ,M                 ,-                             ,-                    ,T                        ,+                   ,                     ,               ,                       ,                 ,                    ,                    ,                       ,                     ,                     ,                        ,                       ,                     ,                      ,                    ,                    ,                   ,                      ,                      ,                         ,                 ,                    ,                   ,                  ,From Leg 150 SR; Ch 3; Table 3; p. 40-41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
