leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
94,611,D,1,1,0.0,42.0,5.50,5.50,5.92,PRH, CALCAREOUS MUD, GRAY, MOTTLING, MODERATELY DISTURBED, PEBBLES,,,, SOFT, 33213000.1110
94,611,D,1,1,42.0,150.0,5.50,5.92,7.00,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 11111210.2000
94,611,D,1,2,0.0,97.0,5.50,7.00,7.97,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,2,97.0,150.0,5.50,7.97,8.50,PRH, CALCAREOUS MUD, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,3,0.0,81.0,5.50,8.50,9.31,PRH, CALCAREOUS MUD, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,3,81.0,99.0,5.50,9.31,9.49,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,3,99.0,114.0,5.50,9.49,9.64,PRH, CALCAREOUS MUD, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,3,114.0,150.0,5.50,9.64,10.00,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,4,0.0,150.0,5.50,10.00,11.50,PRH, SILICEOUS FORAM NANNO OOZE, GRAY,, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,5,0.0,150.0,5.50,11.50,13.00,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, BURROWS, MODERATELY DISTURBED, PYRITE INFILLINGS, PYRITE,,, SOFT, 00000000
94,611,D,1,6,0.0,56.0,5.50,13.00,13.56,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,6,56.0,94.0,5.50,13.56,13.94,PRH, CALCAREOUS MUD, GRAY,, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,6,94.0,120.0,5.50,13.94,14.20,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,6,120.0,150.0,5.50,14.20,14.50,PRH, CALCAREOUS MUD TO SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED, PEBBLES,,,, SOFT, 00000000
94,611,D,1,7,0.0,18.0,5.50,14.50,14.68,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,1,CC,0.0,6.0,5.50,14.78,14.74,PRH, SILICEOUS FORAM NANNO OOZE, GRAY,, MODERATELY DISTURBED,,,,, SOFT, 00000000
94,611,D,2,1,0.0,150.0,128.90,128.90,130.40,JFD, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,2,2,0.0,39.0,128.90,130.40,130.79,JFD, SILICEOUS FORAM NANNO OOZE, GRAY," MOTTLING,LAMINAE",,,,,, SOFT, 00000000
94,611,D,2,2,39.0,124.0,128.90,130.79,131.64,JFD, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000
94,611,D,2,2,124.0,150.0,128.90,131.64,131.90,JFD, MARLY SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,2,3,0.0,150.0,128.90,131.90,133.40,JFD, MARLY SILICEOUS NANNO OOZE, GRAY, MOTTLING,,, GLAUCONITE,,, SOFT, 00000000
94,611,D,2,4,0.0,150.0,128.90,133.40,134.90,JFD, MARLY SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,2,5,0.0,105.0,128.90,134.90,135.95,JFD, CALCAREOUS MUD," GRAY,GREEN,MOTTLING", MOTTLING,,,,,, SOFT, 00000000
94,611,D,2,5,105.0,150.0,128.90,135.95,136.40,JFD, MARLY SILICEOUS NANNO OOZE, GRAY,,,,,,, SOFT, 00000000
94,611,D,2,6,0.0,150.0,128.90,136.40,137.90,JFD, MARLY SILICEOUS NANNO OOZE," GRAY,GREEN,OLIVE"," MOTTLING,LAMINAE",,, GLAUCONITE,,, SOFT, 00000000
94,611,D,2,7,0.0,54.0,128.90,137.90,138.44,JFD, MARLY SILICEOUS NANNO OOZE," GRAY,GREEN,OLIVE", MOTTLING,,,,,, SOFT, 00000000
94,611,D,2,CC,0.0,28.0,128.90,138.54,138.72,JFD, CALCAREOUS MUD TO SILICEOUS MARLY NANNO OOZE, GRAY,,,,,,, SOFT, 00000000
94,611,D,3,1,0.0,150.0,138.50,138.50,140.00,PRH, SILICEOUS NANNO OOZE, GRAY,,,,,,, SOFT, 00000000
94,611,D,3,2,0.0,150.0,138.50,140.00,141.50,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,3,3,0.0,150.0,138.50,141.50,143.00,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,3,4,0.0,150.0,138.50,143.00,144.50,PRH, SILICEOUS NANNO OOZE," GRAY,GREEN"," MOTTLING,GREEN",,,,,, SOFT, 00000000
94,611,D,3,5,0.0,150.0,138.50,144.50,146.00,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,3,6,0.0,150.0,138.50,146.00,147.50,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,3,7,0.0,34.0,138.50,147.50,147.84,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,, PYRITE,,, SOFT, 00000000
94,611,D,3,CC,0.0,28.0,138.50,147.94,148.12,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,4,1,0.0,150.0,148.10,148.10,149.60,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,4,2,0.0,150.0,148.10,149.60,151.10,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,4,3,0.0,150.0,148.10,151.10,152.60,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,4,4,0.0,150.0,148.10,152.60,154.10,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,4,5,0.0,150.0,148.10,154.10,155.60,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,4,6,0.0,150.0,148.10,155.60,157.10,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
94,611,D,4,7,0.0,54.0,148.10,157.10,157.64,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000
