Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
121, 758,A,Post Moratorium          ,       7.550,    0.510000,LO Nitzschia fossils
,,,,,,
121, 758,A,Post Moratorium          ,      11.870,    0.790000,LO Mesocena quadrangula
,,,,,,
121, 758,A,Post Moratorium          ,      13.350,    0.860000,LCO Nitzschia fossils
,,,,,,
121, 758,A,Post Moratorium          ,      14.870,    0.950000,LO Nitzschia reinholdii
,,,,,,
121, 758,A,Post Moratorium          ,      17.450,    1.140000,LCO Nitzschia reinholdii
,,,,,,
121, 758,A,Post Moratorium          ,      22.950,    1.540000,LO Rhizosolenia praebergonii v. robusta
,,,,,,
121, 758,A,Post Moratorium          ,      28.550,    2.020000,FO Pseudoeunotia doliolus
,,,,,,
121, 758,A,Post Moratorium          ,      32.580,    2.350000,LO Thalassiosira convexa
,,,,,,
