Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
131, 808,C,Post Moratorium          ,     624.270,    0.460000,LO P. lacunosa
,,,,,,
131, 808,C,Post Moratorium          ,     656.300,    0.830000,LO R. asanoi
,,,,,,
131, 808,C,Post Moratorium          ,     694.730,    1.060000,FO R. asanoi
,,,,,,
131, 808,C,Post Moratorium          ,     694.740,    1.100000,LO large Gephyrocapsa
,,,,,,
131, 808,C,Post Moratorium          ,     745.190,    1.360000,FO large Gephyrocapsa
,,,,,,
131, 808,C,Post Moratorium          ,     755.770,    1.450000,LO C. macintyrei
,,,,,,
131, 808,C,Post Moratorium          ,     770.040,    1.570000,FO G. oceanica
,,,,,,
131, 808,C,Post Moratorium          ,     777.060,    1.660000,FO G. caribbeanica
,,,,,,
131, 808,C,Post Moratorium          ,     785.420,    1.890000,LO D. brouweri
,,,,,,
131, 808,C,Post Moratorium          ,     830.980,    2.650000,LO D. tamalis
,,,,,,
131, 808,C,Post Moratorium          ,     872.180,    3.450000,LO Sphenolithus spp.
,,,,,,
131, 808,C,Post Moratorium          ,     874.910,    3.560000,LO R. pseudoumbilica
,,,,,,
131, 808,C,Post Moratorium          ,     895.060,    4.100000,FO D. asymmetricus
,,,,,,
131, 808,C,Post Moratorium          ,     913.920,    4.600000,FO C. rugosus
,,,,,,
131, 808,C,Post Moratorium          ,     955.910,    4.900000,LO T. rugosus
,,,,,,
131, 808,C,Post Moratorium          ,     955.920,    5.000000,LO D. quinqueramus
,,,,,,
131, 808,C,Post Moratorium          ,    1018.920,    7.500000,FO D. quinqueramus
,,,,,,
131, 808,C,Post Moratorium          ,    1092.540,   11.100000,FO C. coalitus
,,,,,,
131, 808,C,Post Moratorium          ,    1141.450,   11.500000,LO C. floridanus
,,,,,,
131, 808,C,Post Moratorium          ,    1219.250,   13.500000,LO S. heteromorphus
,,,,,,
