Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stylosphaera radiosa	Stylatractus santaeannae	Hexastylus spp.	Heliodiscus(?) sp. B	Actinomma sp. B	Stylosphaera sp. B	Siphocampe sp.	Orosphaera sp.	Lychnocanoma conica	Lamprocyclas sp.	Cenosphaera sp.	Carpocanarium papillosum	Amphistylus angelinus	Stylosphaera sp. C	Cycladophora sp.	Ceratocyrtis stigi	Prunopyle hayesi	Cyrtocapsella tetrapera	Corythospyris fiscella	Spongodiscus craticulatus	Lithartractus timmsi?	Actinomma magnifenestra	Hexalonche philosophica?	Cyrtocapsella longithorax	Cycladophora golli golli	Stylatractus universus	Stylacontarium bispiculum	Stauroxiphos communis	Eucyrtidium cienkowskii	Cycladophora golli regipileus	Stylatractus neptunus	Prunopyle sp. B	Dendrospyris stabilis	Acrosphaera spp.	Triceraspyris coronata	Eucyrtidium calvertense	Eucyrtidium punctatum	Stylosphaera sp. A	Eucyrtidium sp. B	Saturnalis circularis	Lampromitra coronata	Druppatractus hastatus	Dictyophimus crisiae	Desmospyris rhodospyroides	Circodiscus ellipticus	Lychnocanoma sp. B	Lamprocyclas aegles	Ceratocyrtis sp.	Calocyclas disparidens	Velicucullus sp.	Thyrsocyrtis clausa	Pterocanium sp.	Pterocanium korotnevi	Lamprocyrtis (?) cf. hannai	Hexacontium cf. enthacanthum	Gondwanaria deflandrei	Prunopyle sp. D	Eucyrtidium sp. A	Calocyclas humerus	Stylatractus universus var. transparum	Lithomelissa stigi	Spongoplegma sp.	Pterocanium charybdeum trilobum	Cyrtocapsella japonica	Velicucullus cf. oddgurneri	Stichocorys peregrina	Heliodiscus sp. A	Rhopalastrum spp.	Didymocyrtis/Diartus spp.	Acrosphaera mercurius	Spongomelissa dilli	Peripyramis circumtexta	Actinomma golownini	Trissocyclid sp. A	Stylodictya validispina	Spongopyle osculosa	Dendrospyris rhodospyroides	Stichopileum bicorne?	Cornutella profunda	Cornutella clathrata	Cyrtocapsella cornuta	Cycladophora spongothorax	Antarctissa deflandrei	Rhopalodictyum sp.	Prunopyle titan	Lithocarpium polyacantha	Collosphaerid sp. B	Cycladophora bicornis	Eucyrtidium pseudoinflatum	Dendrospyris megalocephalis	Acrosphaera australis	Siphonosphaera vesuvius	Dendrospyris cf. megalocephalis	Antarctissa denticulata	Lychnocanium grande	Anthocyrtidium sp.	Spongotrochus glacialis	Cycladophora pliocenica	Acrosphaera labrata	Antarctissa cylindrica	Amphymenium challengerae	Antarctissa strelkovi	Desmospyris spongiosa	Helotholus vema	Cycladophora davisiana	Triceraspyris antarctica	Comment

  SR	                 	                 	low. Upsilon      	              	120	 747	A	  3	H	 5	  45.00	     24.9500	Lazarus  	Radiolarians                                 	A              	G                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	                	                       	                      	                         	                     	                       	                        	                         	                        	R                     	                         	                     	                       	                             	                     	               	                     	                	                      	C                      	                     	                  	                 	+                    	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	R                    	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	F              	                        	                   	R                    	                          	                           	                     	                       	                               	C                      	                   	                  	R                      	C                      	                   	C                     	                        	C                    	C                    	C              	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	low. Upsilon      	              	120	 747	A	  3	H	 6	  45.00	     26.4500	Lazarus  	Radiolarians                                 	A              	G                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	                	                       	                      	                         	                     	                       	                        	                         	                        	+                     	                         	                     	                       	                             	                     	               	                     	                	                      	C                      	                     	                  	                 	                     	F                   	                      	                    	R                         	                      	                  	                   	                	                      	                	                   	               	C                    	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	C              	                        	                   	F                    	R                         	                           	                     	                       	                               	A                      	R                  	                  	                       	C                      	                   	F                     	                        	F                    	C                    	F              	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	low. Upsilon      	              	120	 747	A	  3	H	CC	   9.00	     26.7500	Lazarus  	Radiolarians                                 	A              	G                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	                	                       	                      	                         	                     	                       	                        	                         	                        	+                     	                         	                     	                       	                             	                     	               	                     	                	                      	C                      	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	C                    	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	R                    	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	C              	                        	                   	                     	                          	                           	                     	                       	                               	                       	+                  	                  	                       	C                      	                   	C                     	                        	                     	F                    	R              	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	low. Tau          	              	120	 747	A	  4	H	 1	 110.00	     29.1000	Lazarus  	Radiolarians                                 	A              	G                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	                	                       	                      	                         	                     	                       	                        	                         	                        	                      	                         	                     	                       	                             	                     	               	                     	                	A                     	C                      	                     	                  	                 	                     	F                   	                      	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	C              	                        	                   	                     	R                         	                           	                     	                       	                               	                       	C                  	                  	                       	C                      	+                  	                      	                        	C                    	R                    	+              	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	low. Tau          	              	120	 747	A	  4	H	 2	  45.00	     29.9500	Lazarus  	Radiolarians                                 	A              	G                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	R               	+                      	                      	                         	                     	                       	                        	                         	                        	R                     	                         	                     	                       	                             	                     	               	                     	                	F                     	C                      	                     	                  	                 	                     	                    	R                     	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	                      	                  	C              	                        	                   	                     	                          	                           	                     	                       	                               	                       	F                  	                  	                       	C                      	                   	                      	                        	                     	F                    	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	low. Tau          	              	120	 747	A	  4	H	 3	 110.00	     32.1000	Lazarus  	Radiolarians                                 	F/C            	M                 	                    	R                       	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	                	                       	                      	                         	C                    	                       	                        	                         	                        	+                     	                         	                     	                       	                             	                     	               	                     	                	F                     	F                      	                     	                  	                 	                     	                    	+                     	                    	                          	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	C                    	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	F                     	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	F                  	                  	                       	F                      	+                  	+                     	                        	R                    	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. challengerae   	              	120	 747	A	  4	H	 4	  45.00	     32.9500	Lazarus  	Radiolarians                                 	F              	P                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	R               	                       	                      	                         	                     	                       	                        	                         	                        	F                     	                         	                     	                       	                             	                     	               	                     	                	F                     	F                      	                     	                  	                 	                     	                    	                      	                    	F                         	                      	                  	C                  	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	C                    	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	                         	R                     	                  	R              	                        	                   	                     	+                         	                           	                     	                       	                               	                       	C                  	                  	                       	R                      	                   	R                     	+                       	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. labrata        	              	120	 747	A	  4	H	 4	 110.00	     33.6000	Lazarus  	Radiolarians                                 	F              	M                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	                	                       	                      	                         	+                    	                       	                        	                         	                        	                      	+                        	                     	                       	                             	                     	               	                     	                	C                     	C                      	                     	                  	                 	                     	+                   	                      	                    	                          	                      	                  	A                  	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	+                 	                                      	                  	                	                               	                      	                           	A                    	                 	                 	                         	                     	                   	                       	+                  	                  	                       	                   	                           	                     	                   	                    	                     	+                        	+                     	                  	               	                        	                   	                     	                          	                           	                     	                       	                               	                       	                   	                  	+                      	R                      	+                  	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. australais     	              	120	 747	A	  4	H	 5	  45.00	     34.4500	Lazarus  	Radiolarians                                 	C/A            	P-M               	                    	F                       	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	                	                       	                      	                         	+                    	                       	                        	                         	                        	F                     	+                        	                     	R                      	                             	                     	               	                     	                	F                     	F                      	                     	                  	                 	                     	R                   	                      	                    	                          	                      	                  	A                  	                	                      	                	                   	               	C                    	                           	                            	                      	               	                 	                  	F                                     	                  	                	                               	                      	                           	A                    	                 	                 	F                        	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	+                        	F                     	                  	+              	                        	                   	F                    	R                         	                           	                     	                       	                               	                       	F                  	R                 	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. australais     	              	120	 747	A	  4	H	 6	  45.00	     35.9500	Lazarus  	Radiolarians                                 	C              	P-M               	                    	F                       	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	R               	                       	                      	                         	                     	                       	                        	                         	                        	R                     	                         	                     	R                      	                             	                     	               	                     	                	                      	                       	                     	                  	                 	                     	R                   	                      	                    	                          	                      	                  	R                  	+               	                      	                	                   	               	C                    	                           	                            	                      	               	                 	F                 	                                      	+                 	                	                               	                      	                           	A                    	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	R                        	F                     	                  	R              	                        	                   	                     	R                         	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. australais     	              	120	 747	A	  4	H	 6	 110.00	     36.6000	Lazarus  	Radiolarians                                 	F/C            	P                 	                    	F                       	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	R               	                       	                      	                         	                     	                       	                        	                         	                        	R                     	+                        	                     	R                      	                             	                     	               	                     	                	R                     	F                      	                     	                  	                 	                     	                    	                      	                    	                          	                      	                  	R                  	                	                      	                	                   	               	R                    	                           	                            	                      	               	                 	                  	                                      	                  	                	                               	                      	                           	C                    	                 	R                	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	+                        	R                     	                  	R              	                        	                   	R                    	F                         	                           	                     	+                      	                               	R                      	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. australais     	              	120	 747	A	  4	H	CC	  10.00	     37.9300	Lazarus  	Radiolarians                                 	A              	G                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	F               	                       	                      	                         	                     	                       	                        	                         	                        	R                     	                         	                     	F                      	                             	                     	               	                     	                	                      	R                      	                     	                  	                 	                     	                    	                      	                    	C                         	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	F                 	                                      	                  	                	R                              	                      	                           	C                    	                 	                 	                         	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	R                        	C                     	                  	R              	                        	                   	R                    	R                         	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. australais     	              	120	 747	A	  5	H	 3	 112.00	     41.6200	Lazarus  	Radiolarians                                 	A              	G                 	                    	F                       	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	F               	                       	                      	                         	                     	                       	                        	                         	                        	R                     	+                        	                     	R                      	                             	                     	               	                     	                	                      	F                      	                     	                  	                 	+                    	R                   	                      	                    	F                         	                      	                  	                   	                	                      	                	                   	               	F                    	                           	                            	                      	               	                 	                  	                                      	                  	F               	                               	                      	                           	                     	                 	R                	C                        	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	F                        	F                     	                  	R              	                        	                   	                     	F                         	F                          	R                    	F                      	F                              	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. australais     	              	120	 747	A	  5	H	 4	  45.00	     42.4500	Lazarus  	Radiolarians                                 	C              	M-G               	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	F               	                       	                      	                         	                     	                       	                        	                         	                        	R                     	                         	                     	F                      	                             	                     	               	                     	                	                      	F                      	                     	                  	                 	                     	                    	                      	                    	F                         	                      	                  	                   	                	                      	                	                   	               	F                    	                           	                            	                      	               	                 	R                 	                                      	                  	                	                               	                      	                           	                     	                 	                 	R                        	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	F                        	                      	                  	R              	                        	                   	R                    	F                         	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. australais     	              	120	 747	A	  5	H	 5	 112.00	     44.6200	Lazarus  	Radiolarians                                 	C              	M                 	                    	C                       	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	F               	                       	                      	                         	                     	                       	                        	                         	                        	F                     	                         	                     	F                      	                             	                     	               	                     	                	                      	F                      	                     	                  	                 	                     	+                   	                      	                    	R                         	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	                  	                                      	R                 	                	                               	                      	                           	                     	                 	R                	+                        	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	F                        	+                     	                  	F              	                        	                   	C                    	F                         	                           	+                    	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	A. australais     	              	120	 747	A	  5	H	 6	  45.00	     45.4500	Lazarus  	Radiolarians                                 	A              	M-G               	                    	F                       	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	F               	                       	                      	                         	                     	                       	                        	                         	                        	F                     	R                        	                     	+                      	                             	                     	               	                     	                	                      	F                      	                     	                  	                 	+                    	+                   	R                     	                    	C                         	                      	                  	                   	R               	                      	                	                   	               	R                    	                           	                            	                      	               	                 	                  	R                                     	R                 	                	                               	                      	                           	                     	                 	R                	R                        	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	C                        	                      	                  	R              	                        	                   	C                    	C                         	F                          	+                    	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	up. C. spongothorax	              	120	 747	A	  5	H	CC	   9.00	     47.3400	Lazarus  	Radiolarians                                 	F              	M                 	                    	                        	               	                    	               	                  	              	              	                   	                	               	                        	                     	                  	                	                  	F               	                       	                      	                         	                     	                       	                        	                         	                        	F                     	                         	                     	                       	                             	                     	               	                     	                	                      	R                      	                     	                  	                 	                     	                    	                      	                    	R                         	                      	                  	                   	                	                      	                	                   	               	                     	                           	                            	                      	               	                 	F                 	                                      	R                 	                	                               	                      	                           	R                    	                 	                 	R                        	                     	                   	                       	                   	                  	                       	                   	                           	                     	                   	                    	                     	R                        	R                     	                  	+              	                        	                   	                     	F                         	R                          	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 41 Table 3 microfiche backpocket & Fig 5 p 790

  SR	                 	                 	C. spongothorax   	              	120	 747	A	  6	H	 2	  45.00	     48.9500	Abelmann-Gersonde	Radiolarians                                 	C              	G                 	                    	                        	               	                    	R              	                  	              	              	                   	                	               	R                       	                     	                  	                	                  	R               	                       	                      	                         	                     	                       	                        	                         	                        	C                     	R                        	                     	T                      	                             	T                    	               	                     	                	C                     	F                      	                     	R                 	                 	                     	                    	                      	                    	F                         	                      	                  	                   	                	                      	                	                   	R              	C                    	                           	                            	                      	               	                 	R                 	                                      	R                 	                	                               	                      	                           	                     	                 	                 	                         	                     	                   	                       	                   	F                 	                       	                   	                           	                     	                   	                    	                     	F                        	                      	                  	R              	R                       	                   	+                    	R                         	                           	                     	                       	                               	                       	                   	                  	                       	                       	                   	                      	                        	                     	                     	               	                      	                        	from ODP Leg 120 SR Vol 2 Chapter 40 Table 2 p 766-768
