Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
113, 696,B,Initial Reports          ,     104.000,    4.150000,LO Distephanus pseudofibula (S)
,,,,,,
113, 696,B,Initial Reports          ,     129.650,    4.800000, 
,,,,,,
113, 696,B,Initial Reports          ,     251.000,    6.500000, 
,,,,,,
113, 696,B,Initial Reports          ,     505.950,   14.000000,LO Cycladophora golli golli (R)
,,,,,,
113, 696,B,Initial Reports          ,     610.500,   36.500000,Occurrence Isthmolithus recurvus (N)
,,,,,,
113, 696,B,Initial Reports          ,     626.000,   36.599998,LO Reticulofenestra reticulata (N)
,,,,,,
