leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
6,58,B,1,6,125.0,136.60,145.35,  145.60,,"BASALT, CARBONATE AND CLAY",PCE NO PCE NUMBERS ASSIGNED,"FRAGMENTS, SOME GLASS",,,"MOSTLY IN A SANDY AND SILTY CLAY MIXTURE, VARY IN COLORS BLACK, DARK GREEN, OLIVE-GREEN, RED AND COLORLESS, FRAGMENTS UP TO 8MM IN DIAMETER, SOME PALAGONITE ALSO PRESENT",,,,,,
6,58,B,1,CC,0.0,136.60,145.70,  145.70,,"BASALT, CARBONATE AND CLAY",PCE NO PCE NUMBERS ASSIGNED,"FRAGMENTS, SOME GLASS",,,"MOSTLY IN A SANDY AND SILTY CLAY MIXTURE, VARY IN COLORS BLACK, DARK GREEN, OLIVE-GREEN, RED AND COLORLESS, FRAGMENTS UP TO 8MM IN DIAMETER, SOME PALAGONITE ALSO PRESENT, SAME AS CORE 1-6",,,,PALAG,,
