leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
78,543,A,1,1,0.0,150.0,0.00,0.00,1.50,DSC, MUD, YELLOWISH BROWN,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33233000
78,543,A,1,2,0.0,150.0,0.00,1.50,3.00,DSC, MUD, BROWN,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33233000
78,543,A,1,3,0.0,150.0,0.00,3.00,4.50,DSC, MUD," GRAYISH BROWN,YELLOWISH BROWN",, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000
78,543,A,1,4,0.0,94.0,0.00,4.50,5.44,DSC, MUD," GRAYISH BROWN,YELLOWISH BROWN",, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000
78,543,A,1,5,0.0,150.0,0.00,6.00,7.50,DSC, MUD, DARK GRAYISH BROWN,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000
78,543,A,1,6,0.0,88.0,0.00,7.50,8.38,DSC, MUD, DARK GRAYISH BROWN,, GREATLY DISTURBED, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000
78,543,A,1,CC,0.0,5.0,0.00,8.48,8.43,DSC, MUD, DARK GRAYISH BROWN,,,,,,, SOFT, 33213000
78,543,A,2,1,0.0,140.0,332.00,332.00,333.40,AUD, CLAYSTONE," YELLOWISH BROWN,GREENISH GRAY,BROWNISH YELLOW"," LAMINAE,BEDDING", MODERATELY DISTURBED, VOLCANIC DEPOSITS, VOLCANIC ASH,,, HARD, 33231000
78,543,A,2,2,0.0,71.0,332.00,333.50,334.21,AUD, CLAYSTONE," YELLOWISH BROWN,YELLOWISH RED,GREENISH GRAY", BEDDING, MODERATELY DISTURBED, VOLCANIC DEPOSITS, VOLCANIC ASH,,, HARD, 33231000
78,543,A,2,CC,0.0,20.0,332.00,334.32,334.42,AUD, CLAYSTONE," YELLOWISH BROWN,YELLOWISH RED,GREENISH GRAY", BEDDING, MODERATELY DISTURBED, VOLCANIC DEPOSITS, VOLCANIC ASH,,, HARD, 33231000
78,543,A,3,1,0.0,150.0,341.50,341.50,343.00,NAT, MUD," GREENISH GRAY,YELLOWISH BROWN",, MODERATELY DISTURBED,," ZEOLITES,MANGANESE",,, FIRM, 00000000
78,543,A,3,2,0.0,132.0,341.50,343.00,344.32,AUD, MUDSTONE," YELLOWISH BROWN,GRAYISH BROWN",, MODERATELY DISTURBED,, MANGANESE,,, HARD, 00000000
78,543,A,3,CC,0.0,6.0,341.50,344.44,344.40,AUD, MUDSTONE," YELLOWISH BROWN,GRAYISH BROWN",,,, MANGANESE,,, HARD, 00000000
78,543,A,4,1,0.0,150.0,351.00,351.00,352.50,NAT, MUDSTONE," YELLOWISH BROWN,GRAYISH BROWN",,,, MANGANESE,,, HARD, 00000000
78,543,A,4,2,0.0,150.0,351.00,352.50,354.00,NAT, CLAYSTONE, YELLOWISH BROWN,, SLIGHTLY DISTURBED,, MANGANESE,,, HARD, 33231000
