Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
165,1001,A,Initial Reports          ,       3.610,    0.408000,LO Pseudoemiliania lacunosa (Nannofossil)
,,,,,,
165,1001,A,Initial Reports          ,      12.000,    0.880000,LO Reticulofenestra asanoi (Nannofossil)
,,,,,,
165,1001,A,Initial Reports          ,      17.380,    0.940000,FO  Gephyrocapsa parallela (Nannofossil)
,,,,,,
165,1001,A,Initial Reports          ,      17.385,    1.170000,FO  Reticulofenestra asanoi (Nannofossil) (+.005 m
,,,,,,
165,1001,A,Initial Reports          ,      22.230,    1.230000,LO large Gephyrocapsa spp. (Nannofossil)
,,,,,,
165,1001,A,Initial Reports          ,      22.233,    1.260000,LO Helicosphaera sellii (Nannofossil) (+.003 m)
,,,,,,
165,1001,A,Initial Reports          ,      22.236,    1.300000,LO Globigerinoides obliquus (Planktonic Foraminife
,,,,,,
165,1001,A,Initial Reports          ,      31.190,    1.480000,FO  large Gephyrocapsa spp. (Nannofossil)
,,,,,,
165,1001,A,Initial Reports          ,      31.192,    1.640000,FO  Gephyrocapsa oceanica (Nannofossil) (+.002 m)
,,,,,,
165,1001,A,Initial Reports          ,      31.194,    1.640000,LO Calcidiscus macintyrei (Nannofossil) (+.004 m)
,,,,,,
165,1001,A,Initial Reports          ,      31.196,    1.710000,FO  Gephyrocapsa cariFO FO eanica (Nannofossil) (+
,,,,,,
165,1001,A,Initial Reports          ,      31.198,    1.950000,LO Discoaster brouweri (Nannofossil) (+.008 m)
,,,,,,
165,1001,A,Initial Reports          ,      31.550,    1.900000,LO Globigerinoides extremus (Planktonic Foraminife
,,,,,,
165,1001,A,Initial Reports          ,      31.552,    2.000000,FO Truncorotalia truncatulinoides (Planktonic Fora
,,,,,,
165,1001,A,Initial Reports          ,      31.554,    2.300000,LO Menardella miocenica (Planktonic Foraminifer) (
,,,,,,
165,1001,A,Initial Reports          ,      31.556,    2.300000,FO Pulleniatina obliquiloculata (Atlantic) (Plankt
,,,,,,
165,1001,A,Initial Reports          ,      36.360,    2.360000,LO Discoaster pentaradiatus (Nannofossil)
,,,,,,
165,1001,A,Initial Reports          ,      36.363,    2.510000,LO Discoaster surculus (Nannofossil) (+.003 m)
,,,,,,
165,1001,A,Initial Reports          ,      36.366,    2.820000,LO Discoaster tamalis (Nannofossil) (+.006 m)
,,,,,,
165,1001,A,Initial Reports          ,      41.870,    2.600000,LO Menardella pertenuis (Planktonic Foraminifer)
,,,,,,
165,1001,A,Initial Reports          ,      52.810,    3.000000,LO Menardella multicamerata (Planktonic Foraminife
,,,,,,
165,1001,A,Initial Reports          ,      52.815,    3.000000,LO Dentoglobigerina altispira (Planktonic Foramini
,,,,,,
165,1001,A,Initial Reports          ,      65.210,    3.500000,FO Menardella pertenuis (Planktonic Foraminifer)
,,,,,,
165,1001,A,Initial Reports          ,      65.215,    3.600000,FO Menardella miocenica (Planktonic Foraminifer) (
,,,,,,
165,1001,A,Initial Reports          ,      65.650,    3.620000,LO Sphenolithus spp. (Nannofossil)
,,,,,,
