leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
87,583,E,1,1,0.0,30.0,150.40,150.40,150.70,CLS, SILTY MUD,,,,,,,, SOFT, 00000000,240086dee7dc535f4524a796369e0c0c
87,583,E,1,CC,0.0,15.0,150.40,150.80,150.85,CLS, MUD,,,,,,,, SOFT, 00000000,601112d550305fcaf8b5d6c0816aaa8e
87,583,E,5,1,0.0,50.0,189.00,189.00,189.50,COUL," MUD,SAND",,,,,,,, SOFT, 33213000,0cd003565a358dab6d2d4d9fdedd6f37
87,583,E,5,CC,0.0,10.0,189.00,189.60,189.60,COUL, SAND,,,,,,,, SOFT, 33213000,bbaa2482dc9630600198a7b0bf628a24
87,583,E,H1,1,0.0,150.0,0.00,0.00,1.50,AJS, SILTY/SANDY MUD,,,,,,,, SOFT, 33213000,6f2c49627f4f8b7aac58ad50767a0571
87,583,E,H1,2,0.0,150.0,0.00,1.50,3.00,AJS, SILTY/SANDY MUD,,,,,,,, SOFT, 00000000,79321457da738c31c22eff6df0b75be4
87,583,E,H1,3,0.0,150.0,0.00,3.00,4.50,AJS, SILTY/SANDY MUD,,,,,,,, SOFT, 00000000,38704f25360db2041ccab66bc2b34234
87,583,E,H1,4,0.0,150.0,0.00,4.50,6.00,AJS, SILTY/SANDY MUD,,,,,,,, SOFT, 00000000,7bf822dbbcefa37e6094b4c39eb6d465
87,583,E,H1,5,0.0,150.0,0.00,6.00,7.50,AJS, SILTY/SANDY MUD,,,,,,,, SOFT, 00000000,ef9a90db2d6358092a8b7bf71781a812
87,583,E,H1,6,0.0,150.0,0.00,7.50,9.00,AJS, SILTY/SANDY MUD,,,,,,,, SOFT, 00000000,4744d5e86967abc24d58c027327a13b8
