Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
126, 790,C,Post Moratorium          ,     133.400,    0.085000,OA E. huxleyi
,,,,,,
126, 790,C,Post Moratorium          ,     182.900,    0.275000,FO E. huxleyi
,,,,,,
126, 790,C,Post Moratorium          ,     187.900,    0.300000,LO Druppatractus acquilonius
,,,,,,
126, 790,C,Post Moratorium          ,     209.100,    0.410000,LO Axoprunum angelinum
,,,,,,
126, 790,C,Post Moratorium          ,     218.400,    0.460000,LO Pseudoemiliania lacunosa
,,,,,,
126, 790,C,Post Moratorium          ,     243.500,    0.730000,Bruhnes/Matuyama boundary
,,,,,,
126, 790,C,Post Moratorium          ,     251.900,    0.830000,LO R. asanoi
,,,,,,
126, 790,C,Post Moratorium          ,     256.800,    0.910000,top of Jaramillo
,,,,,,
126, 790,C,Post Moratorium          ,     263.000,    0.980000,bottom of Jaramillo
,,,,,,
