Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
126, 790,C,Initial Reports          ,     103.500,    0.108000,Blake Magnetochron
,,,,,,
126, 790,C,Initial Reports          ,     187.750,    0.275000,FO E. huxleyi
,,,,,,
126, 790,C,Initial Reports          ,     215.050,    0.410000,LO A. angelinum
,,,,,,
126, 790,C,Initial Reports          ,     219.100,    0.460000,LO P. lacunosa
,,,,,,
126, 790,C,Initial Reports          ,     243.500,    0.730000,Bruhnes/Matuyama magnetochron boundary
,,,,,,
126, 790,C,Initial Reports          ,     250.900,    0.830000,Reticulofenestra sp. A
,,,,,,
126, 790,C,Initial Reports          ,     256.800,    0.910000,top of Jaramillo magnetochron
,,,,,,
126, 790,C,Initial Reports          ,     262.950,    0.980000,bottom of Jaramillo magnetochron
,,,,,,
