leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
87,583,A,UPPER QUATERNARY,,0.0,46.7,,NO AGE GIVEN,,NO AGE GIVEN,    0,  0.8,  0.4,INITIAL CORE DESCRIPTIONS
87,583,A,UPPER QUATERNARY,#PROV. MQUAT,46.7,54.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  1.8,  0.9,INITIAL CORE DESCRIPTIONS
