leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
87,584,,1,1,0.0,150.0,0.00,0.00,1.50,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 00000000
87,584,,1,2,0.0,150.0,0.00,1.50,3.00,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 33213000
87,584,,1,3,0.0,150.0,0.00,3.00,4.50,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 00000000
87,584,,1,4,0.0,140.0,0.00,4.50,5.90,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 00000000
87,584,,1,5,0.0,120.0,0.00,6.00,7.20,JP, DIATOMACEOUS MUD,,,,,,,, SOFT, 00000000
87,584,,1,6,0.0,150.0,0.00,7.50,9.00,JP, MUD,,,,,,,, SOFT, 00000000
87,584,,1,7,0.0,25.0,0.00,9.00,9.25,JP, MUD,,,,,,,, SOFT, 00000000
87,584,,1,CC,0.0,15.0,0.00,9.35,9.40,JP, MUD,,,,,,,, SOFT, 00000000
87,584,,2,1,0.0,150.0,10.30,10.30,11.80,JP, MUD,,,,,,,, SOFT, 00000000
87,584,,2,2,0.0,150.0,10.30,11.80,13.30,JP, MUD,,,,,,,, SOFT, 00000000
87,584,,2,3,0.0,150.0,10.30,13.30,14.80,JP, MUD,,,,,,,, SOFT, 33213000
87,584,,2,4,0.0,76.0,10.30,14.80,15.56,JP, MUD,,,,,,,, FIRM, 33213000
87,584,,2,CC,0.0,15.0,10.30,15.66,15.71,JP, MUD,,,,,,,, FIRM, 00000000
87,584,,3,1,0.0,150.0,20.00,20.00,21.50,JP, MUD,,,,,,,, FIRM, 00000000
87,584,,3,2,0.0,150.0,20.00,21.50,23.00,JP, MUD,,,,,,,, FIRM, 00000000
87,584,,3,3,0.0,140.0,20.00,23.00,24.40,JP, MUD,,,,,,,, FIRM, 00000000
87,584,,3,4,0.0,132.0,20.00,24.50,25.82,JP, MUD,,,,,,,, FIRM, 00000000
87,584,,3,CC,0.0,10.0,20.00,25.92,25.92,JP, MUD,,,,,,,, FIRM, 33213000
87,584,,4,1,0.0,150.0,29.40,29.40,30.90,JP, SILTY MUD,,,,,,,, FIRM, 33213000
87,584,,4,2,0.0,150.0,29.40,30.90,32.40,CLS, SILTY MUD,,,,,,,, FIRM, 33213000
87,584,,4,3,0.0,150.0,29.40,32.40,33.90,CLS, SILTY MUD,,,,,,,, SOFT, 33213000
87,584,,4,4,0.0,113.0,29.40,33.90,35.03,CLS, SILTY MUD,,,,,,,, SOFT, 33213000
87,584,,4,4,113.0,118.0,29.40,35.03,35.08,CLS, ASH,,,,,,,, FIRM, 00000000
87,584,,4,4,118.0,150.0,29.40,35.08,35.40,CLS, SILTY MUD,,,,,,,, SOFT, 33213000
87,584,,4,5,0.0,140.0,29.40,35.40,36.80,CLS, SILTY MUD,,,,,,,, SOFT, 33213000
87,584,,4,6,0.0,120.0,29.40,36.90,38.10,JP, MUD,,,,,,,, SOFT, 33213000
87,584,,4,7,0.0,40.0,29.40,38.40,38.80,JP, MUD,,,,,,,, SOFT, 33213000
87,584,,4,CC,0.0,22.0,29.40,38.92,39.04,JP, MUD,,,,,,,, SOFT, 33213000
87,584,,5,1,0.0,150.0,38.80,38.80,40.30,JP, SILTY MUD,,,,,,,, FIRM, 00000000
87,584,,5,2,0.0,150.0,38.80,40.30,41.80,JP, SILTY MUD,,,,,,,, FIRM, 00000000
87,584,,5,3,0.0,150.0,38.80,41.80,43.30,JP, SILTY MUD,,,,,,,, FIRM, 21112220
87,584,,5,4,0.0,150.0,38.80,43.30,44.80,JP, SILTY MUD,,,,,,,, FIRM, 21112220
87,584,,5,5,0.0,150.0,38.80,44.80,46.30,JP, SILTY MUD,,,,,,,, FIRM, 21112220
87,584,,5,6,0.0,140.0,38.80,46.30,47.70,JP, SILTY MUD,,,,,,,, FIRM, 21112220
87,584,,5,7,0.0,50.0,38.80,47.80,48.30,JP, SILTY MUD,,,,,,,, FIRM, 21112220
87,584,,5,CC,0.0,23.0,38.80,48.41,48.54,JP, SILTY MUD,,,,,,,, FIRM, 21112220
87,584,,6,1,0.0,150.0,48.20,48.20,49.70,JP, SILTY MUD,,,,,,,, FIRM, 00000000
87,584,,6,2,0.0,140.0,48.20,49.70,51.10,JP, SILTY MUD,,,,,,,, FIRM, 00000000
87,584,,6,3,0.0,40.0,48.20,51.20,51.60,JP, SILTY MUD,,,,,,,, FIRM, 00000000
87,584,,6,CC,0.0,10.0,48.20,51.71,51.71,JP, SILTY MUD,,,,,,,, FIRM, 00000000
87,584,,7,1,0.0,135.0,57.80,57.80,59.15,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000
87,584,,7,2,0.0,133.0,57.80,59.30,60.63,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000
87,584,,7,CC,0.0,12.0,57.80,60.73,60.75,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000
87,584,,8,1,0.0,107.0,67.40,67.40,68.47,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000
87,584,,8,2,0.0,101.0,67.40,68.90,69.91,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 22212220
87,584,,8,CC,0.0,10.0,67.40,70.25,70.25,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 22212220
87,584,,9,1,0.0,150.0,77.00,77.00,78.50,KF, DIATOMACEOUS MUD,,,,,,,, FIRM, 22212220
87,584,,9,2,0.0,82.0,77.00,78.50,79.32,JL, DIATOMACEOUS MUD,,,,,,,, FIRM, 00000000
87,584,,9,CC,0.0,10.0,77.00,79.42,79.42,JL, DIATOMACEOUS MUD,,,,,,,, FIRM, 22212220
87,584,,10,1,0.0,145.0,86.50,86.50,87.95,JL, DIATOMACEOUS MUDSTONE,,,,,,,, HARD, 00000000
87,584,,10,2,0.0,150.0,86.50,88.00,89.50,JL, DIATOMACEOUS MUDSTONE,,,,,,,, HARD, 33233000
87,584,,10,3,0.0,150.0,86.50,89.50,91.00,JL, DIATOMACEOUS MUDSTONE,,,,,,,, HARD, 00000000
87,584,,10,4,0.0,59.0,86.50,91.00,91.59,JL, DIATOMACEOUS MUDSTONE,,,,,,,, HARD, 00000000
87,584,,10,CC,0.0,15.0,86.50,91.69,91.74,JL, DIATOMACEOUS MUDSTONE,,,,,,,, HARD, 00000000
87,584,,11,1,0.0,150.0,96.00,96.00,97.50,JL, MUDDY DIATOMITE,,,,,,,, HARD, 00000000
87,584,,11,2,0.0,150.0,96.00,97.50,99.00,JL, MUDDY DIATOMITE,,,,,,,, HARD, 00000000
87,584,,11,3,0.0,150.0,96.00,99.00,100.50,JL, MUDDY DIATOMITE,,,,,,,, HARD, 00000000
87,584,,11,4,0.0,120.0,96.00,100.50,101.70,JL, MUDDY DIATOMITE,,,,,,,, HARD, 00000000
87,584,,11,5,0.0,150.0,96.00,102.00,103.50,JL, MUDDY DIATOMITE,,,,,,,, HARD, 00000000
