Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sponge spicules,Coscinodiscus marginatus,Denticulopsis lauta,Actinocyclus ingens  var. nodus,Thalassiosira spp. (native type),Synedra jouseana,Denticulopsis hustedtii,Denticulopsis dimorpha,Coscinodiscus nodulifer,Thalassionema nitzschioides,Denticulopsis lauta s.l.,Actinocyclus ingens,Denticulopsis hyalina,Thalassiothrix longissima,Thalassiosira cf. T. leptopus,Thalassionema nitzschioides  var. parva,Paralia sulcata,Hemidiscus cuneiformis,Coscinodiscus sp.,Actinocyclus tsugaruensis,Neodenticula cf. N. seminae,Actinocyclus oculatus,Denticulopsis praedimorpha,Thalassiosira yabei,Thalassionema hirosakiensis,Rhizosolenia barboi,Thalassionema schraderi,Thalassiothrix spp.,Synedra sp.,Hemiaulus polymorphus,Neodenticula koizumii,Thalassiosira convexa,Denticulopsis praelauta,Stephanopyxis turris,Nitzschia rolandii,Actinoptychus senarius,Thalassiosira oestrupii,Neodenticula kamtschatica,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A,  5,H,CC,  19.00,     41.3700,Maruyama ,Diatoms                                      ,T              ,P                 ,C              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,trace diatom fragments.from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A,  6,H,CC,  21.00,     49.4700,Maruyama ,Diatoms                                      ,R              ,P                 ,R              ,                        ,                   ,                               ,                                ,+               ,                       ,                      ,                       ,+                          ,+                       ,+                  ,+                    ,+                        ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,+                         ,                   ,                           ,                   ,                       ,+                  ,+          ,+                    ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,rare diatom fragments. from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A,  7,X,CC,  20.00,     54.0700,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,+                          ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,diatom fragments present. from IR. Ch 8. Tables 6+7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A,  8,X,CC,  28.00,     63.3900,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,                        ,                   ,                               ,                                ,                ,+                      ,                      ,                       ,+                          ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,rare diatom fragments. from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A,  9,X,CC,  14.00,     73.5400,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,                        ,+                  ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,+                    ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,rare diatom fragments. from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 10,X,CC,  21.00,     83.1000,Maruyama ,Diatoms                                      ,T              ,P                 ,+              ,+                       ,+                  ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,diatom fragments present. from IR. Ch 8. Tables 6+7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 11,X,CC,  20.00,     92.8300,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,+                          ,                        ,+                  ,                     ,                         ,                             ,+                                      ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,rare diatom fragments. from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 12,X,CC,  24.00,    102.4400,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,+                          ,                        ,+                  ,                     ,                         ,                             ,+                                      ,               ,                      ,                 ,+                        ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,rare diatom fragments. from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 13,X,CC,  30.00,    111.5800,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,                        ,+                  ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,+                     ,                       ,                         ,rare diatom fragments. from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 14,X,CC, 124.00,    120.9700,Maruyama ,Diatoms                                      ,T              ,P                 ,+              ,+                       ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,+                ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,diatom fragments and silicoflagellates present. from IR. Ch 8. Tables 6+7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 15,X,CC,  24.00,    131.2600,Maruyama ,Diatoms                                      ,T              ,P                 ,R              ,                        ,+                  ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 16,X,CC,  28.00,    140.5300,Maruyama ,Diatoms                                      ,T              ,P                 ,               ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,+                          ,                        ,+                  ,                     ,+                        ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,+                  ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 17,X,CC,  25.00,    150.1700,Maruyama ,Diatoms                                      ,T              ,P                 ,A              ,+                       ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,+                  ,                       ,                   ,           ,                     ,                     ,                     ,                       ,+                   ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 18,X,CC,  36.00,    159.8200,Maruyama ,Diatoms                                      ,T              ,P                 ,R              ,+                       ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,+                       ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 19,X,CC,  29.00,    170.0200,Maruyama ,Diatoms                                      ,T              ,P                 ,+              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,+                  ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,diatom fragments present. from IR. Ch 8. Tables 6+7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 20,X,CC,  47.00,    177.2300,Maruyama ,Diatoms                                      ,R              ,P                 ,               ,                        ,+                  ,                               ,+                               ,                ,                       ,                      ,                       ,+                          ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,+                  ,                       ,                   ,           ,                     ,                     ,                     ,                       ,+                   ,+                 ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 21,X,CC,  20.00,    187.5200,Maruyama ,Diatoms                                      ,T              ,P                 ,+              ,+                       ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 22,X,CC,  14.00,    195.5800,Maruyama ,Diatoms                                      ,C              ,P                 ,               ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,+                ,                         ,                           ,                     ,                          ,                   ,                           ,A                  ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 23,X,CC,  38.00,    205.6800,Maruyama ,Diatoms                                      ,R              ,P                 ,F              ,+                       ,+                  ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,+                    ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,rare diatom fragments. from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 24,X,CC,  42.00,    216.9900,Maruyama ,Diatoms                                      ,T              ,P                 ,C              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,+                      ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 25,X,CC,  21.00,    223.8500,Maruyama ,Diatoms                                      ,R              ,P                 ,C              ,+                       ,                   ,                               ,+                               ,                ,                       ,+                     ,                       ,                           ,                        ,                   ,+                    ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 26,X,CC,  21.00,    229.6300,Maruyama ,Diatoms                                      ,R              ,P                 ,               ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,                     ,                         ,                             ,                                       ,+              ,                      ,                 ,                         ,                           ,                     ,+                         ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,+                    ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 27,X,CC,  44.00,    236.2400,Maruyama ,Diatoms                                      ,T              ,P                 ,F              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,+                       ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,+                    ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,rare diatom fragments. from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 28,X,CC,  16.00,    242.3000,Maruyama ,Diatoms                                      ,T              ,P                 ,R              ,                        ,                   ,+                              ,                                ,                ,                       ,                      ,                       ,                           ,+                       ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 29,X,CC,  15.00,    250.4000,Maruyama ,Diatoms                                      ,R              ,P                 ,+              ,+                       ,+                  ,                               ,                                ,                ,+                      ,                      ,                       ,                           ,                        ,                   ,                     ,+                        ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,+                  ,                       ,+                  ,           ,                     ,+                    ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 30,X,CC,  13.00,    256.6400,Maruyama ,Diatoms                                      ,C              ,P                 ,               ,                        ,                   ,                               ,R                               ,                ,                       ,                      ,                       ,+                          ,+                       ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,+                        ,                           ,                     ,+                         ,                   ,                           ,F                  ,                       ,+                  ,+          ,+                    ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 31,X,CC,   9.00,    265.2700,Maruyama ,Diatoms                                      ,T              ,P                 ,R              ,                        ,                   ,                               ,                                ,                ,                       ,+                     ,                       ,+                          ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,+                      ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 32,X,CC,  66.00,    272.7300,Maruyama ,Diatoms                                      ,F              ,P                 ,C              ,+                       ,                   ,                               ,                                ,                ,+                      ,                      ,                       ,                           ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,+                          ,+                  ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 33,X,CC,  42.00,    282.6600,Maruyama ,Diatoms                                      ,R              ,P                 ,+              ,                        ,                   ,                               ,+                               ,+               ,                       ,                      ,                       ,+                          ,+                       ,+                  ,                     ,+                        ,                             ,                                       ,               ,+                     ,                 ,                         ,+                          ,                     ,+                         ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,silicoflagellates present. from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 34,X,CC,  22.00,    295.1000,Maruyama ,Diatoms                                      ,R              ,P                 ,               ,                        ,                   ,                               ,+                               ,                ,                       ,                      ,                       ,                           ,                        ,                   ,                     ,                         ,                             ,+                                      ,               ,                      ,                 ,                         ,                           ,                     ,+                         ,+                  ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 35,X,CC,  21.00,    304.0700,Maruyama ,Diatoms                                      ,T              ,P                 ,C              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,trace diatom fragments and rare silicoflagellates.from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 36,X,CC,  37.00,    314.3600,Maruyama ,Diatoms                                      ,T              ,P                 ,               ,                        ,                   ,                               ,                                ,                ,+                      ,                      ,                       ,+                          ,                        ,+                  ,+                    ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,+                         ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 37,X,CC,  32.00,    324.0100,Maruyama ,Diatoms                                      ,R              ,P                 ,+              ,                        ,+                  ,                               ,                                ,                ,                       ,                      ,                       ,                           ,                        ,+                  ,                     ,+                        ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 38,X,CC,  23.00,    333.3300,Maruyama ,Diatoms                                      ,T              ,P                 ,+              ,+                       ,                   ,                               ,                                ,                ,                       ,                      ,                       ,+                          ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,+                          ,+                    ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 39,X,CC,  26.00,    341.8400,Maruyama ,Diatoms                                      ,F              ,P                 ,               ,                        ,                   ,+                              ,+                               ,                ,                       ,                      ,                       ,+                          ,                        ,                   ,+                    ,+                        ,F                            ,+                                      ,+              ,F                     ,F                ,+                        ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 40,X,CC,  40.00,    352.9200,Maruyama ,Diatoms                                      ,T              ,P                 ,R              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,+                          ,                        ,                   ,                     ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,diatom fragments present. from IR. Ch 8. Tables 6+7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,167,1014,A, 41,X,CC,  20.00,    359.8000,Maruyama ,Diatoms                                      ,T              ,P                 ,T              ,                        ,                   ,                               ,                                ,                ,                       ,                      ,                       ,+                          ,                        ,+                  ,+                    ,                         ,                             ,                                       ,               ,                      ,                 ,                         ,                           ,                     ,                          ,                   ,                           ,                   ,                       ,                   ,           ,                     ,                     ,                     ,                       ,                    ,                  ,                      ,                       ,                         ,from IR. Ch 8. Tables 6+7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
