leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
33,315,A,UPPER MIOCENE,,75.5,151.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
33,315,A,MIDDLE MIOCENE,,256.0,265.5,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
33,315,A,LOWER MIOCENE,,340.0,474.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
33,315,A,LOWER MIOCENE,UPPER OLIGOCENE,515.5,599.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,DSDP INITIAL REPORTS
33,315,A,UPPER OLIGOCENE,MIDDLE OLIGOCENE,702.5,712.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 22.5,   32,27.25,DSDP INITIAL REPORTS
33,315,A,LOWER OLIGOCENE,,730.5,738.5,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
33,315,A,UPPER EOCENE,,738.5,740.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
33,315,A,UPPER PALEOCENE,,778.0,787.5,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
33,315,A,MIDDLE MAESTRICHTIAN,,787.5,820.5,,NO AGE GIVEN,,NO AGE GIVEN,   66,   67, 66.5,DSDP INITIAL REPORTS
33,315,A,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,820.5,844.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
33,315,A,MIDDLE CAMPANIAN,,844.5,881.5,,NO AGE GIVEN,,NO AGE GIVEN,   72,   76,   74,DSDP INITIAL REPORTS
33,315,A,LOWER CAMPANIAN,,881.5,912.8,,NO AGE GIVEN,,NO AGE GIVEN,   74,   78,   76,DSDP INITIAL REPORTS
33,315,A,SANTONIAN,,912.8,920.5,,NO AGE GIVEN,,NO AGE GIVEN,   78,   82,   80,DSDP INITIAL REPORTS
