Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygodiscus xenotus	Watznaueria barnesae	Thoracosphaera operculata	Stradneria crenulata	Rhagodiscus angustus	Reinhardtites levis	Prediscosphaera stoveri	Prediscosphaera honjoi	Prediscosphaera arkhangelskyi	Placozygus sigmoides	Phanulithus obscurus	Nephrolithus frequens	Monomarginatus quaternarius	Monomarginatus pectinatus	Misceomarginatus pleniporus	Micula decussata	Lucianorhabdus cayeuxii	Lithraphidites carniolensis	Kamptnerius magnificus	Glaukolithus compactus	Gartnerago obliquum	Eiffellithus gorkae	Cribrosphaerella ? daniae	Cribrosphaerella ehrenbergii	Cretarhabdus conicus	Biscutum magnum	Biscutum dissimilis	Arkhangelskiella specillata	Arkhangelskiella cymbiformis	Ahmuellerella octoradiata	Prediscosphaera cretacea	Microrhabdulus decoratus	Eiffellithus turriseiffelii	Chiastozygus garrisonii	Prediscosphaera spinosa	Chiastozygus sp.	Nephrolithus corystus	Markalius inversus	Prediscosphaera bukryi	Placozygus fibuliformis	Broinsonia enormis	Biscutum constans	Biscutum castrorum	Prediscosphaera grandis	Vekshinella parma	Thoracosphaera sp.	Chiastozygus litterarius	Prediscosphaera intercisa	Cretarhabdus angustiforatus	Lithraphidites quadratus	placolith (small)	Zygolithus sp. (rotated cross)	Zygolithus crux	Zygodiscus spiralis	Zygodiscus sigmoides	Zygodiscus diplogrammus	Zygodiscus compactus	Tranolithus phacelosus	Thoracosphaera spp.	Prinsius tenuiculum / dimorphosus	Nephrolithus frequens miniporus	Nephrolithus frequens frequens	Neocrepidolithus neocrassus	Neocrepidolithus fossus	Neocrepidolithus cruciatus	Markalius apertus	Lapideacassis sp.	Gartnerago spp.	Futyania petalosa	Eiffellithus sp.	Cyclagelosphaera reinhardtii/C. alta	Cruciplacolithus tenuis (> 7 microns)	Cruciplacolithus primus (> 5 microns)	Cruciplacolithus primus (< 5 microns )	Cribrosphaerella daniae	Cretarhabdus conicus	Corollithion rhombicus	Coccolithus pelagicus/C. cavus	Chiastozygus amphipons	Braarudosphaera bigelowii	Biscutum notaculum	Bidiscus rotatorius	Biantholithus sparsus	Acuturris scotus	Helicolithus trabeculatus	Comment

  SR	Paleocene        	                 	CP1b              	              	121	 752	B	 10	R	 5	   1.00	    351.1100	Pospichal	Nannofossils                                 	C              	M                 	                  	0                   	                         	                    	                    	0                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	0               	                       	                           	2                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	0                           	0                        	0                       	                        	0                          	                       	0                      	0               	1                    	0                 	                      	                       	                  	0                	2                 	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	0                  	31                  	0                      	0                   	0                     	2                  	97                               	0                              	0                             	0                          	0                      	0                         	0                	0                	0              	0                	0               	0                                   	148                                  	2                                    	1                                     	0                      	0                   	0                     	19                            	0                     	0                        	0                 	0                  	0                    	1               	                         	N.corystus is reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1b              	              	121	 752	B	 10	R	 5	  33.00	    351.4300	Pospichal	Nannofossils                                 	C              	M                 	                  	0                   	                         	                    	                    	0                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	3               	                       	                           	0                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	0                           	0                        	0                       	                        	0                          	                       	0                      	0               	0                    	0                 	                      	                       	                  	0                	9                 	                       	                 	                  	                        	                         	                           	0                       	1                	0                             	0              	0                  	46                  	0                      	0                   	0                     	1                  	207                              	0                              	0                             	0                          	0                      	2                         	0                	0                	0              	0                	0               	0                                   	178                                  	12                                   	2                                     	0                      	0                   	0                     	44                            	0                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1b              	              	121	 752	B	 10	R	 5	  89.00	    351.9900	Pospichal	Nannofossils                                 	A              	M                 	                  	0                   	                         	                    	                    	0                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	2               	                       	                           	0                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	0                           	0                        	0                       	                        	0                          	                       	0                      	0               	0                    	0                 	                      	                       	                  	0                	4                 	                       	                 	                  	                        	                         	                           	0                       	1                	0                             	0              	0                  	22                  	0                      	0                   	0                     	1                  	314                              	0                              	0                             	0                          	0                      	1                         	0                	0                	1              	0                	0               	0                                   	112                                  	26                                   	6                                     	0                      	0                   	0                     	20                            	0                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1b              	              	121	 752	B	 10	R	 5	 143.00	    352.5300	Pospichal	Nannofossils                                 	A              	G                 	                  	1                   	                         	                    	                    	0                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	0               	                       	                           	0                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	0                           	0                        	0                       	                        	0                          	                       	0                      	0               	0                    	6                 	                      	                       	                  	0                	23                	                       	                 	                  	                        	                         	                           	0                       	10               	0                             	0              	0                  	57                  	0                      	0                   	0                     	5                  	143                              	0                              	0                             	0                          	1                      	20                        	0                	0                	0              	1                	0               	0                                   	200                                  	19                                   	54                                    	0                      	0                   	0                     	0                             	0                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1b              	              	121	 752	B	 10	R	 6	  32.00	    352.9200	Pospichal	Nannofossils                                 	A              	G                 	                  	0                   	                         	                    	                    	1                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	0               	                       	                           	0                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	0                           	0                        	0                       	                        	0                          	                       	0                      	0               	0                    	10                	                      	                       	                  	0                	24                	                       	                 	                  	                        	                         	                           	0                       	4                	1                             	0              	0                  	107                 	0                      	0                   	0                     	8                  	91                               	0                              	0                             	1                          	8                      	31                        	5                	0                	0              	0                	0               	1                                   	177                                  	25                                   	24                                    	0                      	0                   	0                     	1                             	0                     	0                        	0                 	0                  	0                    	0               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1b              	              	121	 752	B	 10	R	 6	  86.00	    353.4600	Pospichal	Nannofossils                                 	C              	M                 	                  	0                   	                         	                    	                    	1                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	1               	                       	                           	1                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	0                           	0                        	0                       	                        	1                          	                       	0                      	0               	0                    	28                	                      	                       	                  	0                	44                	                       	                 	                  	                        	                         	                           	0                       	2                	0                             	0              	0                  	240                 	0                      	0                   	0                     	26                 	4                                	0                              	0                             	0                          	0                      	17                        	1                	0                	0              	0                	0               	0                                   	140                                  	0                                    	2                                     	0                      	0                   	0                     	0                             	0                     	0                        	0                 	0                  	0                    	1               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1b              	              	121	 752	B	 10	R	 6	 135.00	    353.9500	Pospichal	Nannofossils                                 	C              	M                 	                  	1                   	                         	                    	                    	0                  	4                      	                      	                             	                    	0                   	                     	                           	                         	                           	5               	                       	                           	2                     	                      	                   	                   	                         	1                           	                    	               	                   	                           	4                           	0                        	0                       	                        	0                          	                       	0                      	0               	0                    	42                	                      	                       	                  	0                	38                	                       	                 	                  	                        	                         	                           	0                       	1                	0                             	0              	0                  	317                 	0                      	0                   	0                     	40                 	0                                	0                              	0                             	0                          	0                      	35                        	1                	0                	1              	0                	0               	0                                   	3                                    	1                                    	3                                     	2                      	0                   	0                     	0                             	0                     	0                        	0                 	0                  	0                    	1               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 10	R	 7	  17.00	    354.2700	Pospichal	Nannofossils                                 	C              	M                 	                  	0                   	                         	                    	                    	3                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	2               	                       	                           	3                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	0                           	0                        	0                       	                        	1                          	                       	1                      	0               	1                    	27                	                      	                       	                  	0                	18                	                       	                 	                  	                        	                         	                           	0                       	1                	0                             	1              	0                  	395                 	0                      	0                   	0                     	41                 	0                                	0                              	0                             	0                          	0                      	7                         	0                	0                	0              	0                	0               	1                                   	0                                    	3                                    	1                                     	1                      	0                   	0                     	0                             	0                     	0                        	0                 	0                  	0                    	1               	                         	N.corystus & R.levis are reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 10	R	 7	  59.00	    354.6900	Pospichal	Nannofossils                                 	C              	G                 	                  	0                   	                         	                    	                    	1                  	1                      	                      	                             	                    	0                   	                     	                           	                         	                           	4               	                       	                           	0                     	                      	                   	                   	                         	1                           	                    	               	                   	                           	0                           	0                        	2                       	                        	0                          	                       	2                      	0               	0                    	53                	                      	                       	                  	0                	60                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	0              	0                  	287                 	0                      	0                   	0                     	62                 	0                                	0                              	1                             	1                          	0                      	20                        	2                	0                	1              	0                	0               	0                                   	0                                    	0                                    	0                                     	0                      	0                   	0                     	0                             	0                     	0                        	0                 	0                  	1                    	0               	                         	R.levis is reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 10	R	CC	  12.00	    354.8400	Pospichal	Nannofossils                                 	C              	G                 	                  	1                   	                         	                    	                    	0                  	0                      	                      	                             	                    	0                   	                     	                           	                         	                           	5               	                       	                           	2                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	1                           	0                        	1                       	                        	0                          	                       	0                      	0               	2                    	11                	                      	                       	                  	0                	21                	                       	                 	                  	                        	                         	                           	0                       	1                	0                             	0              	0                  	380                 	0                      	0                   	0                     	49                 	0                                	0                              	1                             	0                          	0                      	26                        	1                	0                	0              	0                	0               	1                                   	0                                    	0                                    	0                                     	0                      	0                   	0                     	0                             	0                     	0                        	0                 	0                  	0                    	0               	                         	N.corystus is reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 1	  20.00	    355.0000	Pospichal	Nannofossils                                 	F              	G                 	                  	2                   	                         	                    	                    	1                  	5                      	                      	                             	                    	0                   	                     	                           	                         	                           	2               	                       	                           	3                     	                      	                   	                   	                         	1                           	                    	               	                   	                           	2                           	0                        	1                       	                        	2                          	                       	0                      	1               	0                    	55                	                      	                       	                  	0                	31                	                       	                 	                  	                        	                         	                           	0                       	5                	2                             	7              	0                  	262                 	0                      	0                   	0                     	72                 	0                                	0                              	3                             	5                          	0                      	32                        	3                	0                	0              	0                	0               	0                                   	0                                    	0                                    	0                                     	4                      	0                   	0                     	9                             	1                     	0                        	0                 	0                  	0                    	0               	                         	R.levis is reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 1	  98.00	    355.7800	Pospichal	Nannofossils                                 	F              	M                 	                  	1                   	                         	                    	                    	1                  	2                      	                      	                             	                    	0                   	                     	                           	                         	                           	11              	                       	                           	3                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	2                           	0                        	3                       	                        	2                          	                       	0                      	0               	0                    	59                	                      	                       	                  	0                	29                	                       	                 	                  	                        	                         	                           	0                       	0                	1                             	5              	3                  	171                 	0                      	0                   	0                     	136                	0                                	0                              	4                             	15                         	0                      	51                        	3                	0                	0              	0                	0               	0                                   	0                                    	0                                    	1                                     	0                      	1                   	0                     	0                             	1                     	0                        	0                 	0                  	0                    	0               	                         	R.levis is reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 1	 140.00	    356.2000	Pospichal	Nannofossils                                 	F              	M                 	                  	4                   	                         	                    	                    	0                  	1                      	                      	                             	                    	0                   	                     	                           	                         	                           	10              	                       	                           	7                     	                      	                   	                   	                         	2                           	                    	               	                   	                           	9                           	1                        	1                       	                        	0                          	                       	0                      	0               	0                    	46                	                      	                       	                  	0                	30                	                       	                 	                  	                        	                         	                           	0                       	0                	2                             	7              	1                  	264                 	0                      	0                   	0                     	70                 	0                                	1                              	3                             	1                          	0                      	23                        	2                	0                	0              	0                	2               	3                                   	0                                    	0                                    	0                                     	7                      	1                   	0                     	0                             	1                     	0                        	0                 	0                  	0                    	2               	                         	from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 2	  20.00	    356.5000	Pospichal	Nannofossils                                 	C              	G                 	                  	2                   	                         	                    	                    	1                  	4                      	                      	                             	                    	0                   	                     	                           	                         	                           	5               	                       	                           	2                     	                      	                   	                   	                         	0                           	                    	               	                   	                           	4                           	1                        	1                       	                        	0                          	                       	0                      	1               	0                    	41                	                      	                       	                  	0                	25                	                       	                 	                  	                        	                         	                           	0                       	0                	1                             	1              	0                  	299                 	0                      	1                   	0                     	60                 	0                                	1                              	4                             	2                          	0                      	31                        	5                	2                	0              	0                	0               	2                                   	0                                    	0                                    	0                                     	1                      	2                   	0                     	0                             	0                     	0                        	0                 	0                  	1                    	0               	                         	R.levis & Z.compactus are reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404

  SR	Paleocene        	                 	CP1a              	              	121	 752	B	 11	R	 2	  70.00	    357.0000	Pospichal	Nannofossils                                 	F              	G                 	                  	7                   	                         	                    	                    	1                  	24                     	                      	                             	                    	0                   	                     	                           	                         	                           	37              	                       	                           	18                    	                      	                   	                   	                         	0                           	                    	               	                   	                           	25                          	6                        	6                       	                        	1                          	                       	1                      	1               	0                    	19                	                      	                       	                  	0                	29                	                       	                 	                  	                        	                         	                           	0                       	0                	0                             	1              	4                  	182                 	0                      	0                   	2                     	11                 	0                                	7                              	24                            	20                         	0                      	31                        	1                	0                	1              	0                	0               	14                                  	0                                    	0                                    	0                                     	14                     	4                   	0                     	0                             	10                    	1                        	0                 	0                  	0                    	2               	                         	R.levis & T.phacelosus are reworked; from ODP Leg 121 SR Chapter 18 Table 1 p 402-404
