leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
59,448,,1,2,11.0,13.0,0.00,1.62, 1,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,RARE,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,PRESENT,  ,1
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,RARE,  ,1
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,RARE,  ,1
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,RARE,  ,1
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,PRESENT,  ,1
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,RARE,  ,1
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,ABUNDANT,  ,1
59,448,,2,2,89.0,91.0,5.00,7.40,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,1
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RACRC0010,Acrocubus octopylus,RARE,  ,1
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,RARE,  ,1
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,FEW,  ,1
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,COMMON,  ,1
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,RARE,  ,1
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,FEW,  ,1
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1
59,448,,2,3,82.0,84.0,5.00,8.83, 9,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,POOL,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RACRC0010,Acrocubus octopylus,RARE,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,RARE,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,PRESENT,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCANN0100,Cannartus violina,RARE,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,PRESENT,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,COMMON,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,COMMON,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,RARE,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,PRESENT,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,FEW,  ,1
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,2
59,448,,2,4,66.0,68.0,5.00,10.17,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,2
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RACRC0010,Acrocubus octopylus,RARE,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,COMMON,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0040,Cannartus laticonus,PRESENT,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0050,Cannartus mammifer,RARE,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,RARE,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,RARE,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,RARE,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,COMMON,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,RARE,  ,1
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,RARE,  ,2
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,RARE,  ,2
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,2
59,448,,2,5,51.0,53.0,5.00,11.52,14,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,2
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RCANN0100,Cannartus violina,PRESENT,  ,1
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,PRESENT,  ,1
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,COMMON,  ,1
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,RARE,  ,1
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,RARE,  ,1
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,COMMON,  ,1
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1
59,448,,2,6,86.0,88.0,5.00,13.37,10,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,GOOD,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,ABUNDANT,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RCANN0100,Cannartus violina,PRESENT,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,RARE,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,PRESENT,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,PRESENT,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,PRESENT,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,FEW,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1
59,448,,2,CC,,,5.00,14.35,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,COMMON,  ,2
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,RARE,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,FEW,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,RARE,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,RARE,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,FEW,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,RARE,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,RARE,  ,1
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,2
59,448,,3,1,13.0,15.0,14.50,14.64,12,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,FEW,  ,2
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,RARE,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,RARE,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,FEW,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,PRESENT,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,RARE,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,FEW,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,RARE,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,PRESENT,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,FEW,  ,1
59,448,,3,1,105.0,107.0,14.50,15.56,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,COMMON,  ,2
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,FEW,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,FEW,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,FEW,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0010,Dorcadospyris alata,FEW,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0080,Dorcadospyris dentata,FEW,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RDORC0100,Dorcadospyris forcipata,PRESENT,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RGIRA0080,Giraffospyris toxaria,PRESENT,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1
59,448,,3,2,13.0,15.0,14.50,16.14,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,582,RSTIO0090,Stichocorys wolfii,COMMON,  ,2
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0050,Calocycletta costata,COMMON,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCALC0110,Calocycletta virginis,RARE,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0050,Cannartus mammifer,RARE,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0070,Cannartus prismaticus,RARE,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCANN0100,Cannartus violina,FEW,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1
59,448,,3,2,95.0,97.0,14.50,16.96,11,"THEYER,F.;LWEBERGER,P.",01/1981,59,RADIOLARIA,COMMON,,,MODERATE,NO AGE GIVEN,582,RCYRC0070,Cyrtocapsella tetrapera,FEW,  ,1
