leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
33,318,,QUATERNARY,,0.0,28.5,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
33,318,,QUATERNARY,UPPER PLIOCENE,28.5,35.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,    0,  3.4,  1.7,DSDP INITIAL REPORTS
33,318,,LOWER PLIOCENE,,64.5,131.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
33,318,,UPPER MIOCENE,,150.0,216.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
33,318,,MIDDLE MIOCENE,,235.5,245.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
33,318,,LOWER MIOCENE,,264.0,330.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
33,318,,UPPER OLIGOCENE,,349.5,387.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
33,318,,MIDDLE OLIGOCENE,,406.5,416.0,,NO AGE GIVEN,,NO AGE GIVEN,   29,   32, 30.5,DSDP INITIAL REPORTS
33,318,,LOWER OLIGOCENE,,435.0,438.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
33,318,,UPPER EOCENE,,438.0,530.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
33,318,,MIDDLE EOCENE,,549.0,672.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
33,318,,EOCENE,,682.0,691.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5, 53.5, 45.5,DSDP INITIAL REPORTS
33,318,,MIDDLE EOCENE,,701.0,710.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
33,318,,LOWER EOCENE,,720.0,745.0,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
