leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
94,607,,3,2,100.0,102.0,19.20,21.71, 8,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0010,Dictyocha aculeata,24%,  ,1,1b5db71de1a45d3d95461380d772dd51,94-607-3-2
94,607,,3,2,100.0,102.0,19.20,21.71, 8,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0119,Dictyocha calida calida,40%,  ,1,ebbc0c43b0e011e5c456b53d4f46d24e,94-607-3-2
94,607,,3,2,100.0,102.0,19.20,21.71, 8,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0123,Dictyocha calida ampliata,1%,  ,1,0f6a836cd8a86155f037d17cba156436,94-607-3-2
94,607,,3,2,100.0,102.0,19.20,21.71, 8,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0690,Dictyocha stapedia stapedia,18%,  ,1,3b840714203ef74095a27358a840cae8,94-607-3-2
94,607,,3,2,100.0,102.0,19.20,21.71, 8,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0702,Dictyocha subaculeata,3%,  ,1,4e899271f2dcd0ecb8eef8432e756ab8,94-607-3-2
94,607,,3,2,100.0,102.0,19.20,21.71, 8,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0728,Dictyocha sp.,7%,  ,1,2fd948b676fe8818cc2e300a39959e1f,94-607-3-2
94,607,,3,2,100.0,102.0,19.20,21.71, 8,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDIST0172,Distephanus floridus,2%,  ,1,2b1d205ca84901e63def781086aec674,94-607-3-2
94,607,,3,2,100.0,102.0,19.20,21.71, 8,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDIST0580,Distephanus speculum speculum,7%,  ,1,cbb4d1ba3e5da4c22b203c29c592203a,94-607-3-2
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0010,Dictyocha aculeata,11%,  ,1,440b23076a192f2146782049b385414c,94-607-4-5
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0119,Dictyocha calida calida,26%,  ,1,8b0766ac2c9f0aa0b3bef823ed371526,94-607-4-5
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0500,Dictyocha perlaevis,15%,  ,1,6900933e70bb8dbdf81b836dd579be6e,94-607-4-5
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0690,Dictyocha stapedia stapedia,24%,  ,1,99e4294b7124f60304a554c22d4203b6,94-607-4-5
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDICT0728,Dictyocha sp.,1%,  ,1,a3f2b47d58417fdf2c7e7a07729c300d,94-607-4-5
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDIST0130,Distephanus crux crux,1%,  ,1,c947ddeb719426c3897170105833bcda,94-607-4-5
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDIST0414,Distephanus sp.,2%,  ,1,a90b8ace264c9c6151852c53bfa6be31,94-607-4-5
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDIST0470,Distephanus speculum minutus,1%,  ,1,88fe46191d1e758abf63ece7d005759d,94-607-4-5
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SDIST0580,Distephanus speculum speculum,14%,  ,1,dd275d7d9e0c4ddaa46a9d51efe86ac7,94-607-4-5
94,607,,4,5,100.0,102.0,25.20,32.21,10,BUKRY,00/1900,94,SILICOFLAGELLATES,,,,,NO AGE GIVEN,780,SMESO0280,Mesocena quadrangula,5%,  ,1,aa82a774d14fb4ba2cbd2baf3a391fdd,94-607-4-5
94,607,,5,1,43.0,45.0,34.80,35.24, 1,BALDAUF,00/1900,94,SILICOFLAGELLATES,ABUNDANT,,,GOOD,NO AGE GIVEN,736,SMESO0280,Mesocena quadrangula,RARE,  ,1,0e847d30b590d3411bc52967dd68fc40,94-607-5-1
94,607,,5,2,43.0,45.0,34.80,36.74, 1,BALDAUF,00/1900,94,SILICOFLAGELLATES,FEW,,,GOOD,NO AGE GIVEN,736,SMESO0280,Mesocena quadrangula,RARE,  ,1,9b23b6e801ee25013479bb4ffca8667d,94-607-5-2
94,607,,5,3,43.0,45.0,34.80,38.24, 1,BALDAUF,00/1900,94,SILICOFLAGELLATES,ABUNDANT,,,GOOD,NO AGE GIVEN,736,SMESO0280,Mesocena quadrangula,FEW,  ,1,9daebdaca18ca09a8c0a0038c5a8bb20,94-607-5-3
94,607,,5,4,43.0,45.0,34.80,39.74, 1,BALDAUF,00/1900,94,SILICOFLAGELLATES,ABUNDANT,,,GOOD,NO AGE GIVEN,736,SMESO0280,Mesocena quadrangula,FEW,  ,1,c6f7bdf63f5e6a15c9f811e4e9c07a14,94-607-5-4
