leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
54,424,A,1,1,0.0,150.0,0.00,0.00,1.50,DMV, NANNOFOSSIL OOZE WITH MN FRAGMENTS," 5Y5/2-LIGHT O LIVE GREY,5Y2/1-OLIVE BLACK"," 0-33 CM IS HIGHLY DIST URBED 5Y5/2 OOZE WITH FRAGMENTS OF MN(?) CRUSTONE,33 -123 CM IS 5Y2/1 OOZE--A MIXTURE OF 5Y5/2 OOZE WITH ABUNDANT MN CRUMBLES,123-150 CM IS 5Y5/2 OOZE WITH A BUNDANT FRAGMENTS OF MN(?) CRUSTONE", HIGHLY DISTURB ED TO SLURRY THROUGHOUT, MN(?) CRUSTONE AND CRUMBLE S, MN(?) CRUSTONE AND CRUMBLES,,, SOUPY, 11111210
54,424,A,1,2,0.0,102.0,0.00,1.50,2.52,DMV, NANNOFOSSIL OOZE WITH MN FRAGMENTED CRUST STONE," 5Y5/2-LIGHT OLIVE GREY,5GY2/1-GREENISH BLACK,5Y4/4-M ODERATE OLIVE BROWN,-BLACK"," 0-18 CM IS 5Y5/2 OOZE M IXED WITH BLACK FRAGMENTED MN(?) CRUST STONE,18-36 C M IS 5GY2/1 FRAGMENTED MATERIAL CONSISTING MAINLY OF ANGULAR PIECES OF MN(?) CRUST STONE,SIZE OF WHICH I NCREASED FROM TOP (1-2 MM) TO THE BOTTOM (0.5 CM) OF THE LAYER,36-59 CM IS 5Y5/2 OOZE SURROUNDED WITH FRA GMENTED MN(?) MATERIAL,59-102 CM IS FRAGMENTED MATER IAL CONSISTING OF ANGULAR PIECES OF BLACK AND 5Y4/4 COLOR,SIZE INCREASE FROM 2-3 MM AT TOP TO 5-10 MM AT BOTTOM", HIGHLY DISTURBED, MN(?) CRUST STONE, MN( ?) CRUST STONE,,,, 11111210
54,424,A,1,CC,0.0,17.0,0.00,2.62,2.69,DMV, CLAYISH MATERIAL WITH MN CRUSTING," 10YR4/2-DARK Y ELLOWISH BROWN,-BLACK", FRAGS OF BLACK MN(?) CRUSTIN G(UP TO 20MM)WITH ADMIXTURE OF 10YR4/2 CLAYISH MATER IAL, SLURRY, MN CRUSTING, MN(?) CRUSTING,,, SOFT, 33211000
54,424,A,2,1,0.0,150.0,15.00,15.00,16.50,DMV, NANNOFOSSIL OOZE WITH ADMIXTURE OF MN(?) CRUSTING," 5GY6/1-GREENISH GREY,-BLACK"," 0-76 CM IS 5GY6/1 OO ZE WITH ADMIXTURE OF DISINTEGRATED MN(?) CRUSTING NE AR THE BOTTOM,76-87 CM IS 5GY6/1 OOZE WITH SIGNIFICA NT ADMIXTURE OF MN(?) DISINTEGRATED MATERIAL INCLUDI NG PIECES UP TO 5 CM,87-120 CM IS 5GY6/1 OOZE WITH A DMIXTURE OF MN CRUMBLES,120-150 CM IS BLACK FRAGMENT ED MN(?) MATERIAL WITH A LITTLE ADMIXTURE OF 5GY6/1 OOZE,SIZE OF FRAGMENT INCREASES FROM 1-2 MM (TOP) TO 0.5-1.0 CM (BOTTOM)", HIGHLY DISTURBED, MN(?) CRUS TING AND CRUMBLES, MN(?) CRUSTING AND CRUMBLES,,,, 11111210
54,424,A,2,2,0.0,145.0,15.00,16.50,17.95,DMV, NANNOFOSSIL OOZE WITH ARGILLITES(?)," 5GY5/2-DUSKY YELLOW GREEN,5GY6/1-GREENISH GREY,10G4/2-GREYISH GR EEN,5GY7/2-GREYISH YELLOW GREEN,-BLACK"," 0-48 CM IS BLACK OOZE WITH ABUNDANT FRAGMENTS OF DENSE BLACK MA TERIAL (APPROX. 5 MM BY SIZE),WHEN DISPERSED MATERIA L TURNS GREEN (ARGILLITE),48-80 CM IS MIXTURE OF 5GY 5/2 NANNO OOZE AND BLACK OOZE WITH CRUMBLES OF BLACK ARGILLITES(?),80-120 CM IS 5GY6/1 NANNO OOZE WITH F RAGMENTS OF 10G4/2 NANNO CHALK (UP TO 2 CM),120-145 CM IS 5GY7/2 NANNO OOZE", HIGHLY DISTURBED," DENSE B LACK MATERIAL 0-48 CM,BLACK ARGILLITES(?) 48-80 CM,1 0G4/2 NANNO CHALK FRAGS. 80-120 CM*",,,,,
54,424,A,2,3,0.0,150.0,15.00,18.00,19.50,DMV, NANNOFOSSIL OOZE," 5GY6/1-GREENISH GREY,5G5/2-GREY ISH GREEN,5GY8/1-LIGHT GREENISH GREY,5GY2/1-GREENISH BLACK"," 0-60 CM IS 5GY6/1 NANNO OOZE WITH FRAGMENTS OF 5G5/2 NANNO CHALK,60-140 CM IS 5GY8/1 NANNO OOZE WITH STREAKS OF DARKER MATERIAL,140-145 CM IS 5GY2/ 1 AGGREGATE OF FRAGMENTS 1-5 MM,RATHER DENSE,CONSIST ING OF CLAY MINERALS,145-150 CM IS 5GY8/1 NANNO OOZE", HIGHLY DISTURBED," FRAGMENTS OF NANNO CHALK 0-60 CM,AGGREGATE OF FRAGMENTS 140-145 CM", CLAY.MINS*,,,,
54,424,A,2,4,0.0,66.0,15.00,19.50,20.16,DMV, YELLOWISH GREY NANNOFOSSIL OOZE, 5Y7/2-YELLOWISH GREY,, HIGHLY DISTURBED,,,,, SOFT*,
54,424,A,3,1,0.0,150.0,24.50,24.50,26.00,DMV, YELLOWISH GREY NANNOFOSSIL OOZE," 5Y7/2-YELLOWISH GREY,5G5/2-GREYISH GREEN,-BLACK"," 0-35 CM IS 5Y7/2 O OZE,35-120 CM IS 5Y7/2 INTENSELY DISTURBED OOZE WITH PATCHES (FRAGMENTS) OF 5G5/2 (WITH BLACK 1-2 MM CRU MBLES) NANNO CHALK,120-150 CM IS MIXTURE (MECH.) OF 5Y7/2 OOZE AND 5G5/2 CHALK"," HIGHLY DISTURBED,MECHAN ICAL MIXING OF 120-150 CM"," NANNO CHALK,BLACK CRUMBL ES (IN NANNO CHALK 35-120 CM)",,,, SOFT*,
54,424,A,3,2,0.0,150.0,24.50,26.00,27.50,MTY, VARIGATED NANNOFORAM OOZE," 5G6/1-NODULAR GREENISH GREY,5G8/1-LIGHT GREENISH GREY", NODULAR 5G6/1 OR 5 G8/1 VARIGATED OOZE, SLIGHTLY DISTURBED,,,, BECOMES M ORE COMPACT TOWARDS BASE OF CORE, SOFT*,
54,424,A,3,3,0.0,150.0,24.50,27.50,29.00,MTY, LIGHT GREENISH GREY NANNOFORAM OOZE, 5G8/1-LIGHT GREENISH GREY, FEATURELESS, SLIGHTLY DISTURBED,,,, W ELL COMPACTED OR CEMENTED, HARD*,
