Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,comments
Radiolaria indet.,,,,,,,,,,Radiolaria indet.,radiolarians,Radiolarian fragments,not a taxa,Radiolarian fragments
,,Euchitonia,,,,elegans-furcata,,,,Euchitonia elegans-furcata,radiolarians,Euchitonia furcata/elegans,multiple taxa,
,,Botryostrobus,,,,auritus-australis,,,group,Botryostrobus auritus-australis (group),radiolarians,Bortyostrobus auritus/australis,multiple taxa names,
,,Botryostrobus,,,,auritus-australis,,,group,Botryostrobus auritus-australis (group),radiolarians,Botryostrobus auritus-australis (Ehrenberg) group,multiple taxa names,
,,Botryostrobus,,,,auritus-australis,,,group,Botryostrobus auritus-australis (group),radiolarians,Botryostrobus auritus/australis,multiple taxa names,
Phaeodaria indet.,,,,,,,,,,Phaeodaria indet.,radiolarians,Phaeodaria,subclass,
,,Phorticium,,,,pylonium,,,,Phorticium pylonium,radiolarians,Phorticium pylonium group,group,
Radiolaria indet.,,,,,,,,,,Radiolaria indet.,radiolarians,ADDITIONAL SPECIES,not a taxa name,
,,Acanthodesmia,,,,spp.,,,,Acanthodesmia spp.,radiolarians,Acanthodesmia spp.,,
,,Acrobotrys,,,,tritubus,,,,Acrobotrys tritubus,radiolarians,Acrobotris tritubus,,
 ,,Acrobotrys,,,,tritubus,,,,Acrobotrys tritubus,radiolarians,Acrobotrys tritubus,,
,,Acrocubus,,,,octopylus,,,,Acrocubus octopylus,radiolarians,Acrocubus octopylus,,
,,Acrosphaera,,,,australis,,,,Acrosphaera australis,radiolarians,Acrosphaera australis,,
,,Acrosphaera,,,,collina,,,,Acrosphaera collina,radiolarians,Acrosphaera collina,,
,,Acrosphaera,,,,cyrtodon,,,,Acrosphaera cyrtodon,radiolarians,Acrosphaera cyrtodon,,
,,Acrosphaera,,,,inflata,,,,Acrosphaera inflata,radiolarians,Acrosphaera inflata,,
,,Acrosphaera,,,,lappacea,,,,Acrosphaera lappacea,radiolarians,Acrosphaera lappacea,,
,,Acrosphaera,,,,murrayana,,,,Acrosphaera murrayana,radiolarians,Acrosphaera murrayana,,
,,Acrosphaera,,,,sp.,,,,Acrosphaera sp.,radiolarians,Acrosphaera sp.,,
,,Acrosphaera,,,,spinosa,,,,Acrosphaera spinosa,radiolarians,Acrosphaera spinosa,,
,,Acrosphaera,,,,spinosa,,,,Acrosphaera spinosa,radiolarians,Acrosphaera spinosa (=Collosphaera spinosa),,Acrosphaera spinosa (=Collosphaera spinosa)
,,Acrosphaera,,,,spinosa,,echinoides,,Acrosphaera spinosa echinoides,radiolarians,Acrosphaera spinosa echinoides,,
,,Acrosphaera,,,,spinosa,,fasciculopora,,Acrosphaera spinosa fasciculopora,radiolarians,Acrosphaera spinosa fasciculopora,,
,,Acrosphaera,,,,trepanata,,,,Acrosphaera trepanata,radiolarians,Acrosphaera trepanata,,
,?,Acrosphaera,,,,labrata,,,,? Acrosphaera labrata,radiolarians,Acrosphaera? labrata,,
,?,Acrosphaera,,,,mercurius,,,,? Acrosphaera mercurius,radiolarians,Acrosphaera? mercurius,,
,,Actinomma,,,,antarcticum,,,,Actinomma antarcticum,radiolarians,Actinomma antarcticum,,
,,Actinomma,,,,arcadophorum,,,,Actinomma arcadophorum,radiolarians,Actinomma arcadophorum,,
,,Actinomma,,,,boreale,,,,Actinomma boreale,radiolarians,Actinomma boreale,,
,,Actinomma,,,,delicatulum,,,,Actinomma delicatulum,radiolarians,Actinomma delicatulum,,
,,Actinomma,,,,leptodermum,,,,Actinomma leptodermum,radiolarians,Actinomma leptodermum,,
,,Actinomma,,,,leptodermum,,longispinum,,Actinomma leptodermum longispinum,radiolarians,Actinomma leptodernum longispinum,,
,,Actinomma,,,,medianum,,,,Actinomma medianum,radiolarians,Actinomma medianum,,
,,Actinomma,,,,popofskii,,,,Actinomma popofskii,radiolarians,Actinomma popofskii,,
,,Actinomma,,,,sp.,,,,Actinomma sp.,radiolarians,Actinomma sp.,,
,,Amphicraspedum,,,,murrayanum,,,,Amphicraspedum murrayanum,radiolarians,Amphicraspedum murrayanum,,
,,Amphicraspedum,,,,prolixum,,,,Amphicraspedum prolixum,radiolarians,Amphicraspedum prolixum group,,
,,Amphimelissa,,,,setosa,,,,Amphimelissa setosa,radiolarians,Amphimelissa setosa,,
,,Amphipyndax,,,,stocki,,,,Amphipyndax stocki,radiolarians,Amphipyndax stocki,,
,,Amphirhopalum ,,,,ypsilon,,,,Amphirhopalum ypsilon,radiolarians,Amphirhopalum ypsilon,,
,,Amphisphaera,,,,coronata,,,,Amphisphaera coronata,radiolarians,Amphisphaera coronata,,
,,Amphisphaera,,,s.l.,coronata,,,,Amphisphaera s.l. coronata,radiolarians,Amphisphaera coronata s.l.,,
,,Amphisphaera,,,,goruna,,,,Amphisphaera goruna,radiolarians,Amphisphaera goruna,,
,,Amphisphaera,,,,radiosa,,,,Amphisphaera radiosa,radiolarians,Amphisphaera radiosa,,
,,Amphistylus,,,,angelinus,,,,Amphistylus angelinus,radiolarians,Amphistylus angelinus,,
,,Amphymenium,,,,splendiarmatum,,,,Amphymenium splendiarmatum,radiolarians,Amphymenium splendiarmatum,,
,,Anomalacantha,,,,dentata,,,,Anomalacantha dentata,radiolarians,Anomalacantha dentata,,
,,Antarctissa,,,,cylindrica,,,,Antarctissa cylindrica,radiolarians,Antarctissa cylindrica,,
,,Antarctissa,,,,deflandrei,,,,Antarctissa deflandrei,radiolarians,Antarctissa deflandrei,,
,,Antarctissa,,,,denticulata,,,,Antarctissa denticulata,radiolarians,Antarctissa denticulata,,
,,Antarctissa,,,,robusta,,,,Antarctissa robusta,radiolarians,Antarctissa robusta,,
,,Antarctissa,,,,strelkovi,,,,Antarctissa strelkovi,radiolarians,Antarctissa strelkovi,,
,,Anthocyrtella,,,?,callopisma,,,,Anthocyrtella ? callopisma,radiolarians,Anthocyrtella (?) callopisma,,
,,Anthocyrtidium,,,,angulare,,,,Anthocyrtidium angulare,radiolarians,Anthocyrtidium angulare,,
,,Anthocyrtidium,,,,jenghisi,,,,Anthocyrtidium jenghisi,radiolarians,Anthocyrtidium jenghisi,,
,,Anthocyrtidium,,,,marieae,,,,Anthocyrtidium marieae,radiolarians,Anthocyrtidium  marieae,,
,,Anthocyrtidium,,,,marieae,,,,Anthocyrtidium marieae,radiolarians,Anthocyrtidium marieae,,
,,Anthocyrtidium,,,,ophirense,,,,Anthocyrtidium ophirense,radiolarians,Anthocyrtidium ophirense,,
,,Anthocyrtidium,,,,pliocenica,,,,Anthocyrtidium pliocenica,radiolarians,Anthocyrtidium pliocenica,,
,,Anthocyrtidium,,,,sp.,,,,Anthocyrtidium sp.,radiolarians,Anthocyrtidium sp.,,
,,Anthocyrtidium,,,,zanguebaricum,,,,Anthocyrtidium zanguebaricum,radiolarians,Anthocyrtidium zanguebaricum,,
,,Anthocyrtidium,,,,ophirense,,,,Anthocyrtidium ophirense,radiolarians,Anthocyrtidum ophirense,,
,,Anthocyrtidium,,,,pliocenica,,,,Anthocyrtidium pliocenica,radiolarians,Anthocyrtidum pliocenica,,
,,Anthocyrtis,,,,ehrenbergi,var.,pliocenica,,Anthocyrtis ehrenbergi var. pliocenica,radiolarians,Anthocyrtis ehrenbergi var. pliocenica,,
,,Anthocyrtoma,,,,sp.,,,,Anthocyrtoma sp.,radiolarians,Anthocyrtoma sp.,,
,,Anthocyrtoma,,,,spp.,,,,Anthocyrtoma spp.,radiolarians,Anthocyrtoma spp.,,
,,Anthocyrtidium,,,,sp.,,,,Anthocyrtidium sp.,radiolarians,Anthocytidium sp.,misspelling,
,,Aphetocyrtis,,,,bianulus,,,,Aphetocyrtis bianulus,radiolarians,Aphetocyrtis bianulus,,
,,Aphetocyrtis,,,,gnomabax,,,,Aphetocyrtis gnomabax,radiolarians,Aphetocyrtis gnomabax,,
,,Aphetocyrtis,,,,rossi,,,,Aphetocyrtis rossi,radiolarians,Aphetocyrtis rossi,,
,,Artobotrys,,,,auriculaleporis,,,,Artobotrys auriculaleporis,radiolarians,Artobotrys auriculaleporis,,
,,Artobotrys,,,,biaurita,,,,Artobotrys biaurita,radiolarians,Artobotrys biaurita,,
,,Artophormis,,,,barbadensis,,,,Artophormis barbadensis,radiolarians,Artophormis barbadensis,,
,,Artophormis,,,,gracilis,,,,Artophormis gracilis,radiolarians,Artophormis gracilis,,
,,Astrophacus,,,,sp.,,,,Astrophacus sp.,radiolarians,Astrophacus sp.,,
,,Axoprunum,,,,acquilonium,,,,Axoprunum acquilonium,radiolarians,Axoprunum acquilonium,,
,,Axoprunum,,,,bispiculum,,,,Axoprunum bispiculum,radiolarians,Axoprunum bispiculum,,
,,Axoprunum,,,,pierinae,,,,Axoprunum pierinae,radiolarians,"Axoprunum pierinae gr,",,"Axoprunum pierinae gr,"
,,Axoprunum,,,,pierinae,,,,Axoprunum pierinae,radiolarians,Axoprunum pierinae group,,Axoprunum pierinae group
,?,Axoprunum,,,,sp.,,,,? Axoprunum sp.,radiolarians,Axoprunum sp. ?,,
,,Axoprunum,,,,stauraxonium,,,,Axoprunum stauraxonium,radiolarians,Axoprunum stauraxonium,,
,,Bathropyramis,,,,woodringi,,,,Bathropyramis woodringi,radiolarians,Bathropyramis woodringi,,
,,Bekoma,,,,bidartensis,,,,Bekoma bidartensis,radiolarians,Bekoma bidartensis,,
