Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group
,,Amphisorus,,,,hemprichii,,,,Amphisorus hemprichii,benthic_foraminfera
,,Amphistegina,,,,bicirculata,,,,Amphistegina bicirculata,benthic_foraminfera
,,Amphistegina,,,,hauerina,,,,Amphistegina hauerina,benthic_foraminfera
,,Amphistegina,,,,lessonii,,,,Amphistegina lessonii,benthic_foraminfera
,,Amphistegina,,,,lobifera,,,,Amphistegina lobifera,benthic_foraminfera
,,Amphistegina,,,,papillosa,,,,Amphistegina papillosa,benthic_foraminfera
,,Amphistegina,,,,radiata,,,,Amphistegina radiata,benthic_foraminfera
,,Amphistegina,,,,sp.,,,,Amphistegina sp.,benthic_foraminfera
,,Amphistegina,,,,spp.,,,,Amphistegina spp.,benthic_foraminfera
,,Angulogerina,,,aff.,fueguina,,,,Angulogerina aff. fueguina,benthic_foraminfera
,,Angulogerina,,,,angulosa,,,,Angulogerina angulosa,benthic_foraminfera
,,Angulogerina,,,,earlandi,,,,Angulogerina earlandi,benthic_foraminfera
,,Angulogerina,,,,fluens,,,,Angulogerina fluens,benthic_foraminfera
,,Angulogerina,,,,pauperata,,,,Angulogerina pauperata,benthic_foraminfera
,,Annectina,,,,sp.,,,,Annectina sp.,benthic_foraminfera
,,Anomalina,,,,aotea,,,,Anomalina aotea,benthic_foraminfera
,,Anomalina,,,,indica,,,,Anomalina indica,benthic_foraminfera
,,Anomalina,,,,praeacuta,,,,Anomalina praeacuta,benthic_foraminfera
,,Anomalina,,,,sp.,,,,Anomalina sp.,benthic_foraminfera
,,Anomalina,,,,spp.,,,,Anomalina spp.,benthic_foraminfera
,,Anomalina,,,,visenda,,,,Anomalina visenda,benthic_foraminfera
,,Anomalinoides,,,,acutus,,,,Anomalinoides acutus,benthic_foraminfera
,,Anomalinoides,,,,affinis,,,,Anomalinoides affinis,benthic_foraminfera
,,Anomalinoides,,,,ammonoides,,,,Anomalinoides ammonoides,benthic_foraminfera
,,Anomalinoides,,,,capitatus,,,,Anomalinoides capitatus,benthic_foraminfera
,,Anomalinoides,,,,fasciatus,,,,Anomalinoides fasciatus,benthic_foraminfera
,,Anomalinoides,,,,globosus,,,,Anomalinoides globosus,benthic_foraminfera
,,Anomalinoides,,,,globulosus,,,,Anomalinoides globulosus,benthic_foraminfera
,,Anomalinoides,,,,orbiculus,,,,Anomalinoides orbiculus,benthic_foraminfera
,,Anomalinoides,,,,piripaua,,,,Anomalinoides piripaua,benthic_foraminfera
,,Anomalinoides,,,,rubiginosus,,,,Anomalinoides rubiginosus,benthic_foraminfera
,,Anomalinoides,,,,semicribratus,,,,Anomalinoides semicribratus,benthic_foraminfera
,,Anomalinoides,,,,sp.,,,,Anomalinoides sp.,benthic_foraminfera
,,Anomalinoides,,,,sp. 1,,,,Anomalinoides sp. 1,benthic_foraminfera
,,Anomalinoides,,,,spissiformis,,,,Anomalinoides spissiformis,benthic_foraminfera
,,Anomalinoides,,,,spp.,,,,Anomalinoides spp.,benthic_foraminfera
,,Antarcticella,,,,antarctica,,,,Antarcticella antarctica,benthic_foraminfera
,,Aragonia,,,,sp.,,,,Aragonia sp.,benthic_foraminfera
,,Aragonia,,,,aragonensis,,,,Aragonia aragonensis,benthic_foraminfera
,,Aragonia,,,,materna,,kugleri,,Aragonia materna kugleri,benthic_foraminfera
,,Aragonia,,,,ouezzanensis,,,,Aragonia ouezzanensis,benthic_foraminfera
,,Aragonia,,,,sp. 1,,,,Aragonia sp. 1,benthic_foraminfera
,,Aragonia,,,,tenera,,,,Aragonia tenera,benthic_foraminfera
,,Aragonia,,,,zelandica,,,,Aragonia zelandica,benthic_foraminfera
,?,Arenobulimina,,,,sp.,,,,? Arenobulimina sp.,benthic_foraminfera
,,Arenobulimina,,,,sp.,,,,Arenobulimina sp.,benthic_foraminfera
,,Arenobulimina,,,,truncata,,,,Arenobulimina truncata,benthic_foraminfera
,,Arenodosaria,,,,antipoda,,,,Arenodosaria antipoda,benthic_foraminfera
,,Articulina,,,,alticostata,,,,Articulina alticostata,benthic_foraminfera
,,Articulina,,,cf.,tubulosa,,,,Articulina cf. tubulosa,benthic_foraminfera
,,Articulina,,,,pacifica,,,,Articulina pacifica,benthic_foraminfera
,,Aschemonella,,,,spp.,,,,Aschemonella spp.,benthic_foraminfera
,,Astacolus,,,,crepidulus,,,,Astacolus crepidulus,benthic_foraminfera
,,Astacolus,,,,parallelus,,,,Astacolus parallelus,benthic_foraminfera
,,Astacolus,,,,sp.,,,,Astacolus sp.,benthic_foraminfera
,,Astacolus,,,,spp.,,,,Astacolus spp.,benthic_foraminfera
,,Astalocus,,,,bradyi,,,,Astalocus bradyi,benthic_foraminfera
,,Asterigerina,,,,planorbis,,,,Asterigerina planorbis,benthic_foraminfera
,,Asterigerina,,,,sp.,,,,Asterigerina sp.,benthic_foraminfera
,,Asterigerina,,,,spp.,,,,Asterigerina spp.,benthic_foraminfera
,,Asterigerinata,,,,sp.,,,,Asterigerinata sp.,benthic_foraminfera
,,Asterorotalia,,,,gaimardii,,,,Asterorotalia gaimardii,benthic_foraminfera
,,Astrononion,,,,antarcticus,,,,Astrononion antarcticus,benthic_foraminfera
,,Astrononion,,,,echolsi,,,,Astrononion echolsi,benthic_foraminfera
,,Astrononion,,,,parki,,,,Astrononion parki,benthic_foraminfera
,,Astrononion,,,,sp.,,,,Astrononion sp.,benthic_foraminfera
,,Astrononion,,,,spp.,,,,Astrononion spp.,benthic_foraminfera
,,Awhea,,,,spp.,,,,Awhea spp.,benthic_foraminfera
,,Baculogypsina,,,,sphaerulata,,,,Baculogypsina sphaerulata,benthic_foraminfera
,,Bathysiphon,,,,sp.,,,,Bathysiphon sp.,benthic_foraminfera
,,Berthelina,,,,intermedia,,,,Berthelina intermedia,benthic_foraminfera
,,Berthelina,,,,sp. 2,,,,Berthelina sp. 2,benthic_foraminfera
,,Bigenerina,,,,nodosaria,,,,Bigenerina nodosaria,benthic_foraminfera
,,Bigenerina,,,,sp.,,,,Bigenerina sp.,benthic_foraminfera
,,Bigenerina,,,,spp.,,,,Bigenerina spp.,benthic_foraminfera
,,Bigerenina,,,,sp.,,,,Bigerenina sp.,benthic_foraminfera
,,Biloculina,,,,sp.,,,,Biloculina sp.,benthic_foraminfera
,,Biloculinella,,,,sp.,,,,Biloculinella sp.,benthic_foraminfera
,,Bolivina,,,,alata,,,,Bolivina alata,benthic_foraminfera
,,Bolivina,,,,aliformis,,,,Bolivina aliformis,benthic_foraminfera
,,Bolivina,,,,argentea,,,,Bolivina argentea,benthic_foraminfera
,,Bolivina,,,,byramensis,,,,Bolivina byramensis,benthic_foraminfera
,,Bolivina,,,cf.,robusta,,,,Bolivina cf. robusta,benthic_foraminfera
,,Bolivina,,,,decussata,,,,Bolivina decussata,benthic_foraminfera
,,Bolivina,,,,glutinata,,,,Bolivina glutinata,benthic_foraminfera
,,Bolivina,,,,huneri,,,,Bolivina huneri,benthic_foraminfera
,,Bolivina,,,,incrassata,,,,Bolivina incrassata,benthic_foraminfera
,,Bolivina,,,,interjuncta,var.,bicostata,,Bolivina interjuncta var. bicostata,benthic_foraminfera
,,Bolivina,,,,lapsus,,,,Bolivina lapsus,benthic_foraminfera
,,Bolivina,,,,minuta,,,,Bolivina minuta,benthic_foraminfera
,,Bolivina,,,,ordinaria,,,,Bolivina ordinaria,benthic_foraminfera
,,Bolivina,,,,pacifica,,,,Bolivina pacifica,benthic_foraminfera
,,Bolivina,,,,pusilla,,,,Bolivina pusilla,benthic_foraminfera
,,Bolivina,,,,reticulata,,,,Bolivina reticulata,benthic_foraminfera
,,Bolivina,,,,robusta,,,,Bolivina robusta,benthic_foraminfera
,,Bolivina,,,,seminuda,,,,Bolivina seminuda,benthic_foraminfera
,,Bolivina,,,,semitruncata,,,,Bolivina semitruncata,benthic_foraminfera
,,Bolivina,,,,sp.,,,,Bolivina sp.,benthic_foraminfera
,,Bolivina,,,cf. ,crenulata,,,crenulate,Bolivina cf. crenulata (crenulate),benthic_foraminfera
,,Bolivina,,,,sp.,,,smooth flat,Bolivina sp. (smooth flat),benthic_foraminfera
,,Bolivina,,,,spathulata,,,,Bolivina spathulata,benthic_foraminfera
,,Bolivina,,,,spissa,,,,Bolivina spissa,benthic_foraminfera
,,Bolivina,,,,spp.,,,,Bolivina spp.,benthic_foraminfera
,,Bolivina,,,,striatula,,,,Bolivina striatula,benthic_foraminfera
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_foraminfera
,,Bolivina,,,,translucens,,,,Bolivina translucens,benthic_foraminfera
,,Bolivinella,,,,elegans,,,,Bolivinella elegans,benthic_foraminfera
,,Bolivinellina,,,,translucens,,,,Bolivinellina translucens,benthic_foraminfera
,,Bolivinita,,,,elegantissima,,,,Bolivinita elegantissima,benthic_foraminfera
,,Bolivinita,,,,pliozea,,,,Bolivinita pliozea,benthic_foraminfera
,,Bolivinita,,,,pohana,,,,Bolivinita pohana,benthic_foraminfera
,,Bolivinita,,,,quadrilatera,,,,Bolivinita quadrilatera,benthic_foraminfera
,,Bolivinopsis,,,,compta,,,,Bolivinopsis compta,benthic_foraminfera
,,Bolivina,,,,pseudoplicata,,,,Bolivina pseudoplicata,benthic_foraminfera
,,Borelis,,,,melo,,,,Borelis melo,benthic_foraminfera
,,Borelis,,,,spp.,,,,Borelis spp.,benthic_foraminfera
,,Brizalina,,,,alata,,,,Brizalina alata,benthic_foraminfera
,,Brizalina,,,cf.,difformis,,,,Brizalina cf. difformis,benthic_foraminfera
,,Brizalina,,,cf.,dilatata,,,,Brizalina cf. dilatata,benthic_foraminfera
,,Brizalina,,,,dilatata,,,,Brizalina dilatata,benthic_foraminfera
,,Brizalina,,,,earlandi,,,,Brizalina earlandi,benthic_foraminfera
,,Brizalina,,,,pacifica,,,,Brizalina pacifica,benthic_foraminfera
,,Brizalina,,,,pusilla,,,,Brizalina pusilla,benthic_foraminfera
,,Brizalina,,,,semilineata,,,,Brizalina semilineata,benthic_foraminfera
,,Brizalina,,,,sp.,,,,Brizalina sp.,benthic_foraminfera
,,Brizalina,,,,spathulata,,,,Brizalina spathulata,benthic_foraminfera
,,Brizalina,,,,striatula,,,,Brizalina striatula,benthic_foraminfera
,,Buccella,,,,frigida,,,,Buccella frigida,benthic_foraminfera
,,Buccella,,,,inusitata,,,,Buccella inusitata,benthic_foraminfera
,,Buccella ,,,,sp.,,,,Buccella sp.,benthic_foraminfera
,?,Bulbobaculites,,,,sp.,,,,? Bulbobaculites sp.,benthic_foraminfera
,,Bulbobaculites,,,,problematicus,,,,Bulbobaculites problematicus,benthic_foraminfera
,,Bulbobaculites,,,,sp.,,,,Bulbobaculites sp.,benthic_foraminfera
,,Bulimina,,,,acanthia,,,,Bulimina acanthia,benthic_foraminfera
,,Bulimina,,,,aculeata,,,,Bulimina aculeata,benthic_foraminfera
,,Bulimina,,,,alazanensis,,,,Bulimina alazanensis,benthic_foraminfera
,,Bulimina,,,,barbata,,,,Bulimina barbata,benthic_foraminfera
,,Bulimina,,,,bortonica,,,,Bulimina bortonica,benthic_foraminfera
,,Bulimina,,,cf.,alazanensis,,,,Bulimina cf. alazanensis,benthic_foraminfera
,,Bulimina,,,,costata,,,,Bulimina costata,benthic_foraminfera
,,Bulimina,,,,elongata,,,,Bulimina elongata,benthic_foraminfera
,,Bulimina,,,,forticosta,,,,Bulimina forticosta,benthic_foraminfera
,,Bulimina,,,,gibba,,,,Bulimina gibba,benthic_foraminfera
,,Bulimina,,,,glomarchallengeri,,,,Bulimina glomarchallengeri,benthic_foraminfera
,,Bulimina,,,,impendens,,,,Bulimina impendens,benthic_foraminfera
,,Bulimina,,,,inflata,,,,Bulimina inflata,benthic_foraminfera
,,Bulimina,,,,jarvisi,,,,Bulimina jarvisi,benthic_foraminfera
,,Bulimina,,,,macilenta,,,,Bulimina macilenta,benthic_foraminfera
,,Bulimina,,,,marginata,,,,Bulimina marginata,benthic_foraminfera
,,Bulimina,,,,mexicana,,,,Bulimina mexicana,benthic_foraminfera
,,Bulimina,,,,midwayensis,,,,Bulimina midwayensis,benthic_foraminfera
,,Bulimina,,,,miolaevis,,,,Bulimina miolaevis,benthic_foraminfera
,,Bulimina,,,,pupoides,,,,Bulimina pupoides,benthic_foraminfera
,,Bulimina,,,,pupula,,,,Bulimina pupula,benthic_foraminfera
,,Bulimina,,,,rostrata,,,,Bulimina rostrata,benthic_foraminfera
,,Bulimina,,,,serratospina,,,,Bulimina serratospina,benthic_foraminfera
,,Bulimina,,,,sp.,,,,Bulimina sp.,benthic_foraminfera
,,Bulimina,,,,spp.,,,,Bulimina spp.,benthic_foraminfera
,,Bulimina,,,,striata,,,,Bulimina striata,benthic_foraminfera
,,Bulimina,,,,striata,,group,,Bulimina striata group,benthic_foraminfera
,,Bulimina,,,,subbortonica,,,,Bulimina subbortonica,benthic_foraminfera
,,Bulimina,,,,thanetensis,,,,Bulimina thanetensis,benthic_foraminfera
,,Bulimina,,,,translucens,,,,Bulimina translucens,benthic_foraminfera
,,Bulimina,,,,triangularis,,,,Bulimina triangularis,benthic_foraminfera
,,Bulimina,,,,trihedra,,,,Bulimina trihedra,benthic_foraminfera
,,Bulimina,,,,trinitatensis,,,,Bulimina trinitatensis,benthic_foraminfera
,,Bulimina,,,,truncanella,,,,Bulimina truncanella,benthic_foraminfera
,,Bulimina,,,,tuxpamensis,,,,Bulimina tuxpamensis,benthic_foraminfera
,,Buliminella,,,,browni,,,,Buliminella browni,benthic_foraminfera
,,Buliminella,,,,elegantissima,,,,Buliminella elegantissima,benthic_foraminfera
,,Buliminella,,,,grata,,,,Buliminella grata,benthic_foraminfera
,,Buliminella,,,,parvula,,,,Buliminella parvula,benthic_foraminfera
,,Buliminella,,,,sp.,,,,Buliminella sp.,benthic_foraminfera
,,Buliminella,,,,spp.,,,,Buliminella spp.,benthic_foraminfera
,,Buliminella,,,,tenuata,,,,Buliminella tenuata,benthic_foraminfera
,,Calcarina,,,,calcar,,,,Calcarina calcar,benthic_foraminfera
,,Calcarina,,,,sp.,,,,Calcarina sp.,benthic_foraminfera
,?,Cancris,,,,sp.,,,,? Cancris sp.,benthic_foraminfera
,,Cancris,,,,auricula,,,,Cancris auricula,benthic_foraminfera
,,Cancris,,,,auriculus,,,,Cancris auriculus,benthic_foraminfera
,,Cancris,,,,inflatus,,,,Cancris inflatus,benthic_foraminfera
,,Cancris,,,,oblonga,,,,Cancris oblonga,benthic_foraminfera
,,Cancris,,,,sp.,,,,Cancris sp.,benthic_foraminfera
,,Cancris,,,,spp.,,,,Cancris spp.,benthic_foraminfera
,,Cassidulina,,,,californica,,,,Cassidulina californica,benthic_foraminfera
,,Cassidulina,,,,carinata,,,,Cassidulina carinata,benthic_foraminfera
,,Cassidulina,,,,crassa,,,,Cassidulina crassa,benthic_foraminfera
,,Cassidulina,,,,cuneata,,,,Cassidulina cuneata,benthic_foraminfera
,,Cassidulina,,,,cushmani,,,,Cassidulina cushmani,benthic_foraminfera
,,Cassidulina,,,,delicata,,,,Cassidulina delicata,benthic_foraminfera
,,Cassidulina,,,,japonica,,,,Cassidulina japonica,benthic_foraminfera
,,Cassidulina,,,,laevigata,,,,Cassidulina laevigata,benthic_foraminfera
,,Cassidulina,,,,minuta,,,,Cassidulina minuta,benthic_foraminfera
,,Cassidulina,,,,norvangi,,,,Cassidulina norvangi,benthic_foraminfera
,,Cassidulina,,,,sp.,,,,Cassidulina sp.,benthic_foraminfera
,,Cassidulina,,,,spp.,,,,Cassidulina spp.,benthic_foraminfera
,,Cassidulina,,,,subglobosa,,,,Cassidulina subglobosa,benthic_foraminfera
,,Cassidulina,,,,sulcata,,,,Cassidulina sulcata,benthic_foraminfera
,,Cassidulina,,,,teretis,,,,Cassidulina teretis,benthic_foraminfera
,,Cassidulina,,,,translucens,,,,Cassidulina translucens,benthic_foraminfera
,,Cassidulina,,,,tumida,,,,Cassidulina tumida,benthic_foraminfera
,,Cassidulinoides,,,,parkerianus,,,,Cassidulinoides parkerianus,benthic_foraminfera
,,Cassidulinoides,,,,porrectus,,,,Cassidulinoides porrectus,benthic_foraminfera
,,Cassidulinoides,,,,sp.,,,,Cassidulinoides sp.,benthic_foraminfera
,,Cassidulinoides,,,,spp.,,,,Cassidulinoides spp.,benthic_foraminfera
,,Cassidulinoides,,,,tenuis,,,,Cassidulinoides tenuis,benthic_foraminfera
,,Caudammina,,,,spp.,,,,Caudammina spp.,benthic_foraminfera
,,Caudammina,,,,ovula,,,,Caudammina ovula,benthic_foraminfera
,,Ceratobulimina,,,,jonesiana,,,,Ceratobulimina jonesiana,benthic_foraminfera
,,Ceratocancris,,,,sp.,,,,Ceratocancris sp.,benthic_foraminfera
,,Cerebrina,,,,lacunata,,,,Cerebrina lacunata,benthic_foraminfera
,,Challengeria,,,,spp.,,,,Challengeria spp.,benthic_foraminfera
,,Charltonina,,,,sp.,,,,Charltonina sp.,benthic_foraminfera
,,Chilostomella,,,,oolina,,,,Chilostomella oolina,benthic_foraminfera
,,Chilostomella,,,,ovoidea,,,,Chilostomella ovoidea,benthic_foraminfera
,,Chilostomella,,,,sp.,,,,Chilostomella sp.,benthic_foraminfera
,,Chilostomella,,,,spp.,,,,Chilostomella spp.,benthic_foraminfera
,,Chilostomellina,,,,fimbriata,,,,Chilostomellina fimbriata,benthic_foraminfera
,,Chrysalogonium,,,,calomorphum,,,,Chrysalogonium calomorphum,benthic_foraminfera
,,Chrysalogonium,,,,crassitestum,,,,Chrysalogonium crassitestum,benthic_foraminfera
,,Chrysalogonium,,,,equisetiformis,,,,Chrysalogonium equisetiformis,benthic_foraminfera
,,Chrysalogonium,,,,intertenuatum,,,,Chrysalogonium intertenuatum,benthic_foraminfera
,,Chrysalogonium,,,,sp.,,,,Chrysalogonium sp.,benthic_foraminfera
,,Chrysalogonium,,,,spp.,,,,Chrysalogonium spp.,benthic_foraminfera
,,Chrysalogonium,,,,tenuicostatum,,,,Chrysalogonium tenuicostatum,benthic_foraminfera
,,Cibicides ,,,,bradyi,,,,Cibicides bradyi,benthic_foraminfera
,,Cibicides,,,,bradyi,,,,Cibicides bradyi,benthic_foraminfera
,,Cibicides,,,cf.,lobatulus,,,,Cibicides cf. lobatulus,benthic_foraminfera
,,Cibicides,,,,collinsi,,,,Cibicides collinsi,benthic_foraminfera
,,Cibicides,,,,fletcheri,,,,Cibicides fletcheri,benthic_foraminfera
,,Cibicides,,,,grossepunctatus,,,,Cibicides grossepunctatus,benthic_foraminfera
,,Cibicides,,,,ihungia,,,,Cibicides ihungia,benthic_foraminfera
,,Cibicides,,,,kullenbergi,,,,Cibicides kullenbergi,benthic_foraminfera
,,Cibicides,,,,lobatulus,,,,Cibicides lobatulus,benthic_foraminfera
,,Cibicides,,,,mckannai,,,,Cibicides mckannai,benthic_foraminfera
,,Cibicides,,,,molestus,,,,Cibicides molestus,benthic_foraminfera
,,Cibicides,,,,mundulus,,,,Cibicides mundulus,benthic_foraminfera
,,Cibicides,,,,neoperforatus,,,,Cibicides neoperforatus,benthic_foraminfera
,,Cibicides,,,,novozelandicus,,,,Cibicides novozelandicus,benthic_foraminfera
,,Cibicides ,,,,pachyderma,,,,Cibicides pachyderma,benthic_foraminfera
,,Cibicides,,,,parki,,,,Cibicides parki,benthic_foraminfera
,,Cibicides,,,,perforatus,,,,Cibicides perforatus,benthic_foraminfera
,,Cibicides,,,,praecinctus,,,,Cibicides praecinctus,benthic_foraminfera
,,Cibicides,,,,refulgens,,,,Cibicides refulgens,benthic_foraminfera
,,Cibicides,,,,robertsonianus,,,,Cibicides robertsonianus,benthic_foraminfera
,,Cibicides,,,,robertsoninaus,,,,Cibicides robertsoninaus,benthic_foraminfera
,,Cibicides,,,,sp.,,,,Cibicides sp.,benthic_foraminfera
,,Cibicides,,,,sp. 1,,,,Cibicides sp. 1,benthic_foraminfera
,,Cibicides,,,,spiralis,,,,Cibicides spiralis,benthic_foraminfera
,,Cibicides,,,,subhaidingeri,,,,Cibicides subhaidingeri,benthic_foraminfera
,,Cibicides,,,,temperatus,,,,Cibicides temperatus,benthic_foraminfera
,,Cibicides,,,,vortex,,,,Cibicides vortex,benthic_foraminfera
,,Cibicides,,,,wuellerstorfi,,,,Cibicides wuellerstorfi,benthic_foraminfera
,,Cibicidina,,,,walli,,,,Cibicidina walli,benthic_foraminfera
,,Cibicidoides,,,aff.,laurisae,,,,Cibicidoides aff. laurisae,benthic_foraminfera
,,Cibicidoides,,,,barnetti,,,,Cibicidoides barnetti,benthic_foraminfera
,,Cibicidoides,,,,bradyi,,,,Cibicidoides bradyi,benthic_foraminfera
,,Cibicidoides,,,cf.,eocaenus,,,,Cibicidoides cf. eocaenus,benthic_foraminfera
,,Cibicidoides,,,cf.,havanensis,,,,Cibicidoides cf. havanensis,benthic_foraminfera
,,Cibicidoides,,,cf.,pachyderma,,,,Cibicidoides cf. pachyderma,benthic_foraminfera
,,Cibicidoides,,,cf.,ungerianus,,,,Cibicidoides cf. ungerianus,benthic_foraminfera
,,Cibicidoides,,,cf.,wuellerstorfi,,,,Cibicidoides cf. wuellerstorfi,benthic_foraminfera
,,Cibicidoides,,,,cicatricosus,,,,Cibicidoides cicatricosus,benthic_foraminfera
,,Cibicidoides,,,,dohmi,,,,Cibicidoides dohmi,benthic_foraminfera
,,Cibicidoides,,,,eocaenus,,,,Cibicidoides eocaenus,benthic_foraminfera
,,Cibicidoides,,,,globulosus,,,,Cibicidoides globulosus,benthic_foraminfera
,,Cibicidoides,,,,grimsdalei,,,,Cibicidoides grimsdalei,benthic_foraminfera
,,Cibicidoides,,,,guazumalensis,,,,Cibicidoides guazumalensis,benthic_foraminfera
,,Cibicidoides,,,,havanensis,,,,Cibicidoides havanensis,benthic_foraminfera
,,Cibicidoides,,,,hyphalus,,,,Cibicidoides hyphalus,benthic_foraminfera
,,Cibicidoides,,,,incrassatus,,,,Cibicidoides incrassatus,benthic_foraminfera
,,Cibicidoides,,,,kullenbergi,,,,Cibicidoides kullenbergi,benthic_foraminfera
,,Cibicidoides,,,,laurisae,,,,Cibicidoides laurisae,benthic_foraminfera
,,Cibicidoides,,,,lobatulus,,,,Cibicidoides lobatulus,benthic_foraminfera
,,Cibicidoides,,,,mckannai,,,,Cibicidoides mckannai,benthic_foraminfera
,,Cibicidoides,,,,micrus,,,,Cibicidoides micrus,benthic_foraminfera
,,Cibicidoides,,,,mundulus,,,,Cibicidoides mundulus,benthic_foraminfera
,,Cibicidoides ,,,,mundulus,,,,Cibicidoides mundulus,benthic_foraminfera
,,Cibicidoides ,,,,ornatus,,,,Cibicidoides ornatus,benthic_foraminfera
,,Cibicidoides,,,,pachyderma,,,,Cibicidoides pachyderma,benthic_foraminfera
,,Cibicidoides,,,,pachyderma,var.,bathyalis,,Cibicidoides pachyderma var. bathyalis,benthic_foraminfera
,,Cibicidoides,,,,praemundulus,,,,Cibicidoides praemundulus,benthic_foraminfera
,,Cibicidoides,,,,pseudoungerianus,,,,Cibicidoides pseudoungerianus,benthic_foraminfera
