Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group
,,Candeina,,,,nitida,,,,Candeina nitida,planktic_foraminfera
,,Dentoglobigerina,,,,altispira,,,,Dentoglobigerina altispira,planktic_foraminfera
,,Dentoglobigerina,,,,baroemoenensis,,,,Dentoglobigerina baroemoenensis,planktic_foraminfera
,,Globigerina,,,,bulloides,,,,Globigerina bulloides,planktic_foraminfera
,,Globigerina,,,,falconensis,,,,Globigerina falconensis,planktic_foraminfera
,,Globigerina,,,,rubescens,,,,Globigerina rubescens,planktic_foraminfera
,,Globigerinella,,,,calida,,,,Globigerinella calida,planktic_foraminfera
,,Globigerinella,,,,siphonifera,,,,Globigerinella siphonifera,planktic_foraminfera
,,Globigerinita,,,,glutinata,,,,Globigerinita glutinata,planktic_foraminfera
,,Globigerinoides,,,,bulloideus,,,,Globigerinoides bulloideus,planktic_foraminfera
,,Globigerinoides,,,,conglobatus,,,,Globigerinoides conglobatus,planktic_foraminfera
,,Globigerinoides,,,,extremus,,,,Globigerinoides extremus,planktic_foraminfera
,,Globigerinoides,,,,fistulosus,,,,Globigerinoides fistulosus,planktic_foraminfera
,,Globigerinoides,,,,immaturus,,,,Globigerinoides immaturus,planktic_foraminfera
,,Globigerinoides,,,,obliquus,,,,Globigerinoides obliquus,planktic_foraminfera
,,Globigerinoides,,,,pyramidalis,,,,Globigerinoides pyramidalis,planktic_foraminfera
,,Globigerinoides,,,s.l.,ruber,,,,Globigerinoides s.l. ruber,planktic_foraminfera
,,Globigerinoides,,,s.s.,ruber,,,,Globigerinoides s.s. ruber,planktic_foraminfera
,,Globigerinoides,,,,sacculifer,,,,Globigerinoides sacculifer,planktic_foraminfera
,,Globigerinoides,,,,sacculifer,,,without sac,Globigerinoides sacculifer (without sac),planktic_foraminfera
,,Globigerinoides,,,,subquadratus,,,,Globigerinoides subquadratus,planktic_foraminfera
,,Globigerinoides,,,,trilobus,,,,Globigerinoides trilobus,planktic_foraminfera
,,Globoconella,,,,inflata,,,,Globoconella inflata,planktic_foraminfera
,,Globorotalia,,,,crassaformis,,,,Globorotalia crassaformis,planktic_foraminfera
,,Globorotalia,,,,flexuosa,,,,Globorotalia flexuosa,planktic_foraminfera
,,Globorotalia,,,,humerosa,,,,Globorotalia humerosa,planktic_foraminfera
,,Globorotalia,,,,limbata,,,,Globorotalia limbata,planktic_foraminfera
,,Globorotalia,,,,margaritae,,,,Globorotalia margaritae,planktic_foraminfera
,,Globorotalia,,,,menardii,,,,Globorotalia menardii,planktic_foraminfera
,,Globorotalia,,,,multicamerata,,,,Globorotalia multicamerata,planktic_foraminfera
,,Globorotalia,,,,pertenuis,,,,Globorotalia pertenuis,planktic_foraminfera
,,Globorotalia,,,,plesiotumida,,,,Globorotalia plesiotumida,planktic_foraminfera
,,Globorotalia,,,,tosaensis,,,,Globorotalia tosaensis,planktic_foraminfera
,,Globorotalia,,,,truncatulinoides,,,,Globorotalia truncatulinoides,planktic_foraminfera
,,Globorotalia,,,,tumida,,,,Globorotalia tumida,planktic_foraminfera
,,Globorotalia,,,,ungulata,,,,Globorotalia ungulata,planktic_foraminfera
,,Globoturborotalita,,,,apertura,,,,Globoturborotalita apertura,planktic_foraminfera
,,Globoturborotalita,,,,woodi,,,,Globoturborotalita woodi,planktic_foraminfera
,,Neogloboquadrina,,,,acostaensis,,,,Neogloboquadrina acostaensis,planktic_foraminfera
,,Neogloboquadrina,,,,dutertrei,,,,Neogloboquadrina dutertrei,planktic_foraminfera
,,Neogloboquadrina,,,,incompta,,,,Neogloboquadrina incompta,planktic_foraminfera
,,Neogloboquadrina,,,,pachyderma,,,,Neogloboquadrina pachyderma,planktic_foraminfera
,,Orbulina,,,,bilobata,,,,Orbulina bilobata,planktic_foraminfera
,,Orbulina,,,,universa,,,,Orbulina universa,planktic_foraminfera
