Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group
,,Pulleniatina,,,,obliquiloculata,,,,Pulleniatina obliquiloculata,planktic_foraminfera
,,Pulleniatina,,,,primalis,,,,Pulleniatina primalis,planktic_foraminfera
,,Sphaeroidinellopsis,,,,kochi,,,,Sphaeroidinellopsis kochi,planktic_foraminfera
,,Sphaeroidinellopsis,,,,seminulina,,,,Sphaeroidinellopsis seminulina,planktic_foraminfera
,,Turborotalita,,,,quinqueloba,,,,Turborotalita quinqueloba,planktic_foraminfera
,,Sphaeroidinella,,,,dehiscens,,,,Sphaeroidinella dehiscens,planktic_foraminfera
,,Neogloboquadrina,,,,acostaensis,,,dextral,Neogloboquadrina acostaensis (dextral),planktic_foraminfera
,,Neogloboquadrina,,,,acostaensis,,,sinistral,Neogloboquadrina acostaensis (sinistral),planktic_foraminfera
,,Pulleniatina,,,,finalis,,,dextral,Pulleniatina finalis (dextral),planktic_foraminfera
,,Pulleniatina,,,,finalis,,,sinistral,Pulleniatina finalis (sinistral),planktic_foraminfera
,,Pulleniatina,,,,obliquiloculata,,,dextral,Pulleniatina obliquiloculata (dextral),planktic_foraminfera
,,Pulleniatina,,,,obliquiloculata,,,sinistral,Pulleniatina obliquiloculata (sinistral),planktic_foraminfera
,,Pulleniatina,,,,praecursor,,,dextral,Pulleniatina praecursor (dextral),planktic_foraminfera
,,Pulleniatina,,,,praecursor,,,sinistral,Pulleniatina praecursor (sinistral),planktic_foraminfera
,,Pulleniatina,,,,praespectabilis,,,dextral,Pulleniatina praespectabilis (dextral),planktic_foraminfera
,,Pulleniatina,,,,praespectabilis,,,sinistral,Pulleniatina praespectabilis (sinistral),planktic_foraminfera
,,Pulleniatina,,,,primalis,,,dextral,Pulleniatina primalis (dextral),planktic_foraminfera
,,Pulleniatina,,,,primalis,,,sinistral,Pulleniatina primalis (sinistral),planktic_foraminfera
,,Pulleniatina,,,,spectabilis,,,dextral,Pulleniatina spectabilis (dextral),planktic_foraminfera
,,Pulleniatina,,,,spectabilis,,,sinistral,Pulleniatina spectabilis (sinistral),planktic_foraminfera
,,Paragloborotalia,,,,sp.,,,Paragloborotalia continuosa/mayeri,Paragloborotalia sp. (Paragloborotalia continuosa/mayeri),planktic_foraminfera
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,planktic_foraminfera
Globigerinina indet.,,,,,,,,,,Globigerinina indet.,planktic_foraminfera
,,"""Globigerina""",,,,angulisuturalis,,,,"""Globigerina"" angulisuturalis",planktic_foraminfera
,,"""Globigerina""",,,,angulisuturalis ,,,,"""Globigerina"" angulisuturalis",planktic_foraminfera
,,"""Globigerina""",,,,ciperoensis ,,,,"""Globigerina"" ciperoensis",planktic_foraminfera
,,"""Globigerina"" ",,,,ciperoensis,,,,"""Globigerina"" ciperoensis",planktic_foraminfera
,,Dentoglobigerina,,,,pseudovenezuelana,,,,Dentoglobigerina pseudovenezuelana,planktic_foraminfera
,?,Acarinina,,,,spp.,,,,? Acarinina spp.,planktic_foraminfera
,?,Morozovella,,,,spp.,,,,? Morozovella spp.,planktic_foraminfera
,,Abathomphalus,,,,intermedia,,,,Abathomphalus intermedia,planktic_foraminfera
,,Abathomphalus ,,,,mayaroensis,,,,Abathomphalus mayaroensis,planktic_foraminfera
,,Acarinina ,,,,acarinata,,,,Acarinina acarinata,planktic_foraminfera
,,Acarinina,,,,alticonica,,,,Acarinina alticonica,planktic_foraminfera
,,Acarinina,,,,angulosa,,,,Acarinina angulosa,planktic_foraminfera
,,Acarinina ,,,,aspensis,,,,Acarinina aspensis,planktic_foraminfera
,,Acarinina,,,,bullbrooki,,,,Acarinina bullbrooki,planktic_foraminfera
,,Acarinina ,,,,coalingensis,,,,Acarinina coalingensis,planktic_foraminfera
,,Acarinina,,,,collactea,,,,Acarinina collactea,planktic_foraminfera
,,Acarinina,,,,cuneicamerata,,,,Acarinina cuneicamerata,planktic_foraminfera
,,Acarinina,,,,densa,,,,Acarinina densa,planktic_foraminfera
,,Acarinina,,,,esnehensis,,,,Acarinina esnehensis,planktic_foraminfera
,,Acarinina,,,,mcgowrani,,,,Acarinina mcgowrani,planktic_foraminfera
,,Acarinina,,,,mckannai,,,,Acarinina mckannai,planktic_foraminfera
,,Acarinina ,,,,medizzai,,,,Acarinina medizzai,planktic_foraminfera
,,Acarinina,,,,nitida,,,,Acarinina nitida,planktic_foraminfera
,,Acarinina ,,,,pentacamerata,,,,Acarinina pentacamerata,planktic_foraminfera
,,Acarinina,,,,praetopilensis,,,,Acarinina praetopilensis,planktic_foraminfera
,,Acarinina,,,,primitiva,,,,Acarinina primitiva,planktic_foraminfera
,,Acarinina ,,,,pseudosubsphaerica,,,,Acarinina pseudosubsphaerica,planktic_foraminfera
,,Acarinina,,,,pseudotopilensis,,,,Acarinina pseudotopilensis,planktic_foraminfera
,,Acarinina ,,,,punctocarinata,,,,Acarinina punctocarinata,planktic_foraminfera
,,Acarinina,,,,quetra,,,,Acarinina quetra,planktic_foraminfera
,,Acarinina ,,,,rohri,,,,Acarinina rohri,planktic_foraminfera
,,Acarinina,,,,sibaiyaensis,,,,Acarinina sibaiyaensis,planktic_foraminfera
,,Acarinina,,,,soldadoensis,,,,Acarinina soldadoensis,planktic_foraminfera
,,Acarinina,,,,spp.,,,,Acarinina spp.,planktic_foraminfera
,,Acarinina,,,,strabocella,,,,Acarinina strabocella,planktic_foraminfera
,,Acarinina,,,,subsphaerica,,,,Acarinina subsphaerica,planktic_foraminfera
,,Acarinina,,,,topilensis,,,,Acarinina topilensis,planktic_foraminfera
,,Acarinina,,,,triplex,,,,Acarinina triplex,planktic_foraminfera
,,Acarinina,,,,wilcoxensis,,,,Acarinina wilcoxensis,planktic_foraminfera
,,Archaeoglobigerina,,,,australis,,,,Archaeoglobigerina australis,planktic_foraminfera
,,Archaeoglobigerina,,,,blowi,,,,Archaeoglobigerina blowi,planktic_foraminfera
,,Archaeoglobigerina,,,,bosquensis,,,,Archaeoglobigerina bosquensis,planktic_foraminfera
,,Archaeoglobigerina ,,,,cretacea,,,,Archaeoglobigerina cretacea,planktic_foraminfera
,,Archaeoglobigerina,,,,sp.,,,,Archaeoglobigerina sp.,planktic_foraminfera
,,Beella,,,,digitata,,,,Beella digitata,planktic_foraminfera
,,Biticinella,,,,breggiensis,,,,Biticinella breggiensis,planktic_foraminfera
,,Bolliella,,,,calida,,,,Bolliella calida,planktic_foraminfera
,,Candeina,,,,praenitida,,,,Candeina praenitida,planktic_foraminfera
,,Cassigerinella,,,,chipolensis,,,,Cassigerinella chipolensis,planktic_foraminfera
,,Cassigerinella ,,,,chipolensis,,,,Cassigerinella chipolensis,planktic_foraminfera
,,Cassigerinella,,,,martinezpicoi,,,,Cassigerinella martinezpicoi,planktic_foraminfera
,,Catapsydrax,,,,africanus,,,,Catapsydrax africanus,planktic_foraminfera
,,Catapsydrax,,,cf.,howei,,,,Catapsydrax cf. howei,planktic_foraminfera
,,Catapsydrax ,,,,dissimilis,,,,Catapsydrax dissimilis,planktic_foraminfera
,,Catapsydrax,,,,dissimilis,,,,Catapsydrax dissimilis,planktic_foraminfera
,,Catapsydrax ,,,,dissimillis,,,,Catapsydrax dissimillis,planktic_foraminfera
,,Catapsydrax ,,,,globiformis,,,,Catapsydrax globiformis,planktic_foraminfera
,,Catapsydrax ,,,,parvulus,,,,Catapsydrax parvulus,planktic_foraminfera
,,Catapsydrax,,,,sp.,,,,Catapsydrax sp.,planktic_foraminfera
,,Catapsydrax,,,,stainforthi,,,,Catapsydrax stainforthi,planktic_foraminfera
,,Catapsydrax ,,,,taroubaensis,,,,Catapsydrax taroubaensis,planktic_foraminfera
,,Catapsydrax ,,,,unicavus,,,,Catapsydrax unicavus,planktic_foraminfera
,,Catapsydrax,,,,unicavus,,,,Catapsydrax unicavus,planktic_foraminfera
,,Chiloguembelina,,,,crinita,,,,Chiloguembelina crinita,planktic_foraminfera
,,Chiloguembelina,,,,cubensis,,,,Chiloguembelina cubensis,planktic_foraminfera
,,Chiloguembelina ,,,,midwayensis,,,,Chiloguembelina midwayensis,planktic_foraminfera
,,Chiloguembelina ,,,,morsei,,,,Chiloguembelina morsei,planktic_foraminfera
,,Chiloguembelina,,,,sp.,,,,Chiloguembelina sp.,planktic_foraminfera
,,Chiloguembelina ,,,,subtriangularis,,,,Chiloguembelina subtriangularis,planktic_foraminfera
,,Chiloguembelina ,,,,trinitatensis,,,,Chiloguembelina trinitatensis,planktic_foraminfera
,,Chiloguembelina ,,,,wilcoxensis,,,,Chiloguembelina wilcoxensis,planktic_foraminfera
,,Clavatorella ,,,,bermudezi,,,,Clavatorella bermudezi,planktic_foraminfera
,,Clavihedbergella,,,,simplex,,,,Clavihedbergella simplex,planktic_foraminfera
,,Contusotruncana ,,,,contusa,,,,Contusotruncana contusa,planktic_foraminfera
,,Contusotruncana ,,,,fornicata,,,,Contusotruncana fornicata,planktic_foraminfera
,,Contusotruncana ,,,,patelliformis,,,,Contusotruncana patelliformis,planktic_foraminfera
,,Contusotruncana ,,,,plicata,,,,Contusotruncana plicata,planktic_foraminfera
,,Contusotruncana ,,,,walfischensis,,,,Contusotruncana walfischensis,planktic_foraminfera
,,Costellagerina ,,,,pilula,,,,Costellagerina pilula,planktic_foraminfera
,,Cribrohantkenina ,,,,inflata,,,,Cribrohantkenina inflata,planktic_foraminfera
,,Dentoglobigerina,,,,"""conglomerata""",,,,"Dentoglobigerina ""conglomerata""",planktic_foraminfera
,,Dentoglobigerina ,,,,altispira,,,,Dentoglobigerina altispira,planktic_foraminfera
,,Dentoglobigerina ,,,,altispira ,,globosa,,Dentoglobigerina altispira globosa,planktic_foraminfera
,,Dentoglobigerina ,,,,baroemoenensis,,,,Dentoglobigerina baroemoenensis,planktic_foraminfera
,,Dentoglobigerina,,,,binaensis,,,,Dentoglobigerina binaensis,planktic_foraminfera
,,Dentoglobigerina,,,,galavasi,,,,Dentoglobigerina galavasi,planktic_foraminfera
,,Dentoglobigerina ,,,,galavisi,,,,Dentoglobigerina galavisi,planktic_foraminfera
,,Dentoglobigerina ,,,,globosa,,,,Dentoglobigerina globosa,planktic_foraminfera
,,Dentoglobigerina,,,,globularis,,,,Dentoglobigerina globularis,planktic_foraminfera
,,Dentoglobigerina ,,,,juxtabinaiensis,,,,Dentoglobigerina juxtabinaiensis,planktic_foraminfera
,,Dentoglobigerina,,,,larmeui,,,,Dentoglobigerina larmeui,planktic_foraminfera
,,Dentoglobigerina ,,,,pseudovenezuelana,,,,Dentoglobigerina pseudovenezuelana,planktic_foraminfera
,,Dentoglobigerina ,,,,sellii,,,,Dentoglobigerina sellii,planktic_foraminfera
,,Dentoglobigerina,,,,sp.,,,,Dentoglobigerina sp.,planktic_foraminfera
,,Dentoglobigerina,,,,spp.,,,,Dentoglobigerina spp.,planktic_foraminfera
,,Dentoglobigerina,,,,tripartita,,,,Dentoglobigerina tripartita,planktic_foraminfera
,,Dentoglobigerina,,,,venezuelana,,,,Dentoglobigerina venezuelana,planktic_foraminfera
,,Dicarinella,,,,algeriana,,,,Dicarinella algeriana,planktic_foraminfera
,,Dicarinella ,,,,asymetrica,,,,Dicarinella asymetrica,planktic_foraminfera
,,Dicarinella ,,,,canaliculata,,,,Dicarinella canaliculata,planktic_foraminfera
,,Dicarinella ,,,,concavata,,,,Dicarinella concavata,planktic_foraminfera
,,Dicarinella,,,,hagni,,,,Dicarinella hagni,planktic_foraminfera
,,Dicarinella,,,,sp.,,,,Dicarinella sp.,planktic_foraminfera
,,Eoglobigerina ,,,,edita,,,,Eoglobigerina edita,planktic_foraminfera
,,Eoglobigerina,,,,eobulloides,,,,Eoglobigerina eobulloides,planktic_foraminfera
,,Eoglobigerina,,,,spiralis,,,,Eoglobigerina spiralis,planktic_foraminfera
,,Falsotruncana,,,,maslakovae,,,,Falsotruncana maslakovae,planktic_foraminfera
,,Fohsella,,,,"""praefohsi""",,,,"Fohsella ""praefohsi""",planktic_foraminfera
,,Fohsella ,,,,birnageae,,,,Fohsella birnageae,planktic_foraminfera
,,Fohsella,,,,fohsi,,,,Fohsella fohsi,planktic_foraminfera
,,Fohsella,,,,fohsi,,fohsi,,Fohsella fohsi fohsi,planktic_foraminfera
,,Fohsella,,,,fohsi,,lobata,,Fohsella fohsi lobata,planktic_foraminfera
,,Fohsella,,,,kugleri,,,,Fohsella kugleri,planktic_foraminfera
,,Fohsella,,,,lenguaensis,,,,Fohsella lenguaensis,planktic_foraminfera
,,Fohsella,,,,lobata,,,,Fohsella lobata,planktic_foraminfera
,,Fohsella,,,,peripheroacuta,,,,Fohsella peripheroacuta,planktic_foraminfera
,,Fohsella,,,,peripheroronda,,,,Fohsella peripheroronda,planktic_foraminfera
,,Fohsella,,,,praefohsi,,,,Fohsella praefohsi,planktic_foraminfera
,,Fohsella,,,,robusta,,,,Fohsella robusta,planktic_foraminfera
,,Gansserina,,,,gansseri,,,,Gansserina gansseri,planktic_foraminfera
,,Globanomalina,,,,australiformis,,,,Globanomalina australiformis,planktic_foraminfera
,,Globanomalina,,,,chapmani,,,,Globanomalina chapmani,planktic_foraminfera
,,Globanomalina,,,,compressa,,,,Globanomalina compressa,planktic_foraminfera
,,Globanomalina,,,,ehrenbergi,,,,Globanomalina ehrenbergi,planktic_foraminfera
,,Globanomalina,,,,imitata,,,,Globanomalina imitata,planktic_foraminfera
,,Globanomalina,,,,planocompressa,,,,Globanomalina planocompressa,planktic_foraminfera
,,Globanomalina,,,,pseudomenardii,,,,Globanomalina pseudomenardii,planktic_foraminfera
,,Globanomalina,,,,sp.,,,,Globanomalina sp.,planktic_foraminfera
,,Globigerinatella,,,,insueta,,,,Globigerinatella insueta,planktic_foraminfera
,,Globigerina,Zeaglobigerina,,,decoraperta,,,,Globigerina Zeaglobigerina decoraperta,planktic_foraminfera
,,Globigerina,Zeaglobigerina,,,nepenthes,,,,Globigerina Zeaglobigerina nepenthes,planktic_foraminfera
,,Globigerina ,,,,aequilateralis,,,,Globigerina aequilateralis,planktic_foraminfera
,,Globigerina,,,,anguliofficinalis,,,,Globigerina anguliofficinalis,planktic_foraminfera
,,Globigerina,,,,angulisuturalis,,,,Globigerina angulisuturalis,planktic_foraminfera
,,Globigerina,,,,angustiumbilicata,,,,Globigerina angustiumbilicata,planktic_foraminfera
,,Globigerina,,,,apertura,,,,Globigerina apertura,planktic_foraminfera
,,Globigerina,,,,braziere,,,,Globigerina braziere,planktic_foraminfera
,,Globigerina,,,,bulloides,,umbilicata,,Globigerina bulloides umbilicata,planktic_foraminfera
,,Globigerina,,,,calida,,,,Globigerina calida,planktic_foraminfera
,,Globigerina,,,cf.,woodi,,,,Globigerina cf. woodi,planktic_foraminfera
,,Globigerina,,,,ciperoensis,,,,Globigerina ciperoensis,planktic_foraminfera
,,Globigerina,,,,conglomerata,,,,Globigerina conglomerata,planktic_foraminfera
,,Globigerina,,,,connecta,,,,Globigerina connecta,planktic_foraminfera
,,Globigerina,,,,decoraperta,,,,Globigerina decoraperta,planktic_foraminfera
,,Globigerina,,,,druryi,,,,Globigerina druryi,planktic_foraminfera
,,Globigerina,,,,eamesi,,,,Globigerina eamesi,planktic_foraminfera
,,Globigerina,,,,euapertura,,,,Globigerina euapertura,planktic_foraminfera
,,Globigerina,,,,glutinata,,,,Globigerina glutinata,planktic_foraminfera
,,Globigerina,,,,gnaucki,,,,Globigerina gnaucki,planktic_foraminfera
,,Globigerina,,,,gortanii,,,,Globigerina gortanii,planktic_foraminfera
,,Globigerina,,,,labiacrassata,,,,Globigerina labiacrassata,planktic_foraminfera
,,Globigerina,,,,linaperta,,,,Globigerina linaperta,planktic_foraminfera
,,Globigerina,,,,nepenthes,,,,Globigerina nepenthes,planktic_foraminfera
,,Globigerina,,,,officinalis,,,,Globigerina officinalis,planktic_foraminfera
,,Globigerina,,,,ouachitaensis,,,,Globigerina ouachitaensis,planktic_foraminfera
,,Globigerina,,,,praebulloides,,,,Globigerina praebulloides,planktic_foraminfera
,,Globigerina,,,,prasepis,,,,Globigerina prasepis,planktic_foraminfera
,,Globigerina,,,,pseudodruryi,,,,Globigerina pseudodruryi,planktic_foraminfera
,,Globigerina,,,,quinqueloba,,,,Globigerina quinqueloba,planktic_foraminfera
,,Globigerina ,,,,rubescens,,,pink,Globigerina rubescens (pink),planktic_foraminfera
,,Globigerina ,,,,rubescens,,,white,Globigerina rubescens (white),planktic_foraminfera
,,Globigerina,,,,sellii,,,,Globigerina sellii,planktic_foraminfera
,,Globigerina,,,,senni,,,,Globigerina senni,planktic_foraminfera
,,Globigerina,,,,sp.,,,,Globigerina sp.,planktic_foraminfera
,,Globigerina,,,,tripartita,,,,Globigerina tripartita,planktic_foraminfera
,,Globigerina,,,,umbilicata,,,,Globigerina umbilicata,planktic_foraminfera
,,Globigerina,,,,venezulana,,,,Globigerina venezulana,planktic_foraminfera
,,Globigerina ,,,,woodi,,,,Globigerina woodi,planktic_foraminfera
,,Globigerinatella,,,,sp.,,,,Globigerinatella sp.,planktic_foraminfera
,,Globigerinatheka,,,,barri,,,,Globigerinatheka barri,planktic_foraminfera
,,Globigerinatheka,,,,index,,,,Globigerinatheka index,planktic_foraminfera
,,Globigerinatheka,,,,korotkovi,,,,Globigerinatheka korotkovi,planktic_foraminfera
,,Globigerinatheka,,,,kugleri,,,,Globigerinatheka kugleri,planktic_foraminfera
,,Globigerinatheka,,,,luterbacheri,,,,Globigerinatheka luterbacheri,planktic_foraminfera
,,Globigerinatheka,,,,mexicana,,,,Globigerinatheka mexicana,planktic_foraminfera
,,Globigerinatheka,,,,semiinvoluta,,,,Globigerinatheka semiinvoluta,planktic_foraminfera
,,Globigerinatheka,,,,sp.,,,,Globigerinatheka sp.,planktic_foraminfera
,,Globigerinatheka,,,,subconglobata,,,,Globigerinatheka subconglobata,planktic_foraminfera
,,Globigerinatheka,,,,tropicalis,,,,Globigerinatheka tropicalis,planktic_foraminfera
,,Globigerinella,,,,aequilateralis,,,,Globigerinella aequilateralis,planktic_foraminfera
,,Globigerinella,,,,obesa,,,,Globigerinella obesa,planktic_foraminfera
,,Globigerinella,,,,praesiphonifera,,,,Globigerinella praesiphonifera,planktic_foraminfera
,,Globigerinella,,,,radians,,,,Globigerinella radians,planktic_foraminfera
,,Globigerinella,,,,spp.,,,,Globigerinella spp.,planktic_foraminfera
,,Globigerinelloides,,,,aptiensis,,,,Globigerinelloides aptiensis,planktic_foraminfera
,,Globigerinelloides,,,,asper,,,,Globigerinelloides asper,planktic_foraminfera
,,Globigerinelloides,,,,bentonensis,,,,Globigerinelloides bentonensis,planktic_foraminfera
,,Globigerinelloides ,,,cf.,blowi,,,,Globigerinelloides cf. blowi,planktic_foraminfera
,,Globigerinelloides,,,,bollii,,,,Globigerinelloides bollii,planktic_foraminfera
,,Globigerinelloides,,,,ehrenbergi,,,,Globigerinelloides ehrenbergi,planktic_foraminfera
,,Globigerinelloides,,,,impensus,,,,Globigerinelloides impensus,planktic_foraminfera
,,Globigerinelloides,,,,maridalensis,,,,Globigerinelloides maridalensis,planktic_foraminfera
,,Globigerinelloides,,,,paragottisi,,,,Globigerinelloides paragottisi,planktic_foraminfera
,,Globigerinelloides,,,,praevolutus,,,,Globigerinelloides praevolutus,planktic_foraminfera
,,Globigerinelloides,,,,prairiehillensis,,,,Globigerinelloides prairiehillensis,planktic_foraminfera
,,Globigerinelloides,,,,sp.,,,,Globigerinelloides sp.,planktic_foraminfera
,,Globigerinelloides,,,,ultramicrus,,,,Globigerinelloides ultramicrus,planktic_foraminfera
,,Globigerinita,,,,boweni,,,,Globigerinita boweni,planktic_foraminfera
,,Globigerinita,,,,iota,,,,Globigerinita iota,planktic_foraminfera
,,Globigerinita,,,,parkerae,,,,Globigerinita parkerae,planktic_foraminfera
,,Globigerinita,,,,uvula,,,,Globigerinita uvula,planktic_foraminfera
,,Globigerinoides,,,,altiapertura,,,,Globigerinoides altiapertura,planktic_foraminfera
,,Globigerinoides,,,,altiaperturus,,,,Globigerinoides altiaperturus,planktic_foraminfera
,,Globigerinoides ,,,,altiaperturus,,,,Globigerinoides altiaperturus,planktic_foraminfera
,,Globigerinoides,,,,bisphericus,,,,Globigerinoides bisphericus,planktic_foraminfera
,,Globigerinoides,,,,bollii,,,,Globigerinoides bollii,planktic_foraminfera
,,Globigerinoides,,,,conglobatus,,,pink,Globigerinoides conglobatus (pink),planktic_foraminfera
,,Globigerinoides,,,,diminutus,,,,Globigerinoides diminutus,planktic_foraminfera
,,Globigerinoides,,,,elongatus,,,,Globigerinoides elongatus,planktic_foraminfera
,,Globigerinoides ,,,,kennetti,,,,Globigerinoides kennetti,planktic_foraminfera
,,Globigerinoides,,,,mitra,,,,Globigerinoides mitra,planktic_foraminfera
,,Globigerinoides,,,,obliquus,,,regular,Globigerinoides obliquus (regular),planktic_foraminfera
,,Globigerinoides ,,,,obliquus,,,,Globigerinoides obliquus,planktic_foraminfera
,,Globigerinoides,,,,parawoodi,,,,Globigerinoides parawoodi,planktic_foraminfera
,,Globigerinoides,,,,primordius,,,,Globigerinoides primordius,planktic_foraminfera
,,Globigerinoides,,,,quadrilobatus,,,,Globigerinoides quadrilobatus,planktic_foraminfera
,,Globigerinoides,,,,ruber,,,,Globigerinoides ruber,planktic_foraminfera
,,Globigerinoides,,,,ruber,,,pink,Globigerinoides ruber (pink),planktic_foraminfera
,,Globigerinoides,,,,ruber,,pyramidalis,,Globigerinoides ruber pyramidalis,planktic_foraminfera
,,Globigerinoides,,,,ruber,,,white,Globigerinoides ruber (white),planktic_foraminfera
,,Globigerinoides,,,,seiglei,,,,Globigerinoides seiglei,planktic_foraminfera
,,Globigerinoides,,,,seigliei,,,,Globigerinoides seigliei,planktic_foraminfera
,,Globigerinoides,,,,sicanus,,,,Globigerinoides sicanus,planktic_foraminfera
,,Globigerinoides,,,,sp.,,,,Globigerinoides sp.,planktic_foraminfera
,,Globigerinoides,,,cf.,ruber,,,white,Globigerinoides cf. ruber (white),planktic_foraminfera
,,Globigerinoides,,,,tenellus,,,,Globigerinoides tenellus,planktic_foraminfera
,,Globigerinoides,,,s.l.,trilobus,,,,Globigerinoides s.l. trilobus,planktic_foraminfera
,,Globigerinoidesella,,,,fistulosa,,,,Globigerinoidesella fistulosa,planktic_foraminfera
,,Globigerinopsis,,,,obesa,,,,Globigerinopsis obesa,planktic_foraminfera
,,Globoconella,,,,conoidea,,,,Globoconella conoidea,planktic_foraminfera
,,Globoconella,,,,conomiozea,,,,Globoconella conomiozea,planktic_foraminfera
,,Globoconella ,,,,miotumida,,,,Globoconella miotumida,planktic_foraminfera
,,Globoconella,,,,miotumida,,,dextral,Globoconella miotumida (dextral),planktic_foraminfera
,,Globoconella ,,,,miotumida,,,sinistral,Globoconella miotumida (sinistral),planktic_foraminfera
,,Globoconella,,,,miozea,,,,Globoconella miozea,planktic_foraminfera
,,Globoconella,,,s.l.,miozea,,,,Globoconella s.l. miozea,planktic_foraminfera
,,Globoconella,,,,mons,,,,Globoconella mons,planktic_foraminfera
,,Globoconella,,,,pliozea,,,,Globoconella pliozea,planktic_foraminfera
,,Globoconella,,,,praescitula,,,,Globoconella praescitula,planktic_foraminfera
,,Globoconella,,,,pseudospinosa,,,,Globoconella pseudospinosa,planktic_foraminfera
,,Globoconella,,,,puncticulata,,,,Globoconella puncticulata,planktic_foraminfera
,,Globoconella,,,,puncticuloides,,,compressed,Globoconella puncticuloides (compressed),planktic_foraminfera
,,Globoconella,,,,puncticuloides,,,vaulted,Globoconella puncticuloides (vaulted),planktic_foraminfera
,,Globoconella,,,,sphericomiozea,,,,Globoconella sphericomiozea,planktic_foraminfera
,,Globoconella ,,,,triangula,,,,Globoconella triangula,planktic_foraminfera
,,Globoconella,,,cf.,triangula,,,,Globoconella cf. triangula,planktic_foraminfera
