leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
70,506,C,1,1,15.0,140.0,0.00,0.15,1.40,, NANNO OOZE," BROWNISH GRAY,GREENISH GRAY"," BURROWS,MOTTLING",, NODULES*,,,, FIRM,,192ddbd2c1a252d601b826f5b51ff4a9
70,506,C,1,2,15.0,112.0,0.00,1.65,2.62,, FORAM-NANNO OOZE, GREENISH GRAY, BURROWS,,  *, ORGANIC MATTER,,, FIRM,,4dcc29299a274c5fd58ba8017404f284
70,506,C,1,2,113.0,140.0,0.00,2.63,2.90,, HYDROTHERMAL CLAY," GREENISH GRAY,GREENISH BLACK",, SLIGHTLY DISTURBED,  *,,,, FIRM,,a55ab90e37230553de6a972ae10cb757
70,506,C,1,3,3.0,57.0,0.00,3.03,3.57,, NANNO OOZE," GREENISH GRAY,BLUISH GRAY"," MOTTLING,BURROWS",,  *,,,, FIRM,,a9c808c8de42c9b14db2146c7bb93eca
70,506,C,1,CC,6.0,16.0,0.00,3.63,3.73,, FORAM NANNO OOZE," GREENISH GRAY,BROWNISH GRAY",, GREATLY DISTURBED,  *,,,, SOFT,,57def3a6a09394fc79ece531671c8486
70,506,C,2,1,0.0,30.0,3.50,3.50,3.80,, NANNO OOZE, GREENISH GRAY, BURROWS,,  *,,,, SOFT,,67df63f2f98f6a3d8233f9514bf6467e
70,506,C,2,1,30.0,62.0,3.50,3.80,4.12,, CLAY," GRAYISH BLACK,BROWNISH GRAY,GREENISH GRAY"," BEDDING,MOTTLING,BURROWS",,,,,, SOFT, 31210000,4ccfa7aba426f64ffe9784478ad39d53
70,506,C,2,1,63.0,90.0,3.50,4.13,4.40,, MN OXIDE FRAGS, GRAYISH BLACK,,,  *, MANGANESE,,, SOFT,,c940b5ff21ed22cb0225b188bb534f5c
70,506,C,2,1,91.0,150.0,3.50,4.41,5.00,, HYDROTHERMAL CLAY," GREENISH BLACK,BROWNISH BLACK"," BEDDING,MOTTLING",,  *,,,, SOFT,,521acee054a11c18a7b587644fb86908
70,506,C,2,2,0.0,150.0,3.50,5.00,6.50,, GRANULAR HYDROTHERMAL CLAY," GREENISH BLACK,GREENISH GRAY"," MOTTLING,BEDDING,BURROWS",,  *,,,, SOFT,,7ccce46d755fa29097dcb08bcc471307
70,506,C,2,3,0.0,62.0,3.50,6.50,7.12,, GRANULAR HYDROTHERMAL CLAY," GREENISH GRAY,GREENISH BLACK",,,  *,,,, SOFT, 33212000,6768ce1ecf9e0d3921b159fdd945b671
70,506,C,2,CC,0.0,20.0,3.50,7.22,7.32,, GRANULAR HYDROTHERMAL CLAY," GREENISH GRAY,GREENISH BLACK",,,  *,,,, SOFT, 33212000,dc3fbc2a18382f0c1bfe3a05cd22ce73
70,506,C,3,1,0.0,144.0,7.90,7.90,9.34,, GRANULAR HYDROTHERMAL CLAY, GREENISH BLACK,,, PEBBLES*,,,, SOFT, 33212000,8fd272300600e626e3d9f6fef6abdd6f
70,506,C,3,2,0.0,43.0,7.90,9.40,9.83,, GRANULAR HYDROTHERMAL CLAY," GREENISH BLACK,GRAYISH BLACK",,,  *,,,, SOFT, 33212000,6c8c56bcf40d2b2157b173d6416f8a75
