leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
47,398,A,1,1,9.0,11.0,172.50,172.60, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,282,FGLOG0367,Globigerina helicina,PRESENT,  ,1,27653bfcec939dca992e7298b7c8aeb8
47,398,A,1,1,82.0,84.0,172.50,173.33, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,280,FGLOA0236,Globorotalia incisa,PRESENT,  ,1,c7f376d314dddc5e9c235c85c7451420
47,398,A,1,3,22.0,24.0,172.50,175.73, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOA0117,Globorotalia crassaformis s. l.,PRESENT,  ,1,85eee1731dec637bfc5156b63879394f
47,398,A,1,3,22.0,24.0,172.50,175.73, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0045,Globigerina apertura,PRESENT,  ,1,7c15c0a3080f0638a00b0f99a89bf2ba
47,398,A,1,3,107.0,109.0,172.50,176.58, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOA0060,Globorotalia bononiensis,PRESENT,  ,1,dca9a3b899d05a14008f9f37d619552b
47,398,A,1,3,107.0,109.0,172.50,176.58, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOA0117,Globorotalia crassaformis s. l.,PRESENT,  ,1,00bb6d4e296150b24f9e75c39d8aa2e5
47,398,A,1,3,107.0,109.0,172.50,176.58, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0155,Globigerina calida praecalida,PRESENT,  ,1,94f14c0bba2e806f16bc01fc65167e14
47,398,A,1,3,107.0,109.0,172.50,176.58, 4,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0435,Globigerina microfoliata,PRESENT,  ,1,f1d7932844faade0130c9877b74f44b3
47,398,A,1,5,30.0,32.0,172.50,178.81, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,268,FGLOG0290,Globigerina falconensis,PRESENT,  ,1,3dae25d5ce83aa266ce4055601a64e85
47,398,A,1,6,56.0,58.0,172.50,180.57, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,270,FGLOD0110,Globigerinoides conglobatus conglobatus,PRESENT,  ,1,38dda9189f39699445441067fcd8ae10
47,398,A,1,CC,,,172.50,181.18, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,276,FGLOA0224,Globorotalia hirsuta hirsuta,PRESENT,  ,1,8548b8550974d3ca630200f364fedbc3
47,398,A,1,CC,,,172.50,181.18, 2,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,276,FSPHE0064,Sphaeroidinellopsis seminulina paenedehiscens,PRESENT,  ,1,c38853e9bee66afa7abee3dcc80beab3
47,398,A,2,1,139.0,141.0,201.00,202.40, 1,"IACCARINO,S.;PREMOLISILVA,I.",11/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,280,FGLOA0379,Globorotalia pachyderma pachyderma,PRESENT,  ,1,6a8a70939cce64b959e3e8d1387c132a
