Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
119, 737,B,Post Moratorium          ,     256.700,    8.050000,FO Thalassiosira torokina
,,,,,,
119, 737,B,Post Moratorium          ,     261.130,    8.200000,FO Thalassiosira burckliana
,,,,,,
119, 737,B,Post Moratorium          ,     261.140,    9.900000,LCO Denticulopsis dimorpha
,,,,,,
119, 737,B,Post Moratorium          ,     263.350,   10.300000,LCO Actinomma golownini
,,,,,,
119, 737,B,Post Moratorium          ,     266.770,   10.000000,FO Actinocyclus fryxellae
,,,,,,
119, 737,B,Post Moratorium          ,     267.450,    8.050000,FO Lychnocanium grande
,,,,,,
119, 737,B,Post Moratorium          ,     270.550,   12.300000,FCO Cycladophora spongothorax
,,,,,,
119, 737,B,Post Moratorium          ,     278.000,   10.400000,LO Denticulopsis praedimorpha
,,,,,,
119, 737,B,Post Moratorium          ,     278.010,   10.900000,LO Nitzschia denticuloides
,,,,,,
119, 737,B,Post Moratorium          ,     283.200,   12.600000,FO Denticulopsis praedimorpha
,,,,,,
119, 737,B,Post Moratorium          ,     298.030,   13.500000,LO Nitzschia grossepunctata
,,,,,,
119, 737,B,Post Moratorium          ,     303.870,   12.300000,LO Actinocyclus ingens var. nodus
,,,,,,
119, 737,B,Post Moratorium          ,     308.420,   13.500000,FO Nitzschia denticuloides
,,,,,,
119, 737,B,Post Moratorium          ,     308.430,   14.000000,FCO Denticulopsis hustedtii
,,,,,,
119, 737,B,Post Moratorium          ,     308.440,   14.200000,FO Denticulopsis hustedtii
,,,,,,
119, 737,B,Post Moratorium          ,     312.900,   25.500000,LO Chiasmolithus altus
,,,,,,
119, 737,B,Post Moratorium          ,     313.170,   15.000000,FO Denticulopsis hyalina
,,,,,,
119, 737,B,Post Moratorium          ,     330.800,   27.700001,FO Bogorovia veniamini
,,,,,,
119, 737,B,Post Moratorium          ,     374.250,   30.100000,LO Chiloguembelina cubensis
,,,,,,
119, 737,B,Post Moratorium          ,     422.550,   32.200001,LO Subbotina angiporoides
,,,,,,
119, 737,B,Post Moratorium          ,     548.100,   33.200001,LO Reticulofenestra umbilica
,,,,,,
119, 737,B,Post Moratorium          ,     568.200,   34.799999,LO Isthmolithus recurvus
,,,,,,
119, 737,B,Post Moratorium          ,     602.800,   36.400002,LO Discoaster saipanensis
,,,,,,
119, 737,B,Post Moratorium          ,     605.710,   38.000000,FO Reticulofenestra oamaruensis
,,,,,,
119, 737,B,Post Moratorium          ,     649.750,   38.299999,FO Isthmolithus recurvus
,,,,,,
119, 737,B,Post Moratorium          ,     654.810,   41.000000,FO Chiasmolithus oamaruensis
,,,,,,
119, 737,B,Post Moratorium          ,     674.480,   41.400002,LO Chiasmolithus solitus
,,,,,,
119, 737,B,Post Moratorium          ,     686.790,   42.099998,FO Reticulofenestra reticulata
,,,,,,
