leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
32,310,A,MAESTRICHTIAN,LOWER CAMPANIAN,95.0,104.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   65,   78, 71.5,DSDP INITIAL REPORTS
32,310,A,LOWER MAESTRICHTIAN ,LOWER CAMPANIAN,104.5,193.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   78,72.75,DSDP INITIAL REPORTS
32,310,A,LOWER CAMPANIAN,UPPER TURONIAN,193.5,212.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   74,   88,   81,DSDP INITIAL REPORTS
32,310,A,SANTONIAN,UPPER TURONIAN,212.5,231.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   88,   83,DSDP INITIAL REPORTS
32,310,A,CAMPANIAN,UPPER TURONIAN,231.5,241.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,   88,   79,DSDP INITIAL REPORTS
32,310,A,SANTONIAN,UPPER TURONIAN,241.0,269.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   88,   83,DSDP INITIAL REPORTS
32,310,A,CONIACIAN,,269.0,278.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,   82,   86,   84,DSDP INITIAL REPORTS
32,310,A,CONIACIAN,LOWER CENOMANIAN,287.5,292.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   82,  100,   91,DSDP INITIAL REPORTS
32,310,A,LOWER TURONIAN,CENOMANIAN,297.0,315.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   90,  100,   95,DSDP INITIAL REPORTS
32,310,A,LOWER CENOMANIAN,UPPER ALBIAN,325.0,352.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 97.5,  104,100.8,DSDP INITIAL REPORTS
