Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Watznaueria barnesae	Tranolithus phacelosus	Thiersteinia ecclesiastica	Stradneria crenulata	Stoverius asymmetricus	Seribiscutum primitivum	Rhagodiscus angustus	Quadrum gartneri	Prediscosphaera spinosa	Prediscosphaera intercisa	Prediscosphaera cretacea	Placozygus sigmoides	Placozygus fibuliformis	Lithraphidites carniolensis	Lithastrinus moratus	Lapideacassis mariae	Kamptnerius magnificus	Glaukolithus compactus	Gephyrorhabdus coronadventis	Gartnerago obliquum	Eprolithus floralis	Eiffellithus turriseiffelii	Eiffellithus eximius	Cribrosphaerella ehrenbergii	Coccolith species G	Chiastozygus litterarius	Broinsonia dentata	Braarudosphaera bigelowii	Biscutum constans	Ahmuellerella octoradiata	Lithastrinus septenarius	Lapideacassis tricornus	Broinsonia enormis	Zeugrhabdotus kerguelenensis	Microrhabdulus belgicus	Marthasterites furcatus	Vekshinella stradnerii	Repagalum parvidentatum	Reinhardtites anthophorus	Micula decussata	Micula concava	Microrhabdulus decoratus	Manivitella pemmatoidea	Lucianorhabdus cayeuxii	Lucianorhabdus arcuatus	Lithastrinus grillii	Helicolithus trabeculatus	Biscutum dissimilis	Aspidolithus parcus expansus	Arkhangelskiella specillata	Quadrum trifidum	Quadrum gothicum	Coccolith species B	Calculites obscurus	Biscutum coronum	Aspidolithus parcus parcus	Watznaueria supracretacea	Reinhardtites levis	Neocrepidolithus watkinsii	Chiastozygus garrisonii	Vekshinella sp. cf. V. parma	Cretarhabdus sp. cf. C. conicus	Vekshinella dibrachiata	Sollasites lowei	Acuturris scotus	Octolithus multiplus	Thoracosphaera spp.	Markalius inversus	Cruciplacolithus tenuis	Cruciplacolithus primus	Prinsius bisulcus	Prinsius martinii	Cruciplacolithus edwardsii	Chiasmolithus danicus	Hornibrookina teuriensis	Ericsonia subpertusa	Chiasmolithus bidens	Toweius pertusus	Toweius eminens	Heliolithus riedelii	Fasciculithus tympaniformis	Discoaster multiradiatus	Discoaster mohleri	Chiasmolithus consuetus	Toweius callosus	Sphenolithus radians	Neochiastozygus junctus	Discoaster diastypus	Tribrachiatus orthostylus	Sphenolithus primus	Ellipsolithus macellus	Discoaster lodoensis	Chiasmolithus solitus	Chiasmolithus expansus	Zygrhablithus bijugatus	Neococcolithes dubius	Ellipsolithus distichus	Chiasmolithus grandis	Toweius magnicrassus	Discoaster pacificus	Discoaster kuepperi	Chiasmolithus eograndis	Sphenolithus moriformis	Discoaster binodosus	Pontosphaera fimbriata	Helicosphaera lophota	Ericsonia formosa	Coccolithus crassus	Toweius gammation	Heliolithus kleinpellii	Discoaster cruciformis	Discoaster barbadiensis	Discoaster robustus	Clausicoccus vanheckae	Rhabdosphaera tenuis	Reticulofenestra umbilica	Reticulofenestra oamaruensis	Reticulofenestra hillae	Reticulofenestra bisecta	Isthmolithus recurvus	Chiasmolithus titus	Chiasmolithus oamaruensis	Reticulofenestra hampdenensis	Discoaster tanii	Clausicoccus subdistichus	Pedinocyclus larvalis	Discoaster saipanensis	Reticulofenestra hesslandii	Reticulofenestra floridana	Chiasmolithus altus	Lanternithus minutus	Comment

  SR	Maestrichtian    	                 	                  	              	120	 747	C	  6	R	CC	   9.00	    253.5900	Watkins  	Nannofossils                                 	C              	M                 	F                   	F                     	                          	                    	                      	                       	                    	                	F                      	                         	F                       	F                   	                       	F                          	                    	                    	F                     	                      	                            	F                  	                   	F                          	                    	F                           	                   	F                       	                  	                         	C                	F                        	                        	                       	                  	                            	                       	                       	                      	A                      	F                        	F               	              	                        	                       	F                      	                       	                    	                         	                   	F                           	F                          	                	                	R                  	R                  	F               	F                         	                         	C                  	F                         	F                      	F                           	F                              	F                      	                	F               	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Maestrichtian    	                 	                  	              	120	 747	C	  7	R	 1	  66.00	    262.1600	Watkins  	Nannofossils                                 	C              	M                 	F                   	F                     	                          	                    	                      	                       	                    	                	F                      	                         	F                       	R                   	                       	F                          	                    	                    	C                     	                      	                            	F                  	                   	F                          	                    	F                           	                   	F                       	                  	                         	F                	F                        	                        	R                      	                  	                            	                       	                       	                      	A                      	F                        	F               	              	                        	                       	F                      	                       	                    	                         	                   	F                           	F                          	                	                	R                  	                   	F               	R                         	                         	C                  	F                         	F                      	F                           	F                              	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Campanian        	                 	                  	              	120	 747	C	  7	R	 1	 115.00	    262.6500	Watkins  	Nannofossils                                 	A              	M                 	F                   	F                     	                          	                    	                      	                       	                    	                	                       	                         	F                       	F                   	R                      	F                          	                    	                    	C                     	                      	                            	F                  	                   	F                          	R                   	F                           	                   	F                       	R                 	                         	C                	F                        	                        	                       	                  	                            	                       	                       	                      	A                      	F                        	F               	              	R                       	                       	F                      	                       	                    	                         	                   	C                           	R                          	                	                	                   	                   	F               	R                         	                         	C                  	F                         	F                      	C                           	F                              	F                      	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Campanian        	                 	                  	              	120	 747	C	  7	R	CC	   8.00	    263.4300	Watkins  	Nannofossils                                 	A              	M-G               	F                   	F                     	                          	                    	                      	                       	                    	                	F                      	                         	C                       	F                   	R                      	F                          	                    	                    	C                     	                      	                            	C                  	                   	F                          	F                   	F                           	                   	F                       	                  	                         	F                	C                        	                        	                       	                  	                            	                       	                       	                      	C                      	C                        	F               	              	R                       	                       	C                      	                       	                    	                         	                   	F                           	F                          	                	                	F                  	                   	F               	F                         	                         	F                  	F                         	F                      	F                           	F                              	F                      	F               	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Campanian        	                 	                  	              	120	 747	C	  8	R	 1	  91.00	    271.9100	Watkins  	Nannofossils                                 	C              	M                 	A                   	F                     	                          	                    	                      	                       	                    	                	                       	                         	F                       	F                   	R                      	F                          	                    	                    	C                     	R                     	                            	F                  	                   	F                          	F                   	F                           	                   	F                       	                  	                         	C                	F                        	                        	                       	                  	                            	                       	                       	                      	C                      	F                        	F               	              	                        	                       	A                      	                       	                    	                         	                   	C                           	F                          	                	                	F                  	                   	F               	F                         	                         	C                  	F                         	F                      	F                           	F                              	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Campanian        	                 	                  	              	120	 747	C	  8	R	CC	  11.00	    272.2200	Watkins  	Nannofossils                                 	A              	M-G               	A                   	F                     	                          	                    	                      	                       	                    	                	F                      	                         	F                       	F                   	                       	F                          	                    	                    	C                     	F                     	                            	F                  	                   	F                          	F                   	F                           	                   	F                       	                  	                         	F                	R                        	                        	                       	                  	                            	                       	                       	                      	F                      	F                        	C               	              	                        	                       	F                      	                       	                    	                         	                   	C                           	F                          	                	                	                   	                   	F               	F                         	                         	F                  	                          	F                      	F                           	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Campanian        	                 	                  	              	120	 747	C	  9	R	 1	 111.00	    281.6100	Watkins  	Nannofossils                                 	C              	M                 	C                   	F                     	                          	                    	R                     	R                      	                    	                	                       	                         	F                       	F                   	                       	F                          	                    	R                   	C                     	F                     	                            	F                  	                   	F                          	F                   	F                           	                   	F                       	F                 	                         	F                	F                        	                        	                       	                  	                            	                       	                       	F                     	F                      	C                        	F               	              	                        	                       	C                      	                       	                    	                         	R                  	C                           	F                          	                	                	R                  	                   	F               	                          	                         	A                  	F                         	R                      	F                           	F                              	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Campanian        	                 	                  	              	120	 747	C	  9	R	 2	   6.00	    282.0600	Watkins  	Nannofossils                                 	F              	M-P               	A                   	F                     	                          	                    	                      	R                      	                    	                	                       	F                        	F                       	F                   	                       	F                          	                    	                    	A                     	                      	                            	F                  	                   	F                          	C                   	                            	                   	F                       	F                 	                         	                 	F                        	                        	                       	                  	                            	                       	                       	                      	C                      	F                        	F               	              	                        	                       	C                      	                       	                    	                         	                   	F                           	F                          	                	                	                   	                   	F               	F                         	R                        	A                  	F                         	R                      	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Campanian        	                 	                  	              	120	 747	C	  9	R	CC	   6.00	    282.2000	Watkins  	Nannofossils                                 	A              	M                 	A                   	R                     	                          	                    	                      	F                      	                    	                	F                      	                         	F                       	R                   	R                      	F                          	                    	                    	C                     	                      	                            	F                  	                   	F                          	F                   	                            	                   	F                       	F                 	                         	F                	F                        	                        	                       	                  	                            	                       	                       	R                     	F                      	A                        	F               	              	                        	                       	C                      	F                      	                    	                         	R                  	                            	F                          	R               	R               	R                  	F                  	F               	F                         	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Campanian        	                 	                  	              	120	 747	C	  9	R	CC	  16.00	    282.3000	Watkins  	Nannofossils                                 	A              	M                 	A                   	F                     	                          	                    	R                     	C                      	                    	                	F                      	                         	F                       	                    	R                      	F                          	                    	                    	C                     	F                     	                            	F                  	                   	F                          	C                   	R                           	                   	F                       	F                 	                         	C                	F                        	                        	                       	                  	                            	                       	                       	R                     	C                      	C                        	C               	              	                        	                       	A                      	                       	R                   	C                        	R                  	F                           	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Santonian        	                 	                  	              	120	 747	C	 10	R	 1	  10.00	    290.1000	Watkins  	Nannofossils                                 	A              	M-G               	A                   	F                     	                          	F                   	                      	F                      	R                   	R               	F                      	                         	F                       	                    	R                      	C                          	                    	                    	A                     	F                     	                            	F                  	F                  	F                          	F                   	F                           	                   	F                       	                  	                         	F                	F                        	                        	                       	R                 	                            	                       	                       	                      	F                      	F                        	F               	              	                        	                       	C                      	R                      	R                   	C                        	                   	F                           	F                          	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Santonian        	                 	                  	              	120	 747	C	 10	R	 1	  40.00	    290.4000	Watkins  	Nannofossils                                 	C              	M-P               	A                   	C                     	                          	R                   	                      	F                      	                    	F               	                       	                         	C                       	F                   	R                      	C                          	                    	                    	A                     	C                     	                            	F                  	F                  	F                          	C                   	R                           	                   	F                       	F                 	                         	C                	F                        	R                       	                       	                  	                            	                       	                       	R                     	F                      	C                        	C               	R             	R                       	R                      	A                      	F                      	R                   	A                        	R                  	F                           	C                          	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Coniacian        	                 	                  	              	120	 747	C	 10	R	 1	  50.00	    290.5000	Watkins  	Nannofossils                                 	A              	M-G               	A                   	F                     	F                         	F                   	F                     	R                      	                    	F               	                       	                         	F                       	                    	F                      	F                          	                    	                    	C                     	F                     	                            	F                  	A                  	F                          	F                   	                            	                   	F                       	F                 	                         	F                	                         	F                       	                       	                  	F                           	R                      	R                      	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348

  SR	Coniacian        	                 	                  	              	120	 747	C	 10	R	 1	 147.00	    291.4700	Watkins  	Nannofossils                                 	F              	M-P               	A                   	A                     	R                         	F                   	                      	R                      	R                   	F               	F                      	                         	C                       	F                   	                       	A                          	                    	R                   	C                     	F                     	F                           	F                  	F                  	F                          	C                   	F                           	R                  	F                       	F                 	                         	F                	F                        	R                       	R                      	R                 	                            	                       	                       	                      	                       	                         	                	              	                        	                       	                       	                       	                    	                         	                   	                            	                           	                	                	                   	                   	                	                          	                         	                   	                          	                       	                            	                               	                       	                	                	                    	                   	                  	                       	                       	                 	                 	                          	                     	                        	                    	                    	                	               	                    	                           	                        	                  	                       	                	                    	                       	                    	                         	                   	                      	                    	                     	                      	                       	                     	                       	                     	                    	                    	                   	                       	                       	                    	                      	                     	                 	                   	                 	                       	                      	                       	                   	                      	                    	                         	                            	                       	                        	                     	                   	                         	                             	                	                         	                     	                      	                           	                          	                   	                    	from ODP Leg 120 SR Vol 1 Chapter 21 Table 1 p 346-348
