leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
76,534,A,LOWER HAUTERIVIAN,UPPER VALANGINIAN,1098.5,1116.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  123,128.5,125.8,DSDP INITIAL REPORTS
76,534,A,UPPER VALANGINIAN,,1116.5,1166.0,,NO AGE GIVEN,,NO AGE GIVEN,  126,128.5,127.3,DSDP INITIAL REPORTS
76,534,A,UPPER VALANGINIAN,LOWER VALANGINIAN,1166.0,1175.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  126,  131,128.5,DSDP INITIAL REPORTS
76,534,A,UPPER VALANGINIAN,,1175.0,1193.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  126,128.5,127.3,DSDP INITIAL REPORTS
76,534,A,VALANGINIAN,,1193.0,1202.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  126,  131,128.5,DSDP INITIAL REPORTS
76,534,A,LOWER VALANGINIAN,,1202.0,1251.5,,NO AGE GIVEN,,NO AGE GIVEN,128.5,  131,129.8,DSDP INITIAL REPORTS
76,534,A,UPPER BERRIASIAN,,1251.5,1277.0,,NO AGE GIVEN,,NO AGE GIVEN,  131,  133,  132,DSDP INITIAL REPORTS
76,534,A,UPPER BERRIASIAN,LOWER BERRIASIAN,1277.0,1295.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  131,  135,  133,DSDP INITIAL REPORTS
76,534,A,LOWER BERRIASIAN,,1295.0,1322.0,,NO AGE GIVEN,,NO AGE GIVEN,  133,  135,  134,DSDP INITIAL REPORTS
76,534,A,LOWER BERRIASIAN,UPPER TITHONIAN,1322.0,1340.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  133,  138,135.5,DSDP INITIAL REPORTS
76,534,A,UPPER TITHONIAN,,1340.0,1380.5,,NO AGE GIVEN,,NO AGE GIVEN,  135,  138,136.5,DSDP INITIAL REPORTS
76,534,A,TITHONIAN,,1380.5,1395.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  135,  141,  138,DSDP INITIAL REPORTS
76,534,A,TITHONIAN,KIMMERIDGIAN,1395.5,1419.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  135,  143,  139,DSDP INITIAL REPORTS
76,534,A,LOWER TITHONIAN,KIMMERIDGIAN,1419.0,1446.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  138,  143,140.5,DSDP INITIAL REPORTS
76,534,A,KIMMERIDGIAN,LOWER OXFORDIAN,1446.0,1455.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  138,  149,143.5,DSDP INITIAL REPORTS
76,534,A,KIMMERIDGIAN,OXFORDIAN,1455.0,1468.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  138,  149,143.5,DSDP INITIAL REPORTS
76,534,A,LOWER KIMMERIDGIAN,OXFORDIAN,1468.5,1477.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  141,  149,  145,DSDP INITIAL REPORTS
76,534,A,OXFORDIAN,,1477.5,1486.5,,NO AGE GIVEN,,NO AGE GIVEN,  143,  149,  146,DSDP INITIAL REPORTS
76,534,A,KIMMERIDGIAN,OXFORDIAN,1486.5,1495.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  138,  149,143.5,DSDP INITIAL REPORTS
76,534,A,OXFORDIAN,,1495.5,1504.5,,NO AGE GIVEN,,NO AGE GIVEN,  143,  149,  146,DSDP INITIAL REPORTS
76,534,A,UPPER OXFORDIAN,LOWER OXFORDIAN,1504.5,1513.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  143,  149,  146,DSDP INITIAL REPORTS
76,534,A,OXFORDIAN,UPPER CALLOVIAN,1513.5,1558.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  143,  151,  147,DSDP INITIAL REPORTS
76,534,A,LOWER OXFORDIAN,UPPER CALLOVIAN,1558.5,1598.3,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  147,  151,  149,DSDP INITIAL REPORTS
76,534,A,MIDDLE CALLOVIAN,,1598.3,1603.5,,NO AGE GIVEN,,NO AGE GIVEN,  151,  154,152.5,DSDP INITIAL REPORTS
76,534,A,UPPER CALLOVIAN,MIDDLE CALLOVIAN,1603.5,1621.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  149,  154,151.5,DSDP INITIAL REPORTS
76,534,A,MIDDLE CALLOVIAN,,1621.5,1630.5,,NO AGE GIVEN,,NO AGE GIVEN,  151,  154,152.5,DSDP INITIAL REPORTS
76,534,A,MIDDLE CALLOVIAN,LOWER CALLOVIAN,1630.5,1639.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  151,  156,153.5,DSDP INITIAL REPORTS
