leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
86,577,A,1,1,0.0,150.0,0.00,0.00,1.50,TJ, NANNOFOSSIL OOZE," YELLOWISH BROWN,GRAYISH BROWN"," MOTTLING,BURROWS", SLIGHTLY DISTURBED,,,,, SOFT, 00000000,8f64d2c75e690258e4ad85c2488cd8c9
86,577,A,1,2,0.0,150.0,0.00,1.50,3.00,TJ, NANNOFOSSIL OOZE," BROWNISH GRAY,GRAY"," CONTACT,BURROWS,MOTTLING", MODERATELY DISTURBED,,,,, SOFT, 00000000,cd3e85bd5cd8cbf7b263a882e92a9c55
86,577,A,1,3,0.0,139.0,0.00,3.00,4.39,TJ, NANNOFOSSIL OOZE," LIGHT GRAY,WHITE"," MOTTLING,BURROWS,BEDDING,CONTACT", MODERATELY DISTURBED,,,,, SOFT, 00000000,346c80bb53e9008474004c51098870f0
86,577,A,1,4,0.0,150.0,0.00,4.50,6.00,TJ, NANNOFOSSIL OOZE," WHITE,LIGHT GRAY"," CONTACT,BURROWS,BEDDING,MOTTLING", MODERATELY DISTURBED,,,,, SOFT, 00000000,9935e0f55c1c6f013489954eb7602299
86,577,A,1,5,0.0,150.0,0.00,6.00,7.50,TJ, NANNOFOSSIL OOZE," WHITE,LIGHT GRAY"," CONTACT,MOTTLING", MODERATELY DISTURBED,,,,, SOFT, 00000000,64efe1413d98b4cce290fa0e6db57366
86,577,A,1,6,0.0,140.0,0.00,7.50,8.90,TJ, NANNOFOSSIL OOZE," WHITE,LIGHT GRAY"," CONTACT,MOTTLING,BURROWS", MODERATELY DISTURBED,,,,, SOFT, 00000000,3231b4a9ca77ea29285487e34cc604bb
86,577,A,1,7,0.0,27.0,0.00,9.00,9.27,RDJ, NANNOFOSSIL OOZE, GRAY," CONTACT,BURROWS", SLIGHTLY DISTURBED,,,,, SOFT, 00000000,c3dfb2cc2f1619e7ace7606b103a857c
86,577,A,1,CC,12.0,41.0,0.00,9.39,9.68,RDJ, NANNOFOSSIL OOZE, GRAY,, GREATLY DISTURBED,,,,, SOFT, 00000000,32a72912cd6bcf5fa262e2f57866512c
86,577,A,2,1,0.0,150.0,9.40,9.40,10.90,RDJ, NANNOFOSSIL OOZE," GRAY,WHITE",, GREATLY DISTURBED,,,,, SOFT, 00000000,21675d36382bdc61070bde3611c1ec5d
86,577,A,2,2,0.0,150.0,9.40,10.90,12.40,RDJ, NANNOFOSSIL OOZE," GRAY,WHITE", MOTTLING, GREATLY DISTURBED,,,,, SOFT, 00000000,d2fb99d1ac17d36930284dca9896347c
86,577,A,2,3,0.0,150.0,9.40,12.40,13.90,RDJ, NANNOFOSSIL OOZE," LIGHT GRAY,OLIVE GRAY,WHITE"," BURROWS,MOTTLING,BURROWS,BEDDING", MODERATELY DISTURBED," VOLCANOGENIC DEPOSIT,PEBBLE"," VOLCANIC ASH,PUMICE",,, SOFT, 00000000,a03887b39ff680032ea3720bbf121340
86,577,A,2,4,0.0,150.0,9.40,13.90,15.40,RDJ, NANNOFOSSIL OOZE," LIGHT GRAY,OLIVE GRAY,WHITE"," BURROWS,MOTTLING,BURROWS,BEDDING", MODERATELY DISTURBED," VOLCANOGENIC DEPOSIT,PEBBLE"," VOLCANIC ASH,PUMICE, PYRITE",,, SOFT, 00000000,8aafc8da471c78af12ce49c1e18e2995
