Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus pseudoradians,Sphenolithus predistentus,Sphenolithus moriformis,Sphenolithus aff. distentus,Pedinocyclus larvalis,Helicosphaera reticulata,Helicosphaera compacta,Ericsonia subdisticha,Ericsonia obruta,Discoaster tanii,Discoaster nodifer,Discoaster deflandrei,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Coronocyclus nitescens,Coccolithus sp.1,Coccolithus pelagicus,Coccolithus eopelagicus,Calcidiscus kingii,Zygrhablithus bijugatus,Pontosphaera segmenta,Helicosphaera perch-nielseniae,Cyclicargolithus abisectus,Helicosphaera bramlettei,Helicosphaera intermedia,Discoaster adamanteus,Cruciplacolithus tarquinius,Helicosphaera euphratis,Sphenolithus ciperoensis,Sphenolithus distentus,Reticulofenestra umbilica,Sphenolithus aff. ciperoensis,Triquetrorhabdulus milowii,Helicosphaera recta,Coccolithus miopelagicus,Triquetrorhabdulus carinatus,Syracosphaera sp. 1,Catinaster umbrellus,Coccolithus fuscus,Hayaster perplexus,Crassidiscus backmanii,Sphenolithus dissimilis,Sphenolithus conicus,Sphenolith (unspecified taxon or taxa),Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Pontosphaera spp.,Discoaster woodringii,Sphenolithus calyculus,Discoaster extensus-dilatus group,Discoaster aff. druggii,Discoaster moorei,Sphenolithus delphix,Sphenolithus capricornutus,Hayella aperta,Sphenolithus dissimilis/belemnos,Reticulofenestrid taxa,Triquetrorhabdulus serratus,Discoaster druggii,Sphenolithus belemnos,Reticulofenestra aff. pseudoumbilicus,Pyrocyclus spp.,Dictyococcites spp.,Sphenolithus multispinatus,Reticulofenestra daviesii,Pentalithus spp.,Triquetrorhabdulus auritus,Triquetrorhabdulus protodecimae,Discoaster subsurculus,Umbilicosphaera spp.,Discoaster formosus,Sphenolithus heteromorphus,Discoaster variabilis,Discoaster exilis,Triquetrorhabdulus curvus,Calcidiscus leptoporus,Sphenolithus milanettii,Thoracosphaera spp.,Calcidiscus premacintyrei,Discoaster signus-tuberi,Discoaster brouweri,Helicosphaera spp.,Reticulofenestra pseudoumbilicus,Discoaster musicus,Triquetrorhabdulus rugosus/rioensis,Discoaster kugleri,Discoaster aff. calcaris,Calcidiscus macintyrei,Discoaster pansus,Discoaster bollii,Discoaster aulakos,Discoaster prepentaradiatus,Discoaster intercalaris,Catinaster coalitus,Discoaster asymmetricus,Discoaster pseudovariabilis,Discoaster neohamatus,Discoaster hamatus,Discoaster calcaris,Catinaster calyculus,Minylitha convallis,Discoaster pentaradiatus,Discoaster bellus,Discoaster surculus,Discoaster quinqueramus/berggrenii,Coccolithus radiatus,Ceratolithus rugosus,Discoaster triradiatus,Discoaster loeblichii,Discoaster icarus,Amaurolithus primus,Syracosphaera spp.,Amaurolithus delicatus,Amaurolithus amplificus,Amaurolithus tricorniculatus,Ceratolithus armatus,Ceratolithus acutus,Scyphosphaera spp.,Discoaster tristellifer,Discoaster tamalis,Pseudoemiliania lacunosa,Ceratolithus cristatus,Helicosphaera sellii,Gephyrocapsa (small),Gephyrocapsa oceanica s.l.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP18              ,              ,115, 710,A, 20,X, 6,  43.00,    188.7300,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,17.0%                    ,17.0%                  ,                           ,                     ,                        ,1.0%                  ,F                    ,F               ,R               ,R                 ,4.0%                 ,2.0%                    ,F                      ,45.0%                      ,F                     ,                ,8.0%                 ,R                      ,                  ,                       ,                     ,                              ,                          ,                        ,R                       ,R                    ,                           ,                       ,                        ,2.0%                  ,rR                       ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,slight reworking.from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP18              ,              ,115, 710,A, 20,X,CC,   8.00,    189.4700,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,20.0%                    ,18.0%                  ,                           ,                     ,                        ,1.0%                  ,1.0%                 ,1.0%            ,R               ,R                 ,F                    ,F                       ,F                      ,48.0%                      ,F                     ,                ,7.0%                 ,R                      ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,F                     ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP18              ,              ,115, 710,A, 21,X, 1,  43.00,    190.8300,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,11.0%                    ,5.0%                   ,                           ,                     ,                        ,F                     ,F                    ,F               ,R               ,                  ,F                    ,                        ,F                      ,79.0%                      ,F                     ,                ,2.0%                 ,R                      ,                  ,R                      ,R                    ,                              ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,R                     ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 21,X, 2,  43.00,    191.8600,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,11.0%                    ,9.0%                   ,                           ,                     ,                        ,F                     ,F                    ,F               ,R               ,R                 ,F                    ,                        ,F                      ,69.0%                      ,R                     ,                ,7.0%                 ,R                      ,                  ,                       ,                     ,                              ,                          ,                        ,                        ,                     ,R                          ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 21,X, 3,  43.00,    193.3600,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,10.0%                    ,11.0%                  ,                           ,R                    ,                        ,F                     ,F                    ,F               ,R               ,                  ,F                    ,                        ,F                      ,70.0%                      ,R                     ,                ,6.0%                 ,R                      ,R                 ,                       ,R                    ,                              ,                          ,                        ,R                       ,                     ,                           ,R                      ,R                       ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 21,X, 4,  43.00,    194.8600,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,13.0%                    ,7.0%                   ,                           ,R                    ,                        ,F                     ,F                    ,1.0%            ,F               ,                  ,F                    ,                        ,F                      ,68.0%                      ,R                     ,                ,8.0%                 ,R                      ,                  ,                       ,R                    ,                              ,                          ,                        ,R                       ,                     ,                           ,R                      ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 21,X, 5,  43.00,    196.3600,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,24.0%                    ,7.0%                   ,R                          ,                     ,R                       ,1.0%                  ,1.0%                 ,2.0%            ,F               ,R                 ,2.0%                 ,1.0%                    ,F                      ,46.0%                      ,R                     ,                ,10.0%                ,R                      ,                  ,R                      ,R                    ,                              ,                          ,                        ,F                       ,                     ,                           ,R                      ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 21,X, 6,  43.00,    197.8300,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,13.0%                    ,19.0%                  ,R                          ,                     ,R                       ,F                     ,1.0%                 ,F               ,F               ,R                 ,1.0%                 ,F                       ,1.0%                   ,53.0%                      ,F                     ,                ,6.0%                 ,R                      ,                  ,                       ,                     ,                              ,1.0%                      ,                        ,R                       ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 21,X,CC,  18.00,    199.0800,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,18.0%                    ,10.0%                  ,F                          ,R                    ,                        ,F                     ,1.0%                 ,4.0%            ,R               ,                  ,1.0%                 ,2.0%                    ,2.0%                   ,48.0%                      ,                      ,                ,7.0%                 ,R                      ,                  ,                       ,R                    ,                              ,F                         ,                        ,R                       ,R                    ,R                          ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 22,X, 1,  43.00,    200.5300,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,11.0%                    ,13.0%                  ,F                          ,                     ,R                       ,F                     ,2.0%                 ,1.0%            ,R               ,R                 ,F                    ,F                       ,2.0%                   ,55.0%                      ,                      ,                ,6.0%                 ,R                      ,                  ,                       ,                     ,                              ,F                         ,R                       ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 22,X, 2,  43.00,    202.0300,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,15.0%                    ,10.0%                  ,F                          ,                     ,R                       ,F                     ,3.0%                 ,F               ,R               ,                  ,2.0%                 ,F                       ,3.0%                   ,49.0%                      ,                      ,                ,9.0%                 ,F                      ,F                 ,                       ,                     ,                              ,F                         ,R                       ,R                       ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 22,X, 3,  43.00,    203.5300,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,16.0%                    ,8.0%                   ,F                          ,                     ,R                       ,F                     ,3.0%                 ,F               ,R               ,                  ,F                    ,2.0%                    ,7.0%                   ,51.0%                      ,                      ,                ,8.0%                 ,F                      ,                  ,                       ,                     ,                              ,R                         ,R                       ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 22,X, 4,  43.00,    205.0300,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,16.0%                    ,9.0%                   ,R                          ,                     ,R                       ,F                     ,1.0%                 ,F               ,F               ,R                 ,2.0%                 ,1.0%                    ,10.0%                  ,45.0%                      ,F                     ,                ,9.0%                 ,F                      ,                  ,                       ,                     ,                              ,F                         ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP17              ,              ,115, 710,A, 22,X, 5,  43.00,    206.1900,Okada    ,Nannofossils                                 ,A              ,M                 ,F                         ,17.0%                    ,8.0%                   ,R                          ,R                    ,F                       ,2.0%                  ,F                    ,2.0%            ,1.0%            ,F                 ,2.0%                 ,2.0%                    ,8.0%                   ,47.0%                      ,F                     ,                ,7.0%                 ,R                      ,                  ,R                      ,R                    ,R                             ,                          ,                        ,                        ,                     ,                           ,                       ,                        ,                      ,                         ,                             ,                          ,                   ,                        ,                            ,                   ,                    ,                  ,                  ,                      ,                       ,                    ,                                      ,                                         ,                                         ,                        ,                 ,                     ,                      ,                                 ,                       ,                 ,                    ,                          ,              ,                                ,                      ,                           ,                  ,                     ,                                     ,               ,                   ,                          ,                         ,                ,                          ,                               ,                      ,                    ,                   ,                          ,                     ,                 ,                         ,                      ,                       ,                   ,                         ,                        ,                   ,                  ,                                ,                  ,                                   ,                  ,                        ,                      ,                 ,                 ,                  ,                           ,                       ,                   ,                       ,                           ,                     ,                  ,                   ,                    ,                   ,                        ,                 ,                   ,                                  ,                    ,                    ,                      ,                     ,                 ,                   ,                  ,                      ,                       ,                            ,                    ,                   ,                  ,                       ,                  ,                        ,                      ,                    ,                    ,                          ,from 115 SR. Chapter 14. Table 10. pages 152-153.
