Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
117, 727,A,Initial Reports          ,      24.670,    0.190000,FO Emiliania huxleyi
,,,,,,
117, 727,A,Initial Reports          ,      43.480,    0.490000,LO Pseudoemiliania lacunosa
,,,,,,
117, 727,A,Initial Reports          ,      82.500,    0.730000,Bruhnes/Matuyama
,,,,,,
117, 727,A,Initial Reports          ,      87.250,    0.820000,LO Reticulofenestra sp. A
,,,,,,
117, 727,A,Initial Reports          ,      91.700,    0.890000,FO Gephyrocapsa parallela
,,,,,,
117, 727,A,Initial Reports          ,      96.140,    0.910000,Top Jaramillo
,,,,,,
117, 727,A,Initial Reports          ,     105.070,    0.980000,Bottom Jaramillo
,,,,,,
117, 727,A,Initial Reports          ,     115.190,    1.100000,"LO Gephyrocapsa ""large"""
,,,,,,
117, 727,A,Initial Reports          ,     136.510,    1.450000,LO Calcidiscus macintyrei
,,,,,,
117, 727,A,Initial Reports          ,     144.190,    1.570000,FO Gephyrocapsa oceanica
,,,,,,
117, 727,A,Initial Reports          ,     149.260,    1.650000,FO Gephyrocapsa caribbeanica
,,,,,,
117, 727,A,Initial Reports          ,     163.000,    1.660000,Top Olduvai
,,,,,,
117, 727,A,Initial Reports          ,     181.150,    1.900000,LO Discoaster brouweri
,,,,,,
