Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1476,A,2,2-6,H,6,W,70/72-FORAM,0,2,13.9,13.92,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,P,,,,P,,,P,,,,,,,P,,,R,F,,,,,R,,,F,,,,P,F,,R,,,,,,,,361-U1476A-2H-6-W 70/72-FORAM,0733dbd543665636ebc030bd72297355
361,U1476,A,2,2-CC,H,CC,PAL,FORAM,0,5,15.39,15.44,,,,A,P,,,R,,,F,A,R,,,,,A,A,,,,F,,,,R,,,P,,,,,,,R,,,F,F,,,,,F,,,F,P,,,A,F,,R,,,,,,,,361-U1476A-2H-CC-PAL-FORAM,00da34a6e3595224fbb7f84dac698e7a
361,U1476,A,3,3-1,H,1,W,70/72-FORAM,0,2,15.9,15.92,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,P,,,,P,,,P,,,,,,,P,,R,R,F,,,,,,,,F,,,,P,P,,P,,,,,,,,361-U1476A-3H-1-W 70/72-FORAM,3a3172075f523dc02ffbbd0b8f091ce6
361,U1476,A,3,3-2,H,2,W,60/62-FORAM,0,2,17.3,17.32,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,P,,,,P,,,P,,,,,,,P,,R,R,R,,,,,,,,F,,,,P,R,,P,,,,,,,,361-U1476A-3H-2-W 60/62-FORAM,86e720dd5841eac808a8df2d82c784d3
361,U1476,A,3,3-3,H,3,W,70/72-FORAM,0,2,18.9,18.92,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,P,,P,,R,,,F,,,,,,,,,R,R,R,,,,,R,,,F,,,,P,P,,P,,,,,,,,361-U1476A-3H-3-W 70/72-FORAM,d7dec672c5c413f31b529abd1614c386
361,U1476,A,3,3-4,H,4,W,70/72-FORAM,0,2,20.4,20.42,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,R,,R,,R,,,P,,,,,,,P,,R,R,F,,,,,,,,F,,,,P,P,,P,,,,,,,,361-U1476A-3H-4-W 70/72-FORAM,7723395a1972d0da5ac85e64328a9ca0
361,U1476,A,3,3-5,H,5,W,60/62-FORAM,0,2,21.8,21.82,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,,,,,,,,P,,,,,,,P,,R,R,R,,,,,R,,,F,,,,P,P,,P,,,,,,,,361-U1476A-3H-5-W 60/62-FORAM,584f6ade44b3b3aaea9cd1146321d600
361,U1476,A,3,3-6,H,6,W,70/72-FORAM,0,2,23.4,23.42,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,,,,,,,,P,,,,,,,P,,R,R,F,,,,,R,,,P,,,,P,P,,P,,,,,,,,361-U1476A-3H-6-W 70/72-FORAM,e048ffc3221662ebb848768f176a857b
361,U1476,A,3,3-CC,H,CC,PAL,FORAM,0,5,24.96,25.01,,,,A,,,,R,F,,F,F,R,,P,,,A,A,,,,,,,,,,,P,,,,,,,R,,F,R,F,,,,,R,,,F,,R,,A,F,,R,,,,,,,,361-U1476A-3H-CC-PAL-FORAM,b864dab1554ce8a9294b71073ce5ca13
361,U1476,A,4,4-1,H,1,W,70/72-FORAM,0,2,25.4,25.42,,,,A,,,,,P,,P,P,P,,P,,,P,P,,,,,,,,,,,P,,,,,,,P,,R,R,R,,,,,R,,,F,,,,P,P,,P,,,,,,,,361-U1476A-4H-1-W 70/72-FORAM,4aa1f6b4da22aadeabb1867915016b75
361,U1476,A,4,4-2,H,2,W,60/62-FORAM,0,2,26.8,26.82,,,,A,,,,,P,,P,P,P,,P,,,P,P,,,,,,,,,,,P,,,,,,,,,R,F,A,,,,,,,,F,,,,P,P,,F,,,,,,,,361-U1476A-4H-2-W 60/62-FORAM,f02fb2fb4dac364d70e111c088411912
361,U1476,A,4,4-3,H,3,W,70/72-FORAM,0,2,28.4,28.42,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,,,,,,,,F,,,,,,,P,,F,R,A,,,,,R,,,A,,,,P,P,,F,,,,,,,,361-U1476A-4H-3-W 70/72-FORAM,3842fdaa0b91238ae3ad3ce587169b8c
361,U1476,A,4,4-4,H,4,W,70/72-FORAM,0,2,29.9,29.92,,,,A,,,,,P,P,P,P,P,,P,,,A,D,,,,,,R,,,,,P,,,,,,,P,,F,R,A,,,,,R,,,F,,,,P,P,,P,,,,,,,,361-U1476A-4H-4-W 70/72-FORAM,a533efc36882ec38e60df96771fc3d74
361,U1476,A,4,4-5,H,5,W,70/72-FORAM,0,2,31.4,31.42,,,,A,,,,P,P,,P,P,P,,,,,P,P,,,,,,R,,,,,P,,,,,,,P,,F,R,F,,,,,R,,,F,,,,P,P,,P,,,,,,,,361-U1476A-4H-5-W 70/72-FORAM,b1eb33c445f9db409f4511c1d23bf08d
361,U1476,A,4,4-6,H,6,W,60/62-FORAM,0,2,32.8,32.82,,,,A,,,,P,P,,P,P,P,,,,,P,P,,,,,,R,,P,,,P,,,,,,,P,,R,R,F,P,,,,R,,R,F,,R,,P,P,,P,,,,,,,,361-U1476A-4H-6-W 60/62-FORAM,9e167791e2c46561af9da35a4241442e
361,U1476,A,4,4-CC,H,CC,PAL,FORAM,0,5,34.52,34.57,,,,A,,,,R,F,R,F,F,F,,,,,D,F,,,,,,,,,,,P,,,,,,R,R,,F,P,R,R,,,,R,,,R,,R,,F,F,,F,,,,,,,,361-U1476A-4H-CC-PAL-FORAM,35b8f96c28c53fd05b4a9c5d959b8610
361,U1476,A,5,5-1,H,1,W,70/72-FORAM,0,2,34.9,34.92,,,,A,,,R,P,P,P,P,P,P,,P,,,P,P,,,,,,,,P,,,P,,,,,,,P,,F,R,R,P,R,,,R,,R,R,,R,,P,P,,P,,,,,,,,361-U1476A-5H-1-W 70/72-FORAM,367b9377342b5a10afd2898a501e3442
361,U1476,A,5,5-2,H,2,W,70/72-FORAM,0,2,36.4,36.42,,,,A,,,P,P,P,,P,P,P,,,,,P,P,,,,,,,,P,,,P,,,,,,,P,,F,R,F,P,R,,,R,,,P,,,,P,P,,P,,,,,,,,361-U1476A-5H-2-W 70/72-FORAM,e20e778ff25f5a958a8a2c639ec3a3d4
361,U1476,A,5,5-3,H,3,W,70/72-FORAM,0,2,37.9,37.92,,,,A,,,P,P,P,,P,P,P,,R,,,P,P,,,,,,,,,,,F,,,,,,,P,,F,R,R,P,R,,,R,,R,P,,,,P,P,,P,,,,,,,,361-U1476A-5H-3-W 70/72-FORAM,fa055b68c0904a724903c506748d46cc
361,U1476,A,5,5-4,H,4,W,70/72-FORAM,0,2,39.4,39.42,,,,A,,,,,P,,P,P,P,,R,,,P,P,,,,,,,,,,,P,,,,,,,P,,R,R,R,P,R,,,P,,R,P,,,,P,P,,P,,,,,,,,361-U1476A-5H-4-W 70/72-FORAM,de717ee0becdb32f592fad0bb7b0943d
361,U1476,A,5,5-5,H,5,W,60/62-FORAM,0,2,40.8,40.82,,,,A,,,,,P,,P,P,P,R,R,,,P,P,,,,,,,,,,,P,,,,,,,P,,F,R,F,P,,,,,,R,P,,,,P,P,,P,,,,,,,,361-U1476A-5H-5-W 60/62-FORAM,656e9a4b81d543ad738d6f99bd97d9a2
361,U1476,A,5,5-6,H,6,W,70/72-FORAM,0,2,42.4,42.42,,,,A,,,,,P,P,P,P,P,R,R,,,P,P,,,,,,,,R,,,P,,,,,,,P,,F,F,F,,,,,,,R,,,,,F,R,,F,,,,,,,,361-U1476A-5H-6-W 70/72-FORAM,e847952c58cca23c786a42532469d90d
361,U1476,A,5,5-CC,H,CC,PAL,FORAM,0,5,44.02,44.07,,,,A,,,R,,F,,F,F,F,R,F,,,D,A,,,,,,,,R,,,P,,,,,,,R,,R,R,R,R,R,,,,,R,R,,,,F,R,,F,,,,,,,,361-U1476A-5H-CC-PAL-FORAM,09885eafad503dd3ed21c0462c6a2ee9
361,U1476,A,6,6-1,H,1,W,70/72-FORAM,0,2,44.4,44.42,,,,A,,,,,P,,P,P,R,R,F,,,P,P,,,,,,,,P,,,P,,,,,,,R,,R,R,F,R,,,,,,R,F,,,,P,P,,P,,,,,,,,361-U1476A-6H-1-W 70/72-FORAM,e07852a5941a4c96de8670edc6482d2b
361,U1476,A,6,6-2,H,2,W,70/72-FORAM,0,2,45.9,45.92,,,,A,,,,P,P,,P,P,P,R,R,,,P,P,,,,P,,,,P,,,P,,,,,,,P,,,R,R,R,,,,,,R,P,,,,P,P,,F,,,,,,,,361-U1476A-6H-2-W 70/72-FORAM,2563cbb1f5247f3b344a28d43d867e91
361,U1476,A,6,6-3,H,3,W,70/72-FORAM,0,2,47.4,47.42,,,,A,,,,P,P,,P,P,P,R,R,,,P,P,,,,R,,,,P,,,F,,,,,,,R,,P,,R,R,,,,,,R,P,,,,P,P,,P,,,,,,,,361-U1476A-6H-3-W 70/72-FORAM,7a1d8032c66a7b12222d1b1b85afa438
361,U1476,A,6,6-4,H,4,W,70/72-FORAM,0,2,48.9,48.92,,,,A,,,,P,P,,P,P,P,R,R,,,P,P,,,,R,,,,,,,P,,,,,,,P,,,,F,P,,,,,,R,P,P,,,P,P,,P,,,,,,,,361-U1476A-6H-4-W 70/72-FORAM,e081c96774e5a4e59b51d9be587c6aed
361,U1476,A,6,6-5,H,5,W,60/62-FORAM,0,2,50.3,50.32,,,,A,P,,,P,P,,P,P,P,R,R,,,P,P,,,,P,,,,,,,P,,,,,,,P,,R,,F,R,,,,,R,R,R,P,,,P,P,,P,,,,,,,,361-U1476A-6H-5-W 60/62-FORAM,cedcea53f556b0cbbb1f1c710d1f5203
361,U1476,A,6,6-6,H,6,W,70/72-FORAM,0,2,51.9,51.92,,,,A,,,,P,P,,P,P,P,R,R,,,P,P,,,,P,,P,,,,,P,,R,,,F,,R,,,,R,R,R,,,,R,R,,P,P,,P,P,,P,,,,,,,,361-U1476A-6H-6-W 70/72-FORAM,8f4155c8a681ef56431df8c05b9011a3
361,U1476,A,6,6-CC,H,CC,PAL,FORAM,0,5,53.44,53.49,,,,A,R,,R,R,F,,F,R,F,R,R,,,D,F,,,,R,,,,R,,,P,,R,,,F,,R,,,,R,R,R,,,,R,R,,F,R,,F,F,,F,,,,,,,,361-U1476A-6H-CC-PAL-FORAM,5bd759d6495ede7e68b76e39be0bc43e
361,U1476,A,7,7-1,H,1,W,70/72-FORAM,0,2,53.9,53.92,,,,A,,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,P,,P,,,P,,P,,P,,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-7H-1-W 70/72-FORAM,55eb0eef55ef2a8ffa9cb4fe2bb7c6ef
361,U1476,A,7,7-2,H,2,W,60/62-FORAM,0,2,55.3,55.32,,,,A,,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,P,P,,P,,P,,,P,,P,,P,,P,P,,,,P,P,P,P,,P,,P,P,,P,,,,,,,,361-U1476A-7H-2-W 60/62-FORAM,37c3ad6704da869a6f49333076539419
361,U1476,A,7,7-3,H,3,W,70/72-FORAM,0,2,56.9,56.92,,,,A,,,,,,,P,P,P,P,P,,,P,P,,,,,,,,,P,,F,,P,,,P,,P,,P,,P,P,,,,P,P,P,P,P,P,,P,P,,P,,,,,,,,361-U1476A-7H-3-W 70/72-FORAM,6c3842223469e1691bc6dd6ed7ea4e93
361,U1476,A,7,7-4,H,4,W,60/62-FORAM,0,2,58.3,58.32,,,,A,,,P,,,,P,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-7H-4-W 60/62-FORAM,e241724dceedd703790b8e0ae441c8e6
361,U1476,A,7,7-5,H,5,W,70/72-FORAM,0,2,59.9,59.92,,,,A,P,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,P,,,P,P,P,P,P,P,,P,P,,P,,,,,,,,361-U1476A-7H-5-W 70/72-FORAM,3ff1b0f89bfb6dd0c7e828a860d63455
361,U1476,A,7,7-6,H,6,W,70/72-FORAM,0,2,61.4,61.42,,,,A,,,,P,P,,,P,P,P,P,,,P,P,,,,P,,,,P,P,,R,,P,,,P,,P,,P,,P,P,,,,P,P,P,,,P,,P,P,,P,,,,,,,,361-U1476A-7H-6-W 70/72-FORAM,aaa933aacb6cd6547d891d0f17c18249
361,U1476,A,7,7-CC,H,CC,PAL,FORAM,0,5,63.03,63.08,,,,A,,,,,F,,R,F,F,R,F,,,A,A,,,,,,,,,,,F,,F,,,F,,R,,,P,R,R,R,,,,R,R,,R,,,F,F,,F,,,,,,,,361-U1476A-7H-CC-PAL-FORAM,da1691c58f61c41900a73738632ac3c4
361,U1476,A,8,8-1,H,1,W,70/72-FORAM,0,2,63.4,63.42,,,,A,,,,,P,,,P,P,P,,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,P,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-8H-1-W 70/72-FORAM,bf062fb280298d4bea1b29b376df1e81
361,U1476,A,8,8-2,H,2,W,70/72-FORAM,0,2,64.9,64.92,,,,A,,,P,,P,,,P,P,P,,,,P,P,,,,P,,,,,P,,R,,P,,,P,,P,,P,,P,P,,,,P,P,P,P,,P,,P,P,,P,,,,,,,,361-U1476A-8H-2-W 70/72-FORAM,aad509d7e53df17d3ad70c46b55336a3
361,U1476,A,8,8-3,H,3,W,70/72-FORAM,0,2,66.4,66.42,,,,A,,,,,P,,,P,P,P,,,,P,P,,,,P,,,,,P,,R,,P,,,P,,P,,P,,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-8H-3-W 70/72-FORAM,a592af8cb6ec692946dc7d5910389961
361,U1476,A,8,8-4,H,4,W,70/72-FORAM,0,2,67.9,67.92,,,,A,,,,,P,,,P,P,P,,,,P,P,,,,P,,,,,P,,R,,P,,,P,,P,,P,,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-8H-4-W 70/72-FORAM,f62f8d88a00cf53b009efc08d5494918
361,U1476,A,8,8-5,H,5,W,70/72-FORAM,0,2,69.4,69.42,,,,A,P,,,,P,,P,P,P,P,,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,,,,P,P,P,,,P,,P,P,,P,,,,,,,,361-U1476A-8H-5-W 70/72-FORAM,cf86fe1f37d71c77570efb9f6e0296a9
361,U1476,A,8,8-6,H,6,W,70/72-FORAM,0,2,70.9,70.92,,,,A,,,P,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,P,,,P,P,P,,,P,,P,P,,P,,,,,,,,361-U1476A-8H-6-W 70/72-FORAM,e03b43c585c044ee8a7c021d40686764
361,U1476,A,8,8-CC,H,CC,FORAM,,0,5,72.26,72.31,,,,A,,,,,F,,R,F,F,R,F,,,A,A,,,,,,,,,,,F,,R,,,F,,R,,,,R,R,R,,,,R,R,R,R,,,F,R,,F,,,,,,,,361-U1476A-8H-CC-FORAM,897762574d95555a1b4ba435f6074eff
361,U1476,A,9,9-1,H,1,W,70/72-FORAM,0,2,72.9,72.92,,,,A,,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,P,,,P,P,P,,,P,,,P,,P,,,,,,,,361-U1476A-9H-1-W 70/72-FORAM,93a72ae0e1770b7dff91bbc8d117ec15
361,U1476,A,9,9-2,H,2,W,70/72-FORAM,0,2,74.4,74.42,,,,A,,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,P,,,,P,P,,,P,,P,P,,P,,,,,,,,361-U1476A-9H-2-W 70/72-FORAM,ddf978f4de9ea3db65fc96c01cd48d9a
361,U1476,A,9,9-3,H,3,W,70/72-FORAM,0,2,75.9,75.92,,,,A,,,,,,,,P,P,P,P,,,P,P,,,,P,,,,,P,,R,,P,,,P,,P,,P,,P,P,P,,,,P,P,P,,P,,P,P,,P,,,,,,,,361-U1476A-9H-3-W 70/72-FORAM,ac4de17af0b924cf236011185198c73a
361,U1476,A,9,9-4,H,4,W,70/72-FORAM,0,2,77.4,77.42,,,,A,,,,,,,,P,P,P,P,,,P,P,,,,P,,,,,P,,P,,P,,,P,,P,,P,,P,P,P,,,,P,P,,,P,,,P,,P,,,,,,,,361-U1476A-9H-4-W 70/72-FORAM,20ecb15ac6beb809b207a9675372a862
361,U1476,A,9,9-5,H,5,W,70/72-FORAM,0,2,78.9,78.92,,,,A,,,,,,,,P,P,P,R,,,P,P,,,,P,,,,,,,P,,R,,,F,,R,,F,,R,R,R,,,,R,R,,R,R,,P,P,,P,,,,,,,,361-U1476A-9H-5-W 70/72-FORAM,e9bad56879f33c49e7c69cb0a22d5626
361,U1476,A,9,9-6,H,6,W,70/72-FORAM,0,2,80.4,80.42,,,,A,,F,,,,,,P,P,P,F,,,P,P,,,,P,,,,,,,R,,R,,,R,,R,,R,,R,R,R,,,,,R,,R,R,,P,P,,P,,,,,,,,361-U1476A-9H-6-W 70/72-FORAM,75c203fa712bcf16524b09cfdc9b752b
361,U1476,A,9,9-CC,H,CC,PAL,FORAM,0,5,82.17,82.22,,,,A,,F,,,F,,,F,F,R,P,,,A,A,,,,R,,,,R,,,F,,R,,,R,,,,,,R,R,R,,,,R,R,,R,R,,F,R,,F,,,,,,,,361-U1476A-9H-CC-PAL-FORAM,fd38c973531d0e629cc2bc40be02cb9b
361,U1476,A,10,10-1,H,1,W,70/72-FORAM,0,2,82.4,82.42,,,,A,,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,,,P,,P,,,,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-10H-1-W 70/72-FORAM,221c86513a8821a306636c18e2acc360
361,U1476,A,10,10-2,H,2,W,70/72-FORAM,0,2,83.9,83.92,,,,A,,P,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,,,F,,P,,,,,,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-10H-2-W 70/72-FORAM,e98ab962fe6c84def3844a3da8fc373d
361,U1476,A,10,10-3,H,3,W,70/72-FORAM,0,2,85.4,85.42,,,,A,,P,,,,,,P,P,P,P,,,P,P,,,,P,,,,,,,R,,P,,,,,,,,,,,P,,,,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-10H-3-W 70/72-FORAM,4834fa4d15cc8478b562506bc3a59415
361,U1476,A,10,10-4,H,4,W,70/72-FORAM,0,2,86.9,86.92,,,,A,,P,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,,,F,,P,,,,,P,,,,P,,P,,,,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-10H-4-W 70/72-FORAM,87a06de4e65bb5c1838221059b1d4d50
361,U1476,A,10,10-5,H,5,W,70/72-FORAM,0,2,88.4,88.42,,,,A,,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,,,F,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-10H-5-W 70/72-FORAM,ce96488d446c53d5a8f0bd33fdff20cd
361,U1476,A,10,10-6,H,6,FORAM,,0,2,89.9,89.92,,,,A,,P,,,,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,,,,,,,,,P,,,,P,,,P,P,,P,P,,P,,,,,,,,361-U1476A-10H-6-FORAM,54459658ce649e7afc3eb3033dd5a774
361,U1476,A,10,10-CC,H,CC,PAL,FORAM,0,5,91.58,91.63,,,,A,,F,R,,F,,R,R,F,R,P,,,D,A,,,,R,,,,,R,,R,,R,,,R,,R,,,,R,R,,,,,,R,,R,R,R,F,R,,F,,,,,,,,361-U1476A-10H-CC-PAL-FORAM,256ef0324f120a9293d785ac3a72d21c
361,U1476,A,11,11-1,H,1,W,70/72-FORAM,0,2,91.9,91.92,,,,A,,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,,,P,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-11H-1-W 70/72-FORAM,df5321b5f451ff2d61b44382dbabd303
361,U1476,A,11,11-2,H,2,W,70/72-FORAM,0,2,93.4,93.42,,,,A,,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,,,P,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-11H-2-W 70/72-FORAM,9188e19aaf59e65ae74480f5e7685525
361,U1476,A,11,11-3,H,3,W,70/72-FORAM,0,2,94.9,94.92,,,,A,,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,,,P,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-11H-3-W 70/72-FORAM,52bf954be7945adcf0b4309ab2f82e7d
361,U1476,A,11,11-4,H,4,W,70/72-FORAM,0,2,96.4,96.42,,,,A,,P,,,,,P,P,P,P,,,,P,P,,,,P,,,,,,,P,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,P,,,R,,,,,,361-U1476A-11H-4-W 70/72-FORAM,00725e4d0f087412e984c7eb9e5c4f72
