Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1476,A,1,1-1,H,1,W,70/72-FORAM,0,2,0.7,0.72,,,,A,,,,,P,R,P,P,,,,,,P,P,,,,P,,R,,,,,R,,,,,,,P,,,R,F,,,,,R,,,R,,,,P,R,,,,,,,,,,361-U1476A-1H-1-W 70/72-FORAM,32e24d0e14ab0e29ad7c39404005c4d2
361,U1476,A,1,1-2,H,2,W,70/72-FORAM,0,2,2.2,2.22,,,,A,,,,,P,R,P,P,,,,,,P,P,,,,R,,,,,,,P,,,,,,,P,,,R,R,,,,,R,,,R,,,,P,R,,,,,,,,,,361-U1476A-1H-2-W 70/72-FORAM,8b657891aedfe3584e0fec2b0c373d84
361,U1476,A,1,1-3,H,3,W,80/82-FORAM,0,2,3.8,3.82,,,,A,,,,,P,R,P,P,,,,,F,P,P,,,,R,,,,,,,P,,,,,,,P,,,R,R,,,,,R,,,R,,,,P,R,,,,,,,,,,361-U1476A-1H-3-W 80/82-FORAM,d83478279f29f4e39ea840697b2e1ca7
361,U1476,A,1,1-4,H,4,FORAM,,0,2,5.2,5.22,,,,A,,,,,P,R,P,P,,,,,R,P,P,,,,R,,,,,,,P,,,,,,,P,,,A,F,,,,,R,,,F,,,,P,F,,,,,,,,,,361-U1476A-1H-4-FORAM,d6858e5ab4b3a1c327a99a159bf0c8af
361,U1476,A,1,1-CC,H,CC,PAL,FORAM,0,5,5.67,5.72,,,,A,,,,,R,R,F,A,F,,,,R,A,A,,,,F,,A,,,,,P,,,,,,,R,,,A,A,,,,,,,,F,P,,,A,F,,R,,,,,,,,361-U1476A-1H-CC-PAL-FORAM,69671c0e87fd6bf7ce5e75c9f71a44f1
361,U1476,A,2,2-1,H,1,W,70/72-FORAM,0,2,6.4,6.42,,,,A,,,,,P,,P,P,,,,,R,P,P,,,,R,,R,,,,,P,,,,,,,R,,,,F,,,,,,,,F,,,,P,R,,,,,,,,,,361-U1476A-2H-1-W 70/72-FORAM,2fe2bbbb0fef421215614ceff45efb85
361,U1476,A,2,2-2,H,2,W,70/72-FORAM,0,2,7.9,7.92,,,,A,,,,,P,,P,P,P,,,,R,P,P,,,,P,,R,,,,,P,,,,,,,P,,,R,F,,,,,R,,,F,,,,P,F,,R,,,,,,,,361-U1476A-2H-2-W 70/72-FORAM,1cd628fa45a2c6ad63c49828f609c014
361,U1476,A,2,2-3,H,3,W,70/72-FORAM,0,2,9.4,9.42,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,P,,,,,,,F,,,,,,,P,,,F,F,,,,,,,,R,,,,P,R,,R,,,,,,,,361-U1476A-2H-3-W 70/72-FORAM,c7441bb62898828bc5af34796932883a
361,U1476,A,2,2-4,H,4,W,70/72-FORAM,0,2,10.9,10.92,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,P,,,,P,,,P,,,,,,,P,,,F,F,,,,,,,,F,,,,P,F,,R,,,,,,,,361-U1476A-2H-4-W 70/72-FORAM,6d6435a2752bcbe8456aa4a593238170
361,U1476,A,2,2-5,H,5,W,70/72-FORAM,0,2,12.4,12.42,,,,A,,,,,P,,P,P,P,,,,,P,P,,,,P,,,,P,,,P,,,,,,,P,,,R,A,,,,,R,,,A,,,,P,F,,R,,,,,,,,361-U1476A-2H-5-W 70/72-FORAM,93ea8ac1a527d2f9563fb9a25b8b3498
