Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Comments,Anthocyrtidium angulare,Buccinosphaera invaginata,Collosphaera tuberosa,Pterocanium prismatium,Stylatractus universus,Pliocene - Pleistocene boundary,Anthocyrtidium euryclathrum,Anthocyrtidium jenghisi,Anthocyrtidium nosicaae,Didymocyrtis penultima,Lamprocyrtis neoheteroporos,Lamprocyrtis nigrinae,Lychnodictyum audax,Phormostichoartus doliolum,Phormostichoartus dolum,Phormostichoartus fistula,Pterocorys hertwigii,Stichocorys peregrina,Theocorythium trachelium trachelium,Theocorythium vetulum,Miocene - Pliocene boundary,Cyrtocapsella cornuta,Cyrtocapsella japonica,Artophormis gracilis,Botryostrobus miralestensis,Calocycletta costata,Calocycletta robusta,Calocycletta serrata,Calocycletta virginis,Carpocanopsis bramlettei,Carpocanopsis cristata,Carpocanopsis favosa,Cyrtocapsella tetrapera,Diartus hughesi,Diartus petterssoni,Didymocyrtis prismatica,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Eucyrtidium diaphanes,Siphostichartus corona,Stichocorys delmontensis,Stichocorys wolffii,Theocyrtis annosa,Oligocene - Miocene boundary,Carpocanopsis cingulata,Centrobotrys gravida,Centrobotrys petrushevskayae,Dorcadospyris papilio,Dorcadospyris pseudopapilio,Lithocyclia angusta,Lithocyclia crux,Lychnocanoma elongata,Lychnocanoma trifolium,Eocene - Oligocene boundary,Podocyrtis diamesa,Acrosphaera spinosa,Actinomma delicatulum,Actinomma sp.,Actinomma sp. A,Antarctissa denticulata,Anthocyrtidium ophirense,Archaeospongoprunum sp.,Bekoma bidartensis,Buryella clinata,Buryella tetradica,Calocyclas bandyca,Calocyclas hispida,Calocyclas turris,Calocycloma castum,Ceratospyris borealis,Cryptamphorella sp.,Cryptocarpium azyx,Cryptocarpium ornatum,Cycladophora bicornis,Cycladophora davisiana,Cycladophora pliocenica,Dictyophimus hirundo,Dictyoprora armadillo,Dictyoprora mongolfieri,Dictyoprora pirum,Didymocyrtis antepenultima,Didymocyrtis sp.,Eucyrtidium anomalum,Eucyrtidium calvertense,Eucyrtidium punctatum,Eucyrtidium sp.,Eusyringium fistuligerum,Eusyringium lagena,Hexacontium sp.,Lamprocyclas junonis,Lamprocyrtis nigriniae,Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lamptonium sanfilippoae,Liriospyris reticulata,Liriospyris sp.,Lithelius minor,Lithocyclia aristotelis gr.,Lophocyrtis jacchia,Lophocyrtis sp.,Lychnocanoma amphitrite,Lychnocanoma bellum,Lychnocanoma sp.,Lychnocanoma sp. B,Novixitus sp.,Otosphaera polymorpha,Phormocyrtis cubensis,Phormocyrtis striata exquisita,Phormocyrtis striata striata,Podocyrtis acalles,Podocyrtis ampla,Podocyrtis chalara,Podocyrtis dorus,Podocyrtis fasciolata,Podocyrtis goetheana,Podocyrtis helenae,Podocyrtis papalis,Podocyrtis sinuosa,Podocyrtis trachodes,Pterocanium praetextum,Pterocanium trilobum,Pterocodon (?) anteclinata,Pterocodon(?) ampla,Pterocodon(?) anteclinata,Pterocorys minythorax,Saturnalis circularis,Sethochytris triconiscus,Solenosphaera omnitubus procera,Spongatractus balbis,Spongocore sp.,Stylochlamydium asteriscus,Stylodictya multispina,Stylodictya validispina,Theocalyptra davisiana,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotyle venezuelensis,Theocotylissa alpha,Theocotylissa ficus,Tholospyris scaphipes,Thyrsocyrtis bromia,Thyrsocyrtis hirsuta,Thyrsocyrtis lochites,Thyrsocyrtis rhizodon,Thyrsocyrtis robusta,Thyrsocyrtis tensa,Thyrsocyrtis tetracantha,Thyrsocyrtis triacantha,Tristylospyris triceros,Paleocene-Eocene boundary,Bekoma campechensis,Orbula discipulus,Peritiviator (?) dumitricai,Pterocodon (?) poculum,Stylotrochus nitidus,Cretaceous-Paleogene boundary,Afens liriodes,Dictyomitra lamellicostata,Orbiculiforma renillaeformis,Siphocampe bassilis,Siphocampe daseia,Theocapsomma teren,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
362-U1481A-18R-1-W 18/20-RADS_KACH,0,2,1305.48,1305.5,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,18,R,1,W,29d820f1b5c9e9ce527441d743b2ac2f
362-U1481A-18R-CC-PAL,0,5,1307.14,1307.19,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,18,R,CC,PAL,b8a76cf7cda7895c895ef5dca29fbf4a
362-U1481A-19R-2-W 99/101-RADS_KACH,0,2,1317.35,1317.37,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,19,R,2,W,f751d4169a1c39926b5b0e37ac5d15d7
362-U1481A-19R-3-W 104/106-RADS_KACH,0,2,1318.9,1318.92,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,19,R,3,W,706041fe43e88beeb7c4ad502c461799
362-U1481A-19R-5-W 55/57-RADS_KACH,0,2,1320.7,1320.72,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,19,R,5,W,914323c51c8d08b8080e1c72a6c371e5
362-U1481A-19R-CC-PAL,0,5,1324.11,1324.16,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,19,R,CC,PAL,c1cce8f30e8a1d9e79c7388d61594872
362-U1481A-20R-CC-PAL,0,5,1327.14,1327.19,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,20,R,CC,PAL,50e12f8c494867f56eb05130d5d065c4
362-U1481A-21R-CC-PAL,0,5,1338.57,1338.62,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,21,R,CC,PAL,c61ab3f0c2509c3c5c076ee825c8902d
362-U1481A-22R-4-W 70/71-RADS_KACH,0,1,1348.44,1348.45,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,22,R,4,W,80c3d8c80fd1a04af30213a8ebf17f8d
362-U1481A-22R-CC-PAL,0,5,1349.08,1349.13,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,22,R,CC,PAL,d58e351a975e4e37f3a4cfea2dd0ffd0
362-U1481A-23R-1-W 66/68-RADS_KACH,0,2,1354.66,1354.68,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,23,R,1,W,3859b16b1197bc7e1b47419b96ccdf9d
362-U1481A-23R-CC-PAL,0,5,1360.55,1360.6,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,23,R,CC,PAL,5c349a7c2109563fd1462456b1a0eea9
362-U1481A-23R-CC-PAL-RADS_KACH,0,5,1360.64,1360.69,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,23,R,CC,PAL,c27e284ce072a49421ea4ce74f4f6a80
362-U1481A-24R-4-W 126/128-RADS_KACH,0,2,1368.97,1368.99,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,24,R,4,W,7f74be1d6196f3676021c8d99810d01d
362-U1481A-24R-5-W 84/86-RADS_KACH,0,2,1370.04,1370.06,,,,M [P45],C,Pyritized rads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,24,R,5,W,c62693794614c609661a2605bc3b02d5
362-U1481A-24R-6-W 83/85-RADS_KACH,0,2,1371.26,1371.28,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,24,R,6,W,a4b7c7b1fd1f036b6bc67153045436e0
362-U1481A-24R-8-W 29/31-RADS_KACH,0,2,1373.1,1373.12,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,24,R,8,W,a16ca03a0a289f4806ecace58272fa8e
362-U1481A-24R-8-W 38/40-RADS_KACH,0,2,1373.19,1373.21,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,24,R,8,W,06bc82021287471d7513df087c1549c3
362-U1481A-24R-CC-PAL,0,3,1373.51,1373.54,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,24,R,CC,PAL,52f8c8e1a37af4888c25276a7ed2419c
362-U1481A-24R-CC-PAL-RADS_KACH,0,3,1373.51,1373.54,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,24,R,CC,PAL,02e9330368e1d59bb51bf0720d68fbea
362-U1481A-25R-1-W 29/31-RADS_KACH,0,2,1373.69,1373.71,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,25,R,1,W,eb574e4e7e23209500113c188ade29e2
362-U1481A-25R-2-W 37/39-RADS_KACH,0,2,1374.78,1374.8,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,25,R,2,W,a99074ea7051c75c4de906053be11aa5
362-U1481A-25R-2-W 52/54-RADS_KACH,0,2,1374.93,1374.95,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,25,R,2,W,9b04748f9742d2bcbed37331c52d9be3
362-U1481A-25R-2-W 6/8-RADS_KACH,0,2,1374.47,1374.49,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,25,R,2,W,2573f9e4e523391aad3149bafebaa155
362-U1481A-25R-CC-PAL,0,5,1375.17,1375.22,,,,,B,Pyritized rads and silicaflagellates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,25,R,CC,PAL,edf2cc29cd123d732081c0da382d73a8
362-U1481A-25R-CC-PAL-RADS_KACH,0,5,1375.35,1375.4,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,25,R,CC,PAL,0f7c3e1581ddb6d3beb12ff15904e8a5
362-U1481A-26R-1-W 81/83-RADS_KACH,0,2,1375.91,1375.93,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,26,R,1,W,dbacb70396fe295bcacc62e426d7a35a
362-U1481A-26R-2-W 12/14-RADS_KACH,0,2,1376.66,1376.68,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,26,R,2,W,fc41a23a74f0b301f348ee31646dd210
362-U1481A-26R-4-W 32/33-RADS_KACH,0,1,1379.86,1379.87,,,,M [P45],F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,26,R,4,W,7ff473e7ef3354ec4b9b22fc65472264
362-U1481A-26R-5-W 54/55-RADS_KACH,0,1,1381.46,1381.47,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,26,R,5,W,5e60baf56066ea5b87303385c5e6feeb
362-U1481A-26R-CC-PAL,0,4,1382.2,1382.24,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,26,R,CC,PAL,33dcad757983cfd0ed0e374e4f597237
362-U1481A-26R-CC-PAL-RADS_KACH,0,4,1382.28,1382.32,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,26,R,CC,PAL,320085f9fda3376f9c04f5daf03128c8
362-U1481A-27R-1-W 64/65-RADS_KACH,0,1,1383.74,1383.75,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,27,R,1,W,b127c0fb27cd33fecf0147c1f511d856
362-U1481A-27R-2-W 87/87-DIAT,0,0,1385.32,1385.32,,,,M [P45],F,rads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,27,R,2,W,3b8c7d8140e07f219b9ee318a46607d0
362-U1481A-27R-3-W 40/42-RADS_KACH,0,2,1386.07,1386.09,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,27,R,3,W,ea62a789fc1613533d8075e403f337f9
362-U1481A-27R-5-W 33/35-RADS_KACH,0,2,1388.57,1388.59,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,27,R,5,W,e06589456088a3d25947679b16d28ed5
362-U1481A-27R-7-W 112/114-RADS_KACH,0,2,1390.96,1390.98,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,27,R,7,W,78de99d5fa7205543738bee7f9dc615c
362-U1481A-27R-7-W 33/35-RADS_KACH,0,2,1390.17,1390.19,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,27,R,7,W,3232e318a65de672a9c583331fa9bc73
362-U1481A-27R-CC-PAL-RADS_KACH,0,5,1391.76,1391.81,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,27,R,CC,PAL,d57fd4bfcaa3a185feb0e005bf16db0c
362-U1481A-28R-1-W 78/80-RADS_KACH,0,2,1393.58,1393.6,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,28,R,1,W,1a53f3c984f6de28a7697a6c2a511cab
362-U1481A-28R-2-W 35/37-RADS_KACH,0,2,1394.11,1394.13,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,28,R,2,W,df26aefcc18ecaecc71d4a3e3a4b728a
362-U1481A-28R-3-W 20/21-RADS_KACH,0,1,1394.83,1394.84,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,28,R,3,W,617e243c7634911fb6b8701ce3de0105
362-U1481A-28R-4-W 115/117-RADS_KACH,0,2,1397.13,1397.15,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,28,R,4,W,99e637f69af4f261749905e26b271087
362-U1481A-28R-5-W 20/22-RADS_KACH,0,2,1397.68,1397.7,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,28,R,5,W,0cf4d171c64e76898804bfb9c5e1999f
362-U1481A-28R-5-W 68/70-RADS_KACH,0,2,1398.16,1398.18,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,U1481,A,28,R,5,W,8f28070b9858f8f63d4daf783c90d907
