Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Amphistegina sp.,Bathysiphon sp.,Cibicidoides eocenicus,Cibicidoides grimsdalei,Cibicidoides havanensis,Cibicidoides laurisae,Cibicidoides pachyderma,Cibicidoides sp.,Cibicioides mundulus,Cribrostomoides subglobosus,Dorothia brevis,Eggerella bradyi,Fursenkoina complanata,Glandulina sp.,Globocassidulina moluccensis,Globocassidulina subglobosa,Gyroidina sp.,Haplophragmoides sp.,Karrerulina sp.,Lagena sulcata,Lepidocyclina sp.,Melonis barleeanum,Nodosaria longiscata,Nodosaria sp.,Nonionella sp.,Nuttalides sp.,Oridorsalis umbonatus,Planulina weullerstorfi,Pleurostomella cylindrica,Pullenia sp.,Pullennia simplex,Pyrgo sp.,Quinqueloculina sp.,Reophax sp.,Rhabdammina sp.,Rhizammina sp.,Saccammina sp.,Sigmavirgulina tortuosa,Sphaeroidina bulloides,Stilostomella abyssorum,Stilostomella sp.,Trifarina sp.,Uvigerina hispida,Uvigerina peregrina,Uvigerina sp.,General comment,File Data,Shore File Links,eodp_id
351-U1438E-14R-CC-PAL-FORAM,351,U1438,E,14,14-CC,R,CC,PAL,FORAM,0,0,969.99,969.99,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,055a37389cdf481860f25495c312cdfd
351-U1438E-15R-CC-PAL-FORAM,351,U1438,E,15,15-CC,R,CC,PAL,FORAM,0,6,982.78,982.84,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b032181cd5a848f9450aa788022e505
351-U1438E-16R-CC-PAL-FORAM,351,U1438,E,16,16-CC,R,CC,PAL,FORAM,0,5,992.16,992.21,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ddc6529e43f5c8e540b4ce941cc0c28
351-U1438E-17R-CC-PAL-FORAM,351,U1438,E,17,17-CC,R,CC,PAL,FORAM,0,5,1002.01,1002.06,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952914dfb7eb9fbc793fc2552a45c8a6
351-U1438E-18R-CC-PAL-FORAM,351,U1438,E,18,18-CC,R,CC,PAL,FORAM,0,0,1011.75,1011.75,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab4ddbcaa6e76b94ebc7a5a51742ac09
351-U1438E-19R-CC-PAL-FORAM,351,U1438,E,19,19-CC,R,CC,PAL,FORAM,0,0,1022.07,1022.07,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dce52e5965fec792237f5c1b4a40a8dc
351-U1438E-20R-CC-PAL-FORAM,351,U1438,E,20,20-CC,R,CC,PAL,FORAM,0,0,1030.65,1030.65,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a911d972010148b306811f8a3e3b913c
351-U1438E-21R-CC-PAL-FORAM,351,U1438,E,21,21-CC,R,CC,PAL,FORAM,0,0,1040.91,1040.91,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85164e2accba2e0ff288de94ce7585bb
351-U1438E-22R-CC-PAL-FORAM,351,U1438,E,22,22-CC,R,CC,PAL,FORAM,0,5,1051.33,1051.38,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68a0d60c7888091ca940005dd227bfa7
351-U1438E-23R-CC-PAL-FORAM,351,U1438,E,23,23-CC,R,CC,PAL,FORAM,0,4,1060.46,1060.5,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a049ce940d3e31c54087c23124b37e1d
351-U1438E-24R-CC-PAL-FORAM,351,U1438,E,24,24-CC,R,CC,PAL,FORAM,0,6,1068.49,1068.55,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ccd162f23e275974a364c279c535726
351-U1438E-25R-CC-PAL-FORAM,351,U1438,E,25,25-CC,R,CC,PAL,FORAM,0,5,1079.0,1079.05,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eab6395c5814ff2ca4a2566ed97661e3
351-U1438E-26R-CC-PAL-FORAM,351,U1438,E,26,26-CC,R,CC,PAL,FORAM,0,5,1086.33,1086.38,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688a9f2ea64e9a7d8f772f50214bcd2d
351-U1438E-27R-CC-PAL-FORAM,351,U1438,E,27,27-CC,R,CC,PAL,FORAM,0,7,1100.0,1100.07,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f16a312cfecc764320fb5c9e8d54dd8b
351-U1438E-28R-CC-PAL-FORAM,351,U1438,E,28,28-CC,R,CC,PAL,FORAM,0,0,1109.79,1109.79,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8083140b4ac0a0994021702541d5c19
351-U1438E-29R-CC-PAL-FORAM,351,U1438,E,29,29-CC,R,CC,PAL,FORAM,0,0,1119.15,1119.15,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1b4b966a4af239dd5fda5900a1dd08a
351-U1438E-30R-CC-PAL-FORAM,351,U1438,E,30,30-CC,R,CC,PAL,FORAM,0,0,1128.32,1128.32,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d4b2788d4ddca59b5b35cb4fcd40638
351-U1438E-31R-CC-PAL-FORAM,351,U1438,E,31,31-CC,R,CC,PAL,FORAM,0,0,1137.96,1137.96,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55ad6383d481f2f83700a61d6894761d
351-U1438E-32R-CC-PAL-FORAM,351,U1438,E,32,32-CC,R,CC,PAL,FORAM,0,7,1145.56,1145.63,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266b84ce1b98b435a9a1e7a4e1cbdecc
351-U1438E-33R-7-PAL-FORAM,351,U1438,E,33,33-7,R,7,PAL,FORAM,0,5,1157.98,1158.03,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50728bd4ac1eb906841e95159793e0b8
351-U1438E-34R-CC-PAL-FORAM,351,U1438,E,34,34-CC,R,CC,PAL,FORAM,0,6,1167.78,1167.84,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25514eadea2e26899e943cccaba264a5
351-U1438E-35R-CC-PAL-FORAM,351,U1438,E,35,35-CC,R,CC,PAL,FORAM,0,11,1176.92,1177.03,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb2c0f464f0e2e6ed4dc2afb51bda4c6
351-U1438E-36R-CC-PAL-FORAM,351,U1438,E,36,36-CC,R,CC,PAL,FORAM,0,5,1185.64,1185.69,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a1515ebcd881c2b50897442f55fa493
351-U1438E-37R-CC-PAL-FORAM,351,U1438,E,37,37-CC,R,CC,PAL,FORAM,0,7,1196.86,1196.93,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14fb5f9257015800be710c4aafab6f01
351-U1438E-38R-CC-PAL-FORAM,351,U1438,E,38,38-CC,R,CC,PAL,FORAM,0,7,1205.64,1205.71,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7480bcc0efe2cee60394beab28f1919
351-U1438E-39R-CC-PAL-FORAM,351,U1438,E,39,39-CC,R,CC,PAL,FORAM,0,6,1210.83,1210.89,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a2f154ef92634405bfb3c3d136e91aa
351-U1438E-40R-CC-PAL-FORAM,351,U1438,E,40,40-CC,R,CC,PAL,FORAM,0,9,1220.94,1221.03,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3969c57b34e98300a5101a9eba69bb16
351-U1438E-41R-CC-PAL-FORAM,351,U1438,E,41,41-CC,R,CC,PAL,FORAM,0,6,1230.6,1230.66,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24ef964bad6300d77905b1e1671bbd8
351-U1438E-42R-CC-PAL-FORAM,351,U1438,E,42,42-CC,R,CC,PAL,FORAM,0,5,1238.28,1238.33,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223591716f4529c69aa259bc51494995
351-U1438E-43R-CC-PAL-FORAM,351,U1438,E,43,43-CC,R,CC,PAL,FORAM,0,12,1250.51,1250.63,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4eec70ac61ac8c80203f65ea1925dd58
351-U1438E-44R-CC-PAL-FORAM,351,U1438,E,44,44-CC,R,CC,PAL,FORAM,0,10,1262.06,1262.16,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f62b597eb1ea669a5664ee547fd252c
351-U1438E-45R-CC-PAL-FORAM,351,U1438,E,45,45-CC,R,CC,PAL,FORAM,0,9,1271.18,1271.27,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611da06e878df47e85aac929cca3eea
351-U1438E-46R-CC-PAL-FORAM,351,U1438,E,46,46-CC,R,CC,PAL,FORAM,0,9,1279.65,1279.74,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856a435fb51dc225cbae0d3d4e12872c
351-U1438E-47R-CC-PAL-FORAM,351,U1438,E,47,47-CC,R,CC,PAL,FORAM,0,7,1290.47,1290.54,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97208850c52e840d527f806091027612
351-U1438E-48R-CC-PAL-FORAM,351,U1438,E,48,48-CC,R,CC,PAL,FORAM,0,10,1297.03,1297.13,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f056d9cfd3f43face930ac8879bb0ccb
351-U1438E-49R-CC-PAL-FORAM,351,U1438,E,49,49-CC,R,CC,PAL,FORAM,0,5,1303.48,1303.53,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e074250fd115f6941fc1f7999034f8c1
351-U1438E-50R-CC-PAL-FORAM,351,U1438,E,50,50-CC,R,CC,PAL,FORAM,0,10,1311.8,1311.9,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4de45ecfea5db36f24864865fea218f2
351-U1438E-51R-CC-PAL-FORAM,351,U1438,E,51,51-CC,R,CC,PAL,FORAM,0,10,1322.62,1322.72,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77cd71d82201dc3f3da43c5473065f23
351-U1438E-52R-CC-PAL-FORAM,351,U1438,E,52,52-CC,R,CC,PAL,FORAM,0,4,1334.25,1334.29,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e43ee8de923faf39b4d72f84a0e41d9
351-U1438E-53R-CC-PAL-FORAM,351,U1438,E,53,53-CC,R,CC,PAL,FORAM,0,6,1341.58,1341.64,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6fc8fe699ad1fadf07a1d95940ca081
351-U1438E-54R-CC-PAL-FORAM,351,U1438,E,54,54-CC,R,CC,PAL,FORAM,0,8,1352.56,1352.64,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11bc484e682982d78bc6e94ccee6eb4c
351-U1438E-55R-CC-PAL-FORAM,351,U1438,E,55,55-CC,R,CC,PAL,FORAM,0,5,1362.61,1362.66,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfbb90d1d527baff2decfed68bed54f0
351-U1438E-56R-CC-PAL-FORAM,351,U1438,E,56,56-CC,R,CC,PAL,FORAM,0,4,1369.2,1369.24,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158fb8ae89d426b41d9c0dd78455dc80
351-U1438E-57R-CC-PAL-FORAM,351,U1438,E,57,57-CC,R,CC,PAL,FORAM,0,6,1379.33,1379.39,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543456f45f2acd0d560c2863eda9abb9
351-U1438E-58R-CC-PAL-FORAM,351,U1438,E,58,58-CC,R,CC,PAL,FORAM,0,6,1388.05,1388.11,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1daccb94391fedffb18a6435c94d140e
351-U1438E-59R-CC-PAL-FORAM,351,U1438,E,59,59-CC,R,CC,PAL,FORAM,0,3,1397.16,1397.19,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b521b053359ca24ee87d58a10bfb195
351-U1438E-60R-CC-PAL-FORAM,351,U1438,E,60,60-CC,R,CC,PAL,FORAM,0,11,1401.52,1401.63,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270b13e8783816584bff4a0d7b01d9c5
351-U1438E-61R-CC-PAL-FORAM,351,U1438,E,61,61-CC,R,CC,PAL,FORAM,0,8,1408.32,1408.4,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28210ac0e6aab8c742363e30d1e30a07
351-U1438E-62R-CC-PAL-FORAM,351,U1438,E,62,62-CC,R,CC,PAL,FORAM,0,3,1413.07,1413.1,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790b2e92b37d0bfc1701a218fc05cad3
351-U1438E-63R-CC-PAL-FORAM,351,U1438,E,63,63-CC,R,CC,PAL,FORAM,0,9,1422.28,1422.37,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da13d3312e8b43b5caf3e565f26b3096
351-U1438E-64R-4-PAL-FORAM,351,U1438,E,64,64-4,R,4,PAL,FORAM,0,6,1433.54,1433.6,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f335f3dc50e757e63afae4a472003e5b
351-U1438E-65R-CC-PAL-FORAM,351,U1438,E,65,65-CC,R,CC,PAL,FORAM,0,6,1440.49,1440.55,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a11e53b6b634dc4b8f95c0e2475aa3c6
351-U1438E-66R-CC-PAL-FORAM,351,U1438,E,66,66-CC,R,CC,PAL,FORAM,0,3,1449.35,1449.38,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,014d511ad4b528664822673c33e62819
351-U1438E-67R-CC-PAL-FORAM,351,U1438,E,67,67-CC,R,CC,PAL,FORAM,0,3,1453.82,1453.85,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52445541455a1a4c040dee1f53c9c99d
351-U1438E-68R-CC-PAL-FORAM,351,U1438,E,68,68-CC,R,CC,PAL,FORAM,0,5,1459.29,1459.34,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ec44ec09a9067b3c94ccd4d6e52ef44
351-U1438E-69R-CC-PAL-FORAM,351,U1438,E,69,69-CC,R,CC,PAL,FORAM,0,4,1462.65,1462.69,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842fb77195bb7c2de25c798347c070ee
