Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus cristatus,Chiasmolithus grandis,Clausicoccus subdistichus,Coccolithus eopelagicus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Cyclicargolithus luminis,Discoaster adamanteus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster calcaris,Discoaster calculosus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster moorei,Discoaster neohamatus,Discoaster nodifer,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster sanmiguelensis,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster tanii,Discoaster triradiatus,Discoaster variabilis,Discoaster williamsii,Emiliania huxleyi,Florisphaera profunda,Gephyrocapsa omega,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (>5.5 microns),Gephyrocapsa sp. (4-5.5 microns),Helicosphaera ampliaperta,Helicosphaera bramlettei,Helicosphaera burkei,Helicosphaera carteri,Helicosphaera compacta,Helicosphaera euphratis,Helicosphaera sellii,Lanternithus minutus,Minylitha convallis,Nicklithus amplificus,Orthorhabdus serratus,Pontosphaera exilis,Pontosphaera millepuncta,Pontosphaera multipora,Pontosphaera punctosa,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra bisecta (>10 microns),Reticulofenestra bisecta (5-10 microns),Reticulofenestra circus,Reticulofenestra erbae,Reticulofenestra lockeri,Reticulofenestra pseudoumbilicus,Reticulofenestra sp. (5-7 microns),Reticulofenestra spp. small,Reticulofenestra umbilicus,Rhabdosphaera spp.,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conicus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus pospichalii,Sphenolithus predistentus,Sphenolithus pseudoheteromorphus,Sphenolithus spp.,Syracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Umbilicosphaera rotula,Umbilicosphaera sibogae,Zygrhablithus bijugatus,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
368-U1502A-12R-CC-PAL(15-20)-NANNO,0,5,480.18,480.23,NN11,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,F,,,,,,,,,,,,R,,,C,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,,,,R,,,SEVERE DISSOLUTION,,,,368,U1502,A,12,R,CC,PAL,474b6cee6eee60be780b2d79ceb05d5c
368-U1502A-13R-1-W 99/100-NANNO,0,1,481.59,481.6,NN11,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,C,,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEVERE DISSOLUTION,,,,368,U1502,A,13,R,1,W,ddc1fbde860f37038087179e2528a737
368-U1502A-13R-2-W 89/90-NANNO,0,1,483.0,483.01,NN11,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,R,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,13,R,2,W,042ce39aec9e5190040242b101a2b663
368-U1502A-13R-CC-PAL(0-5)-NANNO,0,5,486.82,486.87,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,13,R,CC,PAL,8dc0093d8e8de9e3b3f75f2ea80370ea
368-U1502A-14R-2-W 50/51-NANNO,0,1,492.2,492.21,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,14,R,2,W,66a7cb5fac5a3bf0f0e1469bc080ea5b
368-U1502A-14R-2-W 80/81-NANNO,0,1,492.5,492.51,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,14,R,2,W,4506b313d25fd614f442ff6044244db2
368-U1502A-14R-CC-PAL(7-12)-NANNO,0,5,497.21,497.26,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,14,R,CC,PAL,3322900a24de7005f56308ef6bfde21d
368-U1502A-15R-CC-PAL(11-16)-NANNO,0,5,500.65,500.7,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,15,R,CC,PAL,814087cbc8a254daba1b6cadf289671c
368-U1502A-16R-CC-PAL(0-5)-NANNO,0,5,509.6,509.65,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,16,R,CC,PAL,0a6b4c9f64277a0af0d96944ce3db161
368-U1502A-17R-CC-PAL(0-5)-NANNO,0,5,519.6,519.65,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,17,R,CC,PAL,68424b153e454292b2fe2bb1914cc781
368-U1502A-18R-CC-PAL(15-20)-NANNO,0,5,534.61,534.66,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,18,R,CC,PAL,f94c79a4dd022375343e93eef15726b4
368-U1502A-21R-CC-PAL(0-1)-NANNO,0,1,557.3,557.31,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,21,R,CC,PAL,5f9b7c3422df05f450f55c9fcf66ace7
368-U1502A-23R-CC-PAL(37-42)-NANNO,0,5,576.77,576.82,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,23,R,CC,PAL,c19bf988aa76019359773d9c68dd8d9c
368-U1502A-24R-CC-PAL(17-22)-NANNO,0,5,588.9,588.95,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,24,R,CC,PAL,a3b51b032328c3ce3c522474e63db94a
368-U1502A-25R-CC-PAL(7-12)-NANNO,0,5,602.45,602.5,NN10,P,C,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,C,F,,,,,,,,F,,,C,,F,,,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,368,U1502,A,25,R,CC,PAL,c97f239177055e12890b562c3984b2ec
368-U1502A-26R-CC-PAL(0-5)-NANNO,0,5,606.26,606.31,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,26,R,CC,PAL,7ac467112749c7394bf9923cb886f053
368-U1502A-27R-CC-PAL(0-1)-NANNO,0,1,614.6,614.61,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,27,R,CC,PAL,688eba904dc792d7480ac096d958d10a
368-U1502A-28R-CC-PAL(16-21)-NANNO,0,5,627.13,627.18,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,28,R,CC,PAL,4ee931035dbeadf369a2f1f3cf42b276
368-U1502A-29R-CC-PAL(26-31)-NANNO,0,5,643.41,643.46,NN10,M,C,,,,,,R,,,,,,,,,,,,R,,,,,,,R,,,C,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,DISCOASTER BROKEN & OVERGROWTH,,,,368,U1502,A,29,R,CC,PAL,fee888e68fe026f069b69735a799a5c6
368-U1502A-30R-5-W 26/27-NANNO,0,1,649.67,649.68,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,30,R,5,W,60099a43f0d45d8feafaf676f937573c
368-U1502A-30R-CC-PAL(16-21)-NANNO,0,5,653.22,653.27,NN10,P,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,R,R,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,C. floridanus?,,,,368,U1502,A,30,R,CC,PAL,43e4d43ab45a301edac8df18100742ce
368-U1502A-31R-6-W,0,0,660.45,660.45,NN9 - NN10,P,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,C,C,,,,,F,,,,,,,F,,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,368,U1502,A,31,R,6,W,fb962e4d0ca1b9cb0c953a6cebd27de0
368-U1502A-31R-CC-PAL(15-20)-NANNO,0,1,662.7,662.71,NN9 - NN10,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DISCOASTER BROKEN & OVERGROWTH,,,,368,U1502,A,31,R,CC,PAL,a63166e8197b9c03a076368b48966da6
368-U1502A-32R-CC-PAL(11-16)-NANNO,0,5,671.82,671.87,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,32,R,CC,PAL,1fa7ef9a22fd8a8b1efc383d41dabbb8
368-U1502A-33R-CC-PAL(19-24)-NANNO,0,5,679.03,679.08,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,33,R,CC,PAL,d54e9261131419b35fa3ad6ea6a94031
368-U1502A-34R-CC-PAL(18-23)-NANNO,0,5,688.87,688.92,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,34,R,CC,PAL,993ddd63a22dd9f8d64844ea148989dc
368-U1502A-35R-CC-PAL(0-5)-NANNO,0,5,698.8,698.85,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,35,R,CC,PAL,fa012cda011512aadab13a5a5e50b3fd
368-U1502A-36R-CC-PAL(0-5)-NANNO,0,5,710.41,710.46,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,36,R,CC,PAL,01b18b0b96940a0fb6bf6e121c58ddf8
368-U1502A-37R-CC-PAL(0-5)-NANNO,0,5,719.57,719.62,NN2,P,A,,,,,F,,,,,,,,,,,,,F,,,C,,,,,,,,,,A,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,C,,,,,R,,,,,,F,,,,F,,,,A,,F,F,,F,,,,,,,368,U1502,A,37,R,CC,PAL,5d2bfecca49872722ff04a688b7a5432
368-U1502A-38R-CC-PAL(0-5)-NANNO,0,5,728.27,728.32,NN2,M,A,,,,,F,,,,,,,,,,,,F,F,F,C,A,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,R,F,C,,,,,C,,,,,,F,,,,F,,,,A,,F,F,,F,,,,,,,368,U1502,A,38,R,CC,PAL,a7f7ce9d00cfa6f1c39efe2623aca6a4
368-U1502A-39R-CC-PAL(14-19)-NANNO,0,5,734.82,734.87,NN2,G,A,,,,,,,,,,,,,,,,,F,F,,C,A,,,,,,,,,,C,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,,,F,,,F,C,,,,C,,,F,C,,F,F,,,,,,,,,368,U1502,A,39,R,CC,PAL,50b1c21f44fccea787084efa9cb909dc
368-U1502A-40R-1-W 108/109-NANNO,0,1,740.18,740.19,UNDETM,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,40,R,1,W,eaf9a156086422af3ea0e94aa2233663
368-U1502A-40R-1-W 69/69-NANNO,0,0,739.79,739.79,NP23,M,A,,,,,,,,,,,,,,F,F,,,C,F,F,A,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,C,,C,F,C,C,,,,,,,,,,,,,F,,,,C,,C,,,,,,,,,,,,368,U1502,A,40,R,1,W,9e4a82bf9ca52f643a95bf2128691796
368-U1502A-40R-1-W 7/7-NANNO,0,0,739.17,739.17,NP23,M,A,,,,,,,,,,,,,,F,F,,,C,F,F,A,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,C,C,A,,,,,,,,,,,,,F,,,,C,,C,,,F,,,,,,,,,368,U1502,A,40,R,1,W,72034240e165778a3a6549baff6a45fd
368-U1502A-40R-2-W 121/121-NANNO,0,0,741.78,741.78,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,40,R,2,W,4fbd36a416c8ddc108cafc327cfad4fe
368-U1502A-40R-2-W 18/18-NANNO,0,0,740.75,740.75,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,40,R,2,W,fb67b4d11600ca044fe0a66303bb568a
368-U1502A-40R-2-W 70/70-NANNO,0,0,741.27,741.27,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,40,R,2,W,0662bdd5ed4fb2b6cce2368f63531475
368-U1502A-40R-5-W 74/75-NANNO,0,1,745.61,745.62,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,40,R,5,W,42a4569c760b764ffcdaddc617b50fb4
368-U1502A-40R-6-W 71/72-NANNO,0,1,747.08,747.09,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,40,R,6,W,d2489e0e6460b6c365ab0133daf1137a
368-U1502A-40R-CC-PAL(23-28)-NANNO,0,5,747.48,747.53,UNDETM,P,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,368,U1502,A,40,R,CC,PAL,82af2b776c04889eaceba839f6bb5cfd
368-U1502A-41R-2-W 36/37-NANNO,0,1,750.33,750.34,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,41,R,2,W,1b4e8a5b46cef2d19bde6175ecbe98a0
368-U1502A-41R-CC-PAL(18-23)-NANNO,0,5,750.67,750.72,UNDETM,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,A,41,R,CC,PAL,17f1140d8091206d8e514971ab4432bd
