Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Preservation,Group abundance,Percentage of radiolarians in total assemblage [%],Comment,Acrobotrys tritubus,Acrosphaera spinosa,Actinoma leptoderma,Amphirhopalum ypsilon,Anthocyrtidium angulare,Artophormis barbadensis,Artophormis gracilis,Bekoma bidartensis,Bekoma campechensis,Bekoma spp.,Botryostrobus miralestense,Buccinosphaera invaginata,Buryella clinata,Buryella pentadica,Buryella spp.,Buryella tetradica,Calocyclas bandyca,Calocyclas hispida,Calocyclas turris,Calocycletta caepa,Calocycletta cladara,Calocycletta costata,Calocycletta serrata,Calocycletta sp.,Calocycletta virginis,Calocycloma castum,Carpocanopsis bramlettei,Carpocanopsis cingulata,Carpocanopsis cristata,Carpocanopsis favosa,Centrobotrys gravida,Centrobotrys petrushevskayae,Centrobotrys thermophila,Collosphaera tuberosa,Corythospyris fiscella,Corythospyris jubata,Cryptocarpium azyx,Cycladophora campanula,Cycladophora robusta,Cyrtocapsa cornuta,Cyrtocapsella elongata,Cyrtocapsella japonica,Cyrtocapsella sp.,Cyrtocapsella tetrapera,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyoprora armadillo,Dictyoprora mongolfieri,Dictyoprora pirum,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris papilio,Dorcadospyris pseudopapilio,Eucyrtidium diaphanes,Eusyringium fistuligerum,Eusyringium lagena,Eusyringium striata striata,Flustrella sp.,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Lamptonium fabaeforme,Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lamptonium sanfilippoae,Liriospyris parkerae,Liriospyris stauropora,Lithocyclia angusta,Lithocyclia aristotelis,Lithocyclia crux,Lithocyclia ocellus,Lithopera bacca,Lithopera neotera,Lithopera renzae,Lithopera thornburgi,Lophocyrtis jacchia,Lychnocanoma amphitrite,Lychnocanoma bellum,Lychnocanoma trifolium,Lychnodictyum audax,Periphaena tripyramis triangula,Phomostichoartus corbula,Phormocyrtis cf. striata exquisita,Phormocyrtis cubensis,Phormocyrtis spp.,Phormocyrtis striata exquisita,Phormocyrtis striata striata,Phormostichoartus doliolum,Phormostichoartus fistula,Plannapus sp.,Podocyrtis  ampla,Podocyrtis  chalara,Podocyrtis acalles,Podocyrtis diamesa,Podocyrtis dorus,Podocyrtis fasciolata,Podocyrtis goetheana,Podocyrtis helenae,Podocyrtis mitra,Podocyrtis papalis,Podocyrtis phyxis,Podocyrtis sinuosa,Podocyrtis spp.,Podocyrtis trachodes,Pterocanium prismatium,Pterocodon (?) anteclinata,Pterocodon ampla,Pterocorys hertwigii,Rhopalocanium ornatum,Sethochytris triconiscus,Siphostichartus corona,Solenosphaera omnitubus,Spongaster berminghami,Spongaster pentas,Spongaster tetras tetras,Spongatractus balbis,Spongatractus pachystylus,Spongocore puella,Stichocorys delmontensis,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Theocorys anaclasta,Theocorythium trachelium trachelium,Theocorythium vetulum,Theocotyle ? spp.,Theocotyle conica,Theocotyle cryptocephala,Theocotyle ficus,Theocotyle nigrinae,Theocotyle nigriniae,Theocotyle venezuelensis,Theocotylisa alpha,Theocotylissa ficus,Theocotylissa spp.,Theocyrtis annosa,Theocyrtis tuberosa,Thyrsocyrtis bromia,Thyrsocyrtis hirsuta,Thyrsocyrtis lochites,Thyrsocyrtis rhizodon,Thyrsocyrtis robusta,Thyrsocyrtis tarsipes,Thyrsocyrtis tensa,Thyrsocyrtis tetracantha,Thyrsocyrtis triacantha,Trisolenia megalactis,Tristylospyris triceros,File Data,Shore File Links,eodp_id
351-U1438D-38R-CC-PAL-RADS,351,U1438,D,38,38-CC,R,CC,PAL,RADS,0,5,565.65,565.7,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12294197ad567a7b141d96811ebf209f
351-U1438D-39R-CC-PAL-RADS,351,U1438,D,39,39-CC,R,CC,PAL,RADS,0,5,576.79,576.84,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cc2eb472ad8021ab964e6219bf5cda0
351-U1438D-40R-CC-PAL-RADS,351,U1438,D,40,40-CC,R,CC,PAL,RADS,0,6,587.64,587.7,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053670d84f6730208aa908c2c60c8ca
351-U1438D-41R-CC-PAL-RADS,351,U1438,D,41,41-CC,R,CC,PAL,RADS,0,6,597.34,597.4,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15f76be937cce35170b75420a1e8f51c
351-U1438D-42R-CC-PAL-RADS,351,U1438,D,42,42-CC,R,CC,PAL,RADS,0,0,599.38,599.38,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f70ce306ea212149c2a95388eef32bd0
351-U1438D-43R-CC-PAL-RADS,351,U1438,D,43,43-CC,R,CC,PAL,RADS,0,0,612.72,612.72,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d4c7b9298b9daaf83321ebd2290777b
351-U1438D-44R-CC-PAL-RADS,351,U1438,D,44,44-CC,R,CC,PAL,RADS,0,6,624.79,624.85,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ff87500595917b1ee9ca4793cc7fa73
351-U1438D-45R-CC-PAL-RADS,351,U1438,D,45,45-CC,R,CC,PAL,RADS,0,0,635.47,635.47,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51f597e3b255f0c2f1368ab9facdc04c
351-U1438D-46R-CC-PAL-RADS,351,U1438,D,46,46-CC,R,CC,PAL,RADS,0,9,645.25,645.34,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66e46874271d211c103383ce4490198d
351-U1438D-47R-CC-PAL-RADS,351,U1438,D,47,47-CC,R,CC,PAL,RADS,0,7,652.58,652.65,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419dead0fd10e7880fd6f64c7f9402d5
351-U1438D-48R-CC-PAL-RADS,351,U1438,D,48,48-CC,R,CC,PAL,RADS,0,5,664.08,664.13,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0beff5b11e14a0bf1aaa356f6d1b4f5f
351-U1438D-49R-CC-PAL-RADS,351,U1438,D,49,49-CC,R,CC,PAL,RADS,0,5,674.29,674.34,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c2f7a87de1d4a6ce15769eeff5c6c59
351-U1438D-50R-CC-PAL-RADS,351,U1438,D,50,50-CC,R,CC,PAL,RADS,0,3,683.38,683.41,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1f7ef9edfdbc47a5ad8ec9a5536eee2
351-U1438D-51R-5-A 46/46-RADS,351,U1438,D,51,51-5,R,5,A,46/46-RADS,0,0,690.04,690.04,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56b8da249b1438a14c6888a7a44915f5
351-U1438D-51R-CC-PAL-RADS,351,U1438,D,51,51-CC,R,CC,PAL,RADS,0,5,693.59,693.64,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a64f672436eea7be51a37cf0a608e1e
351-U1438D-52R-CC-PAL-RADS,351,U1438,D,52,52-CC,R,CC,PAL,RADS,0,5,701.38,701.43,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b239afd1055e0ec4176b3c02abe979ac
351-U1438D-53R-CC-PAL-RADS,351,U1438,D,53,53-CC,R,CC,PAL,RADS,0,7,713.58,713.65,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065f5771f28fecd8a31811375bfa872
351-U1438D-54R-CC-PAL-RADS,351,U1438,D,54,54-CC,R,CC,PAL,RADS,0,0,723.29,723.29,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce997a79931b2c4b4835d944270980a0
351-U1438D-55R-CC-PAL-RADS,351,U1438,D,55,55-CC,R,CC,PAL,RADS,0,0,733.05,733.05,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be02f4a8ad066c5edb734ee59cdc03bc
351-U1438D-56R-CC-PAL-RADS,351,U1438,D,56,56-CC,R,CC,PAL,RADS,0,8,741.79,741.87,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cad66fff723b3f85729f4cc76c1f3a5
351-U1438D-57R-CC-PAL-RADS,351,U1438,D,57,57-CC,R,CC,PAL,RADS,0,12,750.69,750.81,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c51912d57ea960e7e0c78562fcf19101
351-U1438D-58R-CC-PAL-RADS,351,U1438,D,58,58-CC,R,CC,PAL,RADS,0,8,761.89,761.97,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d4e2fabd83819c962bcfb42220dbfad
351-U1438D-59R-7-PAL-RADS,351,U1438,D,59,59-7,R,7,PAL,RADS,0,0,771.22,771.22,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3b25280d2c197bfce844ed8dcc75ec5
351-U1438D-60R-CC-PAL-RADS,351,U1438,D,60,60-CC,R,CC,PAL,RADS,0,4,781.58,781.62,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d85a61d54c5e906bfb5198fd3840f3e6
351-U1438D-61R-CC-PAL-RADS,351,U1438,D,61,61-CC,R,CC,PAL,RADS,0,2,790.61,790.63,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828419621d14e0928e374d7514f48d4
351-U1438D-62R-CC-PAL-RADS,351,U1438,D,62,62-CC,R,CC,PAL,RADS,0,10,799.53,799.63,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a826872c383c78c2532a7115648baa98
351-U1438D-63R-CC-PAL-RADS,351,U1438,D,63,63-CC,R,CC,PAL,RADS,0,5,809.11,809.16,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22d01c6fb6e98be1fd813071a11c5b65
351-U1438D-64R-CC-PAL-RADS,351,U1438,D,64,64-CC,R,CC,PAL,RADS,0,5,818.3,818.35,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0b7fa164612e17d08b625ccd01e7f03
351-U1438D-65R-CC-PAL-RADS,351,U1438,D,65,65-CC,R,CC,PAL,RADS,0,11,828.92,829.03,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94c4e237b38d7f1ab0329ef4f578972a
351-U1438D-66R-CC-PAL-RADS,351,U1438,D,66,66-CC,R,CC,PAL,RADS,0,12,837.75,837.87,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a89a4ccec6ed56c7c9d523337fe7949
351-U1438D-67R-CC-PAL-RADS,351,U1438,D,67,67-CC,R,CC,PAL,RADS,0,10,847.75,847.85,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174fe2d5f2b9d37b2ccde0fd9138ad9f
351-U1438D-68R-CC-PAL-RADS,351,U1438,D,68,68-CC,R,CC,PAL,RADS,0,6,859.22,859.28,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d229ab5cee5806a2d9b74459ffa29367
351-U1438D-69R-CC-PAL-RADS,351,U1438,D,69,69-CC,R,CC,PAL,RADS,0,6,865.9,865.96,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e38a7b9577656e7d2364a0e397f1993a
351-U1438D-70R-CC-PAL-RADS,351,U1438,D,70,70-CC,R,CC,PAL,RADS,0,15,873.16,873.31,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea23d0ff5d7d9a6b769d6385e37009d2
351-U1438D-71R-CC-PAL-RADS,351,U1438,D,71,71-CC,R,CC,PAL,RADS,0,6,883.26,883.32,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367af0c4d170ccb60dbd066cb085277d
351-U1438D-72R-CC-PAL-RADS,351,U1438,D,72,72-CC,R,CC,PAL,RADS,0,5,895.04,895.09,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ece3ef20a3b00f9b6a26b6757abc7817
