Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1474,A,10,10-3,H,3,W,70/72-FORAM,0,2,85.1,85.12,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,P,P,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1474A-10H-3-W 70/72-FORAM,364b06a5e044d6368c2b79e45f9a78a2
361,U1474,A,10,10-4,H,4,W,70/72-FORAM,0,2,86.6,86.62,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,F,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1474A-10H-4-W 70/72-FORAM,715157a472eb37574ccfb9d6c005e04c
361,U1474,A,10,10-5,H,5,W,70/72-FORAM,0,2,88.1,88.12,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,R,P,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1474A-10H-5-W 70/72-FORAM,e15f1953f608048e84a3e46c7093dba1
361,U1474,A,10,10-6,H,6,W,70/72-FORAM,0,2,89.6,89.62,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,P,P,R,,,F,,R,,,,,A,,,,,,,,F,R,,R,,,,,R,P,R,,R,,P,,F,,,,,,R,,,P,,R,P,P,,,P,,,,,361-U1474A-10H-6-W 70/72-FORAM,fe43c55cb5915e703b12fda6da578ff7
361,U1474,A,10,10-CC,H,CC,PAL,FORAM,0,5,90.53,90.58,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,A,P,A,,P,F,,,,,,A,A,,,,F,,,,A,,,,,,,,R,,P,,P,,,,P,,,,,,,,A,A,,,F,,,,F,,,,,361-U1474A-10H-CC-PAL-FORAM,a099da131505e6733198d38cd27eac31
361,U1474,A,11,11-1,H,1,W,70/72-FORAM,0,2,91.6,91.62,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,R,P,,,,R,R,R,R,,,A,A,P,,,R,,,,,P,,R,,,,,R,,P,,,,,,F,,,,A,,,,,R,,R,R,,,,P,,,,,361-U1474A-11H-1-W 70/72-FORAM,df7a636121d38b4b7816aed3af3a49b1
361,U1474,A,11,11-2,H,2,W,70/72-FORAM,0,2,93.1,93.12,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,R,,F,,,F,R,,,,,A,A,R,,,R,,,,F,R,,R,,,,,R,,,,,,,,F,,,,,,R,,,R,,R,,F,,,P,,,,,361-U1474A-11H-2-W 70/72-FORAM,7f40c39e6991342b93f83824b4d51b66
361,U1474,A,11,11-3,H,3,W,70/72-FORAM,0,2,94.6,94.62,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,R,P,F,,P,F,R,F,R,,,A,A,P,,,,,,,F,P,,,,,,,R,,P,,,,,,R,,,,P,,R,,R,,,F,,P,,,P,,,,,361-U1474A-11H-3-W 70/72-FORAM,6262dcf8be4bd3df1366e619d99220c6
361,U1474,A,11,11-4,H,4,W,70/72-FORAM,0,2,96.1,96.12,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,R,,F,,,F,,F,,,,,A,,,,R,,,,F,R,,F,,,,,R,,,,,,,,F,,,,F,,R,,,P,,F,R,P,,,P,,,,,361-U1474A-11H-4-W 70/72-FORAM,015c6395179ab7b5931e71301f200f57
361,U1474,A,11,11-5,H,5,W,70/72-FORAM,0,2,97.6,97.62,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,F,R,F,,,F,,F,,,,A,A,,,,R,,,,,R,,P,,,,,R,,,,,,R,,F,,,,,,R,,R,R,,,P,P,,,,,,,,361-U1474A-11H-5-W 70/72-FORAM,9be1287dda5ed1973d10760b233f04c9
361,U1474,A,11,11-6,H,6,W,60/62-FORAM,0,2,99.0,99.02,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,F,P,F,,,R,,R,,,,A,A,,,,R,,,,F,P,,R,,,,,,,,,,,,,F,,,,,,R,,R,P,,R,,P,,,P,,,,,361-U1474A-11H-6-W 60/62-FORAM,cf724eb3e27057937057cb2ad78ba127
361,U1474,A,11,11-CC,H,CC,PAL,FORAM,0,5,99.78,99.83,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,A,P,A,,,,,R,,,,A,A,,,,R,,,,A,,,R,,,,,R,,,,,,,,F,,,,,,,,,F,,F,R,,,,P,,,,,361-U1474A-11H-CC-PAL-FORAM,d2a9d984ce921e96fe8e2b916f0dbe45
361,U1474,A,12,12-1,H,1,W,70/72-FORAM,0,2,101.1,101.12,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,R,,F,,,F,R,R,,,,A,A,R,,,R,,,,R,R,,R,,P,,,R,,P,,,,,,R,,,,,,R,,R,P,,F,,P,,,R,,,,,361-U1474A-12H-1-W 70/72-FORAM,2e9d054df0565e92aff49148d863d748
361,U1474,A,12,12-2,H,2,W,70/72-FORAM,0,2,102.61,102.63,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,F,,,,,F,R,R,P,,,A,A,R,,,F,,,,R,F,,R,,,,,F,,R,,,,,,F,,,,F,,R,,,P,,F,R,P,,,P,,,,,361-U1474A-12H-2-W 70/72-FORAM,2c13fe6821317895fec6551bd4fcbcea
361,U1474,A,12,12-3,H,3,W,70/72-FORAM,0,2,104.12,104.14,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",C,,,F,,R,,,R,,A,R,,,F,F,,,,F,,,,A,,,R,,R,,,R,,R,,,,,R,,,,,,,,,F,R,,,,,,,R,,,,,361-U1474A-12H-3-W 70/72-FORAM,577b928e628de61613b4f0de6870e4d0
361,U1474,A,12,12-4,H,4,W,70/72-FORAM,0,2,105.63,105.65,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",C,,,F,F,F,,,R,,A,,,,,,,,R,R,,,,,,,R,,,,,R,R,,R,,,,,,R,,,F,R,,A,,,R,,R,R,,,,,,,,361-U1474A-12H-4-W 70/72-FORAM,b792129f3779f018fe0b58496ad53c1c
361,U1474,A,12,12-5,H,5,W,70/72-FORAM,0,2,107.14,107.16,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",C,R,,F,F,F,,,R,R,,R,,,,A,,,,,,,,R,,,,,,,,R,,,R,,,R,,F,R,,,F,R,,R,,,R,,R,R,,,,,,,,361-U1474A-12H-5-W 70/72-FORAM,2825b6a94de42945660ed29c45c8d5dc
361,U1474,A,12,12-6,H,6,W,70/72-FORAM,0,2,108.66,108.68,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",C,,,F,F,F,,R,R,R,,R,,,,A,,,,,,,,R,F,,,,R,,,R,,R,R,,,,R,F,,,,R,F,,F,,,R,,R,R,,,,,,,,361-U1474A-12H-6-W 70/72-FORAM,90963d596bf29c24b1ddfbf95a4a56b9
361,U1474,A,12,12-CC,H,CC,PAL,FORAM,0,5,110.34,110.39,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",F,,,,P,F,,,R,,R,P,,,,D,,,,,,,,,,,,,,,,F,,R,,,,R,,A,,,,,,F,,R,,,,,R,,,,,,,,361-U1474A-12H-CC-PAL-FORAM,d86ef9b6cbc77248adb55373d0fd675d
361,U1474,A,13,13-2,H,2,W,70/72-FORAM,0,2,112.1,112.12,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,,R,F,,,F,F,F,,,,A,A,P,,,F,,,,,F,,F,,,,,P,,,,,,,,F,,,,,F,F,,,,F,,,F,,,,,,,,361-U1474A-13H-2-W 70/72-FORAM,647f068e091f3fd7733b63aa6a98181e
361,U1474,A,13,13-3,H,3,W,70/72-FORAM,0,2,113.6,113.62,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,,,F,,,F,R,A,,,,A,A,R,,,R,,,,R,R,,,,,,,P,R,R,,F,,R,,,,,,,,,,,,F,,P,R,,,,,,,,361-U1474A-13H-3-W 70/72-FORAM,e67a34baac6389106fc7628ced407eff
361,U1474,A,13,13-4,H,4,W,70/72-FORAM,0,2,115.11,115.13,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,,,R,,,F,R,A,,,,F,F,,,,R,,,,F,P,,R,,,,,P,,P,,F,,R,,,,,,P,F,,,P,,R,,,R,,,,,,,,361-U1474A-13H-4-W 70/72-FORAM,55da7f1b4cbb21dd2e8b336ec80ef473
361,U1474,A,13,13-5,H,5,W,70/72-FORAM,0,2,116.62,116.64,,PL5 (Indo-Pacific),"PL5 (Indo-Pacific) - Globorotalia pseudomiocenica Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",F,,,F,,F,,,R,R,A,R,,,A,F,,,,R,,,,R,,,R,,,,,F,,R,R,,,R,,,,,,R,,,,R,,R,,R,R,,,,,,,,361-U1474A-13H-5-W 70/72-FORAM,00e79cf6e05efd96da4e495fc9883b7d
361,U1474,A,13,13-6,H,6,W,70/72-FORAM,0,2,118.14,118.16,,PL4 (Atlantic),"PL4 (Atlantic) - Dentoglobigerina altispira Highest Occurrence Zone (Atlantic) (Gradstein et al., 2012)",A,,P,,,F,,,R,,F,,,,A,A,P,,,R,,,,,,,R,,,,,,P,P,P,P,,,,F,,,,F,P,,,,,,,,P,,,,,,,,361-U1474A-13H-6-W 70/72-FORAM,4573864baf9e3fb1f30383229dddf5ad
361,U1474,A,13,13-7,H,7,W,60/62-FORAM,0,2,119.15,119.17,,PL4 (Indo-Pacific),"PL4 (Indo-Pacific) - Dentoglobigerina altispira Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,R,F,F,F,,,R,R,,,,,A,A,F,,,R,,,,R,,,R,,,,,F,,F,F,,,F,,,,,,,R,,,,,R,,R,R,,,,,,,,361-U1474A-13H-7-W 60/62-FORAM,be7d25b1a1a1eed44f4138e6494ddaf7
361,U1474,A,13,13-CC,H,CC,PAL,FORAM,0,5,119.54,119.59,,PL4 (Indo-Pacific),"PL4 (Indo-Pacific) - Dentoglobigerina altispira Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",F,,R,,R,R,,,P,,F,,,,A,F,F,,,P,,,,R,R,,,,,,,F,,,,,,,P,R,,,,,F,,,R,,F,,,R,,,,,,,,361-U1474A-13H-CC-PAL-FORAM,39c4ba5956dc3bac5877021a0900ae14
361,U1474,A,14,14-2,H,2,W,70/72-FORAM,0,2,121.61,121.63,,PL4 (Indo-Pacific),"PL4 (Indo-Pacific) - Dentoglobigerina altispira Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,R,R,,,,,F,F,F,,,,A,,R,,,R,,,,,,,R,,,,,R,P,,,,,R,,F,,,,,R,F,,,,F,R,,R,,,,,,,,361-U1474A-14H-2-W 70/72-FORAM,2c18df55eed7ce2fa2d225b2c1603683
361,U1474,A,14,14-3,H,3,W,70/72-FORAM,0,2,123.1,123.12,,PL4 (Indo-Pacific),"PL4 (Indo-Pacific) - Dentoglobigerina altispira Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,R,,,,,,,,R,,,,A,A,,,,,,,,F,,,R,,,,,R,P,P,,,,P,,R,,,,,P,R,,P,,F,P,,,,,,,,,,361-U1474A-14H-3-W 70/72-FORAM,5ad02da629da6814606f81603423d1a9
361,U1474,A,14,14-4,H,4,W,70/72-FORAM,0,2,124.6,124.62,,PL4 (Indo-Pacific),"PL4 (Indo-Pacific) - Dentoglobigerina altispira Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,R,F,R,R,,,F,,,,,,A,F,R,,,,,,,,,,,,,,,F,F,,R,,,F,,R,,,,,,,R,,,R,,A,F,,,,,,,,361-U1474A-14H-4-W 70/72-FORAM,b22a51e2e7ca746d1fa00639f0d0eac6
361,U1474,A,14,14-5,H,5,W,70/72-FORAM,0,2,126.1,126.12,,PL4 (Indo-Pacific),"PL4 (Indo-Pacific) - Dentoglobigerina altispira Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,R,F,,F,P,,,,F,,,,F,F,,,,,,,,,,,,,,,,F,A,R,,,,F,R,,,,,,,,F,,,F,,,A,,,,,,,,361-U1474A-14H-5-W 70/72-FORAM,efdba51e5eda0bff391164654bd19110
361,U1474,A,14,14-CC,H,CC,PAL,FORAM,0,5,129.07,129.12,,PL4 (Indo-Pacific),"PL4 (Indo-Pacific) - Dentoglobigerina altispira Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",F,P,R,R,R,F,,R,,R,R,,,,F,F,,,,R,,,,R,,,,,,,,R,R,R,,,,R,,,,,,,P,,F,,,R,F,A,R,,R,,,,,,361-U1474A-14H-CC-PAL-FORAM,3a15a708653afc5516f717285d4696b2
361,U1474,A,15,15-1,H,1,W,70/72-FORAM,0,2,129.6,129.62,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,R,,,,,,F,,,,,,,A,,,,F,,,,,,,,,,,,R,R,R,,,,,P,,,,,,,,F,R,R,R,F,,R,,P,,,,,,361-U1474A-15H-1-W 70/72-FORAM,d54b27b358fc6813d079844c9fb17c23
361,U1474,A,15,15-2,H,2,W,70/72-FORAM,0,2,131.11,131.13,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,P,,F,,F,,R,R,,F,,,,F,,,,,R,,,,,,,,,,,,R,,,F,,,,,F,,,,,F,,,,P,R,,F,,,R,,,,,,361-U1474A-15H-2-W 70/72-FORAM,7cdfa55810539649c166e87fdb40f1b0
361,U1474,A,15,15-3,H,3,W,70/72-FORAM,0,2,132.62,132.64,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",F,P,R,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,F,,F,,,F,,,,,,R,,,,,,R,,,R,,P,,,,,,361-U1474A-15H-3-W 70/72-FORAM,085086913ee5b5febd9593ec1df6257a
361,U1474,A,15,15-4,H,4,W,70/72-FORAM,0,2,134.13,134.15,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,P,F,,,F,,,,,,,,,A,,R,,,,,,,,,,,,,,,F,F,R,A,,,R,,,,,,,R,,F,,,R,,F,,,R,,,,,,361-U1474A-15H-4-W 70/72-FORAM,84712e42441c35d956b65cee06deaf5b
361,U1474,A,15,15-5,H,5,W,70/72-FORAM,0,2,135.63,135.65,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,F,,F,,,,,F,,,,R,F,R,,,,R,,,,R,,R,,,,,,,R,R,,,R,R,,,,,R,R,,F,,,R,,R,R,,R,,,,,,361-U1474A-15H-5-W 70/72-FORAM,6ae0d0092fbbeedae156ccc13e106e57
361,U1474,A,15,15-6,H,6,W,70/72-FORAM,0,2,137.14,137.16,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",C,,F,,,,,,,R,A,,,,,F,R,,,,,,,,R,,R,,,,,R,,,F,,,R,,,,,,,,,,,,R,,R,R,,R,,,,,,361-U1474A-15H-6-W 70/72-FORAM,b8b748dedf73e8aac7e64de4fab99906
361,U1474,A,15,15-CC,H,CC,PAL,FORAM,0,5,138.93,138.98,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",C,,R,,,,,,P,R,F,,,,,F,,,,F,,,,,R,,R,,,,,,,P,,,,,,,,,,,,,R,R,,R,,R,R,,R,,,,,,361-U1474A-15H-CC-PAL-FORAM,84464b31b11bd02bb4c64124ab793532
361,U1474,A,16,16-1,H,1,W,70/72-FORAM,0,2,139.1,139.12,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,F,,R,,,F,R,A,,,,A,A,,,,P,,,,F,P,,R,,,,,R,P,P,,,,P,,,,,,R,P,,,P,,R,,P,P,,R,,,,,,361-U1474A-16H-1-W 70/72-FORAM,50038d96a22329326eb62369cabf794c
361,U1474,A,16,16-2,H,2,W,70/72-FORAM,0,2,140.6,140.62,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",C,,P,R,R,F,,,F,,A,,,,A,,,,,,,,,F,R,,R,,,,,,R,P,,,,R,,R,,,,R,R,,,,,R,P,P,,,P,,,,,,361-U1474A-16H-2-W 70/72-FORAM,35f3f4f02ee800f9bb4bd04fe3b42366
361,U1474,A,16,16-3,H,3,W,70/72-FORAM,0,2,142.1,142.12,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,P,,R,F,,,F,,A,,,,A,,P,,,,,,,F,R,,R,,,,,R,R,R,,,,R,,R,,,,F,R,,,,,R,P,P,,,P,,,,,,361-U1474A-16H-3-W 70/72-FORAM,3e285ad273f9b54050a38c4bbbd58073
361,U1474,A,16,16-4,H,4,W,70/72-FORAM,0,2,143.6,143.62,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,P,R,,,,,R,R,A,,,,A,A,P,,,P,,,,F,R,,R,,,,,R,,P,,,,,,R,,,,,,,,,,F,,,P,,P,,,,,,361-U1474A-16H-4-W 70/72-FORAM,578815a4638e5ee123a7f251e05bff01
361,U1474,A,16,16-5,H,5,W,70/72-FORAM,0,2,145.1,145.12,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,P,,,F,,,F,R,F,,,,A,A,P,,,,,,,R,P,,R,,,,,R,,,,P,,,,F,,,,F,,R,,,,R,,P,P,,R,,,,,,361-U1474A-16H-5-W 70/72-FORAM,5a16a68f0c218293cce57774e9861b6b
361,U1474,A,16,16-6,H,6,W,70/72-FORAM,0,2,146.6,146.62,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,,R,R,R,,,R,P,A,,,,A,A,,,,P,,,,,P,,R,,,,,R,,,,,,P,,F,,,,F,R,,,,,,R,P,P,,R,,,,,,361-U1474A-16H-6-W 70/72-FORAM,366dd58f4d926cb484a82ec912780e5b
361,U1474,A,16,16-7,H,7,W,30/32-FORAM,0,2,147.32,147.34,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,R,R,,,,,F,P,A,,,,,A,P,,,,,,,F,P,,,,,,,,,,,,,P,,R,,,,F,R,,,,,R,,R,P,,R,,,,,,361-U1474A-16H-7-W 30/32-FORAM,60ff0d7e608c3797e2aaf5ec9ed21845
361,U1474,A,16,16-CC,H,CC,PAL,FORAM,0,5,148.07,148.12,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",F,,R,R,,,,,,R,R,,F,,,F,R,,,,,,,,,,F,,R,,,,,R,,,,R,,,,,,F,R,,R,,,R,,R,,,R,,,,,,361-U1474A-16H-CC-PAL-FORAM,2b2889167f059278869e24c2fb314c57
361,U1474,A,17,17-1,H,1,W,70/72-FORAM,0,2,148.6,148.62,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",C,,P,R,R,R,,,R,P,A,,,,,,,,,,,,,F,,,R,,,,,P,,,,,,F,,R,,,,,,,R,R,,F,,,,,,,,,,,361-U1474A-17H-1-W 70/72-FORAM,bde32d5253b3128b048054a58c825de3
361,U1474,A,17,17-2,H,2,W,70/72-FORAM,0,2,150.1,150.12,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,F,,P,,,,,R,A,,R,,F,F,R,,,R,,,,F,R,,R,,,,,R,,,,,,,,,,,,R,R,,,,,F,,,R,,F,,,,,,361-U1474A-17H-2-W 70/72-FORAM,69f8a1bbf8c1b177f98110eadca53120
361,U1474,A,17,17-3,H,3,W,74/76-FORAM,0,2,151.64,151.66,,PL3,"PL3 - Sphaeroidinellopsis seminulina Highest Occurrence Zone (Indo-Pacific) (Gradstein et al., 2012)",A,,F,R,,F,,,,,A,,R,,R,A,,,,R,,,,F,R,,,,P,,,R,,,,,,F,,F,,,,,F,,,,,,P,,R,,R,,,,,,361-U1474A-17H-3-W 74/76-FORAM,ee95ea01d3a41a23c1c9d35dc7fcccd5
361,U1474,A,17,17-4,H,4,W,70/72-FORAM,0,2,153.12,153.14,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",A,,,R,,F,,,,,A,,R,,R,A,,,,R,,,,F,R,,R,,,,,R,,,,,,,,,,,,R,F,R,,,,F,,,R,,R,,,,,,361-U1474A-17H-4-W 70/72-FORAM,e0dce3835de882801029df7343e7fc0c
361,U1474,A,17,17-5,H,5,W,70/72-FORAM,0,2,154.62,154.64,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",C,,R,,,,,,,A,A,,R,,F,A,R,,,F,,P,,F,P,,,,,,,R,,,,,,F,R,,,,,,R,R,,,,,,,R,,R,,,,,,361-U1474A-17H-5-W 70/72-FORAM,44c23f85fb160a94820891c8fb11190a
361,U1474,A,17,17-6,H,6,W,26/28-FORAM,0,2,155.69,155.71,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",C,,F,F,,F,,,,,F,,,,F,F,,,,F,,P,,F,P,,R,,,,,R,,,,,,P,,,,,,F,,P,,,,R,F,,P,,P,,,,,,361-U1474A-17H-6-W 26/28-FORAM,29076497aaaba81d9867127b3023d707
361,U1474,A,17,17-7,H,7,W,20/22-FORAM,0,2,157.14,157.16,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",C,,R,,R,,,,R,F,F,,,,,A,,,,,,,,F,R,,,,,,,R,,R,,,,,,R,,,,F,F,R,,,,R,,,P,,R,,,,,,361-U1474A-17H-7-W 20/22-FORAM,e10af189d16c4e257fc88464bd5324fe
361,U1474,A,17,17-CC,H,CC,PAL,FORAM,0,5,157.95,158.0,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",F,,F,R,R,F,,,,R,F,,,,,F,,,R,,,F,,,F,,,,,P,,,,,,,,R,,,,,,,,,R,,,F,,R,R,,R,,,,,,361-U1474A-17H-CC-PAL-FORAM,4ac7c52b4b54728f8495f91b02f27d1d
361,U1474,A,18,18-1,H,1,W,70/72-FORAM,0,2,158.1,158.12,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",A,,R,F,,F,,,F,,A,,F,,,F,,,,R,,,,R,R,,R,,,,,R,R,R,,,,R,R,R,R,,,F,R,,F,R,,R,,R,,,R,R,,,,,361-U1474A-18H-1-W 70/72-FORAM,48d827ccbc72ba4cf33beeb9f44de311
361,U1474,A,18,18-2,H,2,W,70/72-FORAM,0,2,159.6,159.62,,PL2,"PL2 - Globorotalia margaritae Highest Occurrence Zone (Gradstein et al., 2012)",A,,F,F,,F,,,F,R,F,,F,,,F,,,,R,,,,,R,,R,,R,,,R,,,,,,R,R,R,R,,,R,,,F,F,,R,,R,,,R,,,,,,361-U1474A-18H-2-W 70/72-FORAM,7183582cb83815474e2a876a950f00df
