Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Preservation,Group abundance,Comment,Actinocyclus ellipticus,Actinocyclus ellipticus f. lanceolata,Actinocyclus ellipticus var. javanica,Actinocyclus ellipticus var. spiralis,Actinocyclus hajosiae,Actinocyclus ingens,Actinocyclus moronensis,Actinocyclus radionovae,Actinoptychus spp.,Alveus marinus,Amphitetras spp.,Annellus californicus,Arachnoidiscus spp.,Asterolampra acutiloba,Asterolampra marylandica,Asteromphalus arachne,Asteromphalus elegans,Azpeitia africana (Janisch),Azpeitia apiculata,Azpeitia barronii,Azpeitia burky (Barron),Azpeitia nodulifera (Schmidt),Azpeitia nodulifera f. cyclopa (Jouse),Azpeitia oligocenia (Jouse),Azpeitia praenodulifera (Barron),Azpeitia salisburyana (Lohman),Azpeitia tabularis (Grunow),Azpeitia vetustissima (Pantocsek),Azpetia neocrenulata,Bacteriastrum hyalinum,Bogorovia veniamini Jouse emend Yanagisawa,Cavitatus jouseanus (Sheshukova-Poretzkaya),Cavitatus miocenica (Schrader),Cestodiscus peplum,Cestodiscus pulchellus,Cestodiscus pulchellus var. maculatus,Cestodiscus trochus,Chaetoceros spp.,Cocconeis spp.,Coscinodiscus blysmos,Coscinodiscus gigas var. diorama (Schmidt),Coscinodiscus lewisianus,Coscinodiscus lewisianus var. rhomboides,Coscinodiscus lewisianus var. robustus,Coscinodiscus lewisianus var. similis,Coscinodiscus loeblechii,Coscinodiscus marginatus,Coscinodiscus nodulifer,Coscinodiscus radiatus,Coscinodiscus rhombicus,Craspedodiscus coscinodiscus,Craspedodiscus elegans,Craspedodiscus rydei,Crucidenticula kanayae,Crucidenticula nicobarica (Grunow),Crucidenticula punctata (Schrader),Cyclotella spp.,Cyclotella striata (Kutzing),Dactyliosolen spp.,Denticulopsis hustedtii (Simonsen and Kanaya) emend. Yanagisawa and Akiba,Denticulopsis lauta (Bailey),Denticulopsis simonsenii,Dicladia spp.,Diploneis aestuari,Diploneis bombus,Diploneis smithii,Distephanosira architecturalis,Fragilariopsis cylindrica (Burckle),Fragilariopsis doliolus (Wallich),Fragilariopsis reinholdii (Kanaya ex Barron ex Baldouf),Grammatophora spp.,Hemiaulus spp.,Hemidiscus cuneiformis,Kisseleviella spp.,Macrora stella,Mediaria spp.,Melosira architecturalis,Navicula spectabilis,Navicula spp.,Nitzschia fossilis (Frenguelli),Nitzschia interruptestriata,Nitzschia jouseae,Nitzschia malinterpretaria,Nitzschia marina,Nitzschia miocenica,Nitzschia miocenica var. elongata,Nitzschia panduriformis var. minor,Nitzschia porteri Frenguelli sensu,Paralia sulcata,Pseudosolenia calcar-avis,Raphidodiscus marylandicus,Rhaphoneis spp.,Rhizosolenia hebetata,Rhizosolenia matuyamai,Rhizosolenia praebergonii,Rhizosolenia praebergonii var. robusta,Rhizosolenia setigera,Rhizosolenia spp.,Rocella gelida (Mann),Rocella gelida var. schraderi (Bukry),Rocella vigilans,Rossiella paleaecea (Grunow),Rossiella paleaecea var. elongata (Barron),Rossiella praepaleaecea (Schrader),Screptroneis hungarica,Shionodiscus oestrupii,Skeletonema spp.,Surirella fluminensis,Synedra tabulata var. rupicola,Thalassionema nitzschoides (Grunow),Thalassionema robusta,Thalassiosira brunii,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. aspinosa,Thalassiosira eccentrica (Ehrenberg),Thalassiosira fraga,Thalassiosira grunowii,Thalassiosira lineata,Thalassiosira miocenica,Thalassiosira oestrupii (Ostenfeld),Thalassiosira plicata,Thalassiosira praeconvexa,Thalassiosira primalabiata,Thalassiosira spinosa,Thalassiosira spumellaroides,Thalassiosira tappanae,Thalassiosira yabei (Barron) var. elliptica,Thalassiosira yabei (Kanaya),Thalassiothrix spp.,Trachyneis aspera,Triceratium pileus,Triceratium spp.,Xanthiopyxis spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
368-U1504A-2R-CC-PAL-DIAT,0,5,7.8,7.85,Fragilariopsis doliolus,P,C,,,,,,,,,,F,F,,,,,,,,,,,,F,F,,,,,,,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,R,R,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,F,,,,,,,,,C,,,,C,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,368,U1504,A,2,R,CC,PAL,adb46f829a2cba455bcca0989ecb5573
368-U1504A-3R-CC-PAL-DIAT,0,4,21.31,21.35,"""Fragilariopsis doliolus",P,C,,,,,,,,,,,F,,,,,,,,,,,,F,F,,,,,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,F,R,,,R,,,,,,,,,,,,,F,,R,,C,,,,,,,,,F,,,,,,,,,,,F,R,,,,,,,368,U1504,A,3,R,CC,PAL,12c552bed06e960259098f198be1762e
368-U1504A-4R-1-W 50/50-DIAT,0,0,27.7,27.7,,P,F,,,,,,,,,,,F,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,4,R,1,W,100fc6d94c5262407df9f91b82272b91
368-U1504A-4R-2-W 50/50-DIAT,0,0,29.21,29.21,,P,F,,,,,,,,,,,F,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,F,,,R,,,,,F,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,4,R,2,W,dd65080469a6847408abb17d6c84291d
368-U1504A-4R-3-W 50/50-DIAT,0,0,30.71,30.71,,P,F,,,,,,,,,,,F,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,4,R,3,W,598439e5baea50bfb8a190321d3589da
368-U1504A-4R-CC-PAL(10-15)-DIAT,0,5,31.7,31.75,"""Fragilariopsis doliolus",P,A,,,,,,,,,,R,F,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,,F,,,,R,,,,,,,,F,,,,,,,,F,,,,F,,,,F,,,,,,,,,F,,,,C,,,,,,,,,F,,,,,,,,,,,F,,,R,,,,,368,U1504,A,4,R,CC,PAL,05156cf8edf5689b466c5dc194514425
368-U1504A-5R-CC-PAL(12-17)-DIAT,0,5,38.48,38.53,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,5,R,CC,PAL,1f8807f66b652d26bf2da06a34d55b6b
368-U1504A-6R-CC-PAL(9-14)-DIAT,0,5,52.08,52.13,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,CC,PAL,5c62342ce714f817b422b5a062e33410
368-U1504A-7R-CC-PAL(0-5)-DIAT,0,5,59.73,59.78,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,7,R,CC,PAL,dfa36ec4a2c664f4663cd9b369b1a454
368-U1504A-8R-CC-PAL(14-19)-DIAT,0,5,73.51,73.56,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,CC,PAL,664898cc90d415bc7d4c9f46b50e51de
