Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Clavatorella bermudezi,Dentoglobigerina altispira,Globigerina angulisuturalis,Globigerina bulloides,Globigerina bulloides umbilicata,Globigerina praebulloides,Globigerina quinqueloba,Globigerina sp.,Globigerinatella insueta,Globigerinella calida,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sp.,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia crassula,Globorotalia exilis,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hessi,Globorotalia hirsuta,Globorotalia ikbei,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miozea,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia orientalis,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praefohsi,Globorotalia praeinflata,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia rikuchuensis,Globorotalia scitula,Globorotalia sp.,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita sp.,Globoturborotalita woodi,Neogloboquadrina acostaensis,Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina himiensis,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina inglei,Neogloboquadrina kagaensis,Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pseudopachyderma,Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Turborotalita humilis,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
346-U1423B-4H-4-W 53/54-FORAM,0,1,28.1,28.11,,,,M,D,100,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,4,H,4,W,217e8ec20adc9fff4c97e8e00fb5e3f0
346-U1423B-4H-6-W 64/65-FORAM,0,1,31.21,31.22,,,,M,D,90,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,4,H,6,W,0b522d5045b8f0ffe5fcf4c7f95f8c40
346-U1423B-4H-6-W 98/99-FORAM,0,1,31.55,31.56,,,,M,D,100,,,,,,A,R,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,4,H,6,W,64350edafb463f10e9d256e2196f3ea5
346-U1423B-5H-3-W 85/86-FORAM,0,1,36.45,36.46,,,,M,D,100,,,,,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,5,H,3,W,0455170baf65bc2b98da10b61c6716d5
346-U1423B-5H-4-W 135/136-FORAM,0,1,38.45,38.46,,,,G,D,100,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,5,H,4,W,624bec50756e64792a854fc91e74329f
346-U1423B-5H-7-W 32/33-FORAM,0,1,41.92,41.93,,,,G,D,100,,,,,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,5,H,7,W,cc7845c69e75ee0f72db2d33b111bc21
346-U1423B-6H-3-W 132/133-FORAM,0,1,46.42,46.43,,,,G,D,100,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,R,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,6,H,3,W,efb7683b9c33ca09881f11940cb20177
346-U1423B-6H-5-W 48/49-FORAM,0,1,48.58,48.59,,,,G,D,99,,,,,,A,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,R,,,,,,,,,,,,,,,,,,,,,346,U1423,B,6,H,5,W,fe5fd3b154accbd385be36aac2e71ebb
346-U1423B-7H-1-W 132/133-FORAM,0,1,52.92,52.93,,,,G,D,100,,,,,,D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,7,H,1,W,cb4a5b4d5be15cfd6651559b1e07816c
346-U1423B-7H-2-W 45/46-FORAM,0,1,53.55,53.56,,,,G,D,100,,,,,,D,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,A,,R,A,,R,,,,,,,,,,,,,,,,,,,,,346,U1423,B,7,H,2,W,cb3d8622fa136c45fec653bf0649a56d
346-U1423B-8H-2-W 118/119-FORAM,0,1,63.78,63.79,,,,M,D,88,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,8,H,2,W,c5640442ac793eebb33526ca50d5e8bd
346-U1423B-8H-6-W 43/44-FORAM,0,1,69.025,69.035,,,,G,D,95,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,8,H,6,W,c81376184b65fc2c14a234b3ccb2a0ca
346-U1423B-9H-2-W 50/51-FORAM,0,1,72.6,72.61,,,,P,D,100,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,F,,R,R,,R,,,,,,,,,,,,,,,,,,,,,346,U1423,B,9,H,2,W,4e34aa4626504cf4328e5f4ab71d6a2b
346-U1423B-9H-5-W 75/76-FORAM,0,1,77.35,77.36,,,,P,F,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,9,H,5,W,21a0b39a4bb530ba25b081864366db09
346-U1423B-10H-2-W 130/131-FORAM,0,1,82.86,82.87,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,10,H,2,W,9ca42ca3da8f09a49119a644c91a6348
346-U1423B-15H-4-W 30/31-FORAM,0,1,132.4,132.41,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,15,H,4,W,41aea3dcba24a3d8e63f4fe8bb51141b
346-U1423B-15H-CC-PAL,0,5,132.8,132.85,,,,M,A,81,,,,,,D,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,R,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,15,H,CC,PAL,6432d4dfa1315d7f22122a10630951c0
346-U1423B-16H-3-W 85/86-FORAM,0,1,136.45,136.46,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,16,H,3,W,7af083d73b952f950353192a78c843cf
346-U1423B-16H-CC-PAL,0,5,142.41,142.46,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,16,H,CC,PAL,1a19463eff5bd9f7403b2fb31b272167
346-U1423B-17H-6-W 75/92-FORAM,0,17,150.35,150.52,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,17,H,6,W,ca131562662435ba6586885c68369c88
346-U1423B-17H-CC-PAL,0,4,151.91,151.95,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,17,H,CC,PAL,809eb0283bb488b98b83d8d92898f9ad
346-U1423B-22H-CC-PAL,0,5,192.33,192.38,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,22,H,CC,PAL,1b6043940a535168e012a2c12e387fe2
346-U1423B-23H-CC-PAL,0,5,201.9,201.95,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,23,H,CC,PAL,ad03fa8e296142e20ffc707e6a17a0ff
346-U1423B-24H-CC-PAL,0,5,211.42,211.47,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,24,H,CC,PAL,7ffeb16473ad7c80f52f9162062d2274
