Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,General comment,Percentage of nannos in total assemblage [%],Diatoms and siliceous plankton comment,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus pacificanus,Calcidiscus premacintyrei,Calcidiscus tropicus,Calciosolenia spp.,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus cristatus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus telesmus,Chiasmolithus altus,Chiasmolithus consuetus,Chiasmolithus eograndis,Chiasmolithus gigas,Chiasmolithus nitidus,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiasmolithus spp.,Clausicoccus obrutus,Clausicoccus subdistichus,Coccolithus eopelagicus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10µm),Dictyococcites haqii,Dictyococcites hesslandii,Dictyococcites perplexus,Dictyococcites scrippsae,Dictyococcites spp. (<6 microns),Discoaster anartios,Discoaster asymmetricus,Discoaster aulakos,Discoaster barbadiensis,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster binodosus,Discoaster blackstockae,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster deflandrei,Discoaster diastypus,Discoaster druggii,Discoaster elegans,Discoaster exilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lenticularis,Discoaster lodoensis,Discoaster loeblichii,Discoaster mediosus,Discoaster musicus,Discoaster neohamatus,Discoaster neorectus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster salisburgensis,Discoaster surculus,Discoaster tamalis,Discoaster tanii,Discoaster tanii nodifer,Discoaster tanii ornatus,Discoaster triradiatus,Discoaster tristellifer,Discoaster variabilis,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia formosa,Florisphaera profunda,Florisphaera profunda var. elongata,Gephyrocapsa (small <4 microns),Gephyrocapsa aperta,Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Girgisia gammation,Hayaster perplexus,Hayella situliformis,Helicopontosphaera hyalina,Helicosphaera ampliaperta,Helicosphaera bramlettei,Helicosphaera carteri,Helicosphaera compacta,Helicosphaera euphratis,Helicosphaera granulata,Helicosphaera inversa,Helicosphaera recta,Helicosphaera sellii,Helicosphaera wallichii,Hughesius gizoensis,Isthmolithus recurvus,Markalius inversus,Minylitha convallis,Nannotetrina alata,Nannotetrina fulgens,Nannotetrina spp.,Neocrepidolithus spp.,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra dictyoda,Reticulofenestra gelida,Reticulofenestra hillae,Reticulofenestra lockeri,Reticulofenestra minuta,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra rotaria,Reticulofenestra samodurovii,Reticulofenestra spp. small,Reticulofenestra umbilicus (>14um),Rhabdosphaera clavigera,Rhabdosphaera gladius,Rhabdosphaera inflata,Rhomboaster cuspis,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conspicuus,Sphenolithus delphix,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus editus,Sphenolithus furcatolithoides,Sphenolithus heteromorphus,Sphenolithus intercalaris,Sphenolithus moriformis,Sphenolithus predistentus,Sphenolithus pseudoradians,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Syracosphaera pulchra,Tetralithoides symeonidesii,Thoracosphaera spp.,Toweius callosus,Toweius crassus,Toweius pertusus,Toweius spp.,Tranolithus orionatus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus digitalis,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbellosphaera tenuis,Umbilicosphaera hulburtiana,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Zygrhablithus bijugatus,Shore File Links,File Data,eodp_id
350-U1437E-38R-CC-PAL-NANNO,350,U1437,E,38,38-CC,R,CC,PAL,NANNO,0,5,1424.48,1424.53,,,,,,,,,,,,,,P,F,Almost barren (medium% of calcite),,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,?R,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38b4fedd2245c022e8b4d825e8c74f50
350-U1437E-39R-CC-PAL-NANNO,350,U1437,E,39,39-CC,R,CC,PAL,NANNO,0,5,1436.35,1436.4,,,,,,,,,,,,,,P,B,BARREN (low % of calcite),,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd3fe26df540c40f4e2c3fca771fd243
350-U1437E-40R-CC-PAL-NANNO,350,U1437,E,40,40-CC,R,CC,PAL,NANNO,0,5,1442.75,1442.8,,,,,,,,,,,,,,P,B,BARREN (low%of calcite),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a580bf28ae736f4af8af8c5e3c769e38
350-U1437E-41R-CC-PAL-NANNO,350,U1437,E,41,41-CC,R,CC,PAL,NANNO,0,5,1452.43,1452.48,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0444c2b97ef2293f0a59d0b4cb25025
350-U1437E-42R-CC-PAL-NANNO,350,U1437,E,42,42-CC,R,CC,PAL,NANNO,0,3,1462.44,1462.47,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f33f388cad192158590bc653f01b067
350-U1437E-43R-CC-PAL-NANNO9,350,U1437,E,43,43-CC,R,CC,PAL,NANNO,0,5,1468.44,1468.49,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffd319192e891a913ef1f5cf5955c98a
350-U1437E-45R-CC-PAL-NANNO,350,U1437,E,45,45-CC,R,CC,PAL,NANNO,0,1,1487.18,1487.19,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9f041a1541c9b3bed3b6197493eaba6
350-U1437E-46R-CC-PAL-NANNO,350,U1437,E,46,46-CC,R,CC,PAL,NANNO,0,5,1495.85,1495.9,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7269a8fe956118f811b583c9fffe5764
350-U1437E-47R-CC-PAL-NANNO,350,U1437,E,47,47-CC,R,CC,PAL,NANNO,0,1,1507.93,1507.94,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83aca6582ee2c6be30e2dcd58c051a35
350-U1437E-48R-CC-PAL-NANNO,350,U1437,E,48,48-CC,R,CC,PAL,NANNO,0,5,1516.49,1516.54,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5398c9d845f996ca79a2b6a6a68437c7
350-U1437E-49R-CC-PAL-NANNO,350,U1437,E,49,49-CC,R,CC,PAL,NANNO,0,5,1526.3,1526.35,,,,,,,,,,,,,,p,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f134ad13721112ab8a2d62fbfe0e0361
350-U1437E-50R-CC-PAL-NANNO,350,U1437,E,50,50-CC,R,CC,PAL,NANNO,0,5,1535.61,1535.66,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e1fc74016a153e63b799e00dbbc2dd6
350-U1437E-51R-CC-PAL-NANNO,350,U1437,E,51,51-CC,R,CC,PAL,NANNO,0,5,1545.46,1545.51,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764a1f06581c80369268633bda3ef7d2
350-U1437E-52R-CC-PAL-NANNO,350,U1437,E,52,52-CC,R,CC,PAL,NANNO,0,5,1554.5,1554.55,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c30ceb7d34bd009a30c30e7dca3fed8
350-U1437E-53R-CC-PAL-NANNO,350,U1437,E,53,53-CC,R,CC,PAL,NANNO,0,5,1564.68,1564.73,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c86ce142a221d9eb96d42ea51d6f88f
350-U1437E-55R-CC-PAL-NANNO,350,U1437,E,55,55-CC,R,CC,PAL,NANNO,0,5,1588.98,1589.03,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67be4d32c5e951c27112c1c54900e8d8
350-U1437E-57R-CC-PAL-NANNO,350,U1437,E,57,57-CC,R,CC,PAL,NANNO,0,5,1604.98,1605.03,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3e1baae4e050641c241339e5ad38b8e
350-U1437E-58R-CC-PAL-NANNO,350,U1437,E,58,58-CC,R,CC,PAL,NANNO,0,5,1614.13,1614.18,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7e933446a20409c642039b53a5668dc
350-U1437E-59R-CC-PAL-NANNO,350,U1437,E,59,59-CC,R,CC,PAL,NANNO,0,1,1624.15,1624.16,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db277ad3b3ecd98ac94012172bda0c05
350-U1437E-60R-1-W 127/127-NANNO,350,U1437,E,60,60-1,R,1,W,127/127-NANNO,0,0,1632.67,1632.67,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49667111d4f9e19e9acb18037c5cf99c
350-U1437E-63R-3-PAL-NANNO,350,U1437,E,63,63-3,R,3,PAL,NANNO,0,1,1665.02,1665.03,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564cbf921a82c83e6d864342b249072a
350-U1437E-64R-7-PAL-NANNO,350,U1437,E,64,64-7,R,7,PAL,NANNO,0,1,1679.6,1679.61,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601a325eee09f77385f58987f1987112
350-U1437E-65R-3-PAL-NANNO,350,U1437,E,65,65-3,R,3,PAL,NANNO,0,1,1684.35,1684.36,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb53c0875714ec8f892bf4cf3d4f4af7
350-U1437E-66R-6-PAL-NANNO,350,U1437,E,66,66-6,R,6,PAL,NANNO,0,1,1698.94,1698.95,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab00a3b731d25ff2ed668f4bc487415b
350-U1437E-67R-2-PAL-NANNO,350,U1437,E,67,67-2,R,2,PAL,NANNO,0,1,1701.65,1701.66,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f195f6f7f88d6f9514bab2b67f33119e
350-U1437E-68R-5-PAL-NANNO,350,U1437,E,68,68-5,R,5,PAL,NANNO,0,1,1707.27,1707.28,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42a602408a9ea42da88c52e6816fb869
350-U1437E-69R-3-PAL-NANNO,350,U1437,E,69,69-3,R,3,PAL,NANNO,0,1,1713.27,1713.28,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326cde6cb372379e4f551f6520d72a4a
350-U1437E-70R-7-PAL-NANNO,350,U1437,E,70,70-7,R,7,PAL,NANNO,0,1,1728.78,1728.79,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afffd5c65d05c068050e931caa9abba1
350-U1437E-71R-3-PAL-NANNO,350,U1437,E,71,71-3,R,3,PAL,NANNO,0,1,1732.55,1732.56,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8016caffd3e9c70753d753b686a058fa
350-U1437E-72R-5-PAL-NANNO15,350,U1437,E,72,72-5,R,5,PAL,NANNO15,0,1,1744.52,1744.53,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88bcdaae0ae1aba3566b905a69ddb75b
350-U1437E-73R-1-PAL-NANNO,350,U1437,E,73,73-1,R,1,PAL,NANNO,0,1,1749.23,1749.24,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc4a1d51cfa9c2a10b64c22e28539d24
