Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],No. specimens/tray,Preservation,Comment,Argilloecia spp.,Bairdoppilata spp.,Blind trachyleberidids,Bradleya spp.,Cletocythereis rastromarginata,Cytheralison sp.,Cytherella sp.,Cytheropteron spp.,Dutoitella crassinodosa,Dutoitella suhmi,Glencoeleberis? sp.,Krithe spp.,Legitimocythere acanthoderma,Oertliella? sp.,Philoneptunus paragravezia,Philoneptunus cf. tricolonos,Poseidonamicus spp.,Pseudobosquetina mucronalata,Sighted trachyleberidids,Xestolebris spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
371-U1509A-1R-CC-PAL-OSTRA,0,10,0,0.1,6.6,7,,0,,,1,,,0,1,,,,9,,,,,9,,,0,,,,371,U1509,A,1,R,CC,PAL,ca1f5c137a9340243436966aca6e58c5
371-U1509A-2R-CC-PAL-OSTRA,0,10,1.16,1.26,3.4,7,,0,,,0,,,0,0,,,,14,,,,,2,,,0,,,,371,U1509,A,2,R,CC,PAL,433f7368aff77e54b28d3240b8868c8a
371-U1509A-3R-CC-PAL-OSTRA,0,10,10.49,10.59,2.4,7,,0,,,0,,,0,0,,,,4,,,,,3,,,0,,,,371,U1509,A,3,R,CC,PAL,7e1848c5a54217910361a5fa210e1263
371-U1509A-4R-CC-PAL-OSTRA,0,10,22.36,22.46,3.8,4,,0,,,0,,,3,0,,,,5,,,,,7,,,0,,,,371,U1509,A,4,R,CC,PAL,74e5f976153295584eb15bb1f80c6622
371-U1509A-5R-CC-PAL-OSTRA,0,10,33.94,34.04,3,4,,1,,,0,,,1,0,,,,1,,,,,5,,,0,,,,371,U1509,A,5,R,CC,PAL,d46fd42e939e8aea4e71a1c1f5165139
371-U1509A-6R-CC-PAL-OSTRA,0,10,38.7,38.8,3.6,5,,0,,,5,,,0,1,,,,2,,,,,6,,,1,,,,371,U1509,A,6,R,CC,PAL,07b58c53797549f2fea6b7adba71a57a
371-U1509A-7R-CC-PAL-OSTRA,0,10,53.43,53.53,1.6,6,,0,,,2,,,0,1,,,,4,,,,,0,,,0,,,,371,U1509,A,7,R,CC,PAL,7b76945e08fb94f698171e3a9fd30c28
371-U1509A-8R-CC-PAL-OSTRA,0,10,61.68,61.78,0.3,6,,0,,,0,,,0,0,,,,1,,,,,0,,,0,,,,371,U1509,A,8,R,CC,PAL,8af1f1b9f5c4bb3f899eda62625a9421
371-U1509A-9R-CC-PAL-OSTRA,0,10,72.7,72.8,0.7,6,,0,,,1,,,0,0,,,,0,,,,,0,,,0,,,,371,U1509,A,9,R,CC,PAL,6e9540f6c71837d104a27a19717a5da1
371-U1509A-10R-CC-PAL-OSTRA,0,10,82.42,82.52,3.2,6,,0,,,3,,,1,3,,,,4,,,,,1,,,0,,,,371,U1509,A,10,R,CC,PAL,016b8541860af3d0f703180836862df7
