Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation palynofacies,Dinocysts,Sporomorphs,Prasinophytes,Acritarchs,Foraminiferal linings,Black phytoclasts,Brown phytoclasts,Amorphous organic matter,Saccate pollen,Nothofagus pollen,Other pollen,Spores,Fungal spores,Dinocysts reworked,Pollen/spores reworked,Total in situ dinocysts,Achomosphaera spp.,Aiora fenestrata,Areosphaeridium diktyoplokus,Arcticacysta sp.,Batiacasphaera sp.,Batiacasphaera cooperi,Batiacasphaera minuta,Batiacasphaera sphaerica,Brigantedinium spp.,Brigantedinium pyinei,Cerebrocysta spp.,Chiropteridium galea,Corrudinium sp.,Cryodinium meridianum,Deflandrea antarctica,Deflandrea phosphoritica,Distatodinium sp.,Edwardsiella sexispinosa,Enneadocysta,Filisphaera filifera,Gelatia inflata,Hystrichokolpoma sp.,Hystrichokolpoma bullatum,Hystrichokolpoma truncatum,Hystrichosphaeridium,Impagidinium sp.,Impagidinium pallidum,Impagidinium patulum,Invertocysta tabulata,Islandinium round brown/spiny,Lejeunecysta sp.,Lejeunecysta acuminata,Lejeunecysta adeliensis,Lejeunecysta attenuata,Lejeunecysta cowiei,Lejeunecysta katatonos,Lejeunecysta fallax,Lejeunecysta rotunda,Malvinia escutiana,Nematosphaeropsis labyrinthea,Operculodinium sp.,Operculodinium? eirikianum,Operculodinium janduchenei,Operculodinium piaseckii,Palaeocystodinium sp.,Phelodinium sp.,Pyxidinopsis sp.,Protoperidinium sp.1,Protoperidinium sp. 2,Protoperidinium sp. 3,Selenopemphix antarctica,Selenopemphix brinkhuisii,Selenopemphix dionaeacysta,Selenopemphix kepion,Selenopemphix nephroides,Selenopemphix undulata,Selenopemphix sp. 1,Spinidinium macmurdoense,Spiniferites elongatus,Spiniferites mirabilis,Spiniferites ramosus,Unipontidinium aquaeductum,Vozzhennikovia apertura,Leiosphaeridia sp.,Cymatiosphaera transparent sp. 1,Cymatiosphaera brown sp. 3,Cymatiosphaera brown sp. 4,Cymatiosphaera sp.,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
374-U1523B-5F-CC-PAL-PALY,0,5,60.32,60.37,,M,BR,BR,B,F,B,B,B,BR,B,B,B,BR,B,BR,BR,9,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-A,,,,,pieces of Eatonicysta ursulae,,,,374,U1523,B,5,F,CC,PAL,f98f0c3437f121e7e32b43a532cbece6
374-U1523B-7F-CC-PAL-PALY,0,5,70.25,70.3,,M,F,F,B,C,BR,B,B,BR,BR,B,B,B,B,F,BR,38,,,,,,,,,C-A,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,P,,P,,,,,,,C-A,,,,,1 transparent bag and 1 Eatonicysta,,,,374,U1523,B,7,F,CC,PAL,876e0daa4af5551d78760036ad7b5b64
374-U1523B-10F-CC-PAL-PALY,0,5,84.1,84.15,,G,C,F,C,C,R,B,B,BR,R,B,B,BR,BR,BR,BR,52,,,,,,,,,C-A,C-A,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,C-A,,C-A,,,1 Eatonicysta and Seleno/lejen striae,,,,374,U1523,B,10,F,CC,PAL,3cccb7f1adf87d92d6b89c501b16190c
374-U1523B-11F-CC-PAL-PALY,0,8,86.3,86.38,,P,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,2,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,374,U1523,B,11,F,CC,PAL,c67674b3ab716ed720499c1a02fb98a1
374-U1523B-18X-CC-PAL-PALY,0,5,108.47,108.52,,M,BR,BR,B,F,BR,F,F,B,B,B,B,B,C,F,F,5,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,P,P,,,,selen minys? Wrote as kepion,,,,374,U1523,B,18,X,CC,PAL,a991808a0c04040b7ed99cee63741234
374-U1523B-20F-CC-PAL-PALY,0,5,131.98,132.03,,M,BR,BR,BR,F,BR,F,F,B,B,B,B,B,F,F,F,8,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,,,,,,P,P,,P,,,Sel minys written as kepion Selenopemphix bothrion as sp. 1,,,,374,U1523,B,20,F,CC,PAL,049d78e2ce2210476072e6d990d3ba31
374-U1523B-22X-CC-PAL-PALY,0,2,135.61,135.63,,G,C,BR,BR,BR,A,F,C,BR,BR,B,BR,BR,B,BR,BR,55,,,,,,,,,C-A,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-A,,P,,,,P,,,,,,,,P,P,,P,,,,,,,374,U1523,B,22,X,CC,PAL,c565f928ef075b07dcaef2d951e2aec7
