Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Catapsydrax unicavus,Chiloguembelina cubensis,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina globosa,Dentoglobigerina sp.,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina druryi,Globigerina euapertura,Globigerina gortanii,Globigerina falconensis,Globigerina ouachitaensis,Globigerina praebulloides,Globigerina pseudovenezuelana,Globigerina quinqueloba,Globigerina rubescens (white),Globigerina rubescens (pink),Globigerina tapuriensis,Globigerina tripartita,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera (aequilateralis),Globigerinita glutinata,Globigerinita uvula,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sicanus,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia continuousa,Globorotalia crassaformis,Globorotalia crassula,Globorotalia decoraperta,Globorotalia exilis,Globorotalia fimbriata,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hirsuta,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miotumida,Globorotalia miozea,Globorotalia merotumida,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia plesiotumida,Globorotalia pertenuis,Globorotalia praefohsi,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia scitula,Globorotalia sp.,Globorotaloides suteri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globorotalia ungulata,Globoturborotalita obliquus,Globoturborotalita woodi,Glogoturborotalita sp.,Globorotaloides hexagona,Globorotaloides variabilis,Hantkenina alabamensis,Neogloboquadrina acostaensis,Neogloboquadrina continuosa,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia opima,Paragloborotalia semivera,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pseudohastigerina cf. naguewichiensis,Pseudohastigerina micra,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Subbotina angiporoides,Subbotina eocaena s.l.,Subbotina linaperta s.l.,Subbotinal yeguaensis s.l.,Tenuitella gemma,Tenuitella spp. N/A,Tenuitellinata angustiumbilicata,Turborotalia ampliapertura,Turborotalia cerroazulensis,Turborotalia cocoaensis,Turborotalia cunialensis,Turborotalia increbescens,Turborotalia pomeroli,Turborotalita humilis,Comment,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
349-U1433A-1H-CC-PAL-FORAMP,0,5,8.85,8.9,,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,"abundant radiolarian, many broken specimens. Apparently affected by dissolution.",,,349,U1433,A,1,H,CC,PAL,c311d4dbb824a7dc2dbbf71476c18334
349-U1433A-2H-CC-PAL-FORAMP,0,5,16.21,16.26,,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apparently affected by dissolution; abundant radiolarian .,,,349,U1433,A,2,H,CC,PAL,9597a4d642fcbd5939bcbc4e2ef34a85
349-U1433A-3H-CC-PAL-FORAMP,0,10,27.47,27.57,,,,,,,,,,,,,,G,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,"Only small forms (juvenile?), some small benthic forams (Discorbis, Florilus, Bolivina, Quinqueloculina etc.), abundant mica.",,,349,U1433,A,3,H,CC,PAL,177be1bef23f0c813dd98bbeb38c1676
349-U1433A-4H-CC-PAL-FORAMP,0,6,37.19,37.25,,,,,,,,,,,,,,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apparently affected by dissolution; a few small forms, wood fragments, some mineralized (Fe) worm tubes, some limonite aggregates",,,349,U1433,A,4,H,CC,PAL,8df351c8d04be6d3dc375f18b94ea8a0
349-U1433A-5H-CC-PAL-FORAMP,0,2,37.4,37.42,,,,,,,,,,,,,,G,R,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some small forms,,,349,U1433,A,5,H,CC,PAL,e12d42b50528de5572541300f23f51e7
349-U1433A-6H-CC-PAL-FORAMP,0,7,56.33,56.4,,,,,,,,,,,,,,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only small forms (juvenile),,,349,U1433,A,6,H,CC,PAL,6e89289892f0f4cfd90354f98a92be41
349-U1433A-7H-CC-PAL-FORAMP,0,5,66.35,66.4,,,,,,,,,,,,,,G,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,,,F,F,F,,,,F,,,,,,R,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate-good. Abundant mica and worm tubes.,,,349,U1433,A,7,H,CC,PAL,8befb73b2e92ae8660937016a0b4b827
349-U1433A-8H-7-PAL-FORAMP,0,5,75.25,75.3,,,,,,,,,,,,,,G,A,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,R,,,F,,,A,A,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,R,R,,,,,,,,R,,,,,,,,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,7,PAL,62efba031742c912fec8b3a469454716
349-U1433A-8H-7-PAL-FORAMP,0,5,75.25,75.3,,,,,,,,,,,,,,G,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineralized worm tubes present,,,349,U1433,A,8,H,7,PAL,5fc02eee93341d732d60267e32054a78
349-U1433A-9H-CC-PAL-FORAMP,0,5,79.55,79.6,,,,,,,,,,,,,,M,R,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,"some small formas; abundante worm tubes; benthic forms (i.e., Globobulimina and Bolivina).",,,349,U1433,A,9,H,CC,PAL,8328a84917e2cae506b09b88b1c5eba0
