Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],"Reworking comment (1= <1%, 2=light 1-10%, 3= >10%)",Group abundance,Comment (general),Preservation,Globigerinoides ruber (pink),Globorotalia tosaensis,Globigerinoides fistulosus,Globorotalia truncatulinoides,Globigerinoides extremus,Globorotalia miocenica,Globorotalia limbata,Globorotalia multicamerata,Dentoglobigerina altispira,Sphaeroidinellopsis seminulina,Pulleniatina primalis,Sphaeroidinella dehiscens,Globorotalia tumida,Globorotalia margaritae,Globoturborotalita nepenthes,Globorotalia merotumida,Globoquadrina dehiscens,Globorotalia lenguaensis,Neogloboquadrina acostaensis,Paragloborotalia mayeri,Fohsella fohsi,Fohsella robusta,Fohsella lobata,Fohsella peripheroacuta,Fohsella peripheroronda,Praeorbulina sicana,Globigerinatella insueta,Orbulina suturalis,Praeorbulina glomerosa,Catapsydrax dissimilis,Globigerina ciperoensis,Globigerinoides trilobus,Paragloborotalia kugleri,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
359-U1465C-4F-CC-PAL-FORAM >150,0,5,68.23,68.28,,,,M,,,,,,,C,,R,R,,,R,,,,,,,,,,,,,,,R,,,,P,,,,,359,U1465,C,4,F,CC,PAL,23867d2496771034d5cafc1e06c10031
359-U1465C-5F-CC-PAL-FORAM >150,0,5,72.69,72.74,,,,G,,,,,,R,C,,C,R,,,C,,,,,,,,,,,,,,,R,,,,P,,,,,359,U1465,C,5,F,CC,PAL,1772192b7e3b1dea1e45c70776b0b79c
359-U1465C-6F-CC-PAL-FORAM >150,0,5,74.96,75.01,,,few non-identifiable specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1465,C,6,F,CC,PAL,43a20d2911c83d65f07b937b89b08786
359-U1465C-15F-CC-PAL-FORAM >150,0,5,125.5,125.55,,,few non-identifiable specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,U1465,C,15,F,CC,PAL,5b2a17993d75a9459ea502aa39257b31
