Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1474,A,2,2-5,H,5,W,70/70-NANNO,0,0,12.1,12.1,,,,NN20,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G,A,,,C,A,A,,A,,,,,,C,,,P,F,,F,,,F,,,,C,,F,,F,,,,,,,F,C,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,C,,,R,,,,,361-U1474A-2H-5-W 70/70-NANNO,1fe4f0e1d7d6cfb974684e206c57865e
361,U1474,A,2,2-6,H,6,W,70/70-NANNO,0,0,13.6,13.6,,,,NN20,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",M,A,,,C,A,A,,C,,,,,,,,,,F,,C,,,C,,,,C,,F,,F,,,,F,,,F,,F,,F,F,F,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,A,,,F,,,,,361-U1474A-2H-6-W 70/70-NANNO,1f50e0c73bf9f5e9c62e03b70e42d4ec
361,U1474,A,2,2-7,H,7,W,27/27-NANNO,0,0,14.38,14.38,,,,NN20,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",M,C,,,C,A,A,,C,,,,,,C,,,,F,,C,,,F,,,,F,,,,,,,,,,,F,F,F,,F,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,A,,,F,,,,,361-U1474A-2H-7-W 27/27-NANNO,97226989c41229ff9c3890e0398e879d
361,U1474,A,2,2-CC,H,CC,PAL,NANNO,0,5,14.79,14.84,,,,NN20,"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G,A,,,F,A,A,,A,,,,,,,,,,,,C,,,C,,,,C,,,,,,R,,F,,,,C,F,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,F,,,,,,361-U1474A-2H-CC-PAL-NANNO,9646d0f54f4952ddce77137f8182f8fc
361,U1474,A,3,3-1,H,1,W,75/75-NANNO,0,0,15.65,15.65,"T Pseudoemiliania lacunosa (Gradstein et al., 2012)",T,0.44,NN19 - NN21,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012) to NN21 - Emiliania huxleyi (Gradstein et al., 2012)",M,A,,,F,A,A,,C,,C,,,,C,,,,F,,F,,,F,,,,C,,,,,,,,,,,,F,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1474A-3H-1-W 75/75-NANNO,ec5e6c356de78110e29e852585ba464d
361,U1474,A,3,3-2,H,2,W,75/75-NANNO,0,0,17.15,17.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,A,,A,,C,,C,,,,A,,P,,,,C,F,,F,,,,F,F,,,,,,,F,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,361-U1474A-3H-2-W 75/75-NANNO,92605d97090cfbfbb9b0a61065dbb7ca
361,U1474,A,3,3-3,H,3,W,75/75-NANNO,0,0,18.65,18.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,F,,A,,C,,C,,,,,F,,P,,,C,F,,,,,,,F,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,361-U1474A-3H-3-W 75/75-NANNO,a482ef376f676e22d6c4a126cc034e14
361,U1474,A,3,3-4,H,4,W,75/75-NANNO,0,0,20.15,20.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,A,,A,,C,,F,,,,A,F,P,,C,,F,F,F,F,,,,F,F,,,,,,,,,,C,F,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,361-U1474A-3H-4-W 75/75-NANNO,5a6d87a6944f750d0346671e69a9c4c3
361,U1474,A,3,3-5,H,5,W,75/75-NANNO,0,0,21.65,21.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,C,,A,,C,,A,,,C,A,C,,,,,F,F,F,F,,,,,,,,,,,,,,,,F,C,,F,,,,P,,,,,,P,,,,,,,,,,,,P,,,,F,,,,,,,,,,,,,,,,,,C,,,C,,,,,361-U1474A-3H-5-W 75/75-NANNO,9d9edb2e64d0bf7de6669271b803424c
361,U1474,A,3,3-6,H,6,W,50/50-NANNO,0,0,22.9,22.9,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,C,,A,,C,,C,,C,,C,C,,,,,C,F,F,F,,,,,,,,,,,,,,,F,F,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,C,,,,,361-U1474A-3H-6-W 50/50-NANNO,09bdfc04bd583a3b03b49a6074859edb
361,U1474,A,3,3-7,H,7,W,20/20-NANNO,0,0,23.6,23.6,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,C,,A,,C,,C,,,C,A,C,,,,,C,,F,F,,,,F,F,,,,,,,C,,,C,C,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1474A-3H-7-W 20/20-NANNO,d5fb949235f39788c09e745e0a4f9ad3
361,U1474,A,3,3-CC,H,CC,PAL,NANNO,0,5,24.16,24.21,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,F,,A,,C,,A,,,,,,,,F,,C,,,F,,,,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,P,,,,,361-U1474A-3H-CC-PAL-NANNO,d02095306c2f89c64306e63357ca867a
361,U1474,A,4,4-1,H,1,W,75/75-NANNO,0,0,25.15,25.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,C,,,,C,,C,,C,A,A,F,P,,C,,C,,P,C,,,,F,,,,,,,,F,,,,C,C,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1474A-4H-1-W 75/75-NANNO,326c58b1b030dc974998ace2a4348942
361,U1474,A,4,4-2,H,2,W,75/75-NANNO,0,0,26.65,26.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,F,,A,,C,,C,,,A,A,,,,C,,C,,F,C,,,,C,F,,,,,R,,C,,,C,F,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,A,,,,,,,,361-U1474A-4H-2-W 75/75-NANNO,0ed504200ea40279f143a4a78273e750
361,U1474,A,4,4-3,H,3,W,75/75-NANNO,0,0,28.15,28.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,C,,C,,A,,C,,F,C,A,,,,F,,C,,,C,,,,C,F,,,,,,,R,,,F,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1474A-4H-3-W 75/75-NANNO,b1dce998fb89a3ed9d0e62e55a6dc8dc
361,U1474,A,4,4-4,H,4,W,75/75-NANNO,0,0,29.65,29.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,A,,A,,C,R,F,C,A,,,,C,,C,,C,C,,,R,C,F,,,,,,,F,,,F,F,R,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1474A-4H-4-W 75/75-NANNO,d2a028519f0cc4bce778bf868652d683
361,U1474,A,4,4-5,H,5,W,75/75-NANNO,0,0,31.15,31.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,A,,A,,C,R,F,A,A,,,,R,,A,P,,C,,,,,,,,,C,,,F,,R,C,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,A,,,,,,,,361-U1474A-4H-5-W 75/75-NANNO,52efd045a39e0a151d88506ae26b1ebd
361,U1474,A,4,4-6,H,6,W,131/131-NANNO,0,0,33.21,33.21,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,F,,,,,F,,F,,F,,R,F,A,,,,,,F,,,P,,,,F,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1474A-4H-6-W 131/131-NANNO,496c4c101929de85f4707b34ebef6a94
361,U1474,A,4,4-6,H,6,W,75/75-NANNO,0,0,32.65,32.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,C,,R,,C,P,P,F,C,,,,,,C,P,,C,,,,,,,,,C,,,C,,,C,,F,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1474A-4H-6-W 75/75-NANNO,a2df78972a4f1ae2463cbbad4072f565
361,U1474,A,4,4-7,H,7,W,37/37-NANNO,0,0,33.77,33.77,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,C,,C,,C,R,,C,A,F,,,R,,C,,,C,,,,,,,,,,,,,,P,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,F,,,,,361-U1474A-4H-7-W 37/37-NANNO,e0444cb931b97133d3b62bfd7c10395c
361,U1474,A,4,4-CC,H,CC,PAL,NANNO,0,5,34.38,34.43,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,F,,C,,,,A,F,C,,,C,,,F,,C,F,,,,,,C,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,A,,,,,,,,361-U1474A-4H-CC-PAL-NANNO,7ea20fb75b52858df59bed61ac4f8527
361,U1474,A,5,5-5,H,5,W,75/75-NANNO,0,0,40.65,40.65,"Br Gephyrocapsa (>4 ï¿½m) (Gradstein et al., 2012)",Br,1.04,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,F,,C,,F,,C,C,C,A,A,F,,,F,,C,R,,F,,,,C,F,,,,,,,F,,,,C,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1474A-5H-5-W 75/75-NANNO,8db42bf6c6d61cd5f138844abe87e71f
361,U1474,A,5,5-6,H,6,W,75/75-NANNO,0,0,42.15,42.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,F,,,,C,C,A,A,A,,,,C,,C,,,F,,,,C,,,,,,,,C,,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,361-U1474A-5H-6-W 75/75-NANNO,953b3e2e8737ff49025de60a0b2e1784
361,U1474,A,5,5-7,H,7,W,37/37-NANNO,0,0,43.27,43.27,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,,,R,,C,C,A,A,A,,,,F,,A,F,,F,,,,C,,,,,,,,C,,,A,C,,,,,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1474A-5H-7-W 37/37-NANNO,26313bd9462e5457efb5b0ceafcf49f6
361,U1474,A,5,5-CC,H,CC,PAL,NANNO,0,5,43.84,43.89,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,C,,C,,C,,A,,A,,A,F,,,F,,F,C,,,,,,C,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1474A-5H-CC-PAL-NANNO,c789e5b862dabc943cfb6c7aedd369bc
361,U1474,A,6,6-2,H,2,W,75/75-NANNO,0,0,45.65,45.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,,,F,F,C,C,A,A,A,,,R,F,,C,F,,F,,,,C,,,,,F,,F,C,,,F,R,F,,,,F,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1474A-6H-2-W 75/75-NANNO,a55716f140c36d36a33dce1eaa206130
361,U1474,A,6,6-3,H,3,W,75/75-NANNO,0,0,47.15,47.15,"Bc Reticulofenestra asanoi (Gradstein et al., 2012)",Bc,1.14,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,,,,,C,R,A,A,A,C,P,,F,,C,F,F,C,,,,C,,,,,F,,P,F,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,361-U1474A-6H-3-W 75/75-NANNO,d5ef7a6230e7ceb62abe8ef1f1784412
361,U1474,A,6,6-4,H,4,W,75/75-NANNO,0,0,48.65,48.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,,,F,,C,F,C,A,A,,,R,C,,C,F,F,,,,,C,,,,,,,,C,,F,F,,F,,C,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,C,,,,,,,,361-U1474A-6H-4-W 75/75-NANNO,24168947d65a95dba12c435dfba7e9dc
361,U1474,A,6,6-5,H,5,W,75/75-NANNO,0,0,50.15,50.15,"T Gephyrocapsa (>5.5 ï¿½m) (Gradstein et al., 2012)",T,1.24,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,C,,C,C,C,C,C,A,A,,,,F,,C,F,,F,,,,C,,,,,,,,C,,C,,F,F,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,C,,,P,,,,,361-U1474A-6H-5-W 75/75-NANNO,ffb41544140a43474850e4abf65ae931
361,U1474,A,6,6-6,H,6,W,75/75-NANNO,0,0,51.65,51.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,,,C,,C,C,C,,C,A,C,,,P,C,,C,F,F,,P,,,C,,F,,,F,,,C,,F,C,F,C,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1474A-6H-6-W 75/75-NANNO,3ec8702a7fbd60ea56a45b15d2ffa650
361,U1474,A,6,6-CC,H,CC,PAL,NANNO,0,5,53.27,53.32,"T Helicosphaera sellii (Gradstein et al., 2012)",T,1.26,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",M,A,,,A,,A,,A,A,A,,,,,,,,F,,C,C,,C,,,,C,C,,,,,,,F,,F,,F,C,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,A,F,F,,,,,,361-U1474A-6H-CC-PAL-NANNO,ed92a3566312a6bdd5f0f4cefbda9694
361,U1474,A,7,7-2,H,2,W,75/75-NANNO,0,0,55.15,55.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,C,C,,A,A,,,C,C,A,,,,F,,C,F,F,F,,,,C,C,,,,F,,,C,,F,C,C,C,,C,F,F,C,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1474A-7H-2-W 75/75-NANNO,074fc68948d7968b7522ca7aa19dc65a
361,U1474,A,7,7-3,H,3,W,75/75-NANNO,0,0,56.65,56.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,A,,C,,,,C,,C,C,C,,,P,F,,C,F,,C,,,,C,F,,,,F,F,F,C,,F,C,C,C,,C,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,F,,,,,361-U1474A-7H-3-W 75/75-NANNO,389996b3969c0f700e659b61fce0facb
361,U1474,A,7,7-4,H,4,W,75/75-NANNO,0,0,58.15,58.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,A,,C,,C,F,C,,,C,A,,,,F,,C,F,F,C,,,,C,C,,,,,F,,C,,,C,C,C,,C,F,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,A,,,F,,,,,361-U1474A-7H-4-W 75/75-NANNO,b8384b605e6d3f7489d5dacdec1b271c
361,U1474,A,7,7-5,H,5,W,75/75-NANNO,0,0,59.65,59.65,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,A,,A,,A,F,C,,C,A,C,,,,F,,C,,F,F,,,,C,,,,,,,,C,,F,,C,C,,F,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,,,C,,,F,,,,,361-U1474A-7H-5-W 75/75-NANNO,9486145b8351204996992b024c24b772
361,U1474,A,7,7-6,H,6,W,75/75-NANNO,0,0,61.15,61.15,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,A,,A,,A,F,C,,C,C,A,,,,F,,C,F,F,C,P,,,C,F,,,,,F,,C,,,C,F,C,,,F,F,,,,,,,,,,,,,,,,,,,,P,,,,P,,P,,,,,,,,,,,,,,,,F,,,F,,,,,361-U1474A-7H-6-W 75/75-NANNO,45a7c97436aa9e97df89b5bea4b76fca
