Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
108, 658,A,Post Moratorium          ,      38.950,    0.270000,FO Emiliania huxleyi
,,,,,,
108, 658,A,Post Moratorium          ,      69.450,    0.460000,LO Pseudoemiliania lacunosa
,,,,,,
108, 658,A,Post Moratorium          ,      95.950,    1.040000,LO Globigerinoides obliquus
,,,,,,
108, 658,A,Post Moratorium          ,      99.250,    1.450000,LO Calcidiscus macintyrei
,,,,,,
108, 658,A,Post Moratorium          ,     125.800,    1.890000,LO Discoaster brouweri
,,,,,,
108, 658,A,Post Moratorium          ,     140.000,    2.070000,FO acme Discoaster triradiatus
,,,,,,
108, 658,A,Post Moratorium          ,     156.500,    2.200000,LO Globorotalia miocenica
,,,,,,
108, 658,A,Post Moratorium          ,     165.500,    2.350000,LO Discoaster pentaradiatus
,,,,,,
108, 658,A,Post Moratorium          ,     166.000,    2.450000,LO Discoaster surculus
,,,,,,
108, 658,A,Post Moratorium          ,     199.500,    2.650000,LO Discoaster tamalis
,,,,,,
108, 658,A,Post Moratorium          ,     219.900,    2.900000,LO Dendroglobigerina altispira
,,,,,,
108, 658,A,Post Moratorium          ,     229.150,    3.040000,LO Sphaeroidinellopsis seminulina
,,,,,,
108, 658,A,Post Moratorium          ,     286.150,    3.450000,LO Sphenolithus spp.
,,,,,,
108, 658,A,Post Moratorium          ,     295.650,    3.650000,LO Globorotalia margaritae
,,,,,,
