Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
182,1130,B,Shipboard                ,      45.930,    0.450000,G. hirsuta
,,,,,,
182,1130,B,Shipboard                ,     141.750,    0.650000,G. tosaensis
,,,,,,
182,1130,B,Shipboard                ,     199.900,    0.780000,Brunhes/Matuyama
,,,,,,
182,1130,B,Shipboard                ,     218.600,    2.000000,G. truncatulinoides
,,,,,,
182,1130,B,Shipboard                ,     257.770,    3.580000,G. margaritae
,,,,,,
182,1130,B,Shipboard                ,     257.780,    3.750000,R. pseudoumbilicus
,,,,,,
182,1130,B,Shipboard                ,     276.990,    4.200000,Z. nepenthes
,,,,,,
182,1130,B,Shipboard                ,     286.630,    4.500000,G. crassiformis
,,,,,,
182,1130,B,Shipboard                ,     286.660,    4.600000,G. cibaoensis
,,,,,,
182,1130,B,Shipboard                ,     305.790,    5.600000,G. pliozea
,,,,,,
182,1130,B,Shipboard                ,     310.530,    5.320000,G. margaritae
,,,,,,
