Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Theocorys redondoensis,Stylodictya validispina,Stylacontarium acquilonium,Stichocorys peregrina,Stichocorys johnsoni,Stichocorys delmontensis,Stauroxiphos communis,Spongodiscus osculosus,Spirema circularis,Phormostichoartus fistula,Phormostichoartus doliolum,Phormostichoartus crustula,Phormostichoartus corbula,Lychnodictyum audax,Lychnocanoma nipponica nipponica,Gondwanaria hister,Eucyrtidium calvertense,Dictyophimus splendens,Diartus hughesi,Cyrtocapsella japonica,Collosphaera huxleyi,Ceratocyrtis histricosa,Botryostrobus bramlettei,Anthocyrtidium pliocenica,Anthocyrtidium ehrenbergi,Lamprocyrtis nigriniae,Lamprocyrtis neoheteroporos,Botryostrobus aquilonaris,Axoprunum euterpe,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,167,1010,B,  1,H,CC,  13.00,      4.1000,Caulet   ,Radiolarians                                 ,R              ,G                 ,                      ,                       ,                          ,                     ,                    ,                        ,                     ,                      ,                  ,                         ,                          ,                          ,                         ,                   ,                                ,                  ,                       ,                      ,               ,                      ,                    ,                       ,                        ,                         ,                         ,                      ,                           ,                         ,T                ,from IR. Ch 4. Tables 6 and 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,167,1010,B,  2,H,CC,  19.00,     14.1000,Caulet   ,Radiolarians                                 ,A              ,G                 ,                      ,                       ,                          ,                     ,                    ,                        ,                     ,                      ,                  ,                         ,                          ,F                         ,                         ,                   ,                                ,                  ,                       ,                      ,               ,                      ,                    ,                       ,                        ,                         ,                         ,R                     ,T                          ,F                        ,                 ,from IR. Ch 4. Tables 6 and 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Pleistocene      ,                 ,                  ,              ,167,1010,B,  3,H,CC,  21.00,     23.2800,Caulet   ,Radiolarians                                 ,C              ,G                 ,R                     ,F                      ,C                         ,C                    ,T                   ,C                       ,T                    ,C                     ,T                 ,T                        ,T                         ,F                         ,R                        ,R                  ,T                               ,T                 ,R                      ,F                     ,R              ,rR                    ,R                   ,C                      ,T                       ,T                        ,R                        ,                      ,                           ,                         ,                 ,from IR. Ch 4. Tables 6 and 7.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
