Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygocircus sp.,Tholospyris fornicata,Theocorythium trachelium,Theocalyptra gegenbauri,Theocalyptra davisiana,Theocalyptra bicornis,Tetrapyle octacantha,Tessarastrum straussi,Stylosphaera sp.,Stylodictya sp.,Stylodictya multispina,Stylochlamidium asteriscus,Spongurus sp. cf. S. elliptica,Spongurus sp.,Spongotrochus (?) venustum,Spongotrochus glacialis,Spongopyle osculosa,Spongodiscus sp.,Spongocore puella,Spongaster tetras tetras,Spongaster tetras irregularis,Siphonosphaera sp.,Siphonosphaera polysiphonia,Pterocorys zancleus,Pterocorys sp.,Pterocorys macroceras,Pterocanium trilobum,Pterocanium praetextum praetextum,Porodiscus sp.,Phormostichoartus corbula,Peromelissa phalacra,Peripyramis circumtexta,Otosphaera auriculata,Octopyle stenozona,Lithopera bacca,Lithelius minor,Liriospyris reticulata,Larcospira quadrangula,Larcopyle butshclii,Lamprocyrtis nigriniae,Lamprocyrtis maritalis,Lamprocyrtis hannai,Hexapyle sp.,Hexacontium sp.,Helotholus histricosa,Heliodiscus asteriscus,Gondwanaria dogieli,Giraffospyris angulata,Eucyrtidium punctatum,Eucyrtidium hexasticum,Eucyrtidium hexagonatum,Eucyrtidium calvertense,Eucyrtidium anomalum,Eucyrtidium acuminatum,Euchitonia sp.,Euchitonia furcata,Euchitonia elegans,Disolenia zanqyebarica,Disolenia quadrata,Didymocyrtis tetrathalamus,Dictyophimus sp.,Dictyocoryne truncatum,Dictyocoryne sp.,Dictyocoryne profunda,Cyrtolagena aglaolampa,Cornutella profunda,Collosphaera tuberosa,Carpocanistrum sp.,Buccinosphaera invaginata,Botryostrobus auritus/australis,Botryostrobus aquilonaris,Botryocyrtis scutum,Artobotrys auriculaleporis,Anthocyrtidium zanguebaricum,Anthocyrtidium ophirense,Amphirhopalum ypsilon,Acrosphaera spinosa forma C,Acrosphaera sp.,?Pylospira octopyle,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,134, 832,B,  1,R,CC,   9.00,    144.4900,Riedel   ,Radiolarians                                 ,               ,                  ,R             ,-                    ,R                       ,-                      ,R                     ,R                    ,F                   ,R                    ,R               ,F              ,R                     ,R                         ,R                             ,R            ,-                         ,F                      ,-                  ,F               ,R                ,R                       ,R                            ,-                 ,F                          ,R                  ,-             ,-                    ,-                   ,VR                               ,F             ,R                        ,-                   ,R                      ,-                    ,R                 ,VR             ,R              ,-                     ,R                     ,F                  ,-                     ,R                     ,VR                 ,R           ,R              ,-                    ,-                     ,VR                 ,R                     ,VR                   ,-                     ,-                      ,VR                     ,-                   ,VR                    ,R             ,R                 ,-                 ,-                     ,-                 ,F                         ,R               ,R                     ,F               ,F                    ,-                     ,VR                 ,-                    ,F                 ,-                        ,VR                             ,R                        ,R                  ,-                         ,VR                          ,-                       ,R                    ,R                          ,R              ,-                  ,from ODP Leg 134 SR Chapter 14 Talbe 5 p 316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,134, 832,B,  3,R, 1,  33.00,    164.1300,Riedel   ,Radiolarians                                 ,               ,                  ,-             ,-                    ,-                       ,-                      ,C                     ,-                    ,-                   ,-                    ,C               ,-              ,-                     ,-                         ,-                             ,C            ,-                         ,F                      ,-                  ,C               ,-                ,-                       ,-                            ,-                 ,F                          ,-                  ,-             ,-                    ,-                   ,-                                ,-             ,-                        ,-                   ,-                      ,-                    ,-                 ,-              ,-              ,-                     ,-                     ,F                  ,-                     ,-                     ,-                  ,-           ,-              ,-                    ,-                     ,-                  ,-                     ,-                    ,-                     ,-                      ,-                      ,-                   ,-                     ,-             ,-                 ,-                 ,-                     ,-                 ,-                         ,-               ,-                     ,-               ,-                    ,-                     ,-                  ,-                    ,-                 ,-                        ,-                              ,F                        ,-                  ,-                         ,-                           ,-                       ,-                    ,-                          ,-              ,-                  ,from ODP Leg 134 SR Chapter 14 Talbe 5 p 316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
