Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
108, 663,A,Post Moratorium          ,       5.050,    0.270000,FO Emiliania huxleyi
,,,,,,
108, 663,A,Post Moratorium          ,      15.150,    0.460000,LO Pseudoemiliania lacunosa
,,,,,,
108, 663,A,Post Moratorium          ,      55.050,    1.450000,LO Calcidiscus macintyrei
,,,,,,
108, 663,A,Post Moratorium          ,     103.400,    1.890000,LO Discoaster brouweri
,,,,,,
108, 663,A,Post Moratorium          ,     110.750,    2.070000,FO acme Discoaster triradiatus
,,,,,,
108, 663,A,Post Moratorium          ,     134.000,    2.350000,LO Discoaster pentaradiatus
,,,,,,
108, 663,A,Post Moratorium          ,     136.800,    2.450000,LO Discoaster surculus
,,,,,,
108, 663,A,Post Moratorium          ,     142.400,    2.650000,LO Discoaster tamalis
,,,,,,
