Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Theocorys semipolita,Theocorys robusta,Lychnocanoma conica,Eucyrtidium cheni,Lychnocanoma bellum,Stylosphaera radiosa,Eucyrtidium antiquum,Cycladophora cosma cosma,Theocorys saginata,Spongoplegma variabile,Prunopyle hayesi,Lamprocyclas matakohe,Eucyrtidium spinosum,Cenosphaera coronataformis,Cyrtocapsella tetrapera,Cenosphaera coronata,Eucyrtidium cienkowskii,Cycladophora golli regipileus,Sphaeropyle robusta,Cyrtocapsella japonica,Saturnalis circularis,Lychnocanoma nipponica nipponica,Anthocyrtidium ehrenbergi,Stichocorys peregrina,Stichocorys delmontensis,Ommatartus sp D,Druppatractus irregularis,Stylosphaera minor,Ommatartus sp C,Lithopera renzae,Cannartus sp. C,Cannartus sp. A,Thecosphaera japonica,Didymocyrtis antepenultima,Cycladophora sakaii,Lychnocanoma nipponica magnacornuta,Dictyophimus splendens,Botryostrobus auritus/australis,Axoprunum angelinum,Acrosphaera murrayana,Cycladophora spongothorax,Cycladophora humerus,Stylacontarium acquilonium,Phormostichoartus fistula,Haliommetta miocenica,Eucyrtidium biconicum,Amphymenium challengerae,Theocorythium vetulum,Stylatractus neptunus,Lychnocanoma grande,Lithelius nautiloides,Eucyrtidium teuscheri group,Carpocanistrum ob,Botryostrobus bramlettei pretumidulus,Sphaeropyle langii,Lamprocyrtis neoheteroporos,Cycladophora pliocenica,Botryostrobus bramlettei seriatus,Lipmanella deflandrei,Spongotrochus glacialis,Eucyrtidium teuscheri orthoporus,Desmospyris spongiosa,Cycladophora antiqua,Spongoplegma antarcticum,Saccospyris antarctica,Antarctissa sp. G,Actinomma popofskii,Spongoplegma haeckeli,Pterocanium charybdeum trilobum,Phormostichoartus multiseriatus,Lamprocyrtis heteroporos,Antarctissa strelkovi,Triceraspyris antarctica,Theocorythium trachelium trachelium,Cycladophora davisiana,Botryostrobus bramlettei tumidulus,Antarctissa denticulata,Spongoplegma churchii,Stylatractus universus,Lampromitra coronata,Sphaeropyle antarctica,Pseudocubus vema,Ceratospyris borealis,Eucyrtidium calvertense,Sphaeropyle boreale,Anthocyrtidium jenghisi,Spongoplegma medianum,Botryostrobus aquilonaris,Comment
  IR,                 ,                 ,                  ,              ,189,1170,A, 21,X,CC,  11.00,    180.9100,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,                     ,R                               ,                         ,F                    ,T                       ,               ,                         ,                  ,C              ,                ,               ,               ,                     ,                          ,R                  ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,20/21 FO D. splendeus
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 22,X,CC,  12.00,    192.0500,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,                     ,                                ,                         ,R                    ,T                       ,R              ,                         ,                  ,C              ,                ,               ,T              ,R                    ,T                         ,R                  ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 23,X,CC,  12.00,    201.1300,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,                      ,                     ,R                               ,                         ,R                    ,T                       ,R              ,                         ,                  ,C              ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 24,X,CC,  16.00,    210.3100,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,F                     ,                     ,R                               ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,T                    ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,23/24 LO C. japonica
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 25,X,CC,  20.00,    220.3400,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,T                  ,F                     ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 26,X,CC,  10.00,    227.5500,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,                   ,C                     ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 27,X,CC,  12.00,    239.3800,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,                       ,                    ,R                      ,                             ,R                  ,C                     ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 28,X,CC,  20.00,    250.7000,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,A                      ,                    ,R                      ,                             ,                   ,                      ,                     ,T                               ,                         ,                     ,                        ,               ,R                        ,T                 ,F              ,T               ,F              ,T              ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,27/28 RD C. tetrapera
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 29,X,CC,  10.00,    259.4400,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,A                      ,                    ,R                      ,                             ,                   ,                      ,                     ,R                               ,                         ,                     ,                        ,R              ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 30,X,CC,   9.00,    270.2200,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,C                      ,                    ,R                      ,                             ,                   ,                      ,                     ,                                ,                         ,T                    ,T                       ,R              ,R                        ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 31,X,CC,  12.00,    281.7400,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,R                  ,                 ,                   ,                    ,                    ,                        ,                  ,R                     ,                ,                     ,                    ,                          ,A                      ,                    ,R                      ,                             ,R                  ,T                     ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 32,X,CC,  15.00,    290.8900,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,                   ,                 ,                   ,                    ,                    ,                        ,                  ,C                     ,                ,                     ,                    ,                          ,C                      ,                    ,R                      ,                             ,                   ,                      ,T                    ,C                               ,T                        ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 33,X,CC,  11.00,    299.6000,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,R                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,C                      ,                    ,C                      ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,32/33 FO L. nipponica s.s.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 34,X,CC,  21.00,    310.3900,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,                 ,R                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,C                      ,                    ,F                      ,T                            ,R                  ,R                     ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 35,X,CC,  19.00,    318.4300,rads     ,Radiolarians                                 ,C              ,P                 ,                    ,                 ,R                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,R                      ,                    ,R                      ,R                            ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 36,X,CC,  16.00,    327.5200,rads     ,Radiolarians                                 ,F              ,P                 ,                    ,                 ,R                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,                          ,T                      ,A                   ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,35/36 LO C. coronata. Sphaeroids abundant
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 37,X,CC,  16.00,    338.8000,rads     ,Radiolarians                                 ,F              ,P                 ,                    ,                 ,R                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,R                         ,R                      ,A                   ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 38,X,CC,  13.00,    347.1800,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,T                ,R                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,A                         ,C                      ,C                   ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 39,X,CC,  19.00,    356.5300,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,T                ,R                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,F                         ,C                      ,R                   ,T                      ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 40,X,CC,  25.00,    367.0300,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,T                ,F                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,F                         ,R                      ,C                   ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 41,X,CC,  29.00,    376.5300,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,R                ,F                  ,T                ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,                    ,C                         ,T                      ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 42,X,CC,  29.00,    387.1700,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,C                ,F                  ,                 ,                   ,                    ,                    ,                        ,                  ,                      ,                ,                     ,R                   ,R                         ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,41/42 FO C. tetrapera
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 43,X,CC,  14.00,    396.6300,rads     ,Radiolarians                                 ,C              ,G                 ,R                   ,C                ,F                  ,                 ,                   ,                    ,                    ,                        ,R                 ,                      ,T               ,R                    ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 44,X,CC,  31.00,    405.8300,rads     ,Radiolarians                                 ,C              ,G                 ,                    ,C                ,F                  ,                 ,                   ,C                   ,                    ,                        ,F                 ,T                     ,                ,                     ,                    ,                          ,                       ,                    ,                       ,                             ,                   ,                      ,                     ,                                ,                         ,                     ,                        ,               ,                         ,                  ,               ,                ,               ,               ,                     ,                          ,                   ,                                   ,                      ,                               ,                   ,                     ,                         ,                    ,                          ,                         ,                     ,                     ,                        ,                     ,                     ,                   ,                     ,                           ,                 ,                                     ,                  ,                           ,                       ,                                 ,                     ,                       ,                                ,                     ,                    ,                        ,                      ,                 ,                   ,                     ,                               ,                               ,                        ,                     ,                        ,                                   ,                      ,                                  ,                       ,                     ,                      ,                    ,                      ,                ,                     ,                       ,                   ,                       ,                     ,                         ,       
