leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
103,638,C,001,Rotary,01,JAJ,000,,,022,,,crs-grained sandstone (0-4 cm); silty claystone with 1 cm of nannofossil marlstone (4-13 cm); sandy mudstone (13-22 cm),"gray (0-16 cm), dark gray and very dark gray (16-22 cm)",5y 5/1 (0-16 cm); 5y 4/1 and 5y 3/1 (16-22 cm),"parallel laminae, fining upward sequences (13-16 cm, 16-22 cm)",slightly fractured; drilling contacts (16 and 22 cm),,,"organic matter (0-4, 13-22 cm); nannos (6-7 cm)","turbidite; sandy mudstone layers (13-16, 16-22 cm) grade up to massive mud (bouma d)",,Y,R,42.15333,-12.19667,0411.90,41189,41211
103,638,C,001,Rotary,01,JAJ,022,,,040,,,"med- (22-29) to fine-grained (30-37 cm) sandstone; nannofossil marlstone (29, 37-40 cm)","gray (22-30 cm), dark gray (30-37 cm), gray/light gray (37-40 cm)","2.5y 5/1 (22-30 cm), 5y 4/1 (30-37 cm), 5y 6/1 (37-40 cm)",parallel laminae; fining upward sequence (30-37 cm),"slightly fractured; drilling contacts (30, 37 cm)",,coal (30-37 cm),"nannos (29, 37-40 cm)",turbidite; sandstone (30-37 cm) fines upward from fine-grained sand to mud to clay in upper 1 cm,,Y,R,42.15333,-12.19667,0411.90,41211,41229
103,638,C,001,Rotary,01,JAJ,040,,,056,,,calcareous claystone (40-41 cm); silty claystone (41-56 cm),gray,5y 5/1,"laminae/banding; calcareous claystone (40-41 cm) has ""beef"" structure",slightly fractured,,,,turbidite,,Y,R,42.15333,-12.19667,0411.90,41229,41245
103,638,C,001,Rotary,01,JAJ,056,,,060,,,silty claystone,light brownish gray,2.5y 6/1,,lower drilling contact; slightly fractured,,siderite; coal,,siderite-rich layer grades upwards to claystone; calcareous turbidite?,,Y,R,42.15333,-12.19667,0411.90,41245,41249
103,638,C,001,Rotary,01,JAJ,060,,,077,,,crs-grained sandstone with bands of fine- (71 cm) and med-grained (75-76 cm) sandstone,gray,2.5y 5/1,banding,upper and lower drilling contact; slightly fractured,,,,turbidite (bouma ta),,Y,R,42.15333,-12.19667,0411.90,41249,41266
103,638,C,001,Rotary,01,JAJ,077,,,083,,,alternating nannofossil marlstone and silty claystone,dark gray claystone and light gray marlstone,"5y 4/1 claystone, 5y 7/1 marlstone",cross laminae; claystone has normal graded bedding,upper drilling contact; slightly fractured,,,nannos,microturbidite (bouma d-e),,Y,R,42.15333,-12.19667,0411.90,41266,41272
103,638,C,001,Rotary,01,JAJ,083,,,103,,,silty claystone,dark gray,5y 4/1,,slightly fractured,,,,turbidite,,Y,R,42.15333,-12.19667,0411.90,41272,41292
103,638,C,001,Rotary,01,JAJ,103,,,123,,,alternating nannofossil marlstone and silty claystone with massive silty claystone (109-119 cm),"dark gray claystone and light gray, gray/light gray marlstone","5y 4/1 claystone, 5y 7/1 and 5y 6/1 marlstone","laminae (103-109, 119-123 cm); claystone has normal graded bedding",slightly fractured,,,nannos,microturbidite,,Y,R,42.15333,-12.19667,0411.90,41292,41312
103,638,C,001,Rotary,01,JAJ,123,,,128,,,claystone,dark gray,5y 4/1,parallel laminae; fining upward sequence,slightly fractured,,,,turbidite (bouma d-e); fairly sharp contact between claystones (~124 cm),,Y,R,42.15333,-12.19667,0411.90,41312,41317
103,638,C,001,Rotary,01,JAJ,128,,,146,,,nannofossil marlstone (128-129 cm); massive silty claystone grading downward to silty calcareous claystone,dark gray claystone with gray/light gray marlstone,5y 4/1 claystone with 5y 6/1 marlstone,"parallel laminae, fining upward sequence, and normal graded bedding (130-132 cm)",slightly fractured,,,nannos,microturbidite,,Y,R,42.15333,-12.19667,0411.90,41317,41335
