Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Reticulofenestra umbilica	Reticulofenestra samodurovii	Reticulofenestra reticulata	Reticulofenestra daviesii	Reticulofenestra bisecta	Markalius inversus	Discoaster saipanensis	Coccolithus pelagicus	Chiasmolithus oamaruensis	Chiasmolithus altus	Blackites spinosus	Sphenolithus moriformis	Cyclicargolithus floridanus	Isthmolithus recurvus	Reticulofenestra onusta	Thoracosphaera spp.	Reticulofenestra oamaruensis	Coccolithus formosus	Discoaster spp.	Clausicoccus fenestratus	Reticulofenestra bisecta filewiczii	Neococcolithes dubius	Chiasmolithus expansus	Cyclicargolithus abisectus	Bicolumnus ovatus	Calcidiscus leptoporus	Reticulofenestra hesslandii	Reticulofenestra gelida	Sphenolithus abies	Calcidiscus macintyrei	Reticulofenestra producta	Reticulofenestra perplexa	Pseudoemiliania lacunosa	Comment
  SR	Early Oligocene  	                 	CP17              	CP19          	119	 744	A	 14	H	 3	  75.00	    121.9500	Wei      	Nannofossils                                 	A              	M                 	                       	                         	                            	                           	A                        	F                       	                  	                      	C                    	                         	V                  	                  	                       	F                          	                     	                       	                   	                            	                    	               	                        	F                                  	                     	                      	F                         	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 744	A	 14	H	 4	  75.00	    123.4500	Wei      	Nannofossils                                 	A              	M                 	                       	                         	                            	                           	V                        	R                       	                  	                      	F                    	                         	A                  	                  	                       	C                          	                     	                       	                   	                            	                    	               	                        	R                                  	                     	                      	R                         	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 744	A	 14	H	 5	  75.00	    124.9500	Wei      	Nannofossils                                 	A              	M                 	                       	                         	                            	                           	V                        	F                       	                  	                      	C                    	                         	V                  	                  	                       	R                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP17              	CP19          	119	 744	A	 14	H	 6	  75.00	    126.4500	Wei      	Nannofossils                                 	A              	M                 	                       	                         	                            	                           	A                        	C                       	                  	                      	C                    	                         	A                  	                  	                       	F                          	                     	                       	                   	                            	                    	               	                        	F                                  	                     	                      	R                         	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 14	H	CC	  11.00	    127.6600	Wei      	Nannofossils                                 	A              	M                 	R                      	R                        	R                           	                           	V                        	R                       	                  	                      	C                    	                         	A                  	                  	                       	F                          	                     	                       	                   	                            	                    	               	                        	F                                  	                     	                      	R                         	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 15	H	 1	  75.00	    128.4500	Wei      	Nannofossils                                 	A              	M                 	                       	R                        	R                           	                           	V                        	R                       	                  	                      	C                    	                         	A                  	                  	                       	R                          	                     	                       	                   	                            	                    	               	                        	R                                  	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 15	H	 2	  75.00	    129.9500	Wei      	Nannofossils                                 	A              	M                 	                       	R                        	F                           	                           	V                        	F                       	                  	                      	A                    	                         	A                  	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	R                     	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 15	H	 3	  75.00	    131.4500	Wei      	Nannofossils                                 	A              	M                 	R                      	F                        	C                           	                           	V                        	C                       	                  	                      	C                    	                         	A                  	R                 	                       	                           	R                    	                       	                   	                            	                    	               	                        	                                   	R                    	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 15	H	 4	  75.00	    132.9500	Wei      	Nannofossils                                 	A              	M                 	R                      	C                        	C                           	                           	V                        	C                       	                  	                      	C                    	                         	A                  	                  	                       	                           	R                    	                       	                   	                            	                    	               	                        	R                                  	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 15	H	 5	  75.00	    134.4500	Wei      	Nannofossils                                 	A              	M                 	                       	C                        	C                           	                           	V                        	C                       	                  	                      	C                    	                         	A                  	                  	                       	                           	R                    	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 15	H	 6	  75.00	    135.9500	Wei      	Nannofossils                                 	A              	M                 	R                      	F                        	C                           	                           	V                        	F                       	                  	                      	A                    	                         	A                  	R                 	                       	                           	R                    	                       	                   	                            	                    	               	C                       	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 15	H	CC	  10.00	    137.5000	Wei      	Nannofossils                                 	A              	G                 	                       	F                        	F                           	                           	A                        	C                       	                  	                      	C                    	                         	A                  	                  	                       	                           	C                    	                       	                   	                            	                    	               	C                       	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 16	H	 1	  75.00	    137.9500	Wei      	Nannofossils                                 	A              	M                 	                       	C                        	A                           	                           	A                        	C                       	                  	                      	C                    	R                        	C                  	                  	                       	                           	C                    	                       	                   	                            	                    	               	F                       	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 16	H	 2	  75.00	    139.4500	Wei      	Nannofossils                                 	A              	M                 	                       	C                        	C                           	                           	V                        	C                       	                  	                      	C                    	R                        	A                  	R                 	                       	                           	C                    	                       	                   	                            	                    	               	F                       	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 16	H	 3	  75.00	    140.9500	Wei      	Nannofossils                                 	A              	M                 	                       	C                        	C                           	                           	A                        	F                       	                  	                      	C                    	                         	C                  	R                 	                       	                           	C                    	                       	                   	                            	                    	               	F                       	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 16	H	 4	  75.00	    142.4500	Wei      	Nannofossils                                 	A              	M                 	                       	C                        	C                           	                           	A                        	R                       	                  	                      	C                    	                         	C                  	R                 	R                      	                           	C                    	                       	                   	                            	                    	               	R                       	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 16	H	 5	  75.00	    143.9500	Wei      	Nannofossils                                 	A              	M                 	                       	C                        	C                           	                           	V                        	R                       	                  	                      	C                    	                         	A                  	                  	                       	                           	C                    	                       	                   	                            	                    	               	R                       	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 16	H	 6	  75.00	    145.4500	Wei      	Nannofossils                                 	A              	M                 	                       	C                        	C                           	                           	                         	                        	                  	                      	A                    	                         	C                  	                  	                       	                           	A                    	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 16	H	CC	  18.00	    147.0800	Wei      	Nannofossils                                 	A              	G                 	                       	F                        	C                           	                           	A                        	R                       	                  	                      	A                    	                         	C                  	R                 	                       	                           	C                    	                       	                   	                            	                    	               	F                       	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 17	H	 1	  23.00	    146.9300	Wei      	Nannofossils                                 	A              	M                 	                       	C                        	A                           	                           	C                        	                        	                  	                      	A                    	                         	A                  	                  	                       	                           	C                    	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 17	H	CC	  32.00	    147.4900	Wei      	Nannofossils                                 	A              	M                 	                       	F                        	A                           	                           	A                        	R                       	                  	                      	A                    	                         	                   	                  	                       	                           	F                    	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 18	H	 1	  75.00	    148.3500	Wei      	Nannofossils                                 	A              	M                 	R                      	C                        	C                           	                           	A                        	F                       	                  	                      	A                    	                         	C                  	                  	                       	                           	F                    	                       	                   	R                           	                    	R              	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 18	H	 2	  75.00	    149.8500	Wei      	Nannofossils                                 	A              	M                 	F                      	C                        	C                           	                           	A                        	F                       	                  	                      	A                    	                         	C                  	                  	                       	                           	F                    	                       	                   	R                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 18	H	 3	  75.00	    151.3500	Wei      	Nannofossils                                 	A              	M                 	F                      	C                        	F                           	                           	A                        	C                       	                  	                      	A                    	R                        	C                  	R                 	                       	                           	F                    	                       	                   	F                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 18	H	 4	  75.00	    152.8500	Wei      	Nannofossils                                 	A              	M                 	F                      	F                        	C                           	                           	A                        	F                       	                  	                      	A                    	R                        	A                  	                  	                       	                           	C                    	                       	                   	F                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 18	H	 5	  75.00	    154.3500	Wei      	Nannofossils                                 	A              	M                 	R                      	F                        	C                           	                           	A                        	F                       	                  	                      	A                    	                         	C                  	R                 	                       	                           	F                    	                       	                   	R                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 18	H	 6	  75.00	    155.8500	Wei      	Nannofossils                                 	A              	M                 	R                      	F                        	C                           	                           	A                        	F                       	                  	                      	A                    	                         	A                  	R                 	                       	                           	F                    	                       	                   	R                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 18	H	CC	  16.00	    157.2600	Wei      	Nannofossils                                 	A              	G                 	R                      	F                        	C                           	                           	C                        	F                       	                  	                      	A                    	                         	A                  	R                 	                       	                           	C                    	                       	                   	F                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 19	H	 1	  75.00	    157.8500	Wei      	Nannofossils                                 	A              	M                 	R                      	C                        	C                           	                           	R                        	C                       	                  	                      	A                    	F                        	A                  	R                 	                       	                           	C                    	                       	                   	R                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 19	H	 2	  75.00	    159.3500	Wei      	Nannofossils                                 	A              	M                 	                       	C                        	C                           	                           	C                        	F                       	                  	                      	A                    	                         	A                  	R                 	                       	                           	C                    	                       	                   	R                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Early Oligocene  	                 	CP16              	              	119	 744	A	 19	H	 3	  75.00	    160.8500	Wei      	Nannofossils                                 	A              	M                 	                       	F                        	C                           	                           	A                        	C                       	R                 	                      	A                    	F                        	A                  	                  	                       	                           	C                    	                       	                   	R                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 744	A	 19	H	 4	  75.00	    162.3500	Wei      	Nannofossils                                 	A              	M                 	F                      	F                        	C                           	                           	A                        	C                       	                  	R                     	A                    	R                        	R                  	R                 	R                      	                           	C                    	                       	                   	R                           	                    	R              	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 744	A	 19	H	 5	  75.00	    163.8500	Wei      	Nannofossils                                 	A              	M                 	                       	F                        	C                           	                           	A                        	C                       	                  	R                     	A                    	                         	                   	F                 	                       	                           	C                    	                       	                   	R                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 744	A	 19	H	 6	  75.00	    165.3500	Wei      	Nannofossils                                 	A              	M                 	R                      	F                        	C                           	                           	A                        	F                       	                  	                      	A                    	                         	F                  	                  	                       	                           	C                    	                       	                   	R                           	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 744	A	 19	H	CC	  44.00	    166.0400	Wei      	Nannofossils                                 	A              	G                 	F                      	F                        	F                           	                           	A                        	C                       	R                 	R                     	A                    	                         	A                  	R                 	R                      	C                          	C                    	R                      	R                  	R                           	R                   	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 744	A	 20	H	 1	  75.00	    167.3500	Wei      	Nannofossils                                 	A              	M                 	R                      	F                        	C                           	                           	A                        	C                       	R                 	                      	A                    	R                        	C                  	R                 	                       	F                          	C                    	R                      	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15b             	              	119	 744	A	 20	H	 2	  75.00	    168.8500	Wei      	Nannofossils                                 	A              	G                 	C                      	C                        	C                           	                           	A                        	C                       	                  	R                     	A                    	                         	A                  	R                 	R                      	C                          	R                    	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15a             	              	119	 744	A	 20	H	 3	  75.00	    170.3500	Wei      	Nannofossils                                 	A              	G                 	F                      	C                        	C                           	F                          	C                        	C                       	                  	                      	V                    	                         	F                  	                  	                       	C                          	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15a             	              	119	 744	A	 20	H	 4	  75.00	    171.8500	Wei      	Nannofossils                                 	A              	G                 	                       	C                        	A                           	A                          	R                        	A                       	                  	                      	V                    	                         	A                  	R                 	R                      	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15a             	              	119	 744	A	 20	H	 5	  75.00	    173.3500	Wei      	Nannofossils                                 	A              	G                 	R                      	C                        	C                           	A                          	R                        	A                       	                  	                      	A                    	R                        	A                  	                  	R                      	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15a             	              	119	 744	A	 20	H	 6	  75.00	    174.8500	Wei      	Nannofossils                                 	A              	G                 	F                      	C                        	C                           	A                          	C                        	A                       	                  	R                     	A                    	                         	C                  	R                 	R                      	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15a             	              	119	 744	A	 20	H	 7	  68.00	    176.2800	Wei      	Nannofossils                                 	A              	G                 	F                      	F                        	C                           	A                          	R                        	A                       	                  	R                     	A                    	F                        	C                  	                  	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

  SR	Late Eocene      	                 	CP15a             	              	119	 744	A	 20	H	CC	  14.00	    176.4600	Wei      	Nannofossils                                 	A              	G                 	F                      	F                        	F                           	A                          	F                        	C                       	R                 	R                     	A                    	R                        	C                  	R                 	                       	                           	                     	                       	                   	                            	                    	               	                        	                                   	                     	                      	                          	                 	                      	                           	                       	                  	                      	                         	                         	                        	from 119 SR Chapter 26 Table 6 fold-out back pocket.

